condition,guard,spectrum,hs_m,input,disp_x_rms_m,disp_y_rms_m,disp_z_rms_m,disp_3d_rms_m,roll_rms_deg,pitch_rms_deg,yaw_rms_deg,accel_bias_3d_rms_mps2,disp_x_mean_m,disp_y_mean_m,disp_z_mean_m,roll_mean_deg,pitch_mean_deg,yaw_mean_deg,guard_engagement,guard_out_of_band_rms_mps2,guard_delay_sec,guard_racc_std_mps2,disp_z_ref_rms_m
"2400 rpm, engine bed",guard+R,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.585573316,0.508339882,0.401265085,0.873108923,0.296416044,0.800716102,5.87342119,0.145752981,0.167519033,-0.00607806398,-0.0238048062,-0.246465161,0.645338476,-5.79849243,1.0,0.288435,0.0227364,0.196049,2.15460348
"2400 rpm, engine bed",guard+R,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0100597078,0.0086818384,0.0188549068,0.0230668504,0.18402344,0.20686686,1.38785827,0.0463192537,0.00215867721,8.61666558e-05,-0.000274166785,-0.155986622,0.122761533,-1.23866343,1.0,0.288435,0.0227364,0.226791,0.0499124601
"2400 rpm, engine bed",guard+R,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0811823905,0.05942275,0.0919763297,0.1363132,0.175346196,0.810957611,5.61653376,0.141963914,0.0163983237,-0.00116824277,-0.00399918575,-0.133181319,0.652985513,-5.52374601,1.0,0.288434,0.0227364,0.196049,0.385561794
"2400 rpm, engine bed",guard+R,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.300465554,0.159352779,0.22334595,0.406886071,0.152405351,0.787840068,6.28362751,0.139721677,0.0525938161,-0.00628591003,-0.0132783512,-0.100304477,0.633358836,-6.22229242,1.0,0.288434,0.0227364,0.196049,1.04037023
"2400 rpm, engine bed",guard+R,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.607657969,0.516026676,0.420369804,0.901244998,0.348928183,0.75796771,5.88283825,0.14365761,0.146559507,0.000414741167,-0.0227225609,-0.296806157,0.60273838,-5.81718111,1.0,0.288434,0.0227364,0.196049,2.16781425
"2400 rpm, engine bed",off,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.478367418,0.601016998,0.110753439,0.776094794,3.78288245,1.32003033,105.206543,0.376509398,-0.0026329197,0.00858711638,-0.10678418,3.73385453,-1.26898754,-143.381073,0.0,nan,0.0,nan,0.0534430593
"2400 rpm, engine bed",off,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,17.291399,18.6135216,28.3207531,38.046299,20.0023975,25.3761826,103.804947,0.37615481,-0.886132061,2.04034042,-27.8979321,-17.7486687,24.6885605,-62.2058601,0.0,nan,0.0,nan,0.390963972
"2400 rpm, engine bed",off,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,24.4731064,26.2734528,126.427567,131.427383,37.1511841,36.5496063,103.93499,0.346601576,1.19337571,-3.50960135,-123.415421,31.4719181,33.6555824,76.6572952,0.0,nan,0.0,nan,1.04307246
"2400 rpm, engine bed",off,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,45.8695297,41.4478569,200.708801,210.014191,34.7424278,36.7657433,103.126144,0.343017548,-8.48224068,-4.0562191,-196.122665,24.5951233,33.1141739,17.1234722,0.0,nan,0.0,nan,2.15460348
"2400 rpm, engine bed",off,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.42583093,0.539929688,0.105020814,0.695618749,3.58392191,1.30442858,104.549118,0.376164794,-0.015711369,0.00521989958,-0.101698242,3.54096365,-1.25799298,-100.902023,0.0,nan,0.0,nan,0.0499124601
"2400 rpm, engine bed",off,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,13.6964626,14.083395,20.0379524,28.0616226,26.3791542,4.65682077,104.093834,0.363700062,-0.403885245,0.0320641734,-18.1217327,25.5428371,-2.59603047,-140.060837,0.0,nan,0.0,nan,0.385561794
"2400 rpm, engine bed",off,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,39.9740334,45.2992172,113.053741,128.183823,40.3193779,35.229744,103.244667,0.351216614,-1.79065871,-1.95584846,-108.39859,33.2767525,31.4793034,-3.10592914,0.0,nan,0.0,nan,1.04037023
"2400 rpm, engine bed",off,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,31.6734314,35.6324081,220.506424,225.601318,43.7192345,40.9277534,103.39254,0.348446757,-1.57985127,-3.42314458,-215.622421,31.4601841,37.4274673,-15.7603855,0.0,nan,0.0,nan,2.16781425
"2400 rpm, wide sensor",guard,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.00918835774,0.00942847878,0.0116163399,0.017557377,0.227268949,0.418538362,0.567387998,0.0816680044,0.00120751432,-0.000340164697,-0.000414691807,0.204802945,-0.376357347,0.230193138,1.0,0.193494,0.0227364,0.117754,0.0534430593
"2400 rpm, wide sensor",guard,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.072174646,0.0743468255,0.0619326867,0.12071573,0.102481864,1.08532572,8.29699421,0.187631011,0.0119653419,-0.00210109237,-0.00417070463,0.0892071277,0.924589574,-8.2569418,1.0,0.193494,0.0227364,0.0294384,0.390963972
"2400 rpm, wide sensor",guard,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.261306942,0.177405685,0.164507046,0.356113255,0.0966072753,0.915701807,8.0075264,0.15906544,0.044886034,-0.0110734357,-0.0116673093,0.0791725144,0.77532655,-7.98574257,1.0,0.193494,0.0227364,0.0294384,1.04307246
"2400 rpm, wide sensor",guard,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.546165109,0.525429666,0.33004123,0.826619506,0.101470195,0.816086471,6.5044322,0.142821744,0.140261561,-0.0297403615,-0.0169700589,-0.0490821637,0.677446127,-6.47819757,1.0,0.193494,0.0227364,0.0294384,2.15460348
"2400 rpm, wide sensor",guard,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.00913664699,0.00933468342,0.011502224,0.0174044762,0.235461116,0.44968012,0.843756139,0.0870622396,0.00115241611,-0.000354703108,-0.000387294131,0.212547734,-0.404311776,0.594844818,1.0,0.193494,0.0227364,0.117754,0.0499124601
"2400 rpm, wide sensor",guard,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0745644197,0.072951436,0.0605631582,0.120621972,0.0787618607,0.986498415,7.68698263,0.170973018,0.0102894045,-0.0019769331,-0.0034927465,0.0587257557,0.832095444,-7.64537048,1.0,0.193494,0.0227364,0.0294384,0.385561794
"2400 rpm, wide sensor",guard,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.265286267,0.171664044,0.16306302,0.355576843,0.107663155,0.724551201,6.50094318,0.127750099,0.0372188725,-0.00749872811,-0.0102264276,0.0940605551,0.60321331,-6.48454523,1.0,0.193494,0.0227364,0.0294384,1.04037023
"2400 rpm, wide sensor",guard,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.569442749,0.515818357,0.337344408,0.839127481,0.185797125,0.604270756,5.38578415,0.110963158,0.107864484,-0.0134199858,-0.0168487635,-0.14397788,0.477764487,-5.36145782,1.0,0.193494,0.0227364,0.0294384,2.16781425
"2400 rpm, wide sensor",guard+R,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.00946561527,0.00894949865,0.0150730107,0.0199220236,0.208266214,0.101225086,0.382136345,0.0392673723,0.00161054102,0.000225635056,-0.000473056076,-0.181831852,-0.0906174481,-0.0899708271,1.0,0.193494,0.0227364,0.170005,0.0534430593
"2400 rpm, wide sensor",guard+R,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0725620538,0.0557680242,0.0746948272,0.118129767,0.1604608,0.142773762,1.31103277,0.0352214314,0.00913769845,0.00174024573,-0.00415730663,-0.134394169,0.0664294884,-1.26997077,1.0,0.193494,0.0227364,0.126105,0.390963972
"2400 rpm, wide sensor",guard+R,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.258270085,0.162242621,0.185399875,0.356930286,0.172425002,0.113101691,2.16427064,0.034890715,0.0283939559,0.00348544586,-0.0131514473,-0.13856782,0.027697593,-2.14392471,1.0,0.193494,0.0227364,0.126105,1.04307246
"2400 rpm, wide sensor",guard+R,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.559222817,0.430082649,0.352524281,0.788653672,0.291432321,0.110957786,1.2758131,0.0480564907,0.0812216923,0.0213383045,-0.0194416605,-0.254071057,0.00799986441,-1.21592522,1.0,0.193494,0.0227364,0.126105,2.15460348
"2400 rpm, wide sensor",guard+R,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.00944057386,0.00887826737,0.0150800291,0.0198835451,0.208924696,0.105131902,0.387089223,0.0397083648,0.00156091712,0.0002350961,-0.000420203171,-0.182413116,-0.0954059139,0.199934825,1.0,0.193494,0.0227364,0.170005,0.0499124601
"2400 rpm, wide sensor",guard+R,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0735752881,0.054651726,0.075552538,0.118778445,0.163764849,0.133937493,1.40513098,0.034479145,0.00801947061,0.00122859981,-0.00354599697,-0.137555167,0.0538436621,-1.36818171,1.0,0.193494,0.0227364,0.126104,0.385561794
"2400 rpm, wide sensor",guard+R,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.259990245,0.168141842,0.188415647,0.362445951,0.147761062,0.0960750431,1.67050827,0.0293479618,0.0251960438,0.00284643099,-0.0114065446,-0.112862237,-0.0121255396,-1.65015054,1.0,0.193494,0.0227364,0.126105,1.04037023
"2400 rpm, wide sensor",guard+R,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.58579421,0.429441303,0.366369605,0.813511729,0.346130192,0.11044582,1.24498951,0.0549509935,0.0696867183,0.0234122761,-0.0190597698,-0.305894941,-0.0356862284,-1.17938423,1.0,0.193494,0.0227364,0.126105,2.16781425
"2400 rpm, wide sensor",off,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0119052483,0.031573806,0.0279627163,0.0438241214,2.08299541,0.474626422,13.0949278,0.358399183,0.00385501934,-0.0197622981,-0.0226801373,2.0758512,0.375763953,-12.6516695,0.0,nan,0.0,nan,0.0534430593
"2400 rpm, wide sensor",off,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,4.06745195,4.70402622,1.02514136,6.30261374,5.51858187,1.44363248,103.731941,0.382215321,0.0168046001,-0.0584525838,-0.984018207,5.37825203,-1.10555673,22.7219009,0.0,nan,0.0,nan,0.390963972
"2400 rpm, wide sensor",off,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,11.2753162,12.380496,3.8357079,17.1791191,7.92210674,1.97191763,103.616684,0.382641137,0.340032846,-0.346830189,-3.50725508,7.54790688,-1.2887361,49.4401131,0.0,nan,0.0,nan,1.04307246
"2400 rpm, wide sensor",off,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,30.9928932,29.2678242,11.6786871,44.1990585,10.5135031,2.64688301,104.011391,0.372143328,1.59152615,-0.296002388,-10.3203554,9.81985664,-0.844332695,132.274399,0.0,nan,0.0,nan,2.15460348
"2400 rpm, wide sensor",off,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0114740692,0.0299129356,0.0271303039,0.0419820361,2.09038925,0.439980477,12.1085854,0.358645231,0.00367635838,-0.018729832,-0.0219257213,2.08381677,0.345819175,-11.6997471,0.0,nan,0.0,nan,0.0499124601
"2400 rpm, wide sensor",off,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,3.6248455,4.26931238,0.907359481,5.67360878,5.23686171,1.61538982,103.653954,0.383504033,-0.0107190525,-0.0517714582,-0.874327064,5.0953002,-1.30667758,-13.0781345,0.0,nan,0.0,nan,0.385561794
"2400 rpm, wide sensor",off,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,9.11913204,10.2232189,2.65600538,13.9544668,6.4016571,2.33166122,104.361557,0.386506021,-0.042328123,-0.108777307,-2.47810602,6.07942915,-1.80200493,-178.307724,0.0,nan,0.0,nan,1.04037023
"2400 rpm, wide sensor",off,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,20.2839642,23.7326012,6.47564363,31.8843136,7.61883497,2.54506087,104.004631,0.379808754,0.0199504867,-0.0925406814,-5.78548908,7.03379345,-1.37928772,-93.9226456,0.0,nan,0.0,nan,2.16781425
