condition,guard,spectrum,hs_m,input,disp_x_rms_m,disp_y_rms_m,disp_z_rms_m,disp_3d_rms_m,roll_rms_deg,pitch_rms_deg,yaw_rms_deg,accel_bias_3d_rms_mps2,disp_x_mean_m,disp_y_mean_m,disp_z_mean_m,roll_mean_deg,pitch_mean_deg,yaw_mean_deg,guard_engagement,guard_out_of_band_rms_mps2,guard_delay_sec,guard_racc_std_mps2,disp_z_ref_rms_m
2400 rpm,guard,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0795415789,0.087973699,0.0709848851,0.13822116,0.186328888,1.64546216,15.0128641,0.284629762,0.0175855439,-0.00625007926,-0.0200836994,-0.0864971504,1.49341011,-14.9610519,1.0,0.144302,0.0227364,0.0294384,0.385561794
2400 rpm,guard,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.28981781,0.185521275,0.170652032,0.384102374,0.099178113,1.34894824,10.6706228,0.234657735,0.0539679304,-0.0150174052,-0.0215033311,0.0391226001,1.15456927,-10.6142492,1.0,0.144302,0.0227364,0.0294384,1.04037023
2400 rpm,guard,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.580176651,0.576846719,0.344436049,0.887689829,0.24588576,1.13678181,8.53940487,0.202969551,0.14774999,-0.029615961,-0.0194763597,-0.187718332,0.933621109,-8.45600319,1.0,0.144302,0.0227364,0.0294384,2.16781425
2400 rpm,guard+R,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.00942273811,0.0090632569,0.0132337166,0.0186027382,0.155739859,0.152311862,1.26279402,0.0365487672,0.00175810268,7.94200241e-05,-0.000499859801,-0.131045833,0.0714022815,-1.12327528,1.0,0.144302,0.0227364,0.145653,0.0534430593
2400 rpm,guard+R,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0696039051,0.0638403967,0.0688476712,0.116877295,0.165867895,0.881710827,5.88534069,0.153859481,0.0129063278,-0.000176085436,-0.00411655661,-0.121280819,0.712583244,-5.77909803,1.0,0.144302,0.0227364,0.0906402,0.390963972
2400 rpm,guard+R,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.263180345,0.16343677,0.176591054,0.356594831,0.180142552,0.751776934,6.17748117,0.134013176,0.0436608493,-0.00266992301,-0.0125262337,-0.13133122,0.603378654,-6.12589836,1.0,0.144302,0.0227364,0.0906402,1.04307246
2400 rpm,guard+R,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.548086524,0.48894608,0.342192888,0.810285807,0.289837241,0.676968098,4.9230032,0.126196429,0.130241856,0.00060356519,-0.0181420706,-0.242015883,0.53691572,-4.85987711,1.0,0.144302,0.0227364,0.0906402,2.15460348
2400 rpm,guard+R,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.00936636981,0.0089836847,0.0132273864,0.0185310338,0.157817692,0.142053798,0.949389398,0.0356175564,0.00170124054,9.50444519e-05,-0.000456432521,-0.133174658,0.0605307668,-0.797979116,1.0,0.144302,0.0227364,0.145653,0.0499124601
2400 rpm,guard+R,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0707566291,0.0623072833,0.0688887611,0.116766259,0.172481179,0.814092577,5.61656618,0.143165261,0.0111780996,-0.000375429081,-0.00349788484,-0.129424363,0.652548373,-5.52500677,1.0,0.144302,0.0227364,0.09064,0.385561794
2400 rpm,guard+R,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.265705079,0.163147092,0.177357018,0.358708352,0.141184345,0.604240119,5.01727057,0.109074749,0.0367924832,-0.00156628271,-0.0108316476,-0.0949012637,0.474276274,-4.97614956,1.0,0.144302,0.0227364,0.0906402,1.04037023
2400 rpm,guard+R,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.572191715,0.482020646,0.352578819,0.82707864,0.345240414,0.517985702,4.15957928,0.106604017,0.103663363,0.00832213182,-0.0179363862,-0.297024041,0.391064018,-4.11128283,1.0,0.144302,0.0227364,0.0906401,2.16781425
2400 rpm,off,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0110870209,0.0398115069,0.039774023,0.0573572218,2.21363473,0.213077843,14.765748,0.370367199,-0.000831508893,-0.0285813436,-0.0357795097,2.21136737,-0.122885399,-14.3323135,0.0,nan,0.0,nan,0.0534430593
2400 rpm,off,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,4.37412357,5.06047726,1.12604988,6.78302097,5.81332397,1.45262969,103.784637,0.383151591,-0.00935049728,-0.0417383425,-1.06866145,5.64803696,-1.10511482,70.4875565,0.0,nan,0.0,nan,0.390963972
2400 rpm,off,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,11.8950224,11.791256,3.78672719,17.1716213,7.67674732,2.0486753,104.031013,0.385627896,0.0957585648,-0.205282778,-3.45218921,7.31401968,-1.52854824,-108.706139,0.0,nan,0.0,nan,1.04307246
2400 rpm,off,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,28.0539207,27.7711239,11.2765388,41.0538445,10.2487707,2.60866356,104.32074,0.3788445,-0.555783749,0.300841421,-10.0471869,9.60433865,-1.35472572,179.748093,0.0,nan,0.0,nan,2.15460348
2400 rpm,off,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0109338257,0.0374167636,0.0384301208,0.0547397174,2.21256566,0.206523493,13.8905258,0.370369971,-0.000468815415,-0.027313102,-0.034606453,2.21039081,-0.126801521,-13.4243584,0.0,nan,0.0,nan,0.0499124601
2400 rpm,off,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,3.84267735,4.48243809,0.958557189,5.98140907,5.36422682,1.73917139,103.795456,0.38513869,0.0278081968,-0.0576163866,-0.916375279,5.20703459,-1.47466362,57.672451,0.0,nan,0.0,nan,0.385561794
2400 rpm,off,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,9.03325081,10.335351,2.60820436,13.9721804,6.22884989,2.50762963,104.233177,0.389703989,-0.0935636237,-0.143035725,-2.44051719,5.92277145,-2.10963726,-140.110626,0.0,nan,0.0,nan,1.04037023
2400 rpm,off,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,19.9588852,20.6638908,6.2298398,29.3966732,7.27392435,2.66265225,103.501228,0.386077404,1.00650835,0.606897056,-5.63804817,6.73553753,-1.84417665,-26.9306202,0.0,nan,0.0,nan,2.16781425
3200 rpm,guard,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.00929675438,0.00949188136,0.0117110489,0.0177108478,1.02748966,0.219658241,1.31921625,0.179583192,0.00147556653,-0.00144910393,-0.000457895978,0.928218246,-0.20350638,-1.22884214,1.0,0.180349,0.0227364,0.117754,0.0534430593
3200 rpm,guard,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.102468282,0.13609235,0.10027498,0.197676376,0.481214345,1.96650743,38.1611099,0.345292449,0.0352394246,-0.0274800323,-0.0637460947,-0.443590134,1.92067409,-37.8776665,1.0,0.180349,0.0227364,0.0294384,0.390963972
3200 rpm,guard,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.316274047,0.351011634,0.234589353,0.527513623,0.292950332,1.87957275,26.867342,0.325764179,0.119564593,-0.0743907914,-0.11855153,-0.217625424,1.79804993,-26.8083096,1.0,0.180349,0.0227364,0.0294384,1.04307246
3200 rpm,guard,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.723886371,0.853977382,0.45792684,1.20953953,0.321503758,1.82788551,21.7410641,0.316143364,0.362699717,-0.198798791,-0.21870403,-0.25372389,1.7316463,-21.6849289,1.0,0.180349,0.0227364,0.0294384,2.15460348
3200 rpm,guard,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.00923445355,0.00941655785,0.0116148079,0.0175741427,1.02443433,0.256666005,0.989305854,0.180537179,0.0014141493,-0.00142234843,-0.000422569923,0.926714301,-0.235662714,-0.803814232,1.0,0.180349,0.0227364,0.117754,0.0499124601
3200 rpm,guard,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0887564793,0.117555797,0.0867826194,0.17096287,0.362994879,1.90446591,29.7213898,0.332040727,0.0274112951,-0.0179854352,-0.0465268902,-0.296556592,1.83268952,-29.6634274,1.0,0.180349,0.0227364,0.0294384,0.385561794
3200 rpm,guard,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.315387398,0.250683546,0.200768992,0.450132906,0.177495509,1.74191952,19.3012695,0.302677214,0.085396111,-0.0406208895,-0.0713862479,-0.0650910586,1.62088716,-19.2824974,1.0,0.180349,0.0227364,0.0294384,1.04037023
3200 rpm,guard,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.63052249,0.734779179,0.394059986,1.04534316,0.319532663,1.61944723,15.5987682,0.28586629,0.235059947,-0.0900989622,-0.114051253,-0.247473121,1.46801996,-15.5325174,1.0,0.180349,0.0227364,0.0294384,2.16781425
3200 rpm,guard+R,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0095112687,0.00893990044,0.0145222731,0.0195264556,0.15963538,0.128735974,1.17478561,0.0343646184,0.00179852149,9.21734245e-05,-0.000462497905,-0.135039464,0.0446234308,-1.03251386,1.0,0.180349,0.0227364,0.163037,0.0534430593
3200 rpm,guard+R,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0710213333,0.0623661838,0.0735020936,0.119733572,0.135364488,0.84462899,5.96177244,0.146613687,0.0140715204,-0.000692266389,-0.00412404304,-0.092174463,0.680101633,-5.86433411,1.0,0.180349,0.0227364,0.116541,0.390963972
3200 rpm,guard+R,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.271685869,0.161754951,0.185238734,0.366457731,0.152056575,0.846524298,7.1897068,0.148747414,0.0490632765,-0.00597661221,-0.0130007919,-0.0993612334,0.682667851,-7.1273694,1.0,0.180349,0.0227364,0.116541,1.04307246
3200 rpm,guard+R,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.554932714,0.513326108,0.354690492,0.835020542,0.261328816,0.825842559,6.34356546,0.148884565,0.149778888,-0.0108901523,-0.0191100203,-0.21165143,0.665522039,-6.27148724,1.0,0.180349,0.0227364,0.116541,2.15460348
3200 rpm,guard+R,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.00946848467,0.00887298584,0.0145286368,0.0194798186,0.161862031,0.119835578,0.856976151,0.0337510444,0.0017410171,0.000109593668,-0.000408600259,-0.137194812,0.0357217975,-0.705030262,1.0,0.180349,0.0227364,0.163037,0.0499124601
3200 rpm,guard+R,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0720717832,0.0616731644,0.0740934238,0.120365098,0.141884252,0.857284069,6.2428689,0.149442807,0.0126940124,-0.00106912619,-0.00350624323,-0.0975957438,0.689770877,-6.1517024,1.0,0.180349,0.0227364,0.116541,0.385561794
3200 rpm,guard+R,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.275757045,0.160805747,0.187477395,0.370200247,0.121113479,0.790095448,6.63148689,0.139699727,0.0436198264,-0.005367951,-0.0112921149,-0.0663588792,0.633202791,-6.57201576,1.0,0.180349,0.0227364,0.116541,1.04037023
3200 rpm,guard+R,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.576158166,0.515376866,0.36734274,0.855869293,0.320968658,0.735048711,6.02680111,0.138961554,0.125949994,-0.00280231517,-0.0187022258,-0.270002007,0.580711842,-5.96548891,1.0,0.180349,0.0227364,0.116541,2.16781425
3200 rpm,off,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0140704773,0.0695379004,0.064303562,0.0957520008,2.1447854,0.607602,30.7010822,0.36235711,-0.000847300747,-0.0529091507,-0.0609266944,2.14189482,0.579974711,-29.170454,0.0,nan,0.0,nan,0.0534430593
3200 rpm,off,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,4.82870626,5.5106144,1.23717022,7.43060303,5.42450666,3.08143783,103.605362,0.362303644,0.0270013791,-0.0573954321,-1.16820872,5.31083298,2.7898531,-54.5202255,0.0,nan,0.0,nan,0.390963972
3200 rpm,off,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,14.5296488,15.9455681,8.27099991,23.1037064,10.2764959,6.20064259,104.173164,0.358616441,0.354904354,-0.297982126,-7.17021322,9.65050793,5.324687,-132.691605,0.0,nan,0.0,nan,1.04307246
3200 rpm,off,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,26.2840881,27.9192028,12.1476421,40.2231331,8.53995228,6.47822285,103.483757,0.359199882,-0.0434134379,0.623150766,-10.6046696,8.05200863,5.77440214,17.3822041,0.0,nan,0.0,nan,2.15460348
3200 rpm,off,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0134097366,0.0657117665,0.0625967607,0.0917399153,2.15585709,0.567130089,27.8651485,0.362732679,-0.000135548689,-0.0511017218,-0.0595084727,2.15289855,0.542020142,-26.9158802,0.0,nan,0.0,nan,0.0499124601
3200 rpm,off,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,3.86445403,4.72622252,0.954699278,6.17920971,5.00352144,2.34205627,104.16188,0.362623215,-0.0530761965,-0.0436708927,-0.91194731,4.90374613,2.04535007,-167.798386,0.0,nan,0.0,nan,0.385561794
3200 rpm,off,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,9.20828819,10.6250496,2.45678043,14.2730522,5.62268162,2.83106351,103.271568,0.362983495,0.208540812,-0.0463255309,-2.3202827,5.43039083,2.39255047,-6.934196,0.0,nan,0.0,nan,1.04037023
3200 rpm,off,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,20.1388283,20.8649902,6.25926924,29.6664581,6.5744977,4.08157253,104.616577,0.362091869,-0.534717798,0.425462663,-5.73621416,6.22675991,3.49902487,-160.881622,0.0,nan,0.0,nan,2.16781425
"2400 rpm, quiet mount",guard,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.00921969675,0.00930298306,0.0113036456,0.017300887,0.0409624986,0.093083851,0.394904375,0.0169999711,0.00150334917,-6.29446076e-05,-0.000396984338,-0.0166907702,-0.0788256451,-0.156059787,0.830807,0.0723996,0.0188896,0.117754,0.0534430593
"2400 rpm, quiet mount",guard,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0714492798,0.0776095167,0.064150773,0.123464808,0.143272474,1.27618659,10.5416183,0.220459312,0.0139558241,-0.00412807893,-0.00785042159,0.132046983,1.07215154,-10.4097443,0.830808,0.0723996,0.0188896,0.0294384,0.390963972
"2400 rpm, quiet mount",guard,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.26155296,0.184274957,0.164922073,0.359953463,0.141939968,1.01850712,9.88212109,0.177050486,0.045488514,-0.0160724446,-0.0115243299,0.133616671,0.842410982,-9.81616974,0.830809,0.0723997,0.0188896,0.0294384,1.04307246
"2400 rpm, quiet mount",guard,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.534979045,0.548331738,0.329586655,0.833965003,0.0699858367,0.861434162,8.08696079,0.149808928,0.141208023,-0.0448283441,-0.0163411852,0.0193018913,0.700543344,-8.00886726,0.830809,0.0723997,0.0188896,0.0294384,2.15460348
"2400 rpm, quiet mount",guard,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.00917629059,0.00921370555,0.0112196337,0.0171748903,0.0423214622,0.0978337601,0.344521374,0.0179402269,0.00146125525,-5.31652659e-05,-0.000365189509,-0.0197302923,-0.086303398,0.140933007,0.830808,0.0723997,0.0188896,0.117754,0.0499124601
"2400 rpm, quiet mount",guard,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0728706494,0.0748965517,0.0611542575,0.121076293,0.129894853,1.12238193,9.57436562,0.194630191,0.011351076,-0.00340140448,-0.00392776076,0.121511877,0.921192586,-9.45893097,0.830806,0.0723995,0.0188896,0.0294384,0.385561794
"2400 rpm, quiet mount",guard,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.261203527,0.170816347,0.162452519,0.351847023,0.162152812,0.75702399,7.94359779,0.134121463,0.0368453339,-0.0112138633,-0.00999363512,0.152923748,0.613867819,-7.89308929,0.830808,0.0723997,0.0188896,0.0294384,1.04037023
"2400 rpm, quiet mount",guard,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.548485219,0.526915312,0.334603846,0.830924511,0.118296802,0.597306371,6.51503229,0.106896847,0.106063604,-0.0229668655,-0.0162003487,-0.0768680871,0.460266352,-6.45961571,0.830809,0.0723996,0.0188896,0.0294384,2.16781425
"2400 rpm, quiet mount",guard+R,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.00922680739,0.00925005693,0.011435084,0.0173625648,0.139476255,0.0842466131,0.468738526,0.027427569,0.00151847803,8.84581605e-05,-0.000444576872,-0.117374077,-0.0564671122,-0.223551884,0.830807,0.0723996,0.0188896,0.121972,0.0534430593
"2400 rpm, quiet mount",guard+R,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0692542568,0.0682304502,0.0621752851,0.115400665,0.0625417382,0.844070613,6.11999512,0.145410702,0.0105949463,-0.000719556701,-0.00406133011,-0.007080012,0.676454782,-6.00936127,0.830808,0.0723996,0.0188896,0.0433341,0.390963972
"2400 rpm, quiet mount",guard+R,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.253981769,0.169864714,0.165191084,0.347345442,0.0691554919,0.677988172,6.35270405,0.117729545,0.0382355303,-0.00636068638,-0.0115309497,-0.00563213835,0.539267302,-6.30415535,0.830809,0.0723997,0.0188896,0.0433341,1.04307246
"2400 rpm, quiet mount",guard+R,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.533351481,0.491683453,0.328084886,0.796150804,0.144517884,0.59104389,5.09543848,0.104766645,0.118714988,-0.0145933265,-0.0162080023,-0.105142072,0.460385263,-5.03428316,0.830809,0.0723997,0.0188896,0.0433341,2.15460348
"2400 rpm, quiet mount",guard+R,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.00918728672,0.00916313566,0.0113730049,0.0172544066,0.142442539,0.0862627476,0.36479786,0.028092565,0.00147581776,9.97591924e-05,-0.000414338516,-0.120500296,-0.0627156347,0.0698097721,0.830808,0.0723997,0.0188896,0.121972,0.0499124601
"2400 rpm, quiet mount",guard+R,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0702170283,0.0664530471,0.0611181296,0.114375979,0.0613723621,0.737779379,5.74278355,0.127656519,0.00907105021,-0.000891940552,-0.00344314659,-0.0112580452,0.582624912,-5.65249538,0.830806,0.0723995,0.0188896,0.043334,0.385561794
"2400 rpm, quiet mount",guard+R,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.25483346,0.165742829,0.163610369,0.345223308,0.066791676,0.523743868,5.29966688,0.0920073092,0.0324111395,-0.00493073789,-0.00999927614,0.0344267264,0.405047059,-5.26173067,0.830808,0.0723997,0.0188896,0.0433341,1.04037023
"2400 rpm, quiet mount",guard+R,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.551669657,0.485428602,0.334698737,0.807467401,0.205481663,0.433297813,4.45570755,0.0826183334,0.0939731896,-0.00508809462,-0.0162245166,-0.167864293,0.31468311,-4.41237307,0.830809,0.0723996,0.0188896,0.043334,2.16781425
"2400 rpm, quiet mount",off,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.00929026026,0.0125865275,0.0147982892,0.0215341356,1.89790201,0.16118443,2.6836791,0.324367464,0.00180401106,-0.00562275853,-0.00572447246,1.83558989,-0.132272631,-2.52122521,0.0,nan,0.0,nan,0.0534430593
"2400 rpm, quiet mount",off,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.654224873,0.76679492,0.211687624,1.02994967,2.1368258,1.66779065,103.103989,0.385060281,0.0212690271,-0.0134343617,-0.179065391,2.08030939,-1.61427009,-5.04186058,0.0,nan,0.0,nan,0.390963972
"2400 rpm, quiet mount",off,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,2.147048,2.3204639,0.586182535,3.21527243,2.16579008,2.19715524,104.697212,0.393069148,0.128797993,-0.109292768,-0.497282952,2.0321033,-2.09048915,173.75975,0.0,nan,0.0,nan,1.04307246
"2400 rpm, quiet mount",off,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,4.72574711,5.31159306,1.30498838,7.22832632,2.27192187,2.38164687,103.777405,0.395602971,0.221175358,-0.683825552,-1.07166207,2.01699615,-2.22943974,-85.2804413,0.0,nan,0.0,nan,2.15460348
"2400 rpm, quiet mount",off,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.00933348853,0.01232896,0.0144624934,0.0211726464,1.88978171,0.150247797,2.33032274,0.32293123,0.00177479745,-0.00528143859,-0.00532229105,1.8252176,-0.127225801,-2.13784289,0.0,nan,0.0,nan,0.0499124601
"2400 rpm, quiet mount",off,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.563919783,0.682356,0.18992275,0.90536505,1.97333527,1.8037467,104.677017,0.388507605,0.0189995319,-0.00893107615,-0.15777503,1.91550577,-1.75179625,-162.632492,0.0,nan,0.0,nan,0.385561794
"2400 rpm, quiet mount",off,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,1.65487647,1.74243164,0.461357385,2.446944,1.68766952,2.36018157,104.442108,0.395785153,0.051641427,-0.176841751,-0.373575956,1.53842759,-2.26253557,-108.658897,0.0,nan,0.0,nan,1.04037023
"2400 rpm, quiet mount",off,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,3.64260268,3.77959991,0.977035344,5.33933783,1.60119987,2.52337122,103.41304,0.40031746,0.346381694,-0.591448367,-0.733843267,1.28833222,-2.40713763,-39.8703156,0.0,nan,0.0,nan,2.16781425
"2400 rpm, engine bed",guard,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.00968334824,0.0114217885,0.0142859602,0.0206957273,1.75547254,0.544187009,7.63669538,0.312705398,0.00272004493,-0.00540373102,-0.00526474556,1.69511843,0.520496368,-7.55173922,1.0,0.288434,0.0227364,0.117754,0.0534430593
"2400 rpm, engine bed",guard,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.27391082,0.309790224,0.125555232,0.432158798,2.2315073,0.79888463,108.693321,0.395248234,0.0130409719,-0.0825985074,-0.0570376366,-2.18497229,-0.59314549,-162.094025,1.0,0.288434,0.0227364,0.0294384,0.390963972
"2400 rpm, engine bed",guard,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.386297464,0.758315861,0.331687897,0.913392305,0.908198118,1.93452799,62.0171814,0.361593693,0.189325973,-0.248361304,-0.247573689,-0.805908799,1.91241872,-58.9066238,1.0,0.288435,0.0227364,0.0294384,1.04307246
"2400 rpm, engine bed",guard,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,1.20024467,1.39194894,0.615044534,1.93814051,0.598542213,2.05128503,46.8443565,0.35578233,0.579409778,-0.633917689,-0.456444323,-0.55942148,2.02890921,-45.1871147,1.0,0.288435,0.0227364,0.0294384,2.15460348
"2400 rpm, engine bed",guard,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.00952600408,0.0115002086,0.0142019149,0.0206081048,1.78027344,0.488257408,7.08917665,0.314093083,0.00261197705,-0.00541843195,-0.00531702023,1.72024155,0.467616916,-6.98231888,1.0,0.288435,0.0227364,0.117754,0.0499124601
"2400 rpm, engine bed",guard,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.259222567,0.211887166,0.13396512,0.360609442,1.85001159,1.34902203,113.822754,0.385179967,0.027219655,-0.0862544999,-0.0941447243,-1.69758785,-0.0742254481,-120.262955,1.0,0.288434,0.0227364,0.0294384,0.385561794
"2400 rpm, engine bed",guard,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.347780883,0.467062861,0.257918954,0.636884153,0.26579082,1.9884814,38.4216461,0.34425804,0.13712965,-0.128009588,-0.159329206,-0.227650017,1.94753134,-37.8603935,1.0,0.288434,0.0227364,0.0294384,1.04037023
"2400 rpm, engine bed",guard,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.830332875,1.09016776,0.48893255,1.45498228,0.318161756,1.94832456,31.2048664,0.337719947,0.391509026,-0.322538644,-0.280311197,-0.281520694,1.8941474,-30.9022789,1.0,0.288434,0.0227364,0.0294384,2.16781425
"2400 rpm, engine bed",guard+R,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0100820204,0.00872066617,0.0187839586,0.0230333284,0.185899034,0.220136777,1.7236346,0.0482434928,0.00222836738,5.78759064e-05,-0.000343877822,-0.157314122,0.135431901,-1.5786829,1.0,0.288434,0.0227364,0.226791,0.0534430593
"2400 rpm, engine bed",guard+R,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0800989792,0.0597202815,0.0902667791,0.134649351,0.1719037,0.784632087,5.26527596,0.136936337,0.0178791415,-0.000701590616,-0.0045501003,-0.130927697,0.631048262,-5.16629267,1.0,0.288434,0.0227364,0.196049,0.390963972
"2400 rpm, engine bed",guard+R,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.297327548,0.156080484,0.21782048,0.400263101,0.176824585,0.801428199,6.57360554,0.141365319,0.0582039356,-0.00623919116,-0.0150647843,-0.126641557,0.646330774,-6.51369286,1.0,0.288435,0.0227364,0.196049,1.04307246
