family,arm,label,rpm,level_mps2,bandwidth_hz,hull_rms_mps2,recorded_rms_mps2,firing_hz,blade_hz,vre_offset_mps2,spectrum,hs_m,input,disp_x_rms_m,disp_y_rms_m,disp_z_rms_m,disp_3d_rms_m,roll_rms_deg,pitch_rms_deg,yaw_rms_deg,accel_bias_3d_rms_mps2,gyro_bias_3d_rms_radps,disp_x_mean_m,disp_y_mean_m,disp_z_mean_m,roll_mean_deg,pitch_mean_deg,yaw_mean_deg,disp_z_ref_rms_m,disp_z_pct_refrms,disp_z_pct_hs,tau_applied_s,sigma_applied_mps2,accel_variance_m2ps4
OU-III,level,level 0.30 m/s^2,2400.0,0.3,80.0,0.3,0.227167,60.0,46.1538,5.8389e-06,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.010473527,0.0123928552,0.0144643625,0.021736959,1.89018869,0.156616569,2.31942487,0.323096186,0.000199384231,0.00189552258,-0.00525539462,-0.0053239041,1.82569051,-0.133932218,-2.12297606,0.0499124601,28.9794636,5.35717106,1.51795125,0.0877982304,0.0311689414
OU-III,level,level 0.30 m/s^2,2400.0,0.3,80.0,0.3,0.227167,60.0,46.1538,5.8389e-06,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.705115914,0.690777779,0.192504838,1.00569403,1.98798132,1.82945549,104.645569,0.388956845,0.143227085,0.0180626083,-0.00856468733,-0.15944311,1.93077064,-1.77798247,-139.699997,0.385561794,49.9284019,12.8336554,2.3258152,0.436610281,0.298892856
OU-III,level,level 0.30 m/s^2,2400.0,0.3,80.0,0.3,0.227167,60.0,46.1538,5.8389e-06,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,1.87877369,1.84442174,0.467753172,2.67403722,1.71683538,2.38561177,104.351685,0.395781904,0.120225854,0.0892332643,-0.200176984,-0.377937436,1.57009292,-2.28921199,-101.86158,1.04037023,44.9602623,11.6938295,3.6755743,0.908613384,0.999316394
OU-III,level,level 0.30 m/s^2,2400.0,0.3,80.0,0.3,0.227167,60.0,46.1538,5.8389e-06,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,4.11754656,3.90704393,0.987778425,5.76150036,1.62908602,2.56330466,103.42189,0.400564998,0.103642173,0.482363254,-0.591428876,-0.745094001,1.31985462,-2.4464643,-41.0299072,2.16781425,45.5656395,11.6209221,4.32144451,1.31885958,2.10763049
OU-III,level,level 1.20 m/s^2,2400.0,1.2,80.0,1.2,0.908668,60.0,46.1538,9.34224e-05,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.620137453,0.608203351,0.115912206,0.876308978,3.83614087,1.32820415,104.773811,0.376540661,0.137250349,-0.00252618408,0.000970129564,-0.111515723,3.78443384,-1.27781343,-140.142761,0.0534430593,216.889175,42.9304466,1.52448833,0.0884330571,0.031861756
OU-III,level,level 1.20 m/s^2,2400.0,1.2,80.0,1.2,0.908668,60.0,46.1538,9.34224e-05,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,16.9967518,16.7823315,19.8672619,31.0683804,25.0445004,8.89809418,103.993652,0.350397021,0.76222074,-0.312862575,-0.771592081,-18.2651157,24.1111469,7.6084218,148.355011,0.390963972,5081.60938,1324.48413,2.50574183,0.404516518,0.258487731
OU-III,level,level 1.20 m/s^2,2400.0,1.2,80.0,1.2,0.908668,60.0,46.1538,9.34224e-05,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,25.8763866,24.9323139,129.702744,134.588303,44.075386,30.9891777,104.493759,0.348435789,1.34637177,1.45175457,2.5608418,-127.212715,38.8979149,26.7851067,-123.535011,1.04307246,12434.6816,3242.5686,3.93728805,0.843225062,0.860578537
OU-III,level,level 1.20 m/s^2,2400.0,1.2,80.0,1.2,0.908668,60.0,46.1538,9.34224e-05,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,50.5628891,41.6663589,231.89238,240.970459,43.9988747,41.0428696,100.661621,0.349357992,1.21502399,-12.4526281,-10.7678795,-227.766724,27.1410122,36.7872963,-21.2962704,2.15460348,10762.6475,2728.14551,4.49575329,1.10474408,1.49772429
OU-III,level,level 1.20 m/s^2,2400.0,1.2,80.0,1.2,0.908668,60.0,46.1538,9.34224e-05,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.55031687,0.546580672,0.10924872,0.783284366,3.62831092,1.31959045,104.811226,0.376216501,0.123618536,-0.019169772,0.00664644456,-0.10563904,3.58364415,-1.27340114,-106.855408,0.0499124601,218.880661,40.4624863,1.5126518,0.09690696,0.0321722515
OU-III,level,level 1.20 m/s^2,2400.0,1.2,80.0,1.2,0.908668,60.0,46.1538,9.34224e-05,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,22.8901062,23.3808689,43.8527451,54.7145805,20.8551025,35.720726,104.17791,0.368454129,0.886778653,2.55660248,1.35152125,-42.5168724,-1.10561264,34.6002045,-127.718613,0.385561794,11373.7266,2923.51611,2.32514286,0.444893092,0.299559653
OU-III,level,level 1.20 m/s^2,2400.0,1.2,80.0,1.2,0.908668,60.0,46.1538,9.34224e-05,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,33.866642,31.2793388,99.0198746,109.22583,35.4616318,33.7795334,103.454987,0.346972704,1.06303525,-4.18154144,-2.35411835,-96.6067352,27.5208569,29.0812931,-53.0801239,1.04037023,9517.75391,2475.49683,3.6754353,0.910735786,1.00019932
OU-III,level,level 1.20 m/s^2,2400.0,1.2,80.0,1.2,0.908668,60.0,46.1538,9.34224e-05,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,55.6798325,55.858017,164.775818,182.678497,37.883728,34.9869919,103.006378,0.346281469,0.997651279,-5.4632597,1.73817277,-160.294266,24.8389225,29.5951519,-22.3225975,2.16781425,7601.01172,1938.53894,4.32147408,1.32103646,2.1081903
OU-III,level,level 2.40 m/s^2,2400.0,2.4,80.0,2.4,1.81734,60.0,46.1538,0.000373689,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,4.31729317,4.31132889,0.710867763,6.14263058,14.7909174,1.0434078,103.858421,0.384353042,0.332036883,0.0342464857,0.0011642786,-0.671313524,14.5633068,0.387605667,65.6657333,0.0534430593,1330.1405,263.284363,1.51883543,0.165635869,0.0350269601
OU-III,level,level 2.40 m/s^2,2400.0,2.4,80.0,2.4,1.81734,60.0,46.1538,0.000373689,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,43.0104179,35.6312675,55.5461998,78.7709579,29.8445587,34.3717651,104.328384,0.354095161,2.04007268,6.14905787,4.89884567,-52.9554672,20.129694,30.242878,-131.802353,0.390963972,14207.499,3703.07983,2.50485349,0.464412093,0.259976864
OU-III,level,level 2.40 m/s^2,2400.0,2.4,80.0,2.4,1.81734,60.0,46.1538,0.000373689,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,61.9078979,65.7528229,228.618591,245.809845,66.0881958,34.3454285,102.758835,0.372875035,1.71562505,-9.46998978,4.07785988,-208.043747,41.515316,18.4299011,-40.5039444,1.04307246,21917.8047,5715.46484,3.93699527,0.84681195,0.862395048
OU-III,level,level 2.40 m/s^2,2400.0,2.4,80.0,2.4,1.81734,60.0,46.1538,0.000373689,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,56.9550362,57.438446,446.852386,454.114655,55.0917664,46.8968391,103.815323,0.347377926,2.22844005,-3.10902619,-14.5133152,-429.196136,31.0122204,41.2619591,75.0448837,2.15460348,20739.4258,5257.08691,4.49570942,1.11545289,1.49870896
OU-III,level,level 2.40 m/s^2,2400.0,2.4,80.0,2.4,1.81734,60.0,46.1538,0.000373689,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,4.13113022,4.12836647,0.662969112,5.87785482,14.4453869,0.991365552,104.04599,0.384144694,0.323334128,-0.0490145162,-0.0545632355,-0.628061235,14.2385502,0.24651362,-108.231621,0.0499124601,1328.26379,245.544113,1.50540757,0.166796848,0.0353589877
OU-III,level,level 2.40 m/s^2,2400.0,2.4,80.0,2.4,1.81734,60.0,46.1538,0.000373689,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,32.0466042,28.4821224,59.1049728,73.0178986,45.2096786,28.2832317,103.453453,0.36261338,1.79068363,-2.74161482,-0.976983309,-53.94244,34.4431992,20.6431561,-1.43459237,0.385561794,15329.5713,3940.3313,2.32424998,0.498236656,0.301297933
OU-III,level,level 2.40 m/s^2,2400.0,2.4,80.0,2.4,1.81734,60.0,46.1538,0.000373689,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,34.9051476,35.9543495,137.83371,146.660202,44.5693398,37.7806664,102.148239,0.347608209,2.10074568,-6.61914539,-9.56824017,-132.575027,29.8901691,30.3516293,36.4436798,1.04037023,13248.5254,3445.84277,3.67531133,0.914675117,1.00226521
OU-III,level,level 2.40 m/s^2,2400.0,2.4,80.0,2.4,1.81734,60.0,46.1538,0.000373689,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,49.6278992,53.1687393,394.838562,401.481415,56.413887,45.8986816,102.574379,0.347364604,2.15852499,-3.3095026,1.81058133,-383.646942,32.1006851,38.9444962,-2.30695581,2.16781425,18213.6719,4645.15967,4.32134962,1.32451189,2.10925198
OU-III,bandwidth,bandwidth 20 Hz,2400.0,0.6,20.0,0.6,0.186454,60.0,46.1538,2.33556e-05,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0110501787,0.01049197,0.0141074546,0.0207655523,1.61360991,0.794522643,7.59552479,0.306035608,0.000240935726,0.00363116339,-0.00474799844,-0.00488396594,1.55540657,0.743169129,-7.55021048,0.0534430593,26.3971691,5.22498322,1.52718627,0.0500000007,0.0308813378
OU-III,bandwidth,bandwidth 20 Hz,2400.0,0.6,20.0,0.6,0.186454,60.0,46.1538,2.33556e-05,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.276336312,0.282242358,0.114578754,0.41127947,2.23640275,0.625320256,108.01384,0.388656437,0.0412522554,0.0230358168,-0.0842262283,-0.0501423441,-2.18857408,-0.405712783,-155.221436,0.390963972,29.3067284,7.63858318,2.50623012,0.396046519,0.257926971
OU-III,bandwidth,bandwidth 20 Hz,2400.0,0.6,20.0,0.6,0.186454,60.0,46.1538,2.33556e-05,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.511714935,0.860967338,0.361230701,1.06470871,1.37729037,1.76031077,76.0682678,0.372583658,0.00302240322,0.267459601,-0.294028759,-0.278214425,-1.22561562,1.73193967,-70.4602203,1.04307246,34.6314087,9.03076744,3.93745804,0.840841472,0.859827816
OU-III,bandwidth,bandwidth 20 Hz,2400.0,0.6,20.0,0.6,0.186454,60.0,46.1538,2.33556e-05,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,1.45027339,1.37341523,0.616238058,2.09028983,0.813673854,2.04679871,50.5401382,0.360267967,0.0021077306,0.827259958,-0.629615128,-0.462159455,-0.706628978,2.02969027,-46.510994,2.15460348,28.600996,7.24985933,4.49574471,1.10297704,1.49725246
OU-III,bandwidth,bandwidth 20 Hz,2400.0,0.6,20.0,0.6,0.186454,60.0,46.1538,2.33556e-05,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0108803995,0.0104898373,0.0139743257,0.0205840133,1.64551282,0.737846136,6.99419212,0.306896955,0.000237428685,0.00345589081,-0.00471633812,-0.00476120319,1.58626986,0.688889742,-6.95040989,0.0499124601,27.9976692,5.17567587,1.51596987,0.0887506604,0.0311861932
OU-III,bandwidth,bandwidth 20 Hz,2400.0,0.6,20.0,0.6,0.186454,60.0,46.1538,2.33556e-05,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.264768183,0.233886883,0.123405278,0.374211341,1.98938942,1.19832385,113.642761,0.391827524,0.019564189,0.0283775106,-0.080487065,-0.0748656839,-1.88191164,-0.276429594,-134.173981,0.385561794,32.0066147,8.22701836,2.32572007,0.437152416,0.298903793
OU-III,bandwidth,bandwidth 20 Hz,2400.0,0.6,20.0,0.6,0.186454,60.0,46.1538,2.33556e-05,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.346893877,0.476587892,0.253844857,0.641801059,0.413140923,2.01740956,39.385952,0.348345578,0.00136320759,0.189552978,-0.119627573,-0.158405647,-0.365502566,1.98321962,-38.0121078,1.04037023,24.3994732,6.34612131,3.67555261,0.908483028,0.999331832
OU-III,bandwidth,bandwidth 20 Hz,2400.0,0.6,20.0,0.6,0.186454,60.0,46.1538,2.33556e-05,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.912333488,1.0178498,0.471161693,1.44580913,0.370191783,2.01314425,31.45648,0.342657387,0.00110811053,0.553514898,-0.286474168,-0.271833599,-0.338831991,1.97005045,-30.4969025,2.16781425,21.7344131,5.54307842,4.32146645,1.31886959,2.10766459
OU-III,bandwidth,bandwidth 40 Hz,2400.0,0.6,40.0,0.6,0.293871,60.0,46.1538,2.33556e-05,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0127935624,0.0205550864,0.024501225,0.0344455615,1.85331833,0.912489593,12.7003908,0.347775966,0.000457957358,0.00627578422,-0.0150605785,-0.018960217,1.8450551,0.904958725,-12.6158113,0.0534430593,45.8454781,9.07452774,1.52732611,0.0500000007,0.0309546795
OU-III,bandwidth,bandwidth 40 Hz,2400.0,0.6,40.0,0.6,0.293871,60.0,46.1538,2.33556e-05,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,1.14401817,1.13161492,0.271470428,1.63187814,2.7883029,0.614952147,104.249123,0.360853732,0.182840899,0.0522071421,-0.0473202579,-0.240247652,2.72410369,0.386250466,-129.958633,0.390963972,69.4361725,18.0980282,2.5061965,0.397733629,0.257977277
OU-III,bandwidth,bandwidth 40 Hz,2400.0,0.6,40.0,0.6,0.293871,60.0,46.1538,2.33556e-05,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,2.87015271,2.73600245,0.657084763,4.01935911,2.99272871,0.720669329,102.996277,0.364605784,0.15454644,0.256268084,-0.0842898041,-0.560241997,2.86749983,-0.0250785984,-32.6704597,1.04307246,62.9951172,16.4271183,3.93745422,0.84108007,0.859905362
OU-III,bandwidth,bandwidth 40 Hz,2400.0,0.6,40.0,0.6,0.293871,60.0,46.1538,2.33556e-05,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,5.88976383,5.86580992,1.42055726,8.43297291,3.17393398,0.904367387,105.0737,0.364434302,0.133609518,0.400376022,-0.610959053,-1.12213957,2.95087123,-0.043965403,-148.403625,2.15460348,65.9312592,16.7124386,4.49573708,1.10186493,1.4972868
OU-III,bandwidth,bandwidth 40 Hz,2400.0,0.6,40.0,0.6,0.293871,60.0,46.1538,2.33556e-05,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0122657176,0.0202064142,0.0238668323,0.0335912593,1.86446881,0.88833034,11.9966507,0.347813696,0.000451551838,0.00606339658,-0.0145275658,-0.018362632,1.85603237,0.881263077,-11.9074888,0.0499124601,47.8173828,8.83956718,1.5161823,0.0909282044,0.0312593915
OU-III,bandwidth,bandwidth 40 Hz,2400.0,0.6,40.0,0.6,0.293871,60.0,46.1538,2.33556e-05,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.85519737,0.86795193,0.221870095,1.23851907,2.6478641,0.464971453,103.593536,0.362230659,0.161700636,0.0292470101,-0.04456193,-0.191596538,2.59190655,0.105113588,-66.7009125,0.385561794,57.5446281,14.7913389,2.32565928,0.43732059,0.298964173
OU-III,bandwidth,bandwidth 40 Hz,2400.0,0.6,40.0,0.6,0.293871,60.0,46.1538,2.33556e-05,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,1.78007352,1.91148031,0.463119924,2.65271544,2.59954023,0.79867667,104.900772,0.363118052,0.127408817,0.0595107637,-0.151314825,-0.361477375,2.4820652,-0.455998063,-133.934235,1.04037023,44.5149155,11.5779982,3.67555022,0.909323633,0.999425471
OU-III,bandwidth,bandwidth 40 Hz,2400.0,0.6,40.0,0.6,0.293871,60.0,46.1538,2.33556e-05,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,3.74145842,3.67272449,0.893260121,5.31839561,2.57114053,0.999435246,102.527885,0.361766785,0.107799046,0.401895791,-0.586181819,-0.606539369,2.35149837,-0.644648552,-46.0884972,2.16781425,41.2055664,10.5089426,4.32146978,1.31901276,2.10770273
OU-III,bandwidth,bandwidth 160 Hz,2400.0,0.6,160.0,0.6,0.603447,60.0,46.1538,2.33556e-05,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0135783721,0.0317519344,0.027965242,0.0444366075,2.08367515,0.472978622,13.0922394,0.358431309,0.000584905269,0.00363159273,-0.0198137648,-0.022685688,2.07653236,0.373229235,-12.6453848,0.0534430593,52.3271751,10.3574972,1.52738893,0.085533984,0.031285733
OU-III,bandwidth,bandwidth 160 Hz,2400.0,0.6,160.0,0.6,0.603447,60.0,46.1538,2.33556e-05,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,5.05551147,4.98251486,1.09190404,7.18163681,5.83749485,1.38656557,103.525764,0.382015616,0.299680531,0.0120790387,0.00128369511,-1.04576051,5.68835354,-1.01301074,29.5320644,0.390963972,279.285095,72.793602,2.50604248,0.401125908,0.258176416
OU-III,bandwidth,bandwidth 160 Hz,2400.0,0.6,160.0,0.6,0.603447,60.0,46.1538,2.33556e-05,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,13.1472187,13.8135214,4.66370583,19.6319351,9.05260849,1.92864728,103.544212,0.381357372,0.302227825,0.9469648,0.147924528,-4.20277357,8.59395599,-1.12839592,-38.4527359,1.04307246,447.112335,116.592644,3.93732572,0.842424572,0.860093176
OU-III,bandwidth,bandwidth 160 Hz,2400.0,0.6,160.0,0.6,0.603447,60.0,46.1538,2.33556e-05,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,32.479435,34.6919632,13.4048443,49.3774834,11.8148336,2.62371206,104.350128,0.3725501,0.27563566,-0.775994539,-1.90693414,-11.8820572,11.0602293,-0.794490159,145.111343,2.15460348,622.148987,157.704041,4.4957242,1.10215342,1.49745142
OU-III,bandwidth,bandwidth 160 Hz,2400.0,0.6,160.0,0.6,0.603447,60.0,46.1538,2.33556e-05,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0129635874,0.0300942417,0.0271316059,0.0425422378,2.0909555,0.438509226,12.1164513,0.358674169,0.000557275198,0.00346516329,-0.0187778715,-0.0219293851,2.08439589,0.343499988,-11.7003679,0.0499124601,54.3583794,10.0487423,1.51572537,0.0936554223,0.0315861516
OU-III,bandwidth,bandwidth 160 Hz,2400.0,0.6,160.0,0.6,0.603447,60.0,46.1538,2.33556e-05,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,4.52146339,4.50100279,0.956491292,6.4511652,5.50588322,1.57453871,103.681435,0.383367568,0.298055559,-0.0232904498,-0.00646411814,-0.920150936,5.35898399,-1.24547946,5.7098465,0.385561794,248.077301,63.7660828,2.32549715,0.440074444,0.299194098
OU-III,bandwidth,bandwidth 160 Hz,2400.0,0.6,160.0,0.6,0.603447,60.0,46.1538,2.33556e-05,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,11.0139236,10.7825298,2.89857984,15.6834698,6.95421362,2.31322765,104.219421,0.38588348,0.275704354,0.0566063486,0.158592463,-2.69199133,6.61099529,-1.76656425,122.487503,1.04037023,278.610413,72.4644928,3.6754508,0.909901738,0.999641538
OU-III,bandwidth,bandwidth 160 Hz,2400.0,0.6,160.0,0.6,0.603447,60.0,46.1538,2.33556e-05,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,25.0452099,24.1538067,7.28846359,35.5498352,8.39614964,2.63698292,103.694557,0.379366606,0.248542413,1.07952535,-0.309712082,-6.46653938,7.78711748,-1.52837598,-72.7172318,2.16781425,336.212555,85.7466278,4.3214674,1.31943345,2.10788345
OU-III,path,accelerometer only,2400.0,0.6,80.0,0.6,0.454334,60.0,46.1538,2.33556e-05,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0138229504,0.0405690148,0.0398728885,0.0585385859,2.21436572,0.214073747,14.7738724,0.370401144,0.000842601061,-0.00302945031,-0.0291082971,-0.0358911306,2.21206927,-0.124679275,-14.3394489,0.0534430593,74.6081696,14.7677364,1.52723229,0.082547754,0.031067092
OU-III,path,accelerometer only,2400.0,0.6,80.0,0.6,0.454334,60.0,46.1538,2.33556e-05,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,5.34081841,5.40254021,1.19828188,7.69075155,6.1184144,1.40203094,103.756424,0.383075148,0.297018796,-0.00692900503,-0.0395195149,-1.1330086,5.94117737,-1.02569556,65.7694397,0.390963972,306.494202,79.8854523,2.50615644,0.399191171,0.258056015
OU-III,path,accelerometer only,2400.0,0.6,80.0,0.6,0.454334,60.0,46.1538,2.33556e-05,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,14.5863037,13.5389776,5.6839695,20.6971416,9.92460823,2.3234756,103.706863,0.38365382,0.318477243,0.0680183396,0.0375257134,-5.02005291,9.34780312,-1.59881938,-20.9029942,1.04307246,544.925659,142.099243,3.93742609,0.84166199,0.860014617
OU-III,path,accelerometer only,2400.0,0.6,80.0,0.6,0.454334,60.0,46.1538,2.33556e-05,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,31.0663052,30.3058815,13.021884,45.3114929,11.4608774,2.62698579,104.274139,0.378313392,0.262864739,-0.618225098,0.217073619,-11.510375,10.7181082,-1.37942588,-164.562851,2.15460348,604.374939,153.198639,4.49571943,1.10207164,1.49736392
OU-III,path,accelerometer only,2400.0,0.6,80.0,0.6,0.454334,60.0,46.1538,2.33556e-05,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0133908605,0.0381136574,0.0385240838,0.0558217801,2.21323156,0.207473218,13.8985853,0.370399535,0.000823979557,-0.00247977418,-0.0277939215,-0.0347132571,2.21103334,-0.128449306,-13.4319906,0.0499124601,77.1833038,14.2681789,1.51608527,0.0921923593,0.0313713662
OU-III,path,accelerometer only,2400.0,0.6,80.0,0.6,0.454334,60.0,46.1538,2.33556e-05,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,4.70042992,4.72985506,0.996035397,6.74222946,5.57360125,1.70992541,104.339012,0.38507545,0.285035372,0.049150005,0.00663322536,-0.950953603,5.4123435,-1.43418264,151.696747,0.385561794,258.333527,66.402359,2.32562208,0.437994868,0.29905349
OU-III,path,accelerometer only,2400.0,0.6,80.0,0.6,0.454334,60.0,46.1538,2.33556e-05,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,10.7676344,11.1103411,2.82295346,15.7273874,6.67069674,2.49938655,104.217255,0.389166236,0.255330086,-0.00226840959,-0.26850161,-2.62831211,6.34687328,-2.10118794,-129.451874,1.04037023,271.341248,70.5738373,3.67552209,0.909557521,0.999546349
OU-III,path,accelerometer only,2400.0,0.6,80.0,0.6,0.454334,60.0,46.1538,2.33556e-05,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,23.7038956,22.1939964,7.13945389,33.2478561,8.12908268,2.75274086,103.296867,0.386047095,0.23360166,2.1158011,0.406208336,-6.40490007,7.5622983,-1.97194481,-15.1627245,2.16781425,329.338806,83.993576,4.32147551,1.31916177,2.10778975
OU-III,matched,matched 20 Hz,2400.0,1.4620249498535833,20.0,1.46202,0.454335,60.0,46.1538,0.000138675,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0589392893,0.0622378699,0.0284839552,0.0903256834,2.15472531,0.266374528,103.936348,0.354201019,0.0516895577,-0.00429725088,-0.0108373659,-0.020011697,2.13292146,-0.0409950279,-93.6894684,0.0534430593,53.2977638,10.549613,1.52293718,0.0857435763,0.0313087218
OU-III,matched,matched 20 Hz,2400.0,1.4620249498535833,20.0,1.46202,0.454335,60.0,46.1538,0.000138675,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.945957363,0.91009146,0.220380768,1.33104074,2.37657809,1.24453771,103.441025,0.349559098,0.207393065,0.0431150347,-0.00126504747,-0.182209238,2.27750468,1.12721038,-32.6542892,0.390963972,56.3685608,14.6920509,2.50583339,0.401043922,0.258202136
OU-III,matched,matched 20 Hz,2400.0,1.4620249498535833,20.0,1.46202,0.454335,60.0,46.1538,0.000138675,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,1.88585222,1.7081759,0.414537311,2.57801175,2.30135417,1.12994039,103.802353,0.345413059,0.144237176,0.142382175,-0.203790292,-0.300651431,2.1528008,0.914888382,-61.5125275,1.04307246,39.7419472,10.3634329,3.93736506,0.842423081,0.860211968
OU-III,matched,matched 20 Hz,2400.0,1.4620249498535833,20.0,1.46202,0.454335,60.0,46.1538,0.000138675,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,3.60553527,3.39633989,0.819866776,5.02067661,2.227741,1.24840343,103.638634,0.335020602,0.110529885,0.662581384,-0.777133882,-0.480471134,2.00520754,1.01084435,-69.5389404,2.15460348,38.0518646,9.6454916,4.49585629,1.10349107,1.49761951
OU-III,matched,matched 20 Hz,2400.0,1.4620249498535833,20.0,1.46202,0.454335,60.0,46.1538,0.000138675,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0536764152,0.0513341129,0.030074019,0.0801298618,2.10553575,0.558758616,108.545593,0.358870566,0.0390860401,-0.00394174736,-0.00992886443,-0.0212232582,2.0932889,0.155905381,-116.020592,0.0499124601,60.2535324,11.138525,1.51046479,0.0945426226,0.0316212811
OU-III,matched,matched 20 Hz,2400.0,1.4620249498535833,20.0,1.46202,0.454335,60.0,46.1538,0.000138675,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.58281368,0.559760451,0.152338758,0.822320223,2.15368199,1.0474813,103.286957,0.346255869,0.15941298,0.0497213155,-0.03086414,-0.116314702,2.08169222,0.950298548,-22.1075001,0.385561794,39.5108566,10.1559172,2.32521367,0.440462202,0.299218863
