family,arm,label,rpm,level_mps2,bandwidth_hz,hull_rms_mps2,recorded_rms_mps2,firing_hz,blade_hz,vre_offset_mps2,spectrum,hs_m,input,disp_x_rms_m,disp_y_rms_m,disp_z_rms_m,disp_3d_rms_m,roll_rms_deg,pitch_rms_deg,yaw_rms_deg,accel_bias_3d_rms_mps2,gyro_bias_3d_rms_radps,disp_x_mean_m,disp_y_mean_m,disp_z_mean_m,roll_mean_deg,pitch_mean_deg,yaw_mean_deg,disp_z_ref_rms_m,disp_z_pct_refrms,disp_z_pct_hs,tau_applied_s,sigma_applied_mps2,accel_variance_m2ps4
OU-II,bandwidth,bandwidth 160 Hz,2400.0,0.6,160.0,0.6,0.603447,60.0,46.1538,2.33556e-05,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,8.49490452,9.3249197,4.05519485,13.2499866,8.9828167,2.88548994,104.491096,0.486154616,0.280726612,0.632799506,-1.76588809,-3.73155093,8.66266823,-2.46960378,-142.86705,1.04307246,388.774017,101.379868,3.93732572,0.795623243,0.860093176
OU-II,bandwidth,bandwidth 160 Hz,2400.0,0.6,160.0,0.6,0.603447,60.0,46.1538,2.33556e-05,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,15.9283714,16.1009197,7.51089859,23.8613949,9.10162926,3.77668285,103.477043,0.487723053,0.240297243,3.22247195,-5.029706,-6.78033876,8.58188534,-3.17787838,2.94118381,2.15460348,348.597717,88.3635101,4.4957242,1.04092276,1.49745142
OU-II,bandwidth,bandwidth 160 Hz,2400.0,0.6,160.0,0.6,0.603447,60.0,46.1538,2.33556e-05,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0203032605,0.0306424722,0.0323646553,0.04897606,2.18216109,1.62800741,19.6620007,0.455981553,0.00155761477,0.0091476189,-0.020762831,-0.0266074371,2.14776468,1.54815388,-16.32901,0.0499124601,64.8428345,11.9869089,1.51572537,0.0884523615,0.0315861516
OU-II,bandwidth,bandwidth 160 Hz,2400.0,0.6,160.0,0.6,0.603447,60.0,46.1538,2.33556e-05,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,3.66043091,3.68116617,1.15647066,5.31856775,6.78028297,2.55085397,103.694527,0.487204641,0.299405605,0.152069405,-0.389897108,-1.10786963,6.60772943,-2.29711771,-13.9212742,0.385561794,299.944305,77.0980377,2.32549715,0.415625989,0.299194098
OU-II,bandwidth,bandwidth 160 Hz,2400.0,0.6,160.0,0.6,0.603447,60.0,46.1538,2.33556e-05,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,5.94816351,6.45352983,1.91289997,8.98264313,5.48131037,3.57973576,104.055733,0.495757818,0.226212069,0.878402412,-1.83203053,-1.78394949,5.22370911,-3.35169125,126.930908,1.04037023,183.867233,47.8224983,3.6754508,0.859351575,0.999641538
OU-II,bandwidth,bandwidth 160 Hz,2400.0,0.6,160.0,0.6,0.603447,60.0,46.1538,2.33556e-05,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,9.7535305,11.8322401,3.34680986,15.6950445,4.82881784,4.26408052,103.360306,0.502253532,0.191649631,2.00804591,-6.14988041,-2.903193,4.33357382,-3.94511414,-63.3686142,2.16781425,154.386383,39.3742332,4.3214674,1.24613154,2.10788345
OU-II,path,accelerometer only,2400.0,0.6,80.0,0.6,0.454334,60.0,46.1538,2.33556e-05,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0209371932,0.0425411277,0.0492151976,0.0683392212,2.57927084,1.04332006,52.9569206,0.463429779,0.0111957891,0.000515630702,-0.0351756997,-0.0394655503,2.19921684,-0.239896551,-19.2349472,0.0534430593,92.089035,18.22785,1.52723229,0.0779617578,0.031067092
OU-II,path,accelerometer only,2400.0,0.6,80.0,0.6,0.454334,60.0,46.1538,2.33556e-05,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,6.51990128,6.5118947,2.73604941,9.61248398,10.0924149,4.26996708,103.847603,0.49353084,0.309132725,0.165529817,-0.479540378,-2.5409174,9.76331329,-4.13303089,-80.1323929,0.390963972,699.821411,182.40329,2.50615644,0.377014071,0.258056015
OU-II,path,accelerometer only,2400.0,0.6,80.0,0.6,0.454334,60.0,46.1538,2.33556e-05,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,13.4658175,13.5900726,6.31341505,20.1464024,10.0747118,5.5710969,103.373756,0.4980371,0.237889498,1.0551002,-1.83646631,-5.83467674,9.71374989,-5.44027567,-15.5140791,1.04307246,605.270996,157.835373,3.93742609,0.794903338,0.860014617
OU-II,path,accelerometer only,2400.0,0.6,80.0,0.6,0.454334,60.0,46.1538,2.33556e-05,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,25.0710716,24.1465549,13.828064,37.4543724,10.819006,6.60640097,103.742477,0.498687834,0.204509348,2.24341059,-6.62342024,-12.6961002,10.3463602,-6.39965534,-86.6934814,2.15460348,641.791565,162.683105,4.49571943,1.04084563,1.49736392
OU-II,path,accelerometer only,2400.0,0.6,80.0,0.6,0.454334,60.0,46.1538,2.33556e-05,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.012837355,0.0435503721,0.0493771508,0.0670785755,2.80690813,0.391546309,13.2142305,0.469566196,0.00123912445,-0.000799558649,-0.0357997902,-0.0446805768,2.80519056,0.0427586772,-11.3138285,0.0499124601,98.9275055,18.2878323,1.51608527,0.0870705545,0.0313713662
OU-II,path,accelerometer only,2400.0,0.6,80.0,0.6,0.454334,60.0,46.1538,2.33556e-05,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,5.2143383,5.25334501,1.66761851,7.5873518,7.29569721,4.81737709,103.754745,0.498369873,0.263188034,0.0957331359,-0.465330124,-1.58535123,7.01959991,-4.72754431,-77.8334351,0.385561794,432.516541,111.174561,2.32562208,0.413661778,0.29905349
OU-II,path,accelerometer only,2400.0,0.6,80.0,0.6,0.454334,60.0,46.1538,2.33556e-05,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,9.38538456,9.67528439,2.91423988,13.7909164,5.61465788,5.6530838,103.437546,0.506341755,0.187292069,0.751665056,-2.01044631,-2.79410696,5.34531403,-5.5470643,-64.8499985,1.04037023,280.115662,72.8559952,3.67552209,0.85902673,0.999546349
OU-II,path,accelerometer only,2400.0,0.6,80.0,0.6,0.454334,60.0,46.1538,2.33556e-05,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,16.7267876,17.5746136,5.38737774,24.8530941,5.08839083,6.20276785,104.249458,0.511196792,0.15296936,2.98619151,-6.15259266,-5.15154362,4.67141104,-6.05872393,-105.574646,2.16781425,248.516586,63.3809128,4.32147551,1.24587488,2.10778975
OU-II,matched,matched 20 Hz,2400.0,1.4620249498535833,20.0,1.46202,0.454335,60.0,46.1538,0.000138675,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0271513648,0.0546908155,0.0643662736,0.088720344,1.96307552,1.98557436,36.1140137,0.455892503,0.00142321549,0.0168952402,-0.0502640344,-0.0602879748,1.94839108,1.97058892,-35.2683029,0.0534430593,120.43898,23.8393593,1.52293718,0.080980055,0.0313087218
OU-II,matched,matched 20 Hz,2400.0,1.4620249498535833,20.0,1.46202,0.454335,60.0,46.1538,0.000138675,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.550471425,0.778336048,0.222838283,0.979021311,2.39537072,1.82384861,103.304451,0.471613616,0.0794068575,0.269249946,-0.603263915,-0.123038962,-2.34218931,1.72413898,-81.6133652,0.390963972,56.9971428,14.8558846,2.50583339,0.378763855,0.258202136
OU-II,matched,matched 20 Hz,2400.0,1.4620249498535833,20.0,1.46202,0.454335,60.0,46.1538,0.000138675,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,1.59467208,3.49166894,0.939473689,3.95187831,2.78708625,1.69731069,115.593689,0.47744143,0.0236773025,1.10982859,-3.09680462,-0.686992705,-2.58320379,0.368911058,-132.187393,1.04307246,90.0679245,23.4868431,3.93736506,0.795621574,0.860211968
OU-II,matched,matched 20 Hz,2400.0,1.4620249498535833,20.0,1.46202,0.454335,60.0,46.1538,0.000138675,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,5.9380517,5.89406061,2.03105211,8.609622,0.914047003,3.43234444,48.5607758,0.470103472,0.002218056,5.50966406,-5.21817255,-1.91664577,-0.517487824,3.41714716,-45.2354889,2.15460348,94.2657013,23.8947296,4.49585629,1.04218614,1.49761951
OU-II,matched,matched 20 Hz,2400.0,1.4620249498535833,20.0,1.46202,0.454335,60.0,46.1538,0.000138675,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0211369507,0.0523087308,0.0620660521,0.0838759169,2.0700388,1.87539649,34.3417168,0.456084728,0.00144307199,0.0139495106,-0.0483466201,-0.0585098006,2.05914187,1.86065614,-33.4037437,0.0499124601,124.349823,22.9874268,1.51046479,0.0892902464,0.0316212811
OU-II,matched,matched 20 Hz,2400.0,1.4620249498535833,20.0,1.46202,0.454335,60.0,46.1538,0.000138675,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.410125345,0.690668106,0.260607004,0.844476938,2.63320208,1.24129033,110.652695,0.469695926,0.0411746502,0.211244151,-0.584697366,-0.158016279,-2.53393173,0.473973125,-150.246216,0.385561794,67.5914993,17.3738003,2.32521367,0.415991962,0.299218863
OU-II,matched,matched 20 Hz,2400.0,1.4620249498535833,20.0,1.46202,0.454335,60.0,46.1538,0.000138675,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,1.49562478,1.27338111,0.726264596,2.09424281,0.287455052,3.03227067,37.4208832,0.466084182,0.00134332641,1.40037191,-1.12695146,-0.671598434,-0.0514488593,3.02720737,-36.4784775,1.04037023,69.8082809,18.1566143,3.67547011,0.859393895,0.999780595
OU-II,matched,matched 20 Hz,2400.0,1.4620249498535833,20.0,1.46202,0.454335,60.0,46.1538,0.000138675,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,4.10431719,2.77722144,1.35607016,5.13783073,0.272775739,3.18771982,29.8735523,0.46613875,0.00111642573,3.77473354,-2.41642094,-1.22497237,-0.0917481109,3.17896867,-29.0782642,2.16781425,62.554718,15.9537659,4.32155371,1.24701226,2.1081264
OU-II,matched,matched 40 Hz,2400.0,0.9276192615127047,40.0,0.927619,0.454334,60.0,46.1538,5.58249e-05,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0264436267,0.0638816729,0.0684482306,0.097289741,2.2655158,1.65926659,25.1452618,0.456977338,0.00128631515,0.0179546457,-0.055407092,-0.0633910075,2.2601161,1.64778316,-24.6349201,0.0534430593,128.076935,25.3511963,1.52576602,0.0803691447,0.0311707128
OU-II,matched,matched 40 Hz,2400.0,0.9276192615127047,40.0,0.927619,0.454334,60.0,46.1538,5.58249e-05,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,3.01262784,3.0554564,0.858187616,4.3758688,5.69310188,1.03190041,103.885132,0.4719944,0.227483541,0.210383236,-0.479228824,-0.816133142,5.59459543,-0.131623015,-87.6769638,0.390963972,219.505554,57.2125053,2.50601625,0.378092051,0.258112252
OU-II,matched,matched 40 Hz,2400.0,0.9276192615127047,40.0,0.927619,0.454334,60.0,46.1538,5.58249e-05,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,5.30793524,5.49399519,1.50048602,7.78521776,5.01903677,1.58383071,104.370987,0.479333192,0.16646646,1.09637654,-2.00528407,-1.408638,4.89620781,-1.26627207,-114.312195,1.04307246,143.852524,37.5121498,3.93740511,0.795109928,0.860100031
OU-II,matched,matched 40 Hz,2400.0,0.9276192615127047,40.0,0.927619,0.454334,60.0,46.1538,5.58249e-05,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,9.48631096,10.5892553,2.40573692,14.4190845,4.57040977,1.9691757,102.947975,0.47810623,0.129828826,3.70577335,-6.85472107,-2.17430615,4.36001158,-1.61311853,-63.4206123,2.15460348,111.65567,28.3027859,4.49576235,1.04072261,1.49742258
OU-II,matched,matched 40 Hz,2400.0,0.9276192615127047,40.0,0.927619,0.454334,60.0,46.1538,5.58249e-05,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0218811072,0.0581383444,0.0645939037,0.0896170884,2.31250215,1.5923841,23.1093636,0.457256824,0.00123693584,0.0159484539,-0.0515866466,-0.0604379103,2.30795813,1.58280528,-22.7285767,0.0499124601,129.414383,23.9236679,1.51375449,0.0880975425,0.0314767808
OU-II,matched,matched 40 Hz,2400.0,0.9276192615127047,40.0,0.927619,0.454334,60.0,46.1538,5.58249e-05,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,1.89001465,1.93511724,0.534764826,2.75731897,4.34276628,1.24396884,103.021111,0.475895494,0.182996169,0.249907225,-0.454304397,-0.504031479,4.27136612,-1.03767633,-37.6611137,0.385561794,138.697571,35.6509857,2.32546449,0.414322138,0.299120247
OU-II,matched,matched 40 Hz,2400.0,0.9276192615127047,40.0,0.927619,0.454334,60.0,46.1538,5.58249e-05,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,2.5372591,2.95790505,0.698903084,3.95921111,2.87377739,2.08865976,105.115471,0.466566592,0.109358571,1.14846683,-2.14431715,-0.547412694,2.74072647,-1.95240152,-129.439056,1.04037023,67.178299,17.4725761,3.6755197,0.85922128,0.999647796
OU-II,matched,matched 40 Hz,2400.0,0.9276192615127047,40.0,0.927619,0.454334,60.0,46.1538,5.58249e-05,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,4.78396368,8.15156364,1.02783442,9.50740433,1.95969832,2.67756009,103.513702,0.455266654,0.085922271,3.12284493,-7.25508261,-0.661358178,1.59128618,-2.47420645,-84.4809952,2.16781425,47.4133987,12.0921698,4.32149363,1.24590254,2.10786581
OU-II,matched,matched 160 Hz,2400.0,0.45173876081909436,160.0,0.451739,0.454334,60.0,46.1538,1.32392e-05,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0175314955,0.0176868159,0.023600921,0.0343100615,1.99329603,1.77441323,12.2074842,0.451312363,0.000499588379,0.00770959025,-0.0104854675,-0.0146331051,1.96624637,1.74687839,-11.9049149,0.0534430593,44.1608734,8.74108124,1.52805018,0.0779821128,0.0310776066
OU-II,matched,matched 160 Hz,2400.0,0.45173876081909436,160.0,0.451739,0.454334,60.0,46.1538,1.32392e-05,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,1.97326815,1.9829607,0.5412516,2.8493638,3.9600544,2.78245258,103.303047,0.493747264,0.237718925,0.24606514,-0.454143733,-0.506771088,3.85755157,-2.6807344,-17.1355267,0.390963972,138.440277,36.0834389,2.50618386,0.377520263,0.258058131
OU-II,matched,matched 160 Hz,2400.0,0.45173876081909436,160.0,0.451739,0.454334,60.0,46.1538,1.32392e-05,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,4.05695629,4.36515284,1.13072395,6.06564045,3.3088491,3.72362494,103.977646,0.503682196,0.192205846,1.02268493,-1.97185004,-0.998632312,3.09475517,-3.58065152,-90.9647064,1.04307246,108.403206,28.2680988,3.93739438,0.795090675,0.859972656
OU-II,matched,matched 160 Hz,2400.0,0.45173876081909436,160.0,0.451739,0.454334,60.0,46.1538,1.32392e-05,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,7.66688347,9.17592907,2.06437159,12.1342659,2.6596396,4.30680704,104.712761,0.508320749,0.161702305,2.70840931,-6.15581036,-1.71954501,2.14953041,-4.10991669,-147.536865,2.15460348,95.8121338,24.2867241,4.49571085,1.04101336,1.4973551
OU-II,matched,matched 160 Hz,2400.0,0.45173876081909436,160.0,0.451739,0.454334,60.0,46.1538,1.32392e-05,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0151386587,0.0161923282,0.0218110979,0.0310981423,2.09319186,1.64645958,9.91370773,0.45071885,0.000389619119,0.00660717813,-0.009320735,-0.0131018898,2.06929874,1.61573219,-9.68677521,0.0499124601,43.6987038,8.07818413,1.5167228,0.0877264589,0.0313774087
OU-II,matched,matched 160 Hz,2400.0,0.45173876081909436,160.0,0.451739,0.454334,60.0,46.1538,1.32392e-05,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,1.3426435,1.3653177,0.372003555,1.95068467,2.85041976,3.0261333,104.062889,0.499253511,0.207152426,0.217951179,-0.436314493,-0.332307637,2.75538683,-2.94871306,-101.808647,0.385561794,96.4835129,24.8002357,2.32563424,0.413874477,0.299055099
OU-II,matched,matched 160 Hz,2400.0,0.45173876081909436,160.0,0.451739,0.454334,60.0,46.1538,1.32392e-05,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,2.50532603,2.87097478,0.650840521,3.86558509,1.19198453,3.86812186,104.304703,0.510747731,0.147666156,0.962764919,-1.8589673,-0.525316238,0.771781147,-3.75430512,-105.270126,1.04037023,62.5585518,16.2710133,3.67548037,0.859068811,0.9994964
OU-II,matched,matched 160 Hz,2400.0,0.45173876081909436,160.0,0.451739,0.454334,60.0,46.1538,1.32392e-05,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,5.86662006,7.94647503,1.4015733,9.97637749,1.60265231,3.94298768,103.448257,0.521001935,0.118629582,3.33518648,-6.32653475,-1.12602723,-0.987532675,-3.79509974,-69.91465,2.16781425,64.6537552,16.4890976,4.32145739,1.24587107,2.10777998
OU-III,baseline,engine off,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.010454434,0.00913719367,0.0114739668,0.0180120915,0.305240244,0.128898352,0.497107625,0.0564153902,0.000105883584,0.00180689537,0.000394981151,-0.00039101002,-0.269509941,-0.122490652,0.325032711,0.0534430593,21.4695168,4.2496171,1.53025579,0.0500000007,0.0307989549
OU-III,baseline,engine off,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0761006624,0.0618518256,0.0614573061,0.115732275,0.159582302,0.152408436,0.5498873,0.0370070636,0.000110159934,0.00723412819,0.00273317052,-0.0037965863,-0.135976374,-0.146050557,0.51401782,0.390963972,15.719429,4.09715366,2.50650096,0.393561482,0.257832944
OU-III,baseline,engine off,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.238536507,0.171935797,0.160608158,0.335047096,0.217887118,0.146158427,0.813396037,0.0434744507,0.000129149645,0.0261562746,0.00782428961,-0.00929395016,-0.182600737,-0.135034218,-0.771917582,1.04307246,15.397603,4.01520395,3.9375577,0.840555251,0.859677911
OU-III,baseline,engine off,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.525729656,0.414211899,0.315006196,0.739724338,0.278758883,0.18477717,0.525073111,0.0552491471,0.000126301849,0.0790353566,0.0309890825,-0.0114013124,-0.241511181,-0.171670571,0.420855552,2.15460348,14.6201468,3.70595527,4.4956646,1.10325015,1.49710143
OU-III,baseline,engine off,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0104101682,0.00906465109,0.0113749467,0.0178865567,0.310478687,0.12739487,0.670760989,0.0571511127,0.000101716563,0.0017579589,0.000394181872,-0.000350998511,-0.274465799,-0.120969586,0.586235166,0.0499124601,22.7897949,4.21294308,1.51966047,0.0851560682,0.0310976487
OU-III,baseline,engine off,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.07242506,0.0586075895,0.0603237599,0.110991865,0.15896076,0.154095396,0.395420194,0.0370237157,0.000113859918,0.0064477548,0.00216522906,-0.00327985222,-0.135519773,-0.147460997,0.327023447,0.385561794,15.6456785,4.02158403,2.326056,0.436519265,0.298793554
OU-III,baseline,engine off,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.228571236,0.164821073,0.158135548,0.323137194,0.203780934,0.144196972,0.617355168,0.0410922132,0.000122546786,0.0245965589,0.00647141272,-0.00737323472,-0.169427589,-0.132195681,-0.56997937,1.04037023,15.1999302,3.95338869,3.67561054,0.908238769,0.999155521
OU-III,baseline,engine off,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.518393815,0.394484341,0.314354777,0.723304212,0.313275516,0.197116226,0.427358776,0.0611554384,0.000127954219,0.0706611946,0.0301331598,-0.0107653355,-0.273436069,-0.183460429,0.250461876,2.16781425,14.5010014,3.69829154,4.32140875,1.31856585,2.10747409
OU-III,speed,speed 800 rpm,800.0,0.6,80.0,0.381445,0.375112,20.0,15.3846,9.43957e-06,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0504466631,0.0479616299,0.0359818749,0.0783573836,2.00117135,1.14511788,114.015411,0.381591499,0.0222512446,-0.000862730842,-0.00592353567,-0.0285028219,1.98798108,-0.942003846,-125.073311,0.0534430593,67.3274994,13.3266201,1.53431797,0.085574165,0.031233646
OU-III,speed,speed 800 rpm,800.0,0.6,80.0,0.381445,0.375112,20.0,15.3846,9.43957e-06,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,1.94547677,1.94987166,0.447283745,2.79050922,2.47090912,2.55859661,103.036034,0.397338897,0.155352429,0.0107740071,-0.0163112115,-0.428960562,2.41302323,-2.52202487,-18.0811977,0.390963972,114.405365,29.8189144,2.50637674,0.400895268,0.258024096
OU-III,speed,speed 800 rpm,800.0,0.6,80.0,0.381445,0.375112,20.0,15.3846,9.43957e-06,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,3.24368644,3.3902781,0.841096997,4.76685762,2.2320497,2.54141068,102.802376,0.398322284,0.107102066,0.0813316926,-0.228968963,-0.792032003,2.15433407,-2.48894763,-52.2777328,1.04307246,80.6364899,21.0274258,3.93742371,0.841540217,0.85987246
OU-III,speed,speed 800 rpm,800.0,0.6,80.0,0.381445,0.375112,20.0,15.3846,9.43957e-06,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,6.47685575,6.58896399,1.61076558,9.37862873,2.31983733,2.57147527,104.919937,0.398424476,0.0869458467,0.65840143,-0.988009393,-1.44698346,2.18779898,-2.49866414,141.990036,2.15460348,74.7592545,18.950182,4.49572229,1.10354936,1.49724019
OU-III,speed,speed 800 rpm,800.0,0.6,80.0,0.381445,0.375112,20.0,15.3846,9.43957e-06,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.027567694,0.0384601466,0.0506391339,0.0693071634,2.22582459,0.409812361,39.5090141,0.374224842,0.00240265019,-0.0175235122,-0.0301452242,-0.0469913073,2.22371197,-0.324122488,-32.5908585,0.0499124601,101.455894,18.7552338,1.52442324,0.0970328897,0.0315102451
OU-III,speed,speed 800 rpm,800.0,0.6,80.0,0.381445,0.375112,20.0,15.3846,9.43957e-06,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,1.14897478,1.17088413,0.314000964,1.67024231,2.04148388,2.23373437,104.280296,0.397154361,0.120952107,0.0416837893,-0.0230178982,-0.298899829,2.00254941,-2.20251155,-104.092171,0.385561794,81.4398575,20.9333973,2.32585454,0.440636694,0.299035162
OU-III,speed,speed 800 rpm,800.0,0.6,80.0,0.381445,0.375112,20.0,15.3846,9.43957e-06,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,1.82082903,1.75339019,0.538070679,2.58443713,1.76678264,2.17724776,105.881798,0.397129357,0.0785506144,0.068607904,-0.185299665,-0.464715064,1.70951104,-2.12935615,-155.075714,1.04037023,51.7191544,13.451767,3.67547441,0.909531176,0.999378562
OU-III,speed,speed 800 rpm,800.0,0.6,80.0,0.381445,0.375112,20.0,15.3846,9.43957e-06,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,3.50781465,3.39851785,0.996371746,4.98472071,1.70425928,2.2022121,103.793076,0.399035633,0.0618849061,0.227366567,-0.838893712,-0.760948002,1.59921432,-2.14467192,-87.4883041,2.16781425,45.9620438,11.7220201,4.32144594,1.3191694,2.10763955
OU-III,speed,speed 1200 rpm,1200.0,0.6,80.0,0.41992,0.394336,30.0,23.0769,1.14399e-05,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0161099769,0.0245392267,0.0268512201,0.0397830755,1.47780097,1.455845,41.0277481,0.347930551,0.00155018398,0.00399345392,-0.0184636973,-0.0218321085,1.46220791,1.4392159,-39.0461769,0.0534430593,50.242672,9.94489574,1.52324247,0.0810807571,0.0312180128
OU-III,speed,speed 1200 rpm,1200.0,0.6,80.0,0.41992,0.394336,30.0,23.0769,1.14399e-05,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,3.52131438,3.54357243,0.709475636,5.04578209,3.10214686,3.56364226,103.223724,0.404542565,0.210238248,0.0531830937,-0.0360927097,-0.682173908,2.98851252,-3.51136422,-29.1354179,0.390963972,181.468292,47.2983742,2.50606132,0.398522139,0.258127809
OU-III,speed,speed 1200 rpm,1200.0,0.6,80.0,0.41992,0.394336,30.0,23.0769,1.14399e-05,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,6.91133213,6.75716686,1.4421556,9.7726984,2.66272783,3.9074316,104.589119,0.407114655,0.140747115,0.307449937,-0.069072105,-1.39558518,2.52618456,-3.83851218,139.843979,1.04307246,138.260345,36.0538902,3.9373157,0.842712224,0.860064447
OU-III,speed,speed 1200 rpm,1200.0,0.6,80.0,0.41992,0.394336,30.0,23.0769,1.14399e-05,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,13.8956375,13.6235123,2.95909214,19.6836243,2.82663894,4.20066881,103.669296,0.408655614,0.113885187,0.220263258,-0.792268157,-2.83673549,2.61299253,-4.11496115,-83.0404892,2.15460348,137.338135,34.8128471,4.49559832,1.10450709,1.49740636
