family,arm,label,rpm,level_mps2,bandwidth_hz,hull_rms_mps2,recorded_rms_mps2,firing_hz,blade_hz,vre_offset_mps2,records,disp_x_rms_m,disp_y_rms_m,disp_z_rms_m,disp_3d_rms_m,roll_rms_deg,pitch_rms_deg,yaw_rms_deg,accel_bias_3d_rms_mps2,gyro_bias_3d_rms_radps,disp_x_mean_m,disp_y_mean_m,disp_z_mean_m,roll_mean_deg,pitch_mean_deg,yaw_mean_deg,disp_z_ref_rms_m,disp_z_pct_refrms,disp_3d_ratio_to_baseline,disp_z_ratio_to_baseline,pitch_ratio_to_baseline,yaw_ratio_to_baseline
TFG,speed,speed 2400 rpm,2400.0,0.6,80.0,0.6,0.454334,60.0,46.1538,2.33556e-05,8,3.8592033601530233,8.75435064744083,0.36135958029997695,9.574063080987477,9.715385352373701,7.54545395737737,105.2866173108079,2.0669720501926907,0.13696405436775708,3.0420615413190486,8.27839042725309,0.02967681981927527,9.164963046739837,6.3324132440714385,90.82232896648465,1.2154712712291358,29.729997644004776,22.992102138980425,2.0017931154848227,90.61403358333928,189.71761166163265
TFG,speed,speed 2800 rpm,2800.0,0.6,80.0,0.698617,0.506742,70.0,53.8462,3.16641e-05,8,14.027758548401643,15.47659022214474,2.2181506163812412,21.00530964749839,6.746105822675557,3.5607132843924463,103.91910871794815,1.0696092818102503,0.32862175557614637,1.5547655113790846,6.516964452140198,0.748492438747961,5.991296875086277,2.4072908564662097,93.20440344792297,1.2154712712291358,182.49305178049613,50.44422841074297,12.287701433830417,42.76092531412458,187.2534764202255
TFG,speed,speed 3200 rpm,3200.0,0.6,80.0,0.807673,0.565733,80.0,61.5385,4.23214e-05,8,34.21956524300997,35.1791960967198,5.359670126817804,49.36882203168099,10.616652922140357,6.756970798113767,104.09511648252362,1.4062408296670514,0.5562660666630217,2.88641738874083,10.2123024822199,2.2004976960314986,8.636270810039163,3.7744505852662513,108.24523150132683,1.2154712712291358,440.9540771291023,118.55917273907099,29.690511462923098,81.14506857778736,187.57062757943302
TFG,level,level 0.15 m/s^2,2400.0,0.15,80.0,0.15,0.113583,60.0,46.1538,1.45972e-06,8,0.4301298601604124,0.2978754128435541,0.1921948934196409,0.5573870411195448,0.6753207967436008,2.599978959494094,8.657795844618505,0.45603822150791173,0.00012427257979924386,0.29178053211208216,0.04162039466838253,0.008079949263124265,0.48905399421992357,2.396962472147887,8.246042871378233,1.2154712712291358,15.812376480546952,1.3385643766870665,1.064685801769515,31.223380605381195,15.60061850069924
TFG,level,level 0.30 m/s^2,2400.0,0.3,80.0,0.3,0.227167,60.0,46.1538,5.8389e-06,8,1.080059223887619,0.5333697747982631,0.22440036327455365,1.2253027240626218,3.0513326568560553,7.817995259220738,30.374219519189513,1.422950320715045,0.00020105452866413533,0.9121266221229453,0.09820626566191355,0.022374035714938942,2.313871617113541,7.415344674411047,29.316540416503315,1.2154712712291358,18.4620047043671,2.942563167226702,1.2430917202814877,93.88700653070397,54.73178387197784
TFG,level,level 1.20 m/s^2,2400.0,1.2,80.0,1.2,0.908668,60.0,46.1538,9.34224e-05,8,61.335035456485336,58.25356991377596,14.641033998413251,85.84768607725596,14.834958345286871,15.40989439226024,103.7002644113599,2.521647621274997,0.9160835022917206,13.632261565274167,9.87233747352399,1.862006385239097,8.176628169696231,10.863722074460524,80.44739430327006,1.2154712712291358,1204.556154059291,206.16312530915718,81.10569820031624,185.05880439582216,186.85913742223957
TFG,level,level 2.40 m/s^2,2400.0,2.4,80.0,2.4,1.81734,60.0,46.1538,0.000373689,8,29.113400548478108,31.972942622910317,7.2183540308505165,43.84020645621948,18.5658741251318,15.251536633975602,103.89538333163506,3.6754079038447327,3.5631220751242303,2.736390074252029,3.0803371273539457,0.5612609273129249,16.34551955369847,11.86817204476907,82.6075776984763,1.2154712712291358,593.8728624619002,105.28220841129276,39.98690554182494,183.1570718680719,187.21072527347926
TFG,bandwidth,bandwidth 20 Hz,2400.0,0.6,20.0,0.6,0.186454,60.0,46.1538,2.33556e-05,8,0.6000705082507447,0.3433138919914157,0.2016836036511371,0.7201564258634218,3.5363615961025943,6.550727597469332,23.728779174908066,1.263909284470755,0.0001716504612807304,0.47290187947152157,0.054697195874921216,0.013282520092108596,2.8905504039147787,6.140681758454386,22.35986781088134,1.2154712712291358,16.593037484726903,1.7294548781881518,1.1172496076065475,78.66827547625925,42.75726039730719
TFG,bandwidth,bandwidth 40 Hz,2400.0,0.6,40.0,0.6,0.293871,60.0,46.1538,2.33556e-05,8,2.0248327029497775,0.8164081236474721,0.2783423741522899,2.2008963027039523,12.12589664739191,12.53691134006867,68.18242469514476,2.9302111160305406,0.0006517939531678838,1.762923069585162,0.3893686108018822,0.07088046152079461,10.138980559991051,12.201134816994776,63.82564917352922,1.2154712712291358,22.899955000237757,5.285450091671465,1.541909717360246,150.5568931461858,122.85898341929291
TFG,bandwidth,bandwidth 160 Hz,2400.0,0.6,160.0,0.6,0.603447,60.0,46.1538,2.33556e-05,8,11.605549939494743,13.274429918056482,1.88994515202951,17.73333523062415,10.025982874837736,6.793715385379112,106.27628811138906,1.9459755204278597,0.27598512476339476,1.7208249382325047,6.742673449223083,0.536461022198819,8.591937870927483,5.604469995452429,87.49942373609935,1.2154712712291358,155.49072995516528,42.58658538577721,10.469569371416583,81.58633762313254,191.5009150425671
TFG,path,accelerometer only,2400.0,0.6,80.0,0.6,0.454334,60.0,46.1538,2.33556e-05,8,3.8613860951615213,8.753652996359516,0.3613510804163255,9.57430467090395,9.709384540276643,7.542918788853703,105.3151389713888,2.0658459855062987,0.13701480922730586,3.0423188576405757,8.278215234457878,0.029688894787530853,9.160391412789304,6.331375915495664,90.89041424547183,1.2154712712291358,29.729298336349164,22.992682316903668,2.0017460293979896,90.5835885170728,189.76900529041703
TFG,matched,matched 20 Hz,2400.0,1.4620249498535833,20.0,1.46202,0.454335,60.0,46.1538,0.000138675,8,2.713374528141696,1.0856946673417154,0.3431886978101083,2.942603136373546,14.818583238216934,11.38788407465255,91.12221887685016,3.118640345691919,0.3774895058104156,2.3829972367216934,0.6834859514492265,0.12000255150713723,13.539634949052132,10.874116268102368,87.67111231244611,1.2154712712291358,28.23503162382945,7.066658250909137,1.9011334140309213,136.7581216203467,164.19455934833184
TFG,matched,matched 40 Hz,2400.0,0.9276192615127047,40.0,0.927619,0.454334,60.0,46.1538,5.58249e-05,8,3.789171165283605,8.92498436459361,0.321352378006966,9.701362614603234,9.027756345695526,3.2648916042431546,103.43535585258473,1.5909315774144934,0.2656980660564928,3.1329289248418064,8.479988321415899,0.029712194496502843,8.821492890516987,2.960282351641388,82.72671059464868,1.2154712712291358,26.438500490595796,23.2978118313419,1.780168599390699,39.20837621487266,186.3817945237477
TFG,matched,matched 160 Hz,2400.0,0.45173876081909436,160.0,0.451739,0.454334,60.0,46.1538,1.32392e-05,8,4.1122479582158,8.639097613747502,0.33737865362497754,9.573840090156668,14.494453794384826,8.996368924798064,97.77874931361397,2.8623729149081663,0.022022894496359018,3.590597027640427,8.285527588984973,0.05720348275250858,13.392606957706832,8.369405567259653,91.19058781645558,1.2154712712291358,27.757024095173065,22.991566626741303,1.8689480034744819,108.03820160915883,176.18906623506948
