scenario,wave_phase_seed,imu_noise_seed,initialization_seed,family,input_sha256,samples,window_s,disp_z_pct_hs,disp_z_rms_m,disp_3d_rms_m,roll_rms_deg,pitch_rms_deg,yaw_rms_deg,accel_3d_rms_mps2,accel_bias_3d_rms_mps2,gyro_bias_3d_rms_radps
stationary_pmstokes_H0_270_L14_047_A30_00_P60_00,97,503,1409,TFG,ca01cd80fe783b6b490ef97fd2b2822fa754638bc140f7d819036384caa97041,180000,900.0,4.43022633,0.0119616119,0.0182621684,0.158833683,0.132483095,1.48047686,0.015218134,0.0353085473,0.000111594185
stationary_pmstokes_H0_270_L14_047_A30_00_P60_00,131,601,1511,OU_III,8b0a6731635584fd2a7324704681c62ab50b2059a16561d795865220f04c1417,180000,900.0,4.38413763,0.0118371714,0.0169954486,0.128748417,0.30981499,0.44530198,0.0133154048,0.0569643266,8.29662604e-05
stationary_pmstokes_H0_270_L14_047_A30_00_P60_00,131,601,1511,TFG,8b0a6731635584fd2a7324704681c62ab50b2059a16561d795865220f04c1417,180000,900.0,4.52804232,0.0122257145,0.0182447881,0.150679588,0.335148752,0.405140221,0.0152168367,0.062479049,8.83218308e-05
stationary_pmstokes_H0_270_L14_047_A30_00_P60_00,173,701,1601,OU_III,b50f10d00c6302a940d39ae600c6d4d8aa187866c2a42fc5908242b23f0d7e50,180000,900.0,4.36007261,0.0117721967,0.0168126263,0.123245284,0.17287226,2.48500109,0.0128786024,0.0357699618,0.000110562403
stationary_pmstokes_H0_270_L14_047_A30_00_P60_00,173,701,1601,TFG,b50f10d00c6302a940d39ae600c6d4d8aa187866c2a42fc5908242b23f0d7e50,180000,900.0,4.50075436,0.0121520376,0.017893292,0.131277725,0.147798777,2.40621781,0.0147647746,0.033155255,0.000112666836
stationary_pmstokes_H0_270_L14_047_A30_00_P60_00,211,809,1709,OU_III,f3a624595f408466039ec2e51dadf637ce004b1dc78651b818c98c65feb6e60c,180000,900.0,4.31903887,0.0116614057,0.0167935826,0.5728634,0.349783003,1.21456182,0.012300184,0.113752604,0.000107067521
stationary_pmstokes_H0_270_L14_047_A30_00_P60_00,211,809,1709,TFG,f3a624595f408466039ec2e51dadf637ce004b1dc78651b818c98c65feb6e60c,180000,900.0,4.44413328,0.0119991601,0.0184975117,0.782095313,0.252625704,0.923883379,0.0143330237,0.139116526,0.000103391671
stationary_pmstokes_H0_270_L14_047_A30_00_P60_00,257,907,1801,OU_III,2e034d6454ce2a1d0ded2388aea913e8f32449c84c0c9fc9cc8ec7804abd445e,180000,900.0,4.23575926,0.0114365509,0.0169570558,0.0402706414,0.259596348,1.0888207,0.0127643133,0.0452256836,0.00013494672
stationary_pmstokes_H0_270_L14_047_A30_00_P60_00,257,907,1801,TFG,2e034d6454ce2a1d0ded2388aea913e8f32449c84c0c9fc9cc8ec7804abd445e,180000,900.0,4.39201403,0.0118584381,0.0184310563,0.095016785,0.241167545,1.15926659,0.0145439552,0.0449052751,0.000122744255
stationary_pmstokes_H0_270_L14_047_A30_00_P60_00,307,1009,1901,OU_III,93dfda415ff2db7567acc3bc62cb13cadb879062cc4907434cc294036d2e4674,180000,900.0,4.15453529,0.0112172458,0.0162542071,0.20179233,0.235298246,2.5616436,0.0126282535,0.0531547852,9.96844028e-05
stationary_pmstokes_H0_270_L14_047_A30_00_P60_00,307,1009,1901,TFG,93dfda415ff2db7567acc3bc62cb13cadb879062cc4907434cc294036d2e4674,180000,900.0,4.24398756,0.0114587666,0.0177479051,0.381064802,0.135933816,2.21966052,0.0146642085,0.0696270764,0.00010725778
stationary_pmstokes_H1_500_L50_710_A_30_00_P120_00,11,101,1009,OU_III,26b2ff13e31538b2587839af76c05fbb74f2a947a10b7b2ecf76855d59becc8a,180000,900.0,4.91970253,0.0737955421,0.11699222,0.331270635,0.514180362,4.22059488,0.0353177488,0.104449622,0.00013809721
stationary_pmstokes_H1_500_L50_710_A_30_00_P120_00,11,101,1009,TFG,26b2ff13e31538b2587839af76c05fbb74f2a947a10b7b2ecf76855d59becc8a,180000,900.0,4.95646954,0.074347049,0.112891629,0.341093332,0.482388228,4.07777882,0.0335422419,0.100505076,0.000107559674
stationary_pmstokes_H1_500_L50_710_A_30_00_P120_00,29,211,1103,OU_III,ec9c4ae16afbbd100057edde44d5dfd5cc6bbac9e0027ae04bdf617b0d6fe456,180000,900.0,4.8424015,0.0726360232,0.114418767,0.126506075,0.267198682,1.17889845,0.0227062386,0.0495719016,0.000114029834
stationary_pmstokes_H1_500_L50_710_A_30_00_P120_00,29,211,1103,TFG,ec9c4ae16afbbd100057edde44d5dfd5cc6bbac9e0027ae04bdf617b0d6fe456,180000,900.0,4.84975863,0.0727463812,0.111711957,0.128891125,0.276995659,1.25958335,0.0210910123,0.0521789156,0.000111546753
stationary_pmstokes_H1_500_L50_710_A_30_00_P120_00,47,307,1201,OU_III,9d75814b721db8c3072eecaa4ed76cb620300c41529be604612a5ec740c8a80b,180000,900.0,4.61424685,0.0692137033,0.113135293,0.315562546,0.0995448232,1.18570173,0.025114648,0.0550654344,0.000115006966
stationary_pmstokes_H1_500_L50_710_A_30_00_P120_00,47,307,1201,TFG,9d75814b721db8c3072eecaa4ed76cb620300c41529be604612a5ec740c8a80b,180000,900.0,4.67228365,0.0700842589,0.110283442,0.396764368,0.111066587,1.3500061,0.0249064192,0.0685926005,0.000111539484
stationary_pmstokes_H1_500_L50_710_A_30_00_P120_00,71,401,1301,OU_III,e4dd97369edb23e77ab40c2c0570364ea9f3458c1f68271dd04550050b8d4bd3,180000,900.0,4.89727306,0.0734590963,0.118233666,0.158815488,0.201756448,0.965532482,0.0240137354,0.0429656915,0.000109604058
stationary_pmstokes_H1_500_L50_710_A_30_00_P120_00,71,401,1301,TFG,e4dd97369edb23e77ab40c2c0570364ea9f3458c1f68271dd04550050b8d4bd3,180000,900.0,4.90171432,0.0735257193,0.115206636,0.12727496,0.259760946,0.850000143,0.0241700504,0.049590148,0.000102935592
stationary_pmstokes_H1_500_L50_710_A_30_00_P120_00,97,503,1409,OU_III,d24f002cfe8230adb205b408d51266e6f890da037803f67afef926d285f89fb1,180000,900.0,5.1440587,0.07716088,0.120540746,0.0816108435,0.136559367,2.56309938,0.0264171865,0.0249256436,0.000138693285
stationary_pmstokes_H1_500_L50_710_A_30_00_P120_00,97,503,1409,TFG,d24f002cfe8230adb205b408d51266e6f890da037803f67afef926d285f89fb1,180000,900.0,5.1076889,0.0766153336,0.114686623,0.0941641107,0.0698400885,2.28886104,0.0239270031,0.0173413903,0.000116665928
stationary_pmstokes_H1_500_L50_710_A_30_00_P120_00,131,601,1511,OU_III,2f49005eb2320e3cc2e914d1f6ed44a1292a55196ca8917f4eaf304c6d2dd6cc,180000,900.0,4.97394085,0.0746091157,0.116332293,0.251824349,0.316392392,0.639558613,0.0265531782,0.0689517707,9.06632558e-05
stationary_pmstokes_H1_500_L50_710_A_30_00_P120_00,131,601,1511,TFG,2f49005eb2320e3cc2e914d1f6ed44a1292a55196ca8917f4eaf304c6d2dd6cc,180000,900.0,5.03156853,0.0754735321,0.112316869,0.177410498,0.211204797,0.303984076,0.0237790998,0.0461947657,8.84919427e-05
stationary_pmstokes_H1_500_L50_710_A_30_00_P120_00,173,701,1601,OU_III,5aef0bc5d13b62ce18ef300db710eb503d6c7a4fe7cda976558a45fa9f13274d,180000,900.0,4.81084824,0.072162725,0.115316287,0.147992939,0.16147998,1.87161303,0.0246386938,0.0351721607,0.000139918571
stationary_pmstokes_H1_500_L50_710_A_30_00_P120_00,173,701,1601,TFG,5aef0bc5d13b62ce18ef300db710eb503d6c7a4fe7cda976558a45fa9f13274d,180000,900.0,4.79215384,0.0718823075,0.109324977,0.146757126,0.283551663,2.17949843,0.0234682504,0.0524504296,0.000125825827
stationary_pmstokes_H1_500_L50_710_A_30_00_P120_00,211,809,1709,OU_III,7827015273f090208a219f734afb9cad2543a238b016678341f01cbc060c2355,180000,900.0,5.07437563,0.076115638,0.117534205,0.685220003,0.371717989,2.8403964,0.0322903208,0.131851837,0.000129541571
stationary_pmstokes_H1_500_L50_710_A_30_00_P120_00,211,809,1709,TFG,7827015273f090208a219f734afb9cad2543a238b016678341f01cbc060c2355,180000,900.0,5.03954363,0.0755931586,0.118858531,0.837270617,0.355259895,2.67308784,0.0331096388,0.15224421,0.000107655607
stationary_pmstokes_H1_500_L50_710_A_30_00_P120_00,257,907,1801,OU_III,83097f524e1373a8d168477acd98294096231cbdb2f4b3cfb2461dd9ef28b149,180000,900.0,4.87896442,0.0731844679,0.115475997,0.130889922,0.25040549,2.22700119,0.0254109204,0.0471739024,0.000121612422
stationary_pmstokes_H1_500_L50_710_A_30_00_P120_00,257,907,1801,TFG,83097f524e1373a8d168477acd98294096231cbdb2f4b3cfb2461dd9ef28b149,180000,900.0,4.89264727,0.073389709,0.112679936,0.0800883844,0.223550469,2.28456211,0.0233422648,0.0404683128,0.000125336155
stationary_pmstokes_H1_500_L50_710_A_30_00_P120_00,307,1009,1901,OU_III,36b75f612e2b440c5d232db307f98cae80834a62b5f5d099399e919b5121d9cc,180000,900.0,4.97070789,0.0745606199,0.114899091,0.304087967,0.223921195,1.56561804,0.0255679451,0.0641668215,0.000102970327
stationary_pmstokes_H1_500_L50_710_A_30_00_P120_00,307,1009,1901,TFG,36b75f612e2b440c5d232db307f98cae80834a62b5f5d099399e919b5121d9cc,180000,900.0,4.99724913,0.0749587417,0.113869101,0.442415714,0.210740805,1.62344229,0.0260272361,0.0844070241,0.000107341613
stationary_pmstokes_H4_000_L112_766_A30_00_P30_00,11,101,1009,OU_III,72a671ca0060b55650c390771d592b6b1686de72df9c0841fbcd42c4a20bc78c,180000,900.0,4.17380476,0.166952193,0.326420337,0.377740055,0.499738336,2.83834076,0.0472409427,0.108139135,0.000156864902
stationary_pmstokes_H4_000_L112_766_A30_00_P30_00,11,101,1009,TFG,72a671ca0060b55650c390771d592b6b1686de72df9c0841fbcd42c4a20bc78c,180000,900.0,4.2173481,0.16869393,0.314706832,0.395791024,0.598951459,3.17566609,0.050066147,0.124005713,0.000104313287
stationary_pmstokes_H4_000_L112_766_A30_00_P30_00,29,211,1103,OU_III,6d19deaafac1ab5671500becb845d2e089abb7eab6709793261dd02e5ba00ca7,180000,900.0,4.01783895,0.160713553,0.319150805,0.126361966,0.286679745,0.278421223,0.0264380481,0.0517354645,0.000120095261
stationary_pmstokes_H4_000_L112_766_A30_00_P30_00,29,211,1103,TFG,6d19deaafac1ab5671500becb845d2e089abb7eab6709793261dd02e5ba00ca7,180000,900.0,4.06108618,0.162443444,0.319113761,0.161000013,0.0929721147,0.463591695,0.0270102676,0.0304125119,0.000111867492
stationary_pmstokes_H4_000_L112_766_A30_00_P30_00,47,307,1201,OU_III,93def34be212be4a868f1359cab315ae02b762d34d9689e63fa3a50ab4a2eabb,180000,900.0,4.09694338,0.163877741,0.331461012,0.284590274,0.111030221,2.96824336,0.0390389189,0.0481021963,0.000118562471
stationary_pmstokes_H4_000_L112_766_A30_00_P30_00,47,307,1201,TFG,93def34be212be4a868f1359cab315ae02b762d34d9689e63fa3a50ab4a2eabb,180000,900.0,4.11934423,0.164773762,0.336626738,0.434995025,0.355649561,3.5812633,0.042867966,0.0935654789,0.000117120588
stationary_pmstokes_H4_000_L112_766_A30_00_P30_00,71,401,1301,OU_III,7d92e7f392998b879f2134fd2f61cc74e847bb3ee7547e05536d3f374a0546ce,180000,900.0,3.9177711,0.156710848,0.332305998,0.165705457,0.171490043,0.615562856,0.0307354592,0.0392740071,0.000107018706
stationary_pmstokes_H4_000_L112_766_A30_00_P30_00,71,401,1301,TFG,7d92e7f392998b879f2134fd2f61cc74e847bb3ee7547e05536d3f374a0546ce,180000,900.0,3.94363356,0.157745346,0.326933712,0.124463715,0.208308429,0.652867556,0.0273531489,0.0384533629,0.000102824924
stationary_pmstokes_H4_000_L112_766_A30_00_P30_00,97,503,1409,OU_III,bc3de6eb464dcb819fa6e543b0fa0bd45d206e9b35d8d063a7cf82498e75a76a,180000,900.0,4.29119825,0.171647921,0.324464977,0.101475269,0.144557983,1.34142315,0.0304658283,0.0263111293,0.000131812005
stationary_pmstokes_H4_000_L112_766_A30_00_P30_00,97,503,1409,TFG,bc3de6eb464dcb819fa6e543b0fa0bd45d206e9b35d8d063a7cf82498e75a76a,180000,900.0,4.3190093,0.172760367,0.317692369,0.149658084,0.145285577,1.39893639,0.0309816841,0.0340673476,0.000116381285
stationary_pmstokes_H4_000_L112_766_A30_00_P30_00,131,601,1511,OU_III,bfc3864beebb81c075f26f203dbe6bc515944287f5556c0759bb44648f1640d2,180000,900.0,4.26352501,0.170541003,0.319259822,0.213828206,0.310454696,0.505342722,0.0306562204,0.0626791045,9.75370713e-05
stationary_pmstokes_H4_000_L112_766_A30_00_P30_00,131,601,1511,TFG,bfc3864beebb81c075f26f203dbe6bc515944287f5556c0759bb44648f1640d2,180000,900.0,4.28831434,0.171532571,0.314094096,0.227764428,0.311340719,0.572921276,0.0292202514,0.0637608096,9.37345321e-05
stationary_pmstokes_H4_000_L112_766_A30_00_P30_00,173,701,1601,OU_III,6dbe36a07f53b36cfdbfc8b71932d0c7395ebb59befcda65ea5ade85558238f9,180000,900.0,4.03835344,0.161534145,0.309902191,0.157855377,0.195199803,1.06924295,0.0271703582,0.0383837298,0.000147121391
stationary_pmstokes_H4_000_L112_766_A30_00_P30_00,173,701,1601,TFG,6dbe36a07f53b36cfdbfc8b71932d0c7395ebb59befcda65ea5ade85558238f9,180000,900.0,4.04741859,0.16189675,0.311217904,0.240543768,0.326781571,1.26368916,0.0261746459,0.0653323457,0.000130012311
stationary_pmstokes_H4_000_L112_766_A30_00_P30_00,211,809,1709,OU_III,5940e1e415f340feab6e4a2ad6f4518f3b9d52fb30175106101b154de6274c8b,180000,900.0,4.04863977,0.161945596,0.327673554,0.67808646,0.3545371,3.20603848,0.0458024107,0.127757162,0.000129898399
stationary_pmstokes_H4_000_L112_766_A30_00_P30_00,211,809,1709,TFG,5940e1e415f340feab6e4a2ad6f4518f3b9d52fb30175106101b154de6274c8b,180000,900.0,4.06459808,0.162583917,0.357210398,0.903942645,0.702592731,3.72919297,0.0533716753,0.190467745,0.0001163954
stationary_pmstokes_H4_000_L112_766_A30_00_P30_00,257,907,1801,OU_III,f407ff3851fce37702a3b05b831093fb68e47f75d30c430d2f23cb6b890f22dd,180000,900.0,4.01386976,0.160554782,0.319705188,0.0977215245,0.280331671,1.93144727,0.0298572779,0.0482893214,0.000138028001
stationary_pmstokes_H4_000_L112_766_A30_00_P30_00,257,907,1801,TFG,f407ff3851fce37702a3b05b831093fb68e47f75d30c430d2f23cb6b890f22dd,180000,900.0,4.06455278,0.162582114,0.330778718,0.183768168,0.151039451,1.22090673,0.028742807,0.036145851,0.000126278537
stationary_pmstokes_H4_000_L112_766_A30_00_P30_00,307,1009,1901,OU_III,7386ceede0d679a17fd6fcac4f9b9409e1fce4447e0a1c5dea49d80a067a8409,180000,900.0,4.08986902,0.163594753,0.315875202,0.296702504,0.228986129,1.72712409,0.0310219023,0.0621910989,0.000123937134
stationary_pmstokes_H4_000_L112_766_A30_00_P30_00,307,1009,1901,TFG,7386ceede0d679a17fd6fcac4f9b9409e1fce4447e0a1c5dea49d80a067a8409,180000,900.0,4.10908937,0.164363578,0.322144508,0.463431597,0.244954303,1.82067585,0.0318628922,0.0884465203,0.000111887726
stationary_pmstokes_H8_500_L202_839_A_30_00_P72_00,11,101,1009,OU_III,4e55d972a4344ec59053670cd31ff7541e5830b576e1ca1e2026f1b1ba47380c,180000,900.0,3.97021914,0.337468624,0.747148931,0.426451594,0.515948236,4.26951313,0.0807462707,0.113267131,0.00012749368
stationary_pmstokes_H8_500_L202_839_A_30_00_P72_00,11,101,1009,TFG,4e55d972a4344ec59053670cd31ff7541e5830b576e1ca1e2026f1b1ba47380c,180000,900.0,3.99473572,0.339552552,0.752900898,0.554699361,0.717688441,4.67215729,0.0907486528,0.153776735,0.000105304229
stationary_pmstokes_H8_500_L202_839_A_30_00_P72_00,29,211,1103,OU_III,1fac058aa75e5fe18073f67dd66d693a6285b30544e26f701e8b75f976c4d1f5,180000,900.0,3.90577054,0.33199051,0.755486369,0.313478261,0.297135562,1.08833909,0.0332062542,0.0716709867,0.000122202662
stationary_pmstokes_H8_500_L202_839_A_30_00_P72_00,29,211,1103,TFG,1fac058aa75e5fe18073f67dd66d693a6285b30544e26f701e8b75f976c4d1f5,180000,900.0,3.91631889,0.332887113,0.745959997,0.365396172,0.163088962,0.85033375,0.0291478019,0.0650084168,0.000117345829
stationary_pmstokes_H8_500_L202_839_A_30_00_P72_00,47,307,1201,OU_III,e384d268f7404804569f2adbca43e11c196a6ab3ed2c46cca4d512f2d0fadb62,180000,900.0,4.07142591,0.346071213,0.77222383,0.199410349,0.149509892,1.13268876,0.0364214778,0.0364290066,0.000126931118
stationary_pmstokes_H8_500_L202_839_A_30_00_P72_00,47,307,1201,TFG,e384d268f7404804569f2adbca43e11c196a6ab3ed2c46cca4d512f2d0fadb62,180000,900.0,4.05834532,0.344959348,0.880034566,0.44896695,0.762296498,2.79080558,0.0643860251,0.151202291,0.000132185625
stationary_pmstokes_H8_500_L202_839_A_30_00_P72_00,71,401,1301,OU_III,4ba270c3202bd7a8cbf822c5715a7d44a62eeef42c0d5d1f8b0baf8762b09216,180000,900.0,3.61234355,0.307049215,0.751523554,0.216687426,0.195217431,1.03220677,0.0342157111,0.0466823354,0.000126831714
stationary_pmstokes_H8_500_L202_839_A_30_00_P72_00,71,401,1301,TFG,4ba270c3202bd7a8cbf822c5715a7d44a62eeef42c0d5d1f8b0baf8762b09216,180000,900.0,3.62205672,0.307874829,0.762167096,0.272974342,0.18240124,0.972328424,0.0319708958,0.0558429137,0.000109314009
stationary_pmstokes_H8_500_L202_839_A_30_00_P72_00,97,503,1409,OU_III,dcad317152ba4d41dc53799e988e70bea05c59ae0a544fbc68ac393411fb45cd,180000,900.0,3.96010542,0.336608976,0.758561611,0.109017074,0.158380032,2.95788002,0.0529273897,0.0275758803,0.000152183566
stationary_pmstokes_H8_500_L202_839_A_30_00_P72_00,97,503,1409,TFG,dcad317152ba4d41dc53799e988e70bea05c59ae0a544fbc68ac393411fb45cd,180000,900.0,3.95749354,0.336386949,0.749957681,0.225042403,0.0945326909,2.59558535,0.0484183133,0.0370673016,0.000127624589
stationary_pmstokes_H8_500_L202_839_A_30_00_P72_00,131,601,1511,OU_III,03e9fe4bee51a49c08802f19948da2a59d4c1026537514c3c354f9d17c5475da,180000,900.0,4.14428282,0.352264047,0.767106712,0.203821376,0.306462973,0.861908615,0.0390568078,0.0621582828,0.000104214007
stationary_pmstokes_H8_500_L202_839_A_30_00_P72_00,131,601,1511,TFG,03e9fe4bee51a49c08802f19948da2a59d4c1026537514c3c354f9d17c5475da,180000,900.0,4.1113596,0.349465579,0.754974306,0.112170659,0.15605709,0.430672497,0.0288677756,0.0264185108,9.86972082e-05
stationary_pmstokes_H8_500_L202_839_A_30_00_P72_00,173,701,1601,OU_III,ad14b53d1d4647dd2a204c41d277df4c097b85684151f4e4b7a3901022b005dc,180000,900.0,4.09906673,0.34842068,0.747885287,0.125339776,0.206673369,1.34051144,0.0350557081,0.0349261127,0.000176275411
stationary_pmstokes_H8_500_L202_839_A_30_00_P72_00,173,701,1601,TFG,ad14b53d1d4647dd2a204c41d277df4c097b85684151f4e4b7a3901022b005dc,180000,900.0,4.07348299,0.346246064,0.756103337,0.164934039,0.657760262,2.38381147,0.0477425084,0.112223208,0.000124712722
stationary_pmstokes_H8_500_L202_839_A_30_00_P72_00,211,809,1709,OU_III,7548bf44ab6a8363ff9693787201890094a08fe37522ca037ecda6ba0160c149,180000,900.0,3.84643245,0.326946765,0.757320106,0.42227453,0.405155391,2.76221704,0.058803916,0.0950124189,0.000141492463
stationary_pmstokes_H8_500_L202_839_A_30_00_P72_00,211,809,1709,TFG,7548bf44ab6a8363ff9693787201890094a08fe37522ca037ecda6ba0160c149,180000,900.0,3.839679,0.326372713,0.855242848,0.428829372,1.11810446,4.16241407,0.0855317265,0.20117569,0.000121509234
stationary_pmstokes_H8_500_L202_839_A_30_00_P72_00,257,907,1801,OU_III,fcbd84cd17f80ce881c14fa6875164e3732bb27514693c9679dc7b94ff599cbe,180000,900.0,3.89873171,0.331392199,0.764078736,0.113866888,0.273761809,2.1804235,0.0447604097,0.0470054112,0.000128426895
stationary_pmstokes_H8_500_L202_839_A_30_00_P72_00,257,907,1801,TFG,fcbd84cd17f80ce881c14fa6875164e3732bb27514693c9679dc7b94ff599cbe,180000,900.0,3.90864038,0.332234442,0.79499054,1.00178993,0.654136717,0.665142417,0.0510876253,0.202138692,0.000140946504
stationary_pmstokes_H8_500_L202_839_A_30_00_P72_00,307,1009,1901,OU_III,95293b7f2439a0a75235080db0f5d78aa093bbd18b1155717c78ee948b763740,180000,900.0,3.92369199,0.333513826,0.763423264,0.15535824,0.255287379,1.09878731,0.0358557254,0.0472495295,0.000113518749
stationary_pmstokes_H8_500_L202_839_A_30_00_P72_00,307,1009,1901,TFG,95293b7f2439a0a75235080db0f5d78aa093bbd18b1155717c78ee948b763740,180000,900.0,3.90590596,0.332002014,0.781373382,0.230648503,0.615136206,2.11059284,0.0486397222,0.111536674,0.000111211855
nonstationary_H1_5_to_H4_0_Tp5_7_to_11_4,11,101,1009,OU_III,c122124d89d55088ee2285d4d8612768a48a1d7464cae8df34d3754291423796,180000,900.0,4.81639862,0.192655936,0.404097646,0.352942318,0.533803046,4.63609362,0.0361988582,0.108997196,0.000143231577
nonstationary_H1_5_to_H4_0_Tp5_7_to_11_4,11,101,1009,TFG,c122124d89d55088ee2285d4d8612768a48a1d7464cae8df34d3754291423796,180000,900.0,4.79692984,0.191877201,0.404861629,0.299529284,0.527158976,4.37206984,0.0337543152,0.102973714,0.00010882756
nonstationary_H1_5_to_H4_0_Tp5_7_to_11_4,29,211,1103,OU_III,ac0589f63558f8a9d5089e85f8d63def392f341fb199a901ba1f51ee77176ea4,180000,900.0,4.68632507,0.187453002,0.408194363,0.090177834,0.247490019,1.34519064,0.0219539795,0.0443666279,0.000118048556
nonstationary_H1_5_to_H4_0_Tp5_7_to_11_4,29,211,1103,TFG,ac0589f63558f8a9d5089e85f8d63def392f341fb199a901ba1f51ee77176ea4,180000,900.0,4.65070438,0.186028183,0.415698856,0.164009795,0.235512823,1.31592453,0.0210232232,0.0493925102,0.000115258132
nonstationary_H1_5_to_H4_0_Tp5_7_to_11_4,47,307,1201,OU_III,07a5233eacfc8a988186d081553b2296044e05d629cd5604e4fc696a49cea322,180000,900.0,4.63595152,0.185438067,0.399784327,0.336532116,0.0977770761,1.20994163,0.0239967071,0.0582396612,0.000115633557
nonstationary_H1_5_to_H4_0_Tp5_7_to_11_4,47,307,1201,TFG,07a5233eacfc8a988186d081553b2296044e05d629cd5604e4fc696a49cea322,180000,900.0,4.6408453,0.185633808,0.401440978,0.329030663,0.0715217963,1.29863489,0.023628572,0.0552140698,0.000112790563
nonstationary_H1_5_to_H4_0_Tp5_7_to_11_4,71,401,1301,OU_III,f77134b96ac16fd3db38bdb5a85753992bd31c6eecaddaf0c313ea5134b26d4c,180000,900.0,4.74790955,0.189916372,0.407217115,0.149577379,0.254504442,0.72924304,0.0216557514,0.0491315201,0.000113201924
nonstationary_H1_5_to_H4_0_Tp5_7_to_11_4,71,401,1301,TFG,f77134b96ac16fd3db38bdb5a85753992bd31c6eecaddaf0c313ea5134b26d4c,180000,900.0,4.78533602,0.191413432,0.409018964,0.118532404,0.262005866,0.744916141,0.0217344053,0.0484358296,0.000104678737
nonstationary_H1_5_to_H4_0_Tp5_7_to_11_4,97,503,1409,OU_III,abaffd4466262335a01ca6632f25f100b1181cc781ce605b4eeec2941a85e76b,180000,900.0,4.54157829,0.181663126,0.393342257,0.0906292498,0.141945258,2.78519106,0.0264686141,0.0260566026,0.000140505785
nonstationary_H1_5_to_H4_0_Tp5_7_to_11_4,97,503,1409,TFG,abaffd4466262335a01ca6632f25f100b1181cc781ce605b4eeec2941a85e76b,180000,900.0,4.52774334,0.181109741,0.387271374,0.104319483,0.105992034,2.56819367,0.0248503517,0.023628857,0.000113534654
nonstationary_H1_5_to_H4_0_Tp5_7_to_11_4,131,601,1511,OU_III,1626572c35ab99dc01cfad681360e74752a11b8730acda21d5e42432d1bc0cd8,180000,900.0,4.88058233,0.195223287,0.409809947,0.218225777,0.333310217,0.794035316,0.0234514121,0.0677743629,0.000108079308
nonstationary_H1_5_to_H4_0_Tp5_7_to_11_4,131,601,1511,TFG,1626572c35ab99dc01cfad681360e74752a11b8730acda21d5e42432d1bc0cd8,180000,900.0,4.85375595,0.194150239,0.405986041,0.23322548,0.279106379,0.428354055,0.0221884586,0.0616350137,0.000100205085
nonstationary_H1_5_to_H4_0_Tp5_7_to_11_4,173,701,1601,OU_III,eff43c1e35faadfba4d0e3e0ab949b63990659a5639eb74fc0a8a9a15c5bdd75,180000,900.0,4.84399176,0.193759665,0.402730197,0.157512888,0.142600939,1.72559297,0.023867419,0.0339284092,0.000134828806
nonstationary_H1_5_to_H4_0_Tp5_7_to_11_4,173,701,1601,TFG,eff43c1e35faadfba4d0e3e0ab949b63990659a5639eb74fc0a8a9a15c5bdd75,180000,900.0,4.8159008,0.192636028,0.404235631,0.149666891,0.232653841,1.97438252,0.0236258283,0.0444720984,0.000130388013
nonstationary_H1_5_to_H4_0_Tp5_7_to_11_4,211,809,1709,OU_III,09dbfe73a548d8b2ccd24b7f7b007c9d3340bc3afcb2ef4ec08b1273ddbe33d6,180000,900.0,4.6224165,0.184896663,0.381253272,0.697637618,0.369381458,2.54821277,0.0299837552,0.133115157,0.000124484985
nonstationary_H1_5_to_H4_0_Tp5_7_to_11_4,211,809,1709,TFG,09dbfe73a548d8b2ccd24b7f7b007c9d3340bc3afcb2ef4ec08b1273ddbe33d6,180000,900.0,4.66900349,0.186760142,0.393308908,0.803101003,0.250629127,2.1971519,0.0296117123,0.139164954,0.00010718016
nonstationary_H1_5_to_H4_0_Tp5_7_to_11_4,257,907,1801,OU_III,2c2c21c273fbe3e03e3000912710e7bcf399510265c331c71f30f7f08b925a92,180000,900.0,4.70956755,0.1883827,0.402607739,0.131075472,0.246719673,2.11447144,0.0246809646,0.0469305702,0.000124747981
nonstationary_H1_5_to_H4_0_Tp5_7_to_11_4,257,907,1801,TFG,2c2c21c273fbe3e03e3000912710e7bcf399510265c331c71f30f7f08b925a92,180000,900.0,4.73571396,0.189428568,0.410045654,0.229691505,0.346554875,2.61308599,0.0265754685,0.0715287253,0.000123740872
nonstationary_H1_5_to_H4_0_Tp5_7_to_11_4,307,1009,1901,OU_III,98fb79be419365ee9bf512100e43ba69ebff70b3b2aacfc88c277c1154f66fe5,180000,900.0,4.56890154,0.182756066,0.397512734,0.309194297,0.228096411,1.72132146,0.0243272986,0.0659209937,0.000104366176
nonstationary_H1_5_to_H4_0_Tp5_7_to_11_4,307,1009,1901,TFG,98fb79be419365ee9bf512100e43ba69ebff70b3b2aacfc88c277c1154f66fe5,180000,900.0,4.5695262,0.182781041,0.411875695,0.44730112,0.380751073,2.24760437,0.0266431328,0.101859942,0.000114403694
