experiment,case,parameter,scale_label,mode,metric,n,mean,std,bootstrap_ci95_low,bootstrap_ci95_high
low_motion,Hs0.05,,,Adaptive,accel_bias_3d_rms_mps2,10,0.08869699720999999,0.043420879137336256,0.06454650793525,0.11586647214824995
low_motion,Hs0.05,,,Adaptive,gyro_bias_3d_rms_radps,10,0.00028922684730000003,8.23927519699302e-05,0.000240058582385,0.000338145207015
low_motion,Hs0.27,,,Adaptive,disp_x_rms_m,10,0.04345530197,0.0022644288523086644,0.04212990236799999,0.04481038872475
low_motion,Hs0.27,,,Adaptive,disp_y_rms_m,10,0.04860174171,0.003804649971107512,0.04636003427425,0.05078198961175
low_motion,Hs0.27,,,Adaptive,disp_z_rms_m,10,0.02057563309,0.001392417700166564,0.019737293109,0.02135874566825
low_motion,Hs0.27,,,Adaptive,disp_3d_rms_m,10,0.06842195021,0.0036014776171864804,0.066292108245,0.07050356911625001
low_motion,Hs0.27,,,Adaptive,disp_x_pct_hs,10,16.09455575,0.8386772223075774,15.61381795375,16.596501385499998
low_motion,Hs0.27,,,Adaptive,disp_y_pct_hs,10,18.00064478,1.409130014097984,17.168742932,18.81740811825
low_motion,Hs0.27,,,Adaptive,disp_z_pct_hs,10,7.6206045630000006,0.5157102146009829,7.3141238630249985,7.90950299645
low_motion,Hs0.27,,,Adaptive,disp_3d_pct_refmax,10,27.945744519999998,2.4631146023089148,26.508172275999996,29.379656871250003
low_motion,Hs0.27,,,Adaptive,disp_z_ref_rms_m,10,0.06726250647000001,0.0015045698720950714,0.06640954686,0.06818359956475001
low_motion,Hs0.27,,,Adaptive,disp_z_pct_refrms,10,30.580800999999997,1.8033145655895206,29.48303674725,31.609387312
low_motion,Hs0.27,,,Adaptive,roll_rms_deg,10,0.4647438748,0.28471693243068885,0.3171968842475,0.6433268853724999
low_motion,Hs0.27,,,Adaptive,pitch_rms_deg,10,0.33641289779999994,0.1870370524389317,0.234660938815,0.45450221981
low_motion,Hs0.27,,,Adaptive,yaw_rms_deg,10,2.6181521774,2.750460193724303,1.2135527400275,4.4299148070074965
low_motion,Hs0.27,,,Adaptive,dir_axis_error_deg,10,2.1606155390999997,1.04622257176482,1.5392891302925003,2.7560244357024994
low_motion,Hs0.27,,,Adaptive,dir_axis_abs_error_deg,10,2.1606155390999997,1.04622257176482,1.5433479685525002,2.7740267931000004
low_motion,Hs0.27,,,Adaptive,dir_axis_rmse_deg,10,13.69188834,0.7891693214961909,13.29109902325,14.205068209999999
low_motion,Hs0.27,,,Adaptive,dir_axis_circ_std_deg,10,13.297824109999999,0.6261496281231624,12.959488179249998,13.689819710499998
low_motion,Hs0.27,,,Adaptive,dir_sense_forward_pct,10,9.8611111925,30.35959382906472,0.21522223106499996,29.0841113416
low_motion,Hs0.27,,,Adaptive,dir_sense_reverse_pct,10,86.7853350719,30.379847360323094,67.4440992727,96.64464834399999
low_motion,Hs0.27,,,Adaptive,dir_sense_uncertain_pct,10,3.35355563,0.47498902269591936,3.0629889694749997,3.624722288
low_motion,Hs0.27,,,Adaptive,dir_sense_dominant_pct,10,96.37816848,0.5567745882569309,96.06383236525001,96.70863022125
low_motion,Hs0.27,,,Adaptive,accel_bias_3d_rms_mps2,10,0.09743438982000001,0.045854387231047074,0.071571488901,0.12486801914675
low_motion,Hs0.27,,,Adaptive,gyro_bias_3d_rms_radps,10,0.0002869729026,7.635152863968959e-05,0.00024128856924749998,0.0003310531913275
sensitivity,r_s_x0.5,r_s,0.5,FixedSensitivity,disp_x_rms_m,10,0.25391180500000005,0.01562992748702611,0.24438620706999997,0.26262119003999995
sensitivity,r_s_x0.5,r_s,0.5,FixedSensitivity,disp_y_rms_m,10,0.21414285309999997,0.02405343947983233,0.200769388185,0.22865617507500002
sensitivity,r_s_x0.5,r_s,0.5,FixedSensitivity,disp_z_rms_m,10,0.0761457622,0.0019922092020293524,0.0749813494,0.07731641993100001
sensitivity,r_s_x0.5,r_s,0.5,FixedSensitivity,disp_3d_rms_m,10,0.3417694122,0.008456293704424104,0.33674333100000003,0.34652921009250004
sensitivity,r_s_x0.5,r_s,0.5,FixedSensitivity,disp_x_pct_hs,10,16.92745267,1.041995186463482,16.282878782500003,17.509613176
sensitivity,r_s_x0.5,r_s,0.5,FixedSensitivity,disp_y_pct_hs,10,14.27618971,1.6035624076931823,13.39096150925,15.240485242500002
sensitivity,r_s_x0.5,r_s,0.5,FixedSensitivity,disp_z_pct_hs,10,5.0763839719999995,0.1328139075447242,4.99859181135,5.154991228675001
sensitivity,r_s_x0.5,r_s,0.5,FixedSensitivity,disp_3d_pct_refmax,10,26.058748440000006,1.3618999635899638,25.290295451499997,26.867826981
sensitivity,r_s_x0.5,r_s,0.5,FixedSensitivity,disp_z_ref_rms_m,10,0.37427037360000004,0.004893837461117378,0.371312161095,0.3771072879575
sensitivity,r_s_x0.5,r_s,0.5,FixedSensitivity,disp_z_pct_refrms,10,20.35064049,0.6779279806117308,19.94326915,20.73691557975
sensitivity,r_s_x0.5,r_s,0.5,FixedSensitivity,roll_rms_deg,10,0.6213117852,0.36679073369786225,0.41353089413000005,0.843587904665
sensitivity,r_s_x0.5,r_s,0.5,FixedSensitivity,pitch_rms_deg,10,0.3243510872,0.1060396130553322,0.26549378231000004,0.39106536512499995
sensitivity,r_s_x0.5,r_s,0.5,FixedSensitivity,yaw_rms_deg,10,2.5026618421,2.7774840298882735,1.0656028524,4.3403535972
sensitivity,r_s_x0.5,r_s,0.5,FixedSensitivity,dir_axis_error_deg,10,0.5306488032,0.9774551948234408,-0.051294862132500105,1.1003591536125001
sensitivity,r_s_x0.5,r_s,0.5,FixedSensitivity,dir_axis_abs_error_deg,10,0.9093902591999999,0.5911141090332416,0.5829906083324999,1.2836759565874996
sensitivity,r_s_x0.5,r_s,0.5,FixedSensitivity,dir_axis_rmse_deg,10,12.021399599999999,0.3762814552779228,11.7927080885,12.235572440000002
sensitivity,r_s_x0.5,r_s,0.5,FixedSensitivity,dir_axis_circ_std_deg,10,11.90134486,0.33674471318881666,11.700393097749998,12.099786558000002
