experiment,parameter,left_case,right_case,comparison,metric,n_pairs,mean_paired_difference,std_paired_difference,bootstrap_ci95_low,bootstrap_ci95_high,cohen_dz,hedges_gz
sensitivity,sigma_aw,x0.75,x1,sigma_aw_x0.75_minus_x1,dir_sense_uncertain_pct,10,0.0022222279999999373,0.06789856040607012,-0.03616941020000007,0.043833315999999865,0.03272864677409671,0.02990988852919429
sensitivity,sigma_aw,x0.75,x1,sigma_aw_x0.75_minus_x1,dir_sense_dominant_pct,10,-0.004888160000000141,0.06594324372940749,-0.046000562250001736,0.0315002592499982,-0.07412677514103327,-0.06774259861094263
sensitivity,sigma_aw,x0.75,x1,sigma_aw_x0.75_minus_x1,dir_travel_error_deg,10,-0.010515507859999995,0.02322810621419043,-0.02440418618299999,0.0026160426000000014,-0.4527062069991698,-0.413716835935183
sensitivity,sigma_aw,x0.75,x1,sigma_aw_x0.75_minus_x1,dir_travel_abs_error_deg,10,0.003961578259999999,0.025396242716668804,-0.009579804502500008,0.020077261095999967,0.15599072288751675,0.14255600499947135
sensitivity,sigma_aw,x0.75,x1,sigma_aw_x0.75_minus_x1,dir_travel_rmse_deg,10,0.042445570000001,0.22306569862630188,-0.09615686824999922,0.16192303000000052,0.19028281919359252,0.17389469080052614
sensitivity,sigma_aw,x0.75,x1,sigma_aw_x0.75_minus_x1,dir_travel_correct_pct,10,-0.004888160000000141,0.06594324372940749,-0.0460005425000017,0.031502391500000095,-0.07412677514103327,-0.06774259861094263
sensitivity,sigma_aw,x0.75,x1,sigma_aw_x0.75_minus_x1,dir_travel_wrong_pct,10,0.0026666694000000157,0.03315673741733531,-0.01816666795499998,0.02049999591000003,0.08042616999481388,0.07349945740129993
sensitivity,sigma_aw,x0.75,x1,sigma_aw_x0.75_minus_x1,dir_travel_unresolved_pct,10,0.0022222279999999373,0.06789856040607012,-0.03594441625000016,0.044001371074999907,0.03272864677409671,0.02990988852919429
sensitivity,sigma_aw,x0.75,x1,sigma_aw_x0.75_minus_x1,accel_bias_3d_rms_mps2,10,-0.0005753679000000025,0.003483010458094251,-0.0025681268167500053,0.0014824959385000003,-0.16519269951168,-0.15096546039115613
sensitivity,sigma_aw,x0.75,x1,sigma_aw_x0.75_minus_x1,gyro_bias_3d_rms_radps,10,2.069836999999959e-07,1.1938599587078012e-06,-5.129531725000008e-07,8.709474149999938e-07,0.1733735171284486,0.15844170420545514
sensitivity,sigma_aw,x1.25,x1,sigma_aw_x1.25_minus_x1,disp_x_rms_m,10,0.00022328210000000515,0.00027387590881657135,7.272165750000267e-05,0.000392397352500007,0.8152673996220258,0.7450524066115741
sensitivity,sigma_aw,x1.25,x1,sigma_aw_x1.25_minus_x1,disp_y_rms_m,10,-0.0001452728999999986,4.241404529017666e-05,-0.00017136802249999403,-0.00012211062249999993,-3.425113049371045,-3.130124817371222
sensitivity,sigma_aw,x1.25,x1,sigma_aw_x1.25_minus_x1,disp_z_rms_m,10,-1.5775870000001024e-05,0.00011431381492828469,-7.796073299999678e-05,5.420777125000029e-05,-0.13800492976197226,-0.12611924025306115
sensitivity,sigma_aw,x1.25,x1,sigma_aw_x1.25_minus_x1,disp_3d_rms_m,10,3.0452000000008585e-05,0.00017176445136031255,-6.350671999999016e-05,0.0001363307000000036,0.17728930380436533,0.16202024333019127
sensitivity,sigma_aw,x1.25,x1,sigma_aw_x1.25_minus_x1,disp_x_pct_hs,10,0.014885510000000223,0.018258278140944984,0.004633008250000272,0.026301002250000552,0.8152745776513733,0.7450589664323675
sensitivity,sigma_aw,x1.25,x1,sigma_aw_x1.25_minus_x1,disp_y_pct_hs,10,-0.009684740000000325,0.002827796664150277,-0.011467127250000621,-0.008131190750000048,-3.424836065046596,-3.129871688351688
sensitivity,sigma_aw,x1.25,x1,sigma_aw_x1.25_minus_x1,disp_z_pct_hs,10,-0.0010517609999999955,0.007620852989674777,-0.005321983000000152,0.003745555999999972,-0.13801092888486224,-0.12612472270084307
sensitivity,sigma_aw,x1.25,x1,sigma_aw_x1.25_minus_x1,disp_3d_pct_refmax,10,0.002475159999999832,0.013435509308561579,-0.004921268499999609,0.01065559599999935,0.18422524544138963,0.1683588262432063
sensitivity,sigma_aw,x1.25,x1,sigma_aw_x1.25_minus_x1,disp_z_ref_rms_m,10,0.0,0.0,0.0,0.0,nan,nan
sensitivity,sigma_aw,x1.25,x1,sigma_aw_x1.25_minus_x1,disp_z_pct_refrms,10,-0.00426082000000072,0.03037136702103205,-0.020785154250000763,0.014979317999998557,-0.1402906888270824,-0.12820813807135253
sensitivity,sigma_aw,x1.25,x1,sigma_aw_x1.25_minus_x1,roll_rms_deg,10,0.0003009620000000185,0.0018113745770899645,-0.0007954812724999852,0.0013088270800000303,0.1661511670786085,0.1518413798351696
sensitivity,sigma_aw,x1.25,x1,sigma_aw_x1.25_minus_x1,pitch_rms_deg,10,0.004009637200000004,0.013697950802267567,-0.004285901454999984,0.011728652017499978,0.2927180319070971,0.2675076597348272
sensitivity,sigma_aw,x1.25,x1,sigma_aw_x1.25_minus_x1,yaw_rms_deg,10,0.0104587959000001,0.02932805313929499,-0.007675430429999863,0.026357779052500082,0.35661405311581884,0.3259006292029224
sensitivity,sigma_aw,x1.25,x1,sigma_aw_x1.25_minus_x1,dir_axis_error_deg,10,0.007392883200000011,0.007812398729544403,0.002639655775000002,0.011738625422499987,0.9463013161427748,0.8648010128931279
sensitivity,sigma_aw,x1.25,x1,sigma_aw_x1.25_minus_x1,dir_axis_abs_error_deg,10,0.003312683000000005,0.010467466522983469,-0.003015288407500013,0.009143105209999981,0.31647419103049723,0.2892178170831311
sensitivity,sigma_aw,x1.25,x1,sigma_aw_x1.25_minus_x1,dir_axis_rmse_deg,10,-0.0006962000000001467,0.004336903642769831,-0.0032440242500003614,0.0018598760000000196,-0.16052927557217014,-0.14670367434305376
sensitivity,sigma_aw,x1.25,x1,sigma_aw_x1.25_minus_x1,dir_axis_circ_std_deg,10,-0.000891580000000225,0.0034864083393147853,-0.0029456127500002618,0.001171839749999498,-0.2557302281394425,-0.23370543456901768
sensitivity,sigma_aw,x1.25,x1,sigma_aw_x1.25_minus_x1,dir_sense_forward_pct,10,0.029055010000000436,0.07152793769525817,-0.0076118702499994835,0.07394547300000129,0.40620505687984615,0.3712206024016569
sensitivity,sigma_aw,x1.25,x1,sigma_aw_x1.25_minus_x1,dir_sense_reverse_pct,10,-0.0231110994,0.06896857875605697,-0.06855554060000002,0.004666680202500007,-0.33509606572790707,-0.306235880807201
sensitivity,sigma_aw,x1.25,x1,sigma_aw_x1.25_minus_x1,dir_sense_uncertain_pct,10,-0.005944442000000105,0.03684398217560272,-0.030388892000000126,0.012333335024999935,-0.16134092052450252,-0.1474454162860405
sensitivity,sigma_aw,x1.25,x1,sigma_aw_x1.25_minus_x1,dir_sense_dominant_pct,10,0.029055010000000436,0.07152793769525817,-0.008111628500000237,0.0737213102500019,0.40620505687984615,0.3712206024016569
sensitivity,sigma_aw,x1.25,x1,sigma_aw_x1.25_minus_x1,dir_travel_error_deg,10,0.003002047559999996,0.012054312304589993,-0.004358116065000012,0.009793855157499998,0.2490434530103296,0.2275945586714585
sensitivity,sigma_aw,x1.25,x1,sigma_aw_x1.25_minus_x1,dir_travel_abs_error_deg,10,0.005470514640000026,0.011048456893208516,-0.0014149779924999659,0.011512255836500057,0.4951383431076923,0.4524944997298858
sensitivity,sigma_aw,x1.25,x1,sigma_aw_x1.25_minus_x1,dir_travel_rmse_deg,10,-0.16014900999999995,0.4915210489768563,-0.4798336599999992,0.037282552999999545,-0.32582329959899786,-0.29776173266452644
sensitivity,sigma_aw,x1.25,x1,sigma_aw_x1.25_minus_x1,dir_travel_correct_pct,10,0.029055010000000436,0.07152793769525817,-0.007499738499999609,0.07549972999999863,0.40620505687984615,0.3712206024016569
sensitivity,sigma_aw,x1.25,x1,sigma_aw_x1.25_minus_x1,dir_travel_wrong_pct,10,-0.0231110994,0.06896857875605697,-0.06838887400000002,0.004777783450000005,-0.33509606572790707,-0.306235880807201
sensitivity,sigma_aw,x1.25,x1,sigma_aw_x1.25_minus_x1,dir_travel_unresolved_pct,10,-0.005944442000000105,0.03684398217560272,-0.030055546000000134,0.012668069524999897,-0.16134092052450252,-0.1474454162860405
sensitivity,sigma_aw,x1.25,x1,sigma_aw_x1.25_minus_x1,accel_bias_3d_rms_mps2,10,0.00038667515000000185,0.0014800333900348035,-0.0005128142137499962,0.0012316404014999993,0.26126109897487454,0.23875995855526672
sensitivity,sigma_aw,x1.25,x1,sigma_aw_x1.25_minus_x1,gyro_bias_3d_rms_radps,10,-7.324700000000524e-08,5.251481606964801e-07,-3.7236850000001e-07,2.455926999999993e-07,-0.13947873282629625,-0.12746611186899376
sensitivity,sigma_aw,x1.5,x1,sigma_aw_x1.5_minus_x1,disp_x_rms_m,10,0.0003693773999999955,0.00042052428152411996,0.00013668928499999158,0.0006340308025000057,0.8783735356761062,0.802723519869443
sensitivity,sigma_aw,x1.5,x1,sigma_aw_x1.5_minus_x1,disp_y_rms_m,10,-0.00022050750000000285,6.580807414367692e-05,-0.0002615441499999914,-0.00018470309249999942,-3.3507666478519798,-3.0621815077278205
sensitivity,sigma_aw,x1.5,x1,sigma_aw_x1.5_minus_x1,disp_z_rms_m,10,-5.751699999986814e-07,0.00019476197284746906,-0.00010530857049999848,0.00012159124000000049,-0.0029531945666268996,-0.0026988503650185107
sensitivity,sigma_aw,x1.5,x1,sigma_aw_x1.5_minus_x1,disp_3d_rms_m,10,7.154950000000104e-05,0.00026423329977931867,-7.062255249998664e-05,0.00023417217249999358,0.2707815406300321,0.24746045114269116
sensitivity,sigma_aw,x1.5,x1,sigma_aw_x1.5_minus_x1,disp_x_pct_hs,10,0.02462529999999994,0.02803479974016419,0.009075328750000172,0.04124745399999982,0.8783833031887289,0.8027324461539841
sensitivity,sigma_aw,x1.5,x1,sigma_aw_x1.5_minus_x1,disp_y_pct_hs,10,-0.014700220000000108,0.004387282961976033,-0.017405796500000004,-0.012230750000000156,-3.3506432403391475,-3.0620687287003845
sensitivity,sigma_aw,x1.5,x1,sigma_aw_x1.5_minus_x1,disp_z_pct_hs,10,-3.8338000000059934e-05,0.01298412518843091,-0.007091081375000459,0.007898941725000223,-0.00295268255994788,-0.0026983824549701245
sensitivity,sigma_aw,x1.5,x1,sigma_aw_x1.5_minus_x1,disp_3d_pct_refmax,10,0.005691699999999855,0.020709102639500262,-0.00551907300000078,0.018499406750000325,0.2748404940126949,0.2511698267260631
sensitivity,sigma_aw,x1.5,x1,sigma_aw_x1.5_minus_x1,disp_z_ref_rms_m,10,0.0,0.0,0.0,0.0,nan,nan
sensitivity,sigma_aw,x1.5,x1,sigma_aw_x1.5_minus_x1,disp_z_pct_refrms,10,-0.00027521000000021447,0.05176588132605449,-0.028628330999999882,0.032374338499998885,-0.005316436095558126,-0.004858557461550201
sensitivity,sigma_aw,x1.5,x1,sigma_aw_x1.5_minus_x1,roll_rms_deg,10,0.0004754334000000193,0.0027034011851153777,-0.0011535799774999992,0.0019745671200000177,0.17586490773833424,0.16071852352947735
sensitivity,sigma_aw,x1.5,x1,sigma_aw_x1.5_minus_x1,pitch_rms_deg,10,0.0063863262,0.020810832264676154,-0.0063014879,0.018055187000000004,0.30687509844764876,0.2804454473876738
sensitivity,sigma_aw,x1.5,x1,sigma_aw_x1.5_minus_x1,yaw_rms_deg,10,0.016121060900000022,0.04424331077717855,-0.011072761070000015,0.03982424888000011,0.3643728422854724,0.33299119181578074
sensitivity,sigma_aw,x1.5,x1,sigma_aw_x1.5_minus_x1,dir_axis_error_deg,10,0.01145477279999999,0.012700330689698017,0.0038832091124999767,0.01883262608249997,0.901927129290549,0.8242485576851676
sensitivity,sigma_aw,x1.5,x1,sigma_aw_x1.5_minus_x1,dir_axis_abs_error_deg,10,0.004139709400000002,0.016971976433327707,-0.006246604664999986,0.013546981290000001,0.24391439713944538,0.22290724329245623
sensitivity,sigma_aw,x1.5,x1,sigma_aw_x1.5_minus_x1,dir_axis_rmse_deg,10,-0.001374530000000007,0.006920595191817049,-0.005616598000000312,0.0026085337499995743,-0.19861441998879795,-0.1815087315757032
sensitivity,sigma_aw,x1.5,x1,sigma_aw_x1.5_minus_x1,dir_axis_circ_std_deg,10,-0.0016673000000000826,0.005483980001381649,-0.004959102499999956,0.0015345972499998647,-0.3040310138950212,-0.2778463099248924
sensitivity,sigma_aw,x1.5,x1,sigma_aw_x1.5_minus_x1,dir_sense_forward_pct,10,0.03333434000000324,0.07333658774175886,-0.006390904499994076,0.08000170225000393,0.45453901015116643,0.41539178871739096
sensitivity,sigma_aw,x1.5,x1,sigma_aw_x1.5_minus_x1,dir_sense_reverse_pct,10,-0.027111096599999975,0.066550207636998,-0.07100137154499998,0.00044444763250001183,-0.40737809185929275,-0.3722926096165675
sensitivity,sigma_aw,x1.5,x1,sigma_aw_x1.5_minus_x1,dir_sense_uncertain_pct,10,-0.006222189000000089,0.03877039276636506,-0.03022361555000018,0.01477921517499988,-0.16048816006316288,-0.14666609991170876
sensitivity,sigma_aw,x1.5,x1,sigma_aw_x1.5_minus_x1,dir_sense_dominant_pct,10,0.03333434000000324,0.07333658774175886,-0.007222613499995559,0.07811474825000317,0.45453901015116643,0.41539178871739096
sensitivity,sigma_aw,x1.5,x1,sigma_aw_x1.5_minus_x1,dir_travel_error_deg,10,0.006447280600000022,0.015321839997927085,-0.0024496206550000165,0.015001809300000068,0.420790231517382,0.3845496272953104
sensitivity,sigma_aw,x1.5,x1,sigma_aw_x1.5_minus_x1,dir_travel_abs_error_deg,10,0.00923753280000002,0.013643000555186241,0.0006013395075000053,0.016736484517500032,0.6770895275298124,0.6187751187051775
sensitivity,sigma_aw,x1.5,x1,sigma_aw_x1.5_minus_x1,dir_travel_rmse_deg,10,-0.18979778999999972,0.47385304444315307,-0.501662526999999,0.007377230000000168,-0.4005414594793624,-0.3660447829401332
sensitivity,sigma_aw,x1.5,x1,sigma_aw_x1.5_minus_x1,dir_travel_correct_pct,10,0.03333434000000324,0.07333658774175886,-0.006223134499994244,0.07872239000000299,0.45453901015116643,0.41539178871739096
sensitivity,sigma_aw,x1.5,x1,sigma_aw_x1.5_minus_x1,dir_travel_wrong_pct,10,-0.027111096599999975,0.066550207636998,-0.07116664870249999,0.000833331522500042,-0.40737809185929275,-0.3722926096165675
sensitivity,sigma_aw,x1.5,x1,sigma_aw_x1.5_minus_x1,dir_travel_unresolved_pct,10,-0.006222189000000089,0.03877039276636506,-0.030333282525000057,0.015222262999999892,-0.16048816006316288,-0.14666609991170876
sensitivity,sigma_aw,x1.5,x1,sigma_aw_x1.5_minus_x1,accel_bias_3d_rms_mps2,10,0.000615603759999998,0.002229891874834227,-0.0007037008282499981,0.0019054076524999976,0.2760688834052829,0.2522924209492936
sensitivity,sigma_aw,x1.5,x1,sigma_aw_x1.5_minus_x1,gyro_bias_3d_rms_radps,10,-9.583020000000265e-08,8.378984863447624e-07,-5.667668924999978e-07,4.155478025000012e-07,-0.11436970177384027,-0.10451959883291473
sensitivity,r_s,x0.5,x1,r_s_x0.5_minus_x1,disp_x_rms_m,10,0.06107249709999999,0.005813140996217559,0.057313218817500004,0.06414203747249998,10.505937691815506,9.60111267128719
sensitivity,r_s,x0.5,x1,r_s_x0.5_minus_x1,disp_y_rms_m,10,0.0032507703999999998,0.010406409238873437,-0.0029496064050000058,0.009313251315000002,0.3123815646089195,0.2854776685549645
sensitivity,r_s,x0.5,x1,r_s_x0.5_minus_x1,disp_z_rms_m,10,0.008391263350000002,0.001737233499008584,0.007384065396250005,0.009397980174750003,4.83024495831377,4.414239588610517
sensitivity,r_s,x0.5,x1,r_s_x0.5_minus_x1,disp_3d_rms_m,10,0.0458189875,0.007081022969717302,0.04177577750749999,0.04998627147,6.4706734741504786,5.9133860210142055
sensitivity,r_s,x0.5,x1,r_s_x0.5_minus_x1,disp_x_pct_hs,10,4.07150002,0.38754263692502505,3.822286348,4.2812124232499995,10.505940849000526,9.601115556559309
sensitivity,r_s,x0.5,x1,r_s_x0.5_minus_x1,disp_y_pct_hs,10,0.2167182099999998,0.6937605720502927,-0.1977615807500005,0.6201614679999997,0.3123818486247,0.28547792810985506
sensitivity,r_s,x0.5,x1,r_s_x0.5_minus_x1,disp_z_pct_hs,10,0.5594174850000002,0.11581553886724567,0.4908113839,0.6262379458250004,4.830245496169872,4.414240080143704
sensitivity,r_s,x0.5,x1,r_s_x0.5_minus_x1,disp_3d_pct_refmax,10,3.4933149299999995,0.5714685550759392,3.1795815145000006,3.852387029999999,6.1128734012946575,5.586401518149725
sensitivity,r_s,x0.5,x1,r_s_x0.5_minus_x1,disp_z_ref_rms_m,10,0.0,0.0,0.0,0.0,nan,nan
sensitivity,r_s,x0.5,x1,r_s_x0.5_minus_x1,disp_z_pct_refrms,10,2.2392692599999995,0.44900676110419807,1.975731592,2.497496267499999,4.987161561873111,4.557641732708764
sensitivity,r_s,x0.5,x1,r_s_x0.5_minus_x1,roll_rms_deg,10,-0.0010074531999999885,0.0011547819077067421,-0.0017120205774999637,-0.0003555246900000007,-0.8724185868140845,-0.7972814416225327
sensitivity,r_s,x0.5,x1,r_s_x0.5_minus_x1,pitch_rms_deg,10,0.01502710720000001,0.009287784059319685,0.009237382970000013,0.02019287726749999,1.6179432148749506,1.4785976804203393
sensitivity,r_s,x0.5,x1,r_s_x0.5_minus_x1,yaw_rms_deg,10,0.013078294000000079,0.019787887511113485,0.0017152584050002093,0.024743413452500047,0.6609242139998475,0.6040020445521882
sensitivity,r_s,x0.5,x1,r_s_x0.5_minus_x1,dir_axis_error_deg,10,-0.056733703500000024,0.017683184015528562,-0.06774120343500004,-0.04687915789249998,-3.2083420864805277,-2.932023277115883
sensitivity,r_s,x0.5,x1,r_s_x0.5_minus_x1,dir_axis_abs_error_deg,10,-0.015715026700000013,0.06012188126241321,-0.049307251100000046,0.021362571429999956,-0.26138614378031244,-0.2388742338633055
sensitivity,r_s,x0.5,x1,r_s_x0.5_minus_x1,dir_axis_rmse_deg,10,-0.005555539999999937,0.016478239924431058,-0.015128327999999724,0.004122259999999755,-0.3371440169264165,-0.30810745198713524
sensitivity,r_s,x0.5,x1,r_s_x0.5_minus_x1,dir_axis_circ_std_deg,10,-0.0034910200000002334,0.015928615291271826,-0.013145685000000294,0.005651145500000329,-0.2191665713662604,-0.20029082669188586
sensitivity,r_s,x0.5,x1,r_s_x0.5_minus_x1,dir_sense_forward_pct,10,0.03533324000000278,0.11731765062668609,-0.02539125349999736,0.11277985325000289,0.30117582317119446,0.2752370228111081
sensitivity,r_s,x0.5,x1,r_s_x0.5_minus_x1,dir_sense_reverse_pct,10,-0.014999992499999986,0.08598974834079423,-0.07322220469249997,0.0253333268425,-0.17443931153923228,-0.1594157069572832
sensitivity,r_s,x0.5,x1,r_s_x0.5_minus_x1,dir_sense_uncertain_pct,10,-0.02033332499999998,0.066588565087599,-0.06166665659999992,0.01711254627500004,-0.30535760867126294,-0.2790586515824829
sensitivity,r_s,x0.5,x1,r_s_x0.5_minus_x1,dir_sense_dominant_pct,10,0.03533324000000278,0.11731765062668609,-0.027391584249996867,0.11022111950000535,0.30117582317119446,0.2752370228111081
sensitivity,r_s,x0.5,x1,r_s_x0.5_minus_x1,dir_travel_error_deg,10,-0.04859918554999997,0.02199677013688744,-0.06235231610249993,-0.036638363747499965,-2.2093782517871414,-2.019095310780792
sensitivity,r_s,x0.5,x1,r_s_x0.5_minus_x1,dir_travel_abs_error_deg,10,0.0054637415500000275,0.05545268725286535,-0.025507913054999967,0.03866976230000001,0.09852978855804154,0.09004389985682325
sensitivity,r_s,x0.5,x1,r_s_x0.5_minus_x1,dir_travel_rmse_deg,10,-0.07606049999999946,0.613391718636783,-0.49493360499999933,0.2189276880000002,-0.1239998808086914,-0.11332037765633221
sensitivity,r_s,x0.5,x1,r_s_x0.5_minus_x1,dir_travel_correct_pct,10,0.03533324000000278,0.11731765062668609,-0.02867372349999559,0.11089150700000229,0.30117582317119446,0.2752370228111081
sensitivity,r_s,x0.5,x1,r_s_x0.5_minus_x1,dir_travel_wrong_pct,10,-0.014999992499999986,0.08598974834079423,-0.07277913834249998,0.02588888300000001,-0.17443931153923228,-0.1594157069572832
sensitivity,r_s,x0.5,x1,r_s_x0.5_minus_x1,dir_travel_unresolved_pct,10,-0.02033332499999998,0.066588565087599,-0.06061107019999998,0.017279176550000008,-0.30535760867126294,-0.2790586515824829
sensitivity,r_s,x0.5,x1,r_s_x0.5_minus_x1,accel_bias_3d_rms_mps2,10,-0.0001668448300000007,0.00020070800748670623,-0.0002886520002499991,-5.376624275000114e-05,-0.8312813827871395,-0.7596871837437602
sensitivity,r_s,x0.5,x1,r_s_x0.5_minus_x1,gyro_bias_3d_rms_radps,10,8.293660999999971e-07,2.0710455142011634e-06,-4.127981275000045e-07,2.001598244999992e-06,0.4004576887919807,0.36596822701226683
sensitivity,r_s,x0.75,x1,r_s_x0.75_minus_x1,disp_x_rms_m,10,0.0203622326,0.0026745823277118893,0.01868256250249999,0.021810475530000005,7.613238294825619,6.957547322874676
sensitivity,r_s,x0.75,x1,r_s_x0.75_minus_x1,disp_y_rms_m,10,-0.0043524459000000015,0.00506501537373647,-0.007250748180000003,-0.0014170539850000008,-0.8593154371393734,-0.7853068021314145
sensitivity,r_s,x0.75,x1,r_s_x0.75_minus_x1,disp_z_rms_m,10,0.0014369882800000025,0.0008144387854061343,0.0009449292445000054,0.0018960983742500014,1.764390775278983,1.6124324288378575
sensitivity,r_s,x0.75,x1,r_s_x0.75_minus_x1,disp_3d_rms_m,10,0.010437804500000014,0.0036424239595965377,0.00830193085750001,0.012610021500000007,2.8656204263372413,2.6188185570374736
sensitivity,r_s,x0.75,x1,r_s_x0.75_minus_x1,disp_x_pct_hs,10,1.35748213,0.17830549991802155,1.2465507130000002,1.4521051357499999,7.613237564876694,6.957546655792681
sensitivity,r_s,x0.75,x1,r_s_x0.75_minus_x1,disp_y_pct_hs,10,-0.29016284000000014,0.3376676673450689,-0.48722559999999965,-0.0970817257500005,-0.859314847291782,-0.7853062630845107
sensitivity,r_s,x0.75,x1,r_s_x0.75_minus_x1,disp_z_pct_hs,10,0.09579910900000002,0.054295986625527794,0.06332649532500009,0.12726574040000005,1.7643865588208894,1.6124285755226737
sensitivity,r_s,x0.75,x1,r_s_x0.75_minus_x1,disp_3d_pct_refmax,10,0.7964395300000007,0.28649759739618924,0.6277506727500008,0.9694274917500008,2.779916959996797,2.5404963110093535
sensitivity,r_s,x0.75,x1,r_s_x0.75_minus_x1,disp_z_ref_rms_m,10,0.0,0.0,0.0,0.0,nan,nan
sensitivity,r_s,x0.75,x1,r_s_x0.75_minus_x1,disp_z_pct_refrms,10,0.3825178199999993,0.21518978055052235,0.25461172849999925,0.5025522369999994,1.777583577721023,1.6244889997420175
sensitivity,r_s,x0.75,x1,r_s_x0.75_minus_x1,roll_rms_deg,10,-0.0003946672999999984,0.00043071007647271054,-0.0006524811724999825,-0.000143920402499985,-0.9163177774527971,-0.8373998097172668
sensitivity,r_s,x0.75,x1,r_s_x0.75_minus_x1,pitch_rms_deg,10,0.0038556963000000027,0.0030684863930219132,0.0019476299550000042,0.005551974857499995,1.2565466507422989,1.1483264344794122
sensitivity,r_s,x0.75,x1,r_s_x0.75_minus_x1,yaw_rms_deg,10,0.003387276200000039,0.00650208289962638,-0.0005043511674999256,0.007145197600000075,0.5209524781965911,0.4760853896409715
sensitivity,r_s,x0.75,x1,r_s_x0.75_minus_x1,dir_axis_error_deg,10,-0.025083923000000025,0.005965015459661066,-0.02877410893750001,-0.021797141637500003,-4.205173175096063,-3.8430021803598575
sensitivity,r_s,x0.75,x1,r_s_x0.75_minus_x1,dir_axis_abs_error_deg,10,-0.007804870400000025,0.02582656813782035,-0.022786025677500016,0.008097953832499973,-0.3022031560039367,-0.2761758764924654
sensitivity,r_s,x0.75,x1,r_s_x0.75_minus_x1,dir_axis_rmse_deg,10,-0.0017343600000002013,0.006193045199469034,-0.00541342000000018,0.0018876887499996362,-0.2800496273059493,-0.25593032285076894
sensitivity,r_s,x0.75,x1,r_s_x0.75_minus_x1,dir_axis_circ_std_deg,10,-0.0007712400000002617,0.005985848848780132,-0.0043558237500004315,0.002600993249999881,-0.12884388154195275,-0.11774718830228448
sensitivity,r_s,x0.75,x1,r_s_x0.75_minus_x1,dir_sense_forward_pct,10,0.0454444599999988,0.0843692013714621,0.00283272199999832,0.09944532999999893,0.5386380250290054,0.4922477668387363
sensitivity,r_s,x0.75,x1,r_s_x0.75_minus_x1,dir_sense_reverse_pct,10,-0.02183333149999999,0.06465749866468873,-0.0644444435025,0.003722220987500017,-0.33767671114570635,-0.3085942678591473
sensitivity,r_s,x0.75,x1,r_s_x0.75_minus_x1,dir_sense_uncertain_pct,10,-0.023611093000000038,0.050663807345047614,-0.05694719622500005,0.003444435500000022,-0.4660347146671365,-0.4258974244380022
sensitivity,r_s,x0.75,x1,r_s_x0.75_minus_x1,dir_sense_dominant_pct,10,0.0454444599999988,0.0843692013714621,0.002944910249995409,0.10072879999999994,0.5386380250290054,0.4922477668387363
sensitivity,r_s,x0.75,x1,r_s_x0.75_minus_x1,dir_travel_error_deg,10,-0.024819154740000002,0.00805673438477529,-0.029819245997499993,-0.02017237247249997,-3.0805477200415656,-2.8152352143147787
sensitivity,r_s,x0.75,x1,r_s_x0.75_minus_x1,dir_travel_abs_error_deg,10,-0.001627574659999967,0.027320348842459877,-0.017391607445999966,0.014498838522000049,-0.0595737144274847,-0.05444292182609798
sensitivity,r_s,x0.75,x1,r_s_x0.75_minus_x1,dir_travel_rmse_deg,10,-0.1641365100000005,0.4727997112391915,-0.4750694300000003,0.025453749999999786,-0.34715865111212624,-0.3172595747199427
sensitivity,r_s,x0.75,x1,r_s_x0.75_minus_x1,dir_travel_correct_pct,10,0.0454444599999988,0.0843692013714621,0.0028327407499984148,0.10172481425000081,0.5386380250290054,0.4922477668387363
sensitivity,r_s,x0.75,x1,r_s_x0.75_minus_x1,dir_travel_wrong_pct,10,-0.02183333149999999,0.06465749866468873,-0.06411110424250001,0.003944443800000036,-0.33767671114570635,-0.3085942678591473
sensitivity,r_s,x0.75,x1,r_s_x0.75_minus_x1,dir_travel_unresolved_pct,10,-0.023611093000000038,0.050663807345047614,-0.05583331760000005,0.0034444585000000818,-0.4660347146671365,-0.4258974244380022
sensitivity,r_s,x0.75,x1,r_s_x0.75_minus_x1,accel_bias_3d_rms_mps2,10,-4.2142229999999824e-05,6.563669343569198e-05,-8.303842550000045e-05,-6.970372500001207e-06,-0.642052909647086,-0.5867560333288239
sensitivity,r_s,x0.75,x1,r_s_x0.75_minus_x1,gyro_bias_3d_rms_radps,10,2.746719000000031e-07,7.03303422067196e-07,-1.5257795250000378e-07,6.626755649999969e-07,0.3905453768341824,0.3569096139944199
sensitivity,r_s,x1.25,x1,r_s_x1.25_minus_x1,disp_x_rms_m,10,-0.010708245600000003,0.002370484304078959,-0.011991331354999996,-0.009205933100000003,-4.517323983784252,-4.128268966872733
sensitivity,r_s,x1.25,x1,r_s_x1.25_minus_x1,disp_y_rms_m,10,0.009250028599999998,0.004638777070338145,0.006554727707499994,0.011993254412500001,1.9940662074812132,1.8223270395890785
sensitivity,r_s,x1.25,x1,r_s_x1.25_minus_x1,disp_z_rms_m,10,0.0008890032800000031,0.0007362431397403918,0.0004757515482500039,0.0013367840272500004,1.207485994794432,1.1034911328337837
sensitivity,r_s,x1.25,x1,r_s_x1.25_minus_x1,disp_3d_rms_m,10,0.0008105844000000029,0.0036271852838584556,-0.0013139903999999925,0.002985298762499989,0.22347477081119368,0.204227981993445
