run_id,experiment,case,parameter,scale_label,scale_multiplier,family,mode,repetition,wave_phase_seed,imu_noise_seed,initialization_seed,true_hs_m,transition_duration_sec,score_window_sec,configured_tau_s,configured_sigma_aw_mps2,configured_r_s_ms,historical_60s_gate_pass,simulator_return_code,aw_cov_sync,window_s,samples,disp_x_rms_m,disp_y_rms_m,disp_z_rms_m,disp_3d_rms_m,disp_x_pct_hs,disp_y_pct_hs,disp_z_pct_hs,disp_3d_pct_refmax,roll_rms_deg,pitch_rms_deg,yaw_rms_deg,accel_bias_3d_rms_mps2,gyro_bias_3d_rms_radps,tau_applied_s,sigma_applied_mps2,tuning_applied,frequency_hz,period_s,accel_variance_m2ps4
transition_rate:rapid:Adaptive:9,transition_rate,rapid,,,,OU_III,Adaptive,9,257,907,1801,4.0,30.0,900.0,adaptive,adaptive,adaptive,0,1,reconfigure,900.0,180000,1.18585753,0.838915229,0.356444359,1.49569023,29.6464386,20.9728813,8.91110897,42.3980408,0.230652407,0.459157884,1.07485032,0.043590866,0.000552732556,1.08876443,0.858237028,2.37294412,0.632009327,1.73973334,0.9923985
transition_rate:rapid:FixedNominal:9,transition_rate,rapid,,,,OU_III,FixedNominal,9,257,907,1801,4.0,30.0,900.0,1.56533504,1.26339269,5.814890311263675,0,1,reconfigure,900.0,180000,1.22169077,0.8341043,0.361608028,1.52283251,30.5422688,20.8526077,9.04020119,43.1674385,0.268140078,0.464322299,0.956045628,0.0535464101,0.000540779089,1.56533504,1.26339269,5.81489038,0.632009327,1.73973334,1.13029313
sensitivity:tau_x0.5:FixedSensitivity:10,sensitivity,tau_x0.5,tau,0.5,0.5,OU_III,FixedSensitivity,10,307,1009,1901,1.5,,900.0,0.78266752,1.26339269,5.814890311263675,0,1,reconfigure,900.0,180000,0.189777777,0.156228289,0.0768977851,0.257558048,12.6518517,10.4152193,5.12651873,18.862236,1.07368505,0.223196939,4.2658267,0.184263796,0.000507168588,0.782667518,1.26339269,5.81489038,0.412845969,3.42238808,1.02040875
sensitivity:tau_x0.75:FixedSensitivity:10,sensitivity,tau_x0.75,tau,0.75,0.75,OU_III,FixedSensitivity,10,307,1009,1901,1.5,,900.0,1.17400128,1.26339269,5.814890311263675,0,1,reconfigure,900.0,180000,0.189094663,0.156603754,0.0771147385,0.257348418,12.6063099,10.4402494,5.14098215,18.8468838,1.06686032,0.22019577,4.17215919,0.183259189,0.000507026969,1.17400134,1.26339269,5.81489038,0.412845969,3.42238808,1.02040875
sensitivity:tau_x1:FixedSensitivity:10,sensitivity,tau_x1,tau,1,1.0,OU_III,FixedSensitivity,10,307,1009,1901,1.5,,900.0,1.56533504,1.26339269,5.814890311263675,0,1,reconfigure,900.0,180000,0.188503549,0.156987593,0.0772253871,0.257181764,12.5669031,10.4658394,5.14835882,18.8346786,1.06017995,0.229149446,4.08223867,0.18267557,0.000506769866,1.56533504,1.26339269,5.81489038,0.412845969,3.42238808,1.02040875
sensitivity:tau_x1.25:FixedSensitivity:10,sensitivity,tau_x1.25,tau,1.25,1.25,OU_III,FixedSensitivity,10,307,1009,1901,1.5,,900.0,1.9566687999999999,1.26339269,5.814890311263675,0,1,reconfigure,900.0,180000,0.187965527,0.15737091,0.0772931129,0.257042557,12.5310345,10.491394,5.15287399,18.8244839,1.05359793,0.247846916,3.99569249,0.182472855,0.000506437325,1.95666885,1.26339269,5.81489038,0.412845969,3.42238808,1.02040875
sensitivity:tau_x1.5:FixedSensitivity:10,sensitivity,tau_x1.5,tau,1.5,1.5,OU_III,FixedSensitivity,10,307,1009,1901,1.5,,900.0,2.34800256,1.26339269,5.814890311263675,0,1,reconfigure,900.0,180000,0.187453851,0.157750189,0.0773418844,0.256916016,12.4969225,10.5166788,5.15612555,18.8152161,1.04709935,0.273649812,3.91192937,0.182628483,0.000506057229,2.34800267,1.26339269,5.81489038,0.412845969,3.42238808,1.02040875
sensitivity:sigma_aw_x0.5:FixedSensitivity:10,sensitivity,sigma_aw_x0.5,sigma_aw,0.5,0.5,OU_III,FixedSensitivity,10,307,1009,1901,1.5,,900.0,1.56533504,0.631696345,5.814890311263675,0,1,reconfigure,900.0,180000,0.182907686,0.161561564,0.0777858421,0.25614059,12.1938448,10.7707701,5.18572283,18.7584286,0.955812752,0.649494946,3.17930365,0.195963696,0.00048550393,1.56533504,0.631696343,5.81489038,0.412845969,3.42238808,1.02040875
sensitivity:sigma_aw_x0.75:FixedSensitivity:10,sensitivity,sigma_aw_x0.75,sigma_aw,0.75,0.75,OU_III,FixedSensitivity,10,307,1009,1901,1.5,,900.0,1.56533504,0.9475445175000001,5.814890311263675,0,1,reconfigure,900.0,180000,0.186842129,0.158195242,0.0774051622,0.256763071,12.4561415,10.5463495,5.16034412,18.8040161,1.03954399,0.309863567,3.81699061,0.183230907,0.000505573757,1.56533504,0.947544515,5.81489038,0.412845969,3.42238808,1.02040875
sensitivity:sigma_aw_x1:FixedSensitivity:10,sensitivity,sigma_aw_x1,sigma_aw,1,1.0,OU_III,FixedSensitivity,10,307,1009,1901,1.5,,900.0,1.56533504,1.26339269,5.814890311263675,0,1,reconfigure,900.0,180000,0.188503549,0.156987593,0.0772253871,0.257181764,12.5669031,10.4658394,5.14835882,18.8346786,1.06017995,0.229149446,4.08223867,0.18267557,0.000506769866,1.56533504,1.26339269,5.81489038,0.412845969,3.42238808,1.02040875
sensitivity:sigma_aw_x1.25:FixedSensitivity:10,sensitivity,sigma_aw_x1.25,sigma_aw,1.25,1.25,OU_III,FixedSensitivity,10,307,1009,1901,1.5,,900.0,1.56533504,1.5792408625,5.814890311263675,0,1,reconfigure,900.0,180000,0.189459801,0.156420052,0.0770315304,0.257480294,12.6306524,10.4280033,5.1354351,18.8565426,1.07019603,0.220089629,4.21766806,0.183714226,0.000507142919,1.56533504,1.57924092,5.81489038,0.412845969,3.42238808,1.02040875
sensitivity:sigma_aw_x1.5:FixedSensitivity:10,sensitivity,sigma_aw_x1.5,sigma_aw,1.5,1.5,OU_III,FixedSensitivity,10,307,1009,1901,1.5,,900.0,1.56533504,1.8950890350000003,5.814890311263675,0,1,reconfigure,900.0,180000,0.19013004,0.156120464,0.0768129304,0.257727116,12.6753359,10.4080305,5.12086201,18.8746166,1.07592022,0.226863399,4.29705,0.184675515,0.000507264747,1.56533504,1.89508903,5.81489038,0.412845969,3.42238808,1.02040875
sensitivity:r_s_x0.5:FixedSensitivity:10,sensitivity,r_s_x0.5,r_s,0.5,0.5,OU_III,FixedSensitivity,10,307,1009,1901,1.5,,900.0,1.56533504,1.26339269,2.9074451556318377,0,1,reconfigure,900.0,180000,0.26822865,0.178979605,0.0786471739,0.33191216,17.8819084,11.9319735,5.24314451,24.3075504,1.05995202,0.255279064,4.10277987,0.182708442,0.000505236443,1.56533504,1.26339269,2.90744519,0.412845969,3.42238808,1.02040875
sensitivity:r_s_x0.75:FixedSensitivity:10,sensitivity,r_s_x0.75,r_s,0.75,0.75,OU_III,FixedSensitivity,10,307,1009,1901,1.5,,900.0,1.56533504,1.26339269,4.361167733447757,0,1,reconfigure,900.0,180000,0.217048854,0.161457345,0.0761148408,0.281019837,14.469923,10.7638226,5.0743227,20.5804577,1.05999494,0.235517636,4.08694649,0.18269676,0.000505803269,1.56533504,1.26339269,4.36116791,0.412845969,3.42238808,1.02040875
sensitivity:r_s_x1:FixedSensitivity:10,sensitivity,r_s_x1,r_s,1,1.0,OU_III,FixedSensitivity,10,307,1009,1901,1.5,,900.0,1.56533504,1.26339269,5.814890311263675,0,1,reconfigure,900.0,180000,0.188503549,0.156987593,0.0772253871,0.257181764,12.5669031,10.4658394,5.14835882,18.8346786,1.06017995,0.229149446,4.08223867,0.18267557,0.000506769866,1.56533504,1.26339269,5.81489038,0.412845969,3.42238808,1.02040875
sensitivity:r_s_x1.25:FixedSensitivity:10,sensitivity,r_s_x1.25,r_s,1.25,1.25,OU_III,FixedSensitivity,10,307,1009,1901,1.5,,900.0,1.56533504,1.26339269,7.268612889079594,0,1,reconfigure,900.0,180000,0.1709501,0.158293411,0.0797334313,0.246248171,11.3966732,10.5528936,5.31556177,18.0339584,1.06057024,0.226777658,4.08361673,0.182685345,0.00050766964,1.56533504,1.26339269,7.26861286,0.412845969,3.42238808,1.02040875
sensitivity:r_s_x1.5:FixedSensitivity:10,sensitivity,r_s_x1.5,r_s,1.5,1.5,OU_III,FixedSensitivity,10,307,1009,1901,1.5,,900.0,1.56533504,1.26339269,8.722335466895514,0,1,reconfigure,900.0,180000,0.159655169,0.162467882,0.0828713775,0.242390707,10.6436777,10.831192,5.52475834,17.7514572,1.06109178,0.225982338,4.08847141,0.182715073,0.000508402591,1.56533504,1.26339269,8.72233582,0.412845969,3.42238808,1.02040875
sensitivity:sigma_aw_rs_x0.5:FixedSensitivity:10,sensitivity,sigma_aw_rs_x0.5,sigma_aw_rs,0.5,0.5,OU_III,FixedSensitivity,10,307,1009,1901,1.5,,900.0,1.56533504,0.631696345,2.9074451556318377,1,0,reconfigure,900.0,180000,0.26164642,0.184086487,0.0782521963,0.329347968,17.4430943,12.2724323,5.21681309,24.1197624,0.957755983,0.639501214,3.21675563,0.194577605,0.000484391116,1.56533504,0.631696343,2.90744519,0.412845969,3.42238808,1.02040875
sensitivity:sigma_aw_rs_x0.75:FixedSensitivity:10,sensitivity,sigma_aw_rs_x0.75,sigma_aw_rs,0.75,0.75,OU_III,FixedSensitivity,10,307,1009,1901,1.5,,900.0,1.56533504,0.9475445175000001,4.361167733447757,0,1,reconfigure,900.0,180000,0.215161294,0.162801713,0.0761468187,0.280351788,14.3440857,10.853447,5.07645416,20.5315342,1.01244116,0.312097073,3.82008672,0.178531379,0.000488697202,1.56533504,0.947544515,4.36116791,0.412845969,3.42238808,1.02040875
sensitivity:sigma_aw_rs_x1:FixedSensitivity:10,sensitivity,sigma_aw_rs_x1,sigma_aw_rs,1,1.0,OU_III,FixedSensitivity,10,307,1009,1901,1.5,,900.0,1.56533504,1.26339269,5.814890311263675,0,1,reconfigure,900.0,180000,0.188503549,0.156987593,0.0772253871,0.257181764,12.5669031,10.4658394,5.14835882,18.8346786,1.06017995,0.229149446,4.08223867,0.18267557,0.000506769866,1.56533504,1.26339269,5.81489038,0.412845969,3.42238808,1.02040875
sensitivity:sigma_aw_rs_x1.25:FixedSensitivity:10,sensitivity,sigma_aw_rs_x1.25,sigma_aw_rs,1.25,1.25,OU_III,FixedSensitivity,10,307,1009,1901,1.5,,900.0,1.56533504,1.5792408625,7.268612889079594,0,1,reconfigure,900.0,180000,0.171871349,0.15773426,0.0794553906,0.246440694,11.4580898,10.5156174,5.29702568,18.0480576,1.0705936,0.217727572,4.219172,0.1837264,0.000508063356,1.56533504,1.57924092,7.26861286,0.412845969,3.42238808,1.02040875
sensitivity:sigma_aw_rs_x1.5:FixedSensitivity:10,sensitivity,sigma_aw_rs_x1.5,sigma_aw_rs,1.5,1.5,OU_III,FixedSensitivity,10,307,1009,1901,1.5,,900.0,1.56533504,1.8950890350000003,8.722335466895514,0,1,reconfigure,900.0,180000,0.161189452,0.161585346,0.0821563974,0.242572755,10.7459631,10.772356,5.47709274,17.7647896,1.07679713,0.224604443,4.30283213,0.184731036,0.000508968718,1.56533504,1.89508903,8.72233582,0.412845969,3.42238808,1.02040875
sensitivity:tau_rs_x0.5:FixedSensitivity:10,sensitivity,tau_rs_x0.5,tau_rs,0.5,0.5,OU_III,FixedSensitivity,10,307,1009,1901,1.5,,900.0,0.78266752,1.26339269,0.7268612889079594,0,1,reconfigure,900.0,180000,0.509795785,0.306454152,0.132597297,0.609416068,33.9863853,20.4302769,8.83981991,44.6305199,0.958859503,0.572390616,4.27180815,0.163581699,0.000569176336,0.782667518,1.26339269,0.726861298,0.412845969,3.42238808,1.02040875
sensitivity:tau_rs_x0.75:FixedSensitivity:10,sensitivity,tau_rs_x0.75,tau_rs,0.75,0.75,OU_III,FixedSensitivity,10,307,1009,1901,1.5,,900.0,1.17400128,1.26339269,2.4531568500643632,0,1,reconfigure,900.0,180000,0.29398796,0.189557239,0.0813662857,0.359139711,19.5991974,12.6371489,5.42441893,26.3015575,1.06612062,0.263827115,4.19641066,0.183291018,0.000505836797,1.17400134,1.26339269,2.45315695,0.412845969,3.42238808,1.02040875
sensitivity:tau_rs_x1:FixedSensitivity:10,sensitivity,tau_rs_x1,tau_rs,1,1.0,OU_III,FixedSensitivity,10,307,1009,1901,1.5,,900.0,1.56533504,1.26339269,5.814890311263675,0,1,reconfigure,900.0,180000,0.188503549,0.156987593,0.0772253871,0.257181764,12.5669031,10.4658394,5.14835882,18.8346786,1.06017995,0.229149446,4.08223867,0.18267557,0.000506769866,1.56533504,1.26339269,5.81489038,0.412845969,3.42238808,1.02040875
sensitivity:tau_rs_x1.25:FixedSensitivity:10,sensitivity,tau_rs_x1.25,tau_rs,1.25,1.25,OU_III,FixedSensitivity,10,307,1009,1901,1.5,,900.0,1.9566687999999999,1.26339269,11.357207639186866,0,1,reconfigure,900.0,180000,0.147762373,0.173713833,0.0894094929,0.2449577,9.85082436,11.5809221,5.9606328,17.9394512,1.05562603,0.243956327,4.01500988,0.18255125,0.00050897192,1.95666885,1.26339269,11.3572073,0.412845969,3.42238808,1.02040875
sensitivity:tau_rs_x1.5:FixedSensitivity:10,sensitivity,tau_rs_x1.5,tau_rs,1.5,1.5,OU_III,FixedSensitivity,10,307,1009,1901,1.5,,900.0,2.34800256,1.26339269,19.625254800514906,0,1,reconfigure,900.0,180000,0.14256233,0.214863494,0.110462986,0.280521661,9.50415516,14.3242321,7.36419868,20.5439739,1.05205572,0.267873853,3.96915197,0.182746038,0.000510523736,2.34800267,1.26339269,19.6252556,0.412845969,3.42238808,1.02040875
low_motion:Hs0.27:Adaptive:10,low_motion,Hs0.27,,,,OU_III,Adaptive,10,307,1009,1901,0.27,,900.0,adaptive,adaptive,adaptive,0,1,reconfigure,900.0,180000,0.0402427614,0.0445945896,0.0178131964,0.062653549,14.904726,16.5165138,6.59747982,24.083643,0.492997408,0.232009426,4.00221491,0.088129811,0.00040287216,1.8037653,0.313401252,1.62568307,0.382378221,2.19124436,0.198343396
low_motion:Hs0.05:Adaptive:10,low_motion,Hs0.05,,,,OU_III,Adaptive,10,307,1009,1901,0.05,,900.0,adaptive,adaptive,adaptive,0,1,reconfigure,900.0,180000,0.0168581903,0.0210385807,0.00849351101,0.0282658841,33.7163811,42.0771599,16.9870224,58.6722641,0.516572058,0.260226429,3.85606909,0.0959574506,0.000349830429,2.85332656,0.00090001052,0.400015354,0.284222662,4.75713205,0.00762190018
transition_rate:controlled:Adaptive:10,transition_rate,controlled,,,,OU_III,Adaptive,10,307,1009,1901,4.0,360.0,900.0,adaptive,adaptive,adaptive,0,1,reconfigure,900.0,180000,1.19528461,0.691529334,0.367612988,1.42900574,29.8821144,17.2882328,9.19032478,47.4139099,1.31118941,0.538484216,3.84062147,0.230998367,0.000633625896,1.817361,0.947635114,15.9571075,0.538366258,3.35818624,1.11321414
transition_rate:controlled:FixedNominal:10,transition_rate,controlled,,,,OU_III,FixedNominal,10,307,1009,1901,4.0,360.0,900.0,1.56533504,1.26339269,5.814890311263675,0,1,reconfigure,900.0,180000,1.20511043,0.703200698,0.344643354,1.43720603,30.1277599,17.5800171,8.6160841,47.6859932,1.23193848,0.446237326,4.4282527,0.209250629,0.000639324659,1.56533504,1.26339269,5.81489038,0.538366258,3.35818624,1.32440853
transition_rate:rapid:Adaptive:10,transition_rate,rapid,,,,OU_III,Adaptive,10,307,1009,1901,4.0,30.0,900.0,adaptive,adaptive,adaptive,0,1,reconfigure,900.0,180000,1.2243588,0.703570306,0.376889914,1.46154428,30.6089706,17.5892582,9.42224789,47.8098259,1.32061076,0.507486761,3.94581747,0.229729012,0.000634858035,1.817361,0.947636068,15.9571266,0.538366258,3.35818624,1.11321616
transition_rate:rapid:FixedNominal:10,transition_rate,rapid,,,,OU_III,FixedNominal,10,307,1009,1901,4.0,30.0,900.0,1.56533504,1.26339269,5.814890311263675,0,1,reconfigure,900.0,180000,1.23343444,0.713335216,0.35369277,1.46809614,30.8358612,17.8333797,8.84231949,48.0241508,1.23269069,0.454893649,4.43969679,0.209315464,0.000639690144,1.56533504,1.26339269,5.81489038,0.538366258,3.35818624,1.32440853
