run_id,experiment,case,parameter,scale_label,scale_multiplier,family,mode,repetition,wave_phase_seed,imu_noise_seed,initialization_seed,true_hs_m,transition_duration_sec,score_window_sec,configured_tau_s,configured_sigma_aw_mps2,configured_r_s_ms,historical_60s_gate_pass,simulator_return_code,aw_cov_sync,window_s,samples,disp_x_rms_m,disp_y_rms_m,disp_z_rms_m,disp_3d_rms_m,disp_x_pct_hs,disp_y_pct_hs,disp_z_pct_hs,disp_3d_pct_refmax,roll_rms_deg,pitch_rms_deg,yaw_rms_deg,accel_bias_3d_rms_mps2,gyro_bias_3d_rms_radps,tau_applied_s,sigma_applied_mps2,tuning_applied,frequency_hz,period_s,accel_variance_m2ps4
sensitivity:tau_x0.5:FixedSensitivity:1,sensitivity,tau_x0.5,tau,0.5,0.5,OU_III,FixedSensitivity,1,11,101,1009,1.5,,900.0,0.78266752,1.26339269,5.814890311263675,0,1,reconfigure,900.0,180000,0.16408807,0.23106356,0.0740873218,0.29292354,10.9392042,15.4042368,4.93915462,23.6779537,0.857715368,0.413330287,8.65616703,0.152938917,0.00040045174,0.782667518,1.26339269,5.81489038,0.707553506,1.76938379,0.670357168
sensitivity:tau_x0.75:FixedSensitivity:1,sensitivity,tau_x0.75,tau,0.75,0.75,OU_III,FixedSensitivity,1,11,101,1009,1.5,,900.0,1.17400128,1.26339269,5.814890311263675,0,1,reconfigure,900.0,180000,0.163735926,0.231450811,0.0740823075,0.293030918,10.9157276,15.4300537,4.93882036,23.6866322,0.87201941,0.449705422,8.75675964,0.157996789,0.000402516715,1.17400134,1.26339269,5.81489038,0.707553506,1.76938379,0.670357168
sensitivity:tau_x1:FixedSensitivity:1,sensitivity,tau_x1,tau,1,1.0,OU_III,FixedSensitivity,1,11,101,1009,1.5,,900.0,1.56533504,1.26339269,5.814890311263675,0,1,reconfigure,900.0,180000,0.163431868,0.231887937,0.0740499347,0.293198556,10.8954573,15.4591951,4.9366622,23.700182,0.886464477,0.487140805,8.85778332,0.163260385,0.000404872379,1.56533504,1.26339269,5.81489038,0.707553506,1.76938379,0.670357168
sensitivity:tau_x1.25:FixedSensitivity:1,sensitivity,tau_x1.25,tau,1.25,1.25,OU_III,FixedSensitivity,1,11,101,1009,1.5,,900.0,1.9566687999999999,1.26339269,5.814890311263675,0,1,reconfigure,900.0,180000,0.163161546,0.232337847,0.0740067288,0.293393195,10.8774357,15.4891891,4.93378162,23.7159157,0.900845468,0.52491343,8.95801544,0.16864422,0.000407289946,1.95666885,1.26339269,5.81489038,0.707553506,1.76938379,0.670357168
sensitivity:tau_x1.5:FixedSensitivity:1,sensitivity,tau_x1.5,tau,1.5,1.5,OU_III,FixedSensitivity,1,11,101,1009,1.5,,900.0,2.34800256,1.26339269,5.814890311263675,0,1,reconfigure,900.0,180000,0.162913382,0.232789397,0.0739598721,0.293601334,10.8608913,15.5192928,4.93065786,23.7327423,0.915144622,0.562714815,9.05690575,0.17411232,0.000409684726,2.34800267,1.26339269,5.81489038,0.707553506,1.76938379,0.670357168
sensitivity:sigma_aw_x0.5:FixedSensitivity:1,sensitivity,sigma_aw_x0.5,sigma_aw,0.5,0.5,OU_III,FixedSensitivity,1,11,101,1009,1.5,,900.0,1.56533504,0.631696345,5.814890311263675,0,1,reconfigure,900.0,180000,0.161101863,0.237203389,0.0736379027,0.296043575,10.7401237,15.8135586,4.90919352,23.9301548,1.056126,0.931751788,10.0058565,0.231337756,0.000430164888,1.56533504,0.631696343,5.81489038,0.707553506,1.76938379,0.670357168
sensitivity:sigma_aw_x0.75:FixedSensitivity:1,sensitivity,sigma_aw_x0.75,sigma_aw,0.75,0.75,OU_III,FixedSensitivity,1,11,101,1009,1.5,,900.0,1.56533504,0.9475445175000001,5.814890311263675,0,1,reconfigure,900.0,180000,0.162574515,0.233326972,0.0739165694,0.293829203,10.8383007,15.555131,4.92777109,23.7511597,0.931898475,0.607074916,9.17228889,0.18066144,0.0004123791,1.56533504,0.947544515,5.81489038,0.707553506,1.76938379,0.670357168
sensitivity:sigma_aw_x1:FixedSensitivity:1,sensitivity,sigma_aw_x1,sigma_aw,1,1.0,OU_III,FixedSensitivity,1,11,101,1009,1.5,,900.0,1.56533504,1.26339269,5.814890311263675,0,1,reconfigure,900.0,180000,0.163431868,0.231887937,0.0740499347,0.293198556,10.8954573,15.4591951,4.9366622,23.700182,0.886464477,0.487140805,8.85778332,0.163260385,0.000404872379,1.56533504,1.26339269,5.81489038,0.707553506,1.76938379,0.670357168
sensitivity:sigma_aw_x1.25:FixedSensitivity:1,sensitivity,sigma_aw_x1.25,sigma_aw,1.25,1.25,OU_III,FixedSensitivity,1,11,101,1009,1.5,,900.0,1.56533504,1.5792408625,5.814890311263675,0,1,reconfigure,900.0,180000,0.163960367,0.231244877,0.0740896314,0.292995691,10.9306908,15.4163246,4.93930864,23.6837845,0.8648296,0.431409329,8.70645428,0.155428603,0.000401460449,1.56533504,1.57924092,5.81489038,0.707553506,1.76938379,0.670357168
sensitivity:sigma_aw_x1.5:FixedSensitivity:1,sensitivity,sigma_aw_x1.5,sigma_aw,1.5,1.5,OU_III,FixedSensitivity,1,11,101,1009,1.5,,900.0,1.56533504,1.8950890350000003,5.814890311263675,0,1,reconfigure,900.0,180000,0.164336741,0.230948314,0.0740850642,0.292971462,10.9557819,15.396554,4.93900394,23.6818256,0.852899909,0.401514024,8.62215137,0.151268825,0.000399942015,1.56533504,1.89508903,5.81489038,0.707553506,1.76938379,0.670357168
sensitivity:r_s_x0.5:FixedSensitivity:1,sensitivity,r_s_x0.5,r_s,0.5,0.5,OU_III,FixedSensitivity,1,11,101,1009,1.5,,900.0,1.56533504,1.26339269,2.9074451556318377,0,1,reconfigure,900.0,180000,0.222586527,0.265522629,0.0758878961,0.354691416,14.8391008,17.7015076,5.05919266,28.6708508,0.875463665,0.475080609,8.78154755,0.159854382,0.000394134608,1.56533504,1.26339269,2.90744519,0.707553506,1.76938379,0.670357168
sensitivity:r_s_x0.75:FixedSensitivity:1,sensitivity,r_s_x0.75,r_s,0.75,0.75,OU_III,FixedSensitivity,1,11,101,1009,1.5,,900.0,1.56533504,1.26339269,4.361167733447757,0,1,reconfigure,900.0,180000,0.18263571,0.241764978,0.073191531,0.31170997,12.1757135,16.1176643,4.87943506,25.1965218,0.882920682,0.482492208,8.8337307,0.16225262,0.000400760822,1.56533504,1.26339269,4.36116791,0.707553506,1.76938379,0.670357168
sensitivity:r_s_x1:FixedSensitivity:1,sensitivity,r_s_x1,r_s,1,1.0,OU_III,FixedSensitivity,1,11,101,1009,1.5,,900.0,1.56533504,1.26339269,5.814890311263675,0,1,reconfigure,900.0,180000,0.163431868,0.231887937,0.0740499347,0.293198556,10.8954573,15.4591951,4.9366622,23.700182,0.886464477,0.487140805,8.85778332,0.163260385,0.000404872379,1.56533504,1.26339269,5.81489038,0.707553506,1.76938379,0.670357168
sensitivity:r_s_x1.25:FixedSensitivity:1,sensitivity,r_s_x1.25,r_s,1.25,1.25,OU_III,FixedSensitivity,1,11,101,1009,1.5,,900.0,1.56533504,1.26339269,7.268612889079594,0,1,reconfigure,900.0,180000,0.153983265,0.228661746,0.0762635022,0.286029994,10.2655506,15.2441158,5.08423328,23.1207256,0.888530195,0.4902381,8.87166405,0.163770378,0.000407617423,1.56533504,1.26339269,7.26861286,0.707553506,1.76938379,0.670357168
sensitivity:r_s_x1.5:FixedSensitivity:1,sensitivity,r_s_x1.5,r_s,1.5,1.5,OU_III,FixedSensitivity,1,11,101,1009,1.5,,900.0,1.56533504,1.26339269,8.722335466895514,0,1,reconfigure,900.0,180000,0.149779126,0.229122266,0.0791328177,0.284943521,9.98527431,15.2748175,5.2755208,23.0329018,0.889940917,0.492529005,8.8812685,0.164075986,0.000409574626,1.56533504,1.26339269,8.72233582,0.707553506,1.76938379,0.670357168
sensitivity:sigma_aw_rs_x0.5:FixedSensitivity:1,sensitivity,sigma_aw_rs_x0.5,sigma_aw_rs,0.5,0.5,OU_III,FixedSensitivity,1,11,101,1009,1.5,,900.0,1.56533504,0.631696345,2.9074451556318377,0,1,reconfigure,900.0,180000,0.216498077,0.27104038,0.0748317093,0.354871929,14.4332047,18.0693588,4.9887805,28.685442,1.03678799,0.890694141,9.88044643,0.224401847,0.000415713381,1.56533504,0.631696343,2.90744519,0.707553506,1.76938379,0.670357168
sensitivity:sigma_aw_rs_x0.75:FixedSensitivity:1,sensitivity,sigma_aw_rs_x0.75,sigma_aw_rs,0.75,0.75,OU_III,FixedSensitivity,1,11,101,1009,1.5,,900.0,1.56533504,0.9475445175000001,4.361167733447757,0,1,reconfigure,900.0,180000,0.181283489,0.243214309,0.0729746446,0.311997116,12.0855656,16.2142868,4.86497593,25.2197304,0.927565873,0.599315345,9.14308357,0.179327071,0.000407650485,1.56533504,0.947544515,4.36116791,0.707553506,1.76938379,0.670357168
sensitivity:sigma_aw_rs_x1:FixedSensitivity:1,sensitivity,sigma_aw_rs_x1,sigma_aw_rs,1,1.0,OU_III,FixedSensitivity,1,11,101,1009,1.5,,900.0,1.56533504,1.26339269,5.814890311263675,0,1,reconfigure,900.0,180000,0.163431868,0.231887937,0.0740499347,0.293198556,10.8954573,15.4591951,4.9366622,23.700182,0.886464477,0.487140805,8.85778332,0.163260385,0.000404872379,1.56533504,1.26339269,5.81489038,0.707553506,1.76938379,0.670357168
sensitivity:sigma_aw_rs_x1.25:FixedSensitivity:1,sensitivity,sigma_aw_rs_x1.25,sigma_aw_rs,1.25,1.25,OU_III,FixedSensitivity,1,11,101,1009,1.5,,900.0,1.56533504,1.5792408625,7.268612889079594,0,1,reconfigure,900.0,180000,0.154265925,0.227996469,0.0762639716,0.285651118,10.2843943,15.1997643,5.08426476,23.0900993,0.866673172,0.433520108,8.71867371,0.155856892,0.000403915648,1.56533504,1.57924092,7.26861286,0.707553506,1.76938379,0.670357168
sensitivity:sigma_aw_rs_x1.5:FixedSensitivity:1,sensitivity,sigma_aw_rs_x1.5,sigma_aw_rs,1.5,1.5,OU_III,FixedSensitivity,1,11,101,1009,1.5,,900.0,1.56533504,1.8950890350000003,8.722335466895514,0,1,reconfigure,900.0,180000,0.149910942,0.228058085,0.0790403336,0.284132272,9.99406242,15.2038717,5.2693553,22.9673271,0.855736136,0.404255658,8.64133167,0.151868209,0.000403788436,1.56533504,1.89508903,8.72233582,0.707553506,1.76938379,0.670357168
sensitivity:tau_rs_x0.5:FixedSensitivity:1,sensitivity,tau_rs_x0.5,tau_rs,0.5,0.5,OU_III,FixedSensitivity,1,11,101,1009,1.5,,900.0,0.78266752,1.26339269,0.7268612889079594,0,1,reconfigure,900.0,180000,0.440495223,0.400148571,0.131557807,0.609477103,29.3663464,26.6765709,8.77052021,49.2659988,0.825037777,0.577380896,8.35998154,0.141694739,0.000396359334,0.782667518,1.26339269,0.726861298,0.707553506,1.76938379,0.670357168
sensitivity:tau_rs_x0.75:FixedSensitivity:1,sensitivity,tau_rs_x0.75,tau_rs,0.75,0.75,OU_III,FixedSensitivity,1,11,101,1009,1.5,,900.0,1.17400128,1.26339269,2.4531568500643632,0,1,reconfigure,900.0,180000,0.24421826,0.278167069,0.0787796751,0.378451735,16.2812176,18.5444698,5.25197792,30.5914707,0.857954919,0.44071871,8.6575737,0.153667897,0.000389636029,1.17400134,1.26339269,2.45315695,0.707553506,1.76938379,0.670357168
sensitivity:tau_rs_x1:FixedSensitivity:1,sensitivity,tau_rs_x1,tau_rs,1,1.0,OU_III,FixedSensitivity,1,11,101,1009,1.5,,900.0,1.56533504,1.26339269,5.814890311263675,0,1,reconfigure,900.0,180000,0.163431868,0.231887937,0.0740499347,0.293198556,10.8954573,15.4591951,4.9366622,23.700182,0.886464477,0.487140805,8.85778332,0.163260385,0.000404872379,1.56533504,1.26339269,5.81489038,0.707553506,1.76938379,0.670357168
sensitivity:tau_rs_x1.25:FixedSensitivity:1,sensitivity,tau_rs_x1.25,tau_rs,1.25,1.25,OU_III,FixedSensitivity,1,11,101,1009,1.5,,900.0,1.9566687999999999,1.26339269,11.357207639186866,0,1,reconfigure,900.0,180000,0.149381772,0.235487297,0.0851676241,0.291586548,9.9587841,15.6991529,5.67784119,23.5698795,0.906410456,0.534670532,8.99519634,0.169885665,0.000414869544,1.95666885,1.26339269,11.3572073,0.707553506,1.76938379,0.670357168
sensitivity:tau_rs_x1.5:FixedSensitivity:1,sensitivity,tau_rs_x1.5,tau_rs,1.5,1.5,OU_III,FixedSensitivity,1,11,101,1009,1.5,,900.0,2.34800256,1.26339269,19.625254800514906,0,1,reconfigure,900.0,180000,0.168005958,0.269623041,0.106815547,0.335159868,11.2003965,17.9748688,7.12103605,27.0920525,0.92437011,0.580684066,9.11899376,0.175884753,0.0004229279,2.34800267,1.26339269,19.6252556,0.707553506,1.76938379,0.670357168
low_motion:Hs0.27:Adaptive:1,low_motion,Hs0.27,,,,OU_III,Adaptive,1,11,101,1009,0.27,,900.0,adaptive,adaptive,adaptive,0,1,reconfigure,900.0,180000,0.047057692,0.0525674373,0.0208733454,0.0735762045,17.4287739,19.4694214,7.73086834,30.3846836,0.448658675,0.71001482,9.052248,0.137177452,0.000326020265,1.07155454,0.465007573,0.811255097,0.697673738,1.62552607,0.299042225
low_motion:Hs0.05:Adaptive:1,low_motion,Hs0.05,,,,OU_III,Adaptive,1,11,101,1009,0.05,,900.0,adaptive,adaptive,adaptive,0,1,reconfigure,900.0,180000,0.0183449313,0.0214194618,0.00863412023,0.0294936914,36.6898613,42.8389244,17.26824,65.7718887,0.382098705,0.785197973,9.18841076,0.144847557,0.000343504245,2.65324783,0.00090001052,0.400017619,0.238501251,4.0662446,0.00801600609
transition_rate:controlled:Adaptive:1,transition_rate,controlled,,,,OU_III,Adaptive,1,11,101,1009,4.0,360.0,900.0,adaptive,adaptive,adaptive,0,1,reconfigure,900.0,180000,1.02973354,0.864003241,0.390121698,1.39965987,25.7433376,21.6000805,9.75304222,43.2451782,0.205054507,0.917188346,8.9951582,0.140477926,0.000360477483,2.44342494,0.884778321,8.77624989,0.238178596,2.85897446,0.998565793
transition_rate:controlled:FixedNominal:1,transition_rate,controlled,,,,OU_III,FixedNominal,1,11,101,1009,4.0,360.0,900.0,1.56533504,1.26339269,5.814890311263675,0,1,reconfigure,900.0,180000,1.0323621,0.845350742,0.326079488,1.37357819,25.8090534,21.1337681,8.15198708,42.4393349,0.453771472,0.640791416,8.68062973,0.10874027,0.000395933224,1.56533504,1.26339269,5.81489038,0.238178596,2.85897446,1.03739893
transition_rate:rapid:Adaptive:1,transition_rate,rapid,,,,OU_III,Adaptive,1,11,101,1009,4.0,30.0,900.0,adaptive,adaptive,adaptive,0,1,reconfigure,900.0,180000,1.09469664,0.902098298,0.409402758,1.47639847,27.3674164,22.5524578,10.2350693,40.7317276,0.208774298,0.93050158,9.01584911,0.142149433,0.000358714984,2.44342494,0.884778321,8.77624989,0.238178596,2.85897446,0.998565793
transition_rate:rapid:FixedNominal:1,transition_rate,rapid,,,,OU_III,FixedNominal,1,11,101,1009,4.0,30.0,900.0,1.56533504,1.26339269,5.814890311263675,0,1,reconfigure,900.0,180000,1.12207055,0.872643054,0.352686316,1.46455991,28.0517635,21.8160763,8.81715775,40.405117,0.438435316,0.624305248,8.56100273,0.100969009,0.000396013435,1.56533504,1.26339269,5.81489038,0.238178596,2.85897446,1.03739893
sensitivity:tau_x0.5:FixedSensitivity:2,sensitivity,tau_x0.5,tau,0.5,0.5,OU_III,FixedSensitivity,2,29,211,1103,1.5,,900.0,0.78266752,1.26339269,5.814890311263675,1,0,reconfigure,900.0,180000,0.180946708,0.191754907,0.0720175803,0.273309708,12.0631132,12.7836599,4.80117178,19.3438339,0.190564185,0.289367527,0.908405542,0.0466921665,0.000242008027,0.782667518,1.26339269,5.81489038,0.482453227,1.87935269,0.808245003
sensitivity:tau_x0.75:FixedSensitivity:2,sensitivity,tau_x0.75,tau,0.75,0.75,OU_III,FixedSensitivity,2,29,211,1103,1.5,,900.0,1.17400128,1.26339269,5.814890311263675,1,0,reconfigure,900.0,180000,0.180426791,0.192079768,0.0720489174,0.27320233,12.0284519,12.8053169,4.8032608,19.3362331,0.193966746,0.267339736,1.00161397,0.0430943854,0.000242636364,1.17400134,1.26339269,5.81489038,0.482453227,1.87935269,0.808245003
sensitivity:tau_x1:FixedSensitivity:2,sensitivity,tau_x1,tau,1,1.0,OU_III,FixedSensitivity,2,29,211,1103,1.5,,900.0,1.56533504,1.26339269,5.814890311263675,1,0,reconfigure,900.0,180000,0.179935992,0.19245182,0.0720238239,0.273133844,11.9957323,12.830121,4.80158806,19.3313866,0.198010549,0.252111882,1.09841251,0.0408541933,0.00024300965,1.56533504,1.26339269,5.81489038,0.482453227,1.87935269,0.808245003
sensitivity:tau_x1.25:FixedSensitivity:2,sensitivity,tau_x1.25,tau,1.25,1.25,OU_III,FixedSensitivity,2,29,211,1103,1.5,,900.0,1.9566687999999999,1.26339269,5.814890311263675,1,0,reconfigure,900.0,180000,0.179468527,0.192835867,0.071978271,0.273085147,11.9645681,12.8557243,4.79855108,19.32794,0.202652544,0.245714709,1.19620025,0.0403020605,0.00024324088,1.95666885,1.26339269,5.81489038,0.482453227,1.87935269,0.808245003
sensitivity:tau_x1.5:FixedSensitivity:2,sensitivity,tau_x1.5,tau,1.5,1.5,OU_III,FixedSensitivity,2,29,211,1103,1.5,,900.0,2.34800256,1.26339269,5.814890311263675,1,0,reconfigure,900.0,180000,0.179016992,0.193225428,0.0719273537,0.273050725,11.9344654,12.8816948,4.79515696,19.3255043,0.207848161,0.24876368,1.29397249,0.0414810777,0.000243395043,2.34800267,1.26339269,5.81489038,0.482453227,1.87935269,0.808245003
sensitivity:sigma_aw_x0.5:FixedSensitivity:2,sensitivity,sigma_aw_x0.5,sigma_aw,0.5,0.5,OU_III,FixedSensitivity,2,29,211,1103,1.5,,900.0,1.56533504,0.631696345,5.814890311263675,0,1,reconfigure,900.0,180000,0.175156504,0.197121903,0.0716179162,0.273250759,11.6771002,13.1414595,4.77452755,19.3396606,0.282294333,0.554823577,2.24312997,0.0980886221,0.000244257768,1.56533504,0.631696343,5.81489038,0.482453227,1.87935269,0.808245003
sensitivity:sigma_aw_x0.75:FixedSensitivity:2,sensitivity,sigma_aw_x0.75,sigma_aw,0.75,0.75,OU_III,FixedSensitivity,2,29,211,1103,1.5,,900.0,1.56533504,0.9475445175000001,5.814890311263675,1,0,reconfigure,900.0,180000,0.178442866,0.193691581,0.0718750358,0.272991419,11.8961906,12.9127712,4.79166889,19.3213062,0.214616358,0.263561606,1.40911365,0.0448508896,0.000243466915,1.56533504,0.947544515,5.81489038,0.482453227,1.87935269,0.808245003
sensitivity:sigma_aw_x1:FixedSensitivity:2,sensitivity,sigma_aw_x1,sigma_aw,1,1.0,OU_III,FixedSensitivity,2,29,211,1103,1.5,,900.0,1.56533504,1.26339269,5.814890311263675,1,0,reconfigure,900.0,180000,0.179935992,0.19245182,0.0720238239,0.273133844,11.9957323,12.830121,4.80158806,19.3313866,0.198010549,0.252111882,1.09841251,0.0408541933,0.00024300965,1.56533504,1.26339269,5.81489038,0.482453227,1.87935269,0.808245003
sensitivity:sigma_aw_x1.25:FixedSensitivity:2,sensitivity,sigma_aw_x1.25,sigma_aw,1.25,1.25,OU_III,FixedSensitivity,2,29,211,1103,1.5,,900.0,1.56533504,1.5792408625,5.814890311263675,1,0,reconfigure,900.0,180000,0.180745915,0.191907257,0.0720498264,0.273292243,12.0497274,12.7938166,4.80332136,19.3425961,0.192195296,0.277974993,0.953650892,0.0447786525,0.000242437993,1.56533504,1.57924092,5.81489038,0.482453227,1.87935269,0.808245003
sensitivity:sigma_aw_x1.5:FixedSensitivity:2,sensitivity,sigma_aw_x1.5,sigma_aw,1.5,1.5,OU_III,FixedSensitivity,2,29,211,1103,1.5,,900.0,1.56533504,1.8950890350000003,5.814890311263675,1,0,reconfigure,900.0,180000,0.181272894,0.191655964,0.0720095634,0.273454309,12.0848589,12.7770634,4.80063725,19.3540668,0.189567044,0.298685014,0.87635982,0.0482210554,0.000241882342,1.56533504,1.89508903,5.81489038,0.482453227,1.87935269,0.808245003
sensitivity:r_s_x0.5:FixedSensitivity:2,sensitivity,r_s_x0.5,r_s,0.5,0.5,OU_III,FixedSensitivity,2,29,211,1103,1.5,,900.0,1.56533504,1.26339269,2.9074451556318377,1,0,reconfigure,900.0,180000,0.256377965,0.219943061,0.0753383264,0.346093148,17.0918636,14.6628704,5.02255487,24.4951706,0.201689467,0.286947459,1.08906424,0.0415993035,0.000255339226,1.56533504,1.26339269,2.90744519,0.482453227,1.87935269,0.808245003
sensitivity:r_s_x0.75:FixedSensitivity:2,sensitivity,r_s_x0.75,r_s,0.75,0.75,OU_III,FixedSensitivity,2,29,211,1103,1.5,,900.0,1.56533504,1.26339269,4.361167733447757,1,0,reconfigure,900.0,180000,0.207135201,0.199250758,0.0715815425,0.29619211,13.8090124,13.2833834,4.77210283,20.9633636,0.197498262,0.262755305,1.09640312,0.0408884361,0.000243587376,1.56533504,1.26339269,4.36116791,0.482453227,1.87935269,0.808245003
sensitivity:r_s_x1:FixedSensitivity:2,sensitivity,r_s_x1,r_s,1,1.0,OU_III,FixedSensitivity,2,29,211,1103,1.5,,900.0,1.56533504,1.26339269,5.814890311263675,1,0,reconfigure,900.0,180000,0.179935992,0.19245182,0.0720238239,0.273133844,11.9957323,12.830121,4.80158806,19.3313866,0.198010549,0.252111882,1.09841251,0.0408541933,0.00024300965,1.56533504,1.26339269,5.81489038,0.482453227,1.87935269,0.808245003
sensitivity:r_s_x1.25:FixedSensitivity:2,sensitivity,r_s_x1.25,r_s,1.25,1.25,OU_III,FixedSensitivity,2,29,211,1103,1.5,,900.0,1.56533504,1.26339269,7.268612889079594,1,0,reconfigure,900.0,180000,0.163367227,0.192168176,0.0741627887,0.26290223,10.8911476,12.8112116,4.94418573,18.6072311,0.19835338,0.246602416,1.10075605,0.0407970697,0.000242582202,1.56533504,1.26339269,7.26861286,0.482453227,1.87935269,0.808245003
sensitivity:r_s_x1.5:FixedSensitivity:2,sensitivity,r_s_x1.5,r_s,1.5,1.5,OU_III,FixedSensitivity,2,29,211,1103,1.5,,900.0,1.56533504,1.26339269,8.722335466895514,1,0,reconfigure,900.0,180000,0.152855143,0.195341334,0.0770623013,0.259733558,10.1903429,13.0227547,5.13748646,18.3829651,0.198597178,0.243161798,1.10338128,0.0407180041,0.000242202106,1.56533504,1.26339269,8.72233582,0.482453227,1.87935269,0.808245003
sensitivity:sigma_aw_rs_x0.5:FixedSensitivity:2,sensitivity,sigma_aw_rs_x0.5,sigma_aw_rs,0.5,0.5,OU_III,FixedSensitivity,2,29,211,1103,1.5,,900.0,1.56533504,0.631696345,2.9074451556318377,0,1,reconfigure,900.0,180000,0.249487743,0.225021347,0.0741745457,0.344064832,16.632515,15.0014229,4.94496965,24.351614,0.262370765,0.546630025,2.18077564,0.0933759585,0.000256483472,1.56533504,0.631696343,2.90744519,0.482453227,1.87935269,0.808245003
sensitivity:sigma_aw_rs_x0.75:FixedSensitivity:2,sensitivity,sigma_aw_rs_x0.75,sigma_aw_rs,0.75,0.75,OU_III,FixedSensitivity,2,29,211,1103,1.5,,900.0,1.56533504,0.9475445175000001,4.361167733447757,1,0,reconfigure,900.0,180000,0.20538716,0.200532511,0.0713114813,0.2957744,13.6924772,13.3688335,4.75409842,20.9337997,0.213736251,0.270771801,1.40209949,0.0444253497,0.000244179333,1.56533504,0.947544515,4.36116791,0.482453227,1.87935269,0.808245003
sensitivity:sigma_aw_rs_x1:FixedSensitivity:2,sensitivity,sigma_aw_rs_x1,sigma_aw_rs,1,1.0,OU_III,FixedSensitivity,2,29,211,1103,1.5,,900.0,1.56533504,1.26339269,5.814890311263675,1,0,reconfigure,900.0,180000,0.179935992,0.19245182,0.0720238239,0.273133844,11.9957323,12.830121,4.80158806,19.3313866,0.198010549,0.252111882,1.09841251,0.0408541933,0.00024300965,1.56533504,1.26339269,5.81489038,0.482453227,1.87935269,0.808245003
sensitivity:sigma_aw_rs_x1.25:FixedSensitivity:2,sensitivity,sigma_aw_rs_x1.25,sigma_aw_rs,1.25,1.25,OU_III,FixedSensitivity,2,29,211,1103,1.5,,900.0,1.56533504,1.5792408625,7.268612889079594,1,0,reconfigure,900.0,180000,0.164054707,0.191611275,0.0741086155,0.262908578,10.9369802,12.7740841,4.94057417,18.6076794,0.192459747,0.272628367,0.954226971,0.0446725152,0.000242124195,1.56533504,1.57924092,7.26861286,0.482453227,1.87935269,0.808245003
sensitivity:sigma_aw_rs_x1.5:FixedSensitivity:2,sensitivity,sigma_aw_rs_x1.5,sigma_aw_rs,1.5,1.5,OU_III,FixedSensitivity,2,29,211,1103,1.5,,900.0,1.56533504,1.8950890350000003,8.722335466895514,1,0,reconfigure,900.0,180000,0.153788194,0.194445655,0.0767604187,0.259522796,10.2525463,12.9630432,5.11736107,18.3680477,0.18997243,0.290588617,0.876355767,0.0480168015,0.000241432965,1.56533504,1.89508903,8.72233582,0.482453227,1.87935269,0.808245003
sensitivity:tau_rs_x0.5:FixedSensitivity:2,sensitivity,tau_rs_x0.5,tau_rs,0.5,0.5,OU_III,FixedSensitivity,2,29,211,1103,1.5,,900.0,0.78266752,1.26339269,0.7268612889079594,0,1,reconfigure,900.0,180000,0.490567416,0.35175702,0.133479834,0.618228316,32.7044945,23.4504662,8.89865494,43.7558746,0.222838417,0.649179637,1.12715483,0.0545954667,0.000308460789,0.782667518,1.26339269,0.726861298,0.482453227,1.87935269,0.808245003
sensitivity:tau_rs_x0.75:FixedSensitivity:2,sensitivity,tau_rs_x0.75,tau_rs,0.75,0.75,OU_III,FixedSensitivity,2,29,211,1103,1.5,,900.0,1.17400128,1.26339269,2.4531568500643632,1,0,reconfigure,900.0,180000,0.281252742,0.231806323,0.0788223147,0.372894406,18.7501812,15.4537544,5.25482082,26.3920631,0.199327677,0.320554703,0.998623192,0.0445027836,0.000266853051,1.17400134,1.26339269,2.45315695,0.482453227,1.87935269,0.808245003
sensitivity:tau_rs_x1:FixedSensitivity:2,sensitivity,tau_rs_x1,tau_rs,1,1.0,OU_III,FixedSensitivity,2,29,211,1103,1.5,,900.0,1.56533504,1.26339269,5.814890311263675,1,0,reconfigure,900.0,180000,0.179935992,0.19245182,0.0720238239,0.273133844,11.9957323,12.830121,4.80158806,19.3313866,0.198010549,0.252111882,1.09841251,0.0408541933,0.00024300965,1.56533504,1.26339269,5.81489038,0.482453227,1.87935269,0.808245003
sensitivity:tau_rs_x1.25:FixedSensitivity:2,sensitivity,tau_rs_x1.25,tau_rs,1.25,1.25,OU_III,FixedSensitivity,2,29,211,1103,1.5,,900.0,1.9566687999999999,1.26339269,11.357207639186866,1,0,reconfigure,900.0,180000,0.142408744,0.205889031,0.0831743851,0.263796359,9.49391556,13.725935,5.54495859,18.6705151,0.203717425,0.233833581,1.20897853,0.0401833318,0.000241705318,1.95666885,1.26339269,11.3572073,0.482453227,1.87935269,0.808245003
sensitivity:tau_rs_x1.5:FixedSensitivity:2,sensitivity,tau_rs_x1.5,tau_rs,1.5,1.5,OU_III,FixedSensitivity,2,29,211,1103,1.5,,900.0,2.34800256,1.26339269,19.625254800514906,1,0,reconfigure,900.0,180000,0.140465468,0.249094889,0.103669964,0.304181308,9.36436462,16.6063251,6.9113307,21.5288086,0.209930778,0.235266864,1.32780778,0.0414874628,0.000240616428,2.34800267,1.26339269,19.6252556,0.482453227,1.87935269,0.808245003
