c_sigma,c_R,family,hs_m,record,z_rms_m,z_pct_hs,rms_3d_m,roll_deg,pitch_deg,yaw_deg,rs_applied,tau_applied,sigma_applied
1.8,6.05,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0883622,5.89081,0.169996,0.207378,0.181701,0.997991,0.776567,2.04464,1.58024
1.8,6.05,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.278162,6.95404,0.545278,0.329731,0.25332,0.443593,2.81587,3.29004,2.25299
1.8,6.05,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.655488,7.71163,1.2993,0.271444,0.199604,0.471763,5.54392,4.10091,2.99291
1.8,8.56,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0127096,4.70726,0.0322093,0.223023,0.191361,1.17635,0.260255,1.28051,0.719303
1.8,8.56,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0710981,4.73987,0.159801,0.180817,0.163945,1.34714,1.40891,2.18038,1.46026
1.8,8.56,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.214864,5.37159,0.48146,0.335543,0.206364,0.291682,5.69541,3.58993,2.24791
1.8,8.56,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.508777,5.98561,1.13249,0.297248,0.197137,0.838063,9.67769,4.22171,2.84246
1.8,8.56,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0122515,4.53759,0.0290806,0.214408,0.193464,0.747716,0.206457,1.17236,0.772796
1.8,8.56,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0747749,4.98499,0.152421,0.207735,0.180302,0.99967,1.09875,2.04464,1.58024
1.8,8.56,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.231803,5.79507,0.471619,0.335649,0.232579,0.451833,3.98411,3.29004,2.25299
1.8,8.56,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.547209,6.43775,1.11325,0.26724,0.197379,0.502847,7.84395,4.10091,2.99291
1.8,12.1,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.014157,5.24335,0.038333,0.224073,0.189117,1.17242,0.367884,1.28051,0.719303
1.8,12.1,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0647716,4.3181,0.16027,0.182103,0.162326,1.34625,1.99157,2.18038,1.46026
1.8,12.1,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.186717,4.66793,0.449811,0.336994,0.203171,0.295677,8.05074,3.58993,2.24791
1.8,12.1,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.43127,5.07376,1.02725,0.297848,0.192015,0.841911,13.6799,4.22171,2.84246
1.8,12.1,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0130432,4.83082,0.0337829,0.215319,0.191697,0.745354,0.291838,1.17236,0.772796
1.8,12.1,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0656933,4.37955,0.146148,0.208712,0.17859,0.999066,1.55313,2.04464,1.58024
1.8,12.1,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.197,4.925,0.425332,0.339615,0.220992,0.45915,5.63174,3.29004,2.25299
1.8,12.1,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.462707,5.44361,0.98096,0.265256,0.200022,0.530655,11.0878,4.10091,2.99291
1.8,17.11,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0166736,6.17542,0.0471756,0.225249,0.186683,1.16814,0.520206,1.28051,0.719303
1.8,17.11,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0636254,4.2417,0.173986,0.183767,0.160432,1.34414,2.81617,2.18038,1.46026
1.8,17.11,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.170013,4.25033,0.449415,0.339049,0.199252,0.297898,11.3841,3.58993,2.24791
1.8,17.11,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.373739,4.39693,0.982696,0.299741,0.187963,0.844721,19.3441,4.22171,2.84246
1.8,17.11,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0149236,5.52728,0.0410868,0.216414,0.189382,0.741715,0.412673,1.17236,0.772796
1.8,17.11,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0613283,4.08855,0.152678,0.210096,0.176624,0.997023,2.19621,2.04464,1.58024
1.8,17.11,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.173291,4.33227,0.410457,0.342489,0.214687,0.46344,7.96356,3.29004,2.25299
1.8,17.11,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.399539,4.70046,0.909129,0.264744,0.204496,0.555697,15.6787,4.10091,2.99291
1.8,24.2,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.020233,7.49369,0.0590692,0.226511,0.184306,1.16408,0.735767,1.28051,0.719303
1.8,24.2,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0680403,4.53602,0.201957,0.185695,0.15874,1.34224,3.98313,2.18038,1.46026
1.8,24.2,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.165364,4.13411,0.48432,0.341434,0.19545,0.299578,16.1015,3.58993,2.24791
1.8,24.2,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.336272,3.95614,1.0078,0.302447,0.184386,0.846444,27.3598,4.22171,2.84246
1.8,24.2,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0178447,6.60914,0.0511981,0.217654,0.186817,0.737532,0.583676,1.17236,0.772796
1.8,24.2,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0620565,4.1371,0.173052,0.211771,0.174647,0.994608,3.10627,2.04464,1.58024
1.8,24.2,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.1612,4.03,0.431747,0.344777,0.211647,0.465001,11.2635,3.29004,2.25299
1.8,24.2,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.356854,4.19828,0.909031,0.265513,0.208034,0.575876,22.1757,4.10091,2.99291
1.8,34.22,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0248878,9.21772,0.0745679,0.227886,0.181995,1.16024,1.04041,1.28051,0.719303
1.8,34.22,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0780097,5.20064,0.245097,0.187865,0.157275,1.34085,5.63235,2.18038,1.46026
1.8,34.22,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.172783,4.31957,0.557176,0.344054,0.192025,0.3012,22.7683,3.58993,2.24791
1.8,34.22,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.32038,3.76918,1.11038,0.305604,0.181576,0.847925,38.6882,4.22171,2.84246
1.8,34.22,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0218102,8.07785,0.0645324,0.219008,0.184185,0.73325,0.825346,1.17236,0.772796
1.8,34.22,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0680331,4.53554,0.207827,0.213672,0.172792,0.99232,4.39242,2.04464,1.58024
1.8,34.22,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.161277,4.03192,0.49168,0.346833,0.210563,0.464507,15.9271,3.29004,2.25299
1.8,34.22,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.334211,3.9319,0.99007,0.26749,0.208921,0.588903,31.3575,4.10091,2.99291
1.8,48.4,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0308116,11.4117,0.0945313,0.229382,0.17973,1.15669,1.47153,1.28051,0.719303
1.8,48.4,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0932613,6.21742,0.30504,0.190313,0.155865,1.33951,7.96627,2.18038,1.46026
1.8,48.4,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.19176,4.794,0.670545,0.346844,0.189167,0.302772,32.2029,3.58993,2.24791
1.8,48.4,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.328288,3.86221,1.29671,0.309098,0.179353,0.848396,54.7196,4.22171,2.84246
1.8,48.4,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0269275,9.97316,0.0817836,0.220493,0.181575,0.729095,1.16735,1.17236,0.772796
1.8,48.4,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0791319,5.27546,0.258043,0.215751,0.171275,0.990845,6.21254,2.04464,1.58024
1.8,48.4,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.173494,4.33735,0.591397,0.348944,0.210339,0.463087,22.5269,3.29004,2.25299
1.8,48.4,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.331556,3.90066,1.15703,0.270532,0.206748,0.594281,44.3513,4.10091,2.99291
1.8,68.44,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0382756,14.1761,0.120113,0.230974,0.177751,1.15391,2.08082,1.28051,0.719303
1.8,68.44,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.113515,7.56769,0.3843,0.193051,0.154466,1.33817,11.2647,2.18038,1.46026
1.8,68.44,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.222184,5.55461,0.828555,0.349823,0.186725,0.304285,45.5366,3.58993,2.24791
1.8,68.44,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.360203,4.23768,1.57232,0.312902,0.177356,0.84699,77.3763,4.22171,2.84246
1.8,68.44,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0333965,12.3691,0.103897,0.222086,0.179076,0.725303,1.65069,1.17236,0.772796
1.8,68.44,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0950967,6.33978,0.325655,0.218037,0.17004,0.990081,8.78484,2.04464,1.58024
1.8,68.44,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.197539,4.93847,0.733005,0.351331,0.210072,0.462133,31.8542,3.29004,2.25299
1.8,68.44,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.350959,4.12893,1.41277,0.274461,0.201936,0.592651,62.7149,4.10091,2.99291
2.55,4.28,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0129959,4.81328,0.0277867,0.221423,0.195295,1.18283,0.150006,1.28051,1.01901
2.55,4.28,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.104738,6.98254,0.199511,0.180772,0.165337,1.33905,0.704455,2.18038,2.0687
2.55,4.28,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.324594,8.11484,0.641647,0.335606,0.209562,0.278328,2.8477,3.58993,3.18454
2.55,4.28,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.777167,9.14314,1.54315,0.302486,0.230222,0.86104,4.83885,4.22171,4.02682
2.55,4.28,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0129465,4.79501,0.0270008,0.213442,0.195416,0.750664,0.150005,1.17236,1.09479
2.55,4.28,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.116247,7.74978,0.207231,0.208674,0.182032,0.99081,0.549373,2.04464,2.23867
2.55,4.28,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.365366,9.13416,0.670723,0.320059,0.293244,0.446708,1.99205,3.29004,3.19173
2.55,4.28,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.848272,9.97967,1.58794,0.278569,0.216225,0.458844,3.92198,4.10091,4.23995
2.55,6.05,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.012567,4.65445,0.0288293,0.221986,0.194204,1.18105,0.183942,1.28051,1.01901
2.55,6.05,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0871991,5.81327,0.175612,0.180175,0.16808,1.35302,0.995783,2.18038,2.0687
2.55,6.05,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.268491,6.71227,0.552667,0.332913,0.215958,0.295047,4.02537,3.58993,3.18454
2.55,6.05,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.641641,7.54872,1.3203,0.29802,0.212952,0.856303,6.83995,4.22171,4.02682
2.55,6.05,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0127973,4.73974,0.0272624,0.213667,0.195297,0.750769,0.150427,1.17236,1.09479
2.55,6.05,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0955984,6.37323,0.176976,0.207891,0.181622,0.997918,0.776567,2.04464,2.23867
2.55,6.05,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.299225,7.48064,0.564693,0.329076,0.256826,0.442961,2.81587,3.29004,3.19173
2.55,6.05,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.698837,8.22161,1.3375,0.270077,0.207715,0.500444,5.54392,4.10091,4.23995
2.55,8.56,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0127092,4.70713,0.0322349,0.222836,0.192581,1.17843,0.260255,1.28051,1.01901
2.55,8.56,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0744687,4.96458,0.162559,0.180743,0.168019,1.3572,1.40891,2.18038,2.0687
2.55,8.56,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.224892,5.6223,0.489557,0.332756,0.216985,0.305274,5.69541,3.58993,3.18454
2.55,8.56,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.53304,6.27106,1.15172,0.296626,0.204158,0.858195,9.67769,4.22171,4.02682
2.55,8.56,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0124072,4.59525,0.0292388,0.214286,0.194486,0.750482,0.206457,1.17236,1.09479
2.55,8.56,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.079889,5.32593,0.157104,0.208201,0.180294,0.99968,1.09875,2.04464,2.23867
2.55,8.56,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.247075,6.17687,0.48518,0.335021,0.235817,0.449326,3.98411,3.29004,3.19173
2.55,8.56,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.578719,6.80845,1.14035,0.266079,0.204812,0.528351,7.84395,4.10091,4.23995
2.55,12.1,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0139973,5.18419,0.038267,0.223874,0.190389,1.17458,0.367884,1.28051,1.01901
2.55,12.1,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0666976,4.44651,0.161785,0.181981,0.166587,1.35671,1.99157,2.18038,2.0687
2.55,12.1,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.19322,4.83049,0.454763,0.333962,0.214934,0.310138,8.05074,3.58993,3.18454
2.55,12.1,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.448269,5.27375,1.03987,0.297156,0.199023,0.861577,13.6799,4.22171,4.02682
2.55,12.1,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0129643,4.80159,0.033788,0.215153,0.192918,0.748543,0.291838,1.17236,1.09479
2.55,12.1,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0689752,4.59834,0.148996,0.209132,0.178661,0.999159,1.55313,2.04464,2.23867
2.55,12.1,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.207545,5.18862,0.434201,0.339076,0.223859,0.455975,5.63174,3.29004,3.19173
2.55,12.1,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.484746,5.70289,0.999234,0.264444,0.20582,0.551187,11.0878,4.10091,4.23995
2.55,17.11,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0163936,6.07171,0.0470522,0.225032,0.188023,1.17043,0.520206,1.28051,1.01901
2.55,17.11,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0642588,4.28392,0.174594,0.183624,0.164703,1.35454,2.81617,2.18038,2.0687
2.55,17.11,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.173463,4.33656,0.451915,0.335858,0.211732,0.312384,11.3841,3.58993,3.18454
2.55,17.11,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.384852,4.52767,0.990201,0.299003,0.194776,0.86358,19.3441,4.22171,4.02682
2.55,17.11,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0146609,5.42995,0.0409969,0.21621,0.190802,0.745332,0.412673,1.17236,1.09479
2.55,17.11,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0629756,4.19838,0.154145,0.210468,0.176853,0.997473,2.19621,2.04464,2.23867
2.55,17.11,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.179805,4.49512,0.415561,0.342041,0.2172,0.460471,7.96356,3.29004,3.19173
2.55,17.11,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.413902,4.86943,0.920346,0.26423,0.208846,0.571708,15.6787,4.10091,4.23995
2.55,24.2,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0198636,7.3569,0.0589109,0.226286,0.185686,1.16648,0.735767,1.28051,1.01901
2.55,24.2,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0675631,4.50421,0.201944,0.185547,0.162887,1.3523,3.98313,2.18038,2.0687
2.55,24.2,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.166268,4.15669,0.485039,0.338111,0.208476,0.313796,16.1015,3.58993,3.18454
2.55,24.2,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.342515,4.02959,1.01147,0.301709,0.190856,0.8643,27.3598,4.22171,4.02682
2.55,24.2,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0174435,6.46057,0.0510501,0.21741,0.188422,0.741543,0.583676,1.17236,1.09479
2.55,24.2,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0622676,4.15117,0.173575,0.212101,0.174975,0.995231,3.10627,2.04464,2.23867
2.55,24.2,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.164213,4.10531,0.434011,0.34444,0.213669,0.462696,11.2635,3.29004,3.19173
2.55,24.2,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.365035,4.29453,0.914811,0.265144,0.211665,0.58879,22.1757,4.10091,4.23995
2.55,34.22,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0244461,9.0541,0.0743862,0.227654,0.183374,1.16261,1.04041,1.28051,1.01901
2.55,34.22,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0766423,5.10949,0.244653,0.187705,0.16132,1.35058,5.63235,2.18038,2.0687
2.55,34.22,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.171823,4.29558,0.556698,0.340634,0.205361,0.31492,22.7683,3.58993,3.18454
2.55,34.22,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.322452,3.79355,1.11133,0.304898,0.187593,0.864564,38.6882,4.22171,4.02682
2.55,34.22,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0213021,7.88967,0.0643498,0.21873,0.185929,0.737556,0.825346,1.17236,1.09479
2.55,34.22,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0670451,4.46967,0.207729,0.213966,0.173184,0.993065,4.39242,2.04464,2.23867
2.55,34.22,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.161425,4.03561,0.492112,0.346602,0.212078,0.463074,15.9271,3.29004,3.19173
2.55,34.22,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.337853,3.97474,0.992155,0.267105,0.212621,0.60067,31.3575,4.10091,4.23995
2.55,48.4,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0302994,11.222,0.094335,0.229137,0.181166,1.15917,1.47153,1.28051,1.01901
2.55,48.4,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0912544,6.08363,0.304288,0.190128,0.159893,1.34917,7.96627,2.18038,2.0687
2.55,48.4,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.189628,4.74071,0.669292,0.34338,0.202614,0.316111,32.2029,3.58993,3.18454
2.55,48.4,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.326748,3.8441,1.29566,0.308403,0.185066,0.864322,54.7196,4.22171,4.02682
2.55,48.4,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.026326,9.75039,0.0815791,0.220193,0.18339,0.733555,1.16735,1.17236,1.09479
2.55,48.4,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0771936,5.14624,0.257534,0.216044,0.171574,0.991306,6.21254,2.04464,2.23867
2.55,48.4,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.171546,4.28866,0.590732,0.348755,0.211604,0.462195,22.5269,3.29004,3.19173
2.55,48.4,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.332297,3.90938,1.15686,0.270073,0.210834,0.605807,44.3513,4.10091,4.23995
2.55,68.44,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0376797,13.9554,0.119906,0.230725,0.179167,1.15634,2.08082,1.28051,1.01901
2.55,68.44,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.111134,7.40891,0.38334,0.192839,0.158491,1.34779,11.2647,2.18038,2.0687
2.55,68.44,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.219317,5.48292,0.826753,0.346354,0.200109,0.317264,45.5366,3.58993,3.18454
2.55,68.44,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.356148,4.18997,1.5699,0.312183,0.18295,0.862817,77.3763,4.22171,4.02682
2.55,68.44,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0327019,12.1118,0.103678,0.221773,0.180939,0.729858,1.65069,1.17236,1.09479
2.55,68.44,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0924558,6.16372,0.324849,0.218341,0.170191,0.990124,8.78484,2.04464,2.23867
2.55,68.44,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.194175,4.85437,0.731655,0.351099,0.211457,0.461001,31.8542,3.29004,3.19173
2.55,68.44,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.349312,4.10955,1.41099,0.2739,0.206517,0.604526,62.7149,4.10091,4.23995
3.6,4.28,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0135937,5.0347,0.028322,0.221825,0.194301,1.18018,0.150006,1.28051,1.43861
3.6,4.28,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.115878,7.72519,0.210556,0.181504,0.165506,1.34023,0.704455,2.18038,2.92052
3.6,4.28,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.355932,8.8983,0.67132,0.335428,0.211437,0.282528,2.8477,3.58993,4.49582
3.6,4.28,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.849335,9.99218,1.60961,0.302712,0.234878,0.876222,4.83885,4.22171,5.68492
3.6,4.28,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0137236,5.08282,0.0277441,0.213962,0.19417,0.748375,0.150005,1.17236,1.54559
3.6,4.28,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.131251,8.75005,0.223393,0.209652,0.180959,0.989356,0.549373,2.04464,3.16048
3.6,4.28,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.409274,10.2319,0.715518,0.319882,0.29636,0.452223,1.99205,3.29004,4.50597
3.6,4.28,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.935137,11.0016,1.67157,0.278074,0.221557,0.482415,3.92198,4.10091,5.983
3.6,6.05,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0129615,4.80054,0.0291735,0.222358,0.19336,1.17875,0.183942,1.28051,1.43861
