c_sigma,c_R,family,hs_m,record,z_rms_m,z_pct_hs,rms_3d_m,roll_deg,pitch_deg,yaw_deg,rs_applied,tau_applied,sigma_applied
0.32,4.28,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0122175,4.525,0.0272778,0.282387,0.114774,0.746918,0.150006,1.28051,0.127876
0.32,4.28,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0880661,5.87107,0.184809,0.217213,0.220991,0.653527,0.704455,2.18038,0.259601
0.32,4.28,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.275205,6.88011,0.599487,0.497109,0.438403,1.46223,2.8477,3.58993,0.399628
0.32,4.28,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.670477,7.88797,1.45338,0.343673,0.19833,0.202398,4.83885,4.22171,0.505327
0.32,4.28,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0119624,4.43052,0.0262932,0.267502,0.0958309,0.333541,0.150005,1.17236,0.137386
0.32,4.28,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0934102,6.22735,0.185463,0.226509,0.0818077,0.634897,0.549373,2.04464,0.280932
0.32,4.28,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.299297,7.48243,0.610944,0.377557,0.120109,0.841052,1.99205,3.29004,0.400531
0.32,4.28,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.712276,8.37972,1.47058,0.319744,0.215014,0.421179,3.92198,4.10091,0.532072
0.32,6.05,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0121162,4.48747,0.0286507,0.282992,0.115145,0.744474,0.183942,1.28051,0.127876
0.32,6.05,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0751101,5.00734,0.165839,0.217928,0.219958,0.64993,0.995783,2.18038,0.259601
0.32,6.05,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.231764,5.7941,0.523325,0.502126,0.449029,1.48993,4.02537,3.58993,0.399628
0.32,6.05,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.561766,6.60901,1.25571,0.342302,0.200394,0.2025,6.83995,4.22171,0.505327
0.32,6.05,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0119089,4.41072,0.0266722,0.267814,0.0958601,0.332917,0.150427,1.17236,0.137386
0.32,6.05,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0788053,5.25369,0.161682,0.226523,0.0763901,0.633967,0.776567,2.04464,0.280932
0.32,6.05,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.250099,6.25247,0.521825,0.387802,0.0979833,0.895794,2.81587,3.29004,0.400531
0.32,6.05,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.596127,7.01326,1.25095,0.315028,0.198847,0.421169,5.54392,4.10091,0.532072
0.32,8.56,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0127616,4.72653,0.0324982,0.283898,0.115859,0.741332,0.260255,1.28051,0.127876
0.32,8.56,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0662756,4.41838,0.156996,0.219293,0.221509,0.644175,1.40891,2.18038,0.259601
0.32,8.56,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.198838,4.97095,0.471686,0.507641,0.463113,1.52449,5.69541,3.58993,0.399628
0.32,8.56,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.474232,5.5792,1.10805,0.342856,0.204199,0.209295,9.67769,4.22171,0.505327
0.32,8.56,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0120705,4.47057,0.0291803,0.268516,0.0958368,0.331633,0.206457,1.17236,0.137386
0.32,8.56,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0681013,4.54009,0.147174,0.22739,0.0732611,0.630304,1.09875,2.04464,0.280932
0.32,8.56,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.211299,5.28248,0.456236,0.394787,0.0912582,0.931489,3.98411,3.29004,0.400531
0.32,8.56,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.501853,5.90415,1.07949,0.312913,0.189205,0.416413,7.84395,4.10091,0.532072
0.32,12.1,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0144736,5.36059,0.0388677,0.28501,0.117087,0.737493,0.367884,1.28051,0.127876
0.32,12.1,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0619295,4.12863,0.159833,0.221028,0.22418,0.638145,1.99157,2.18038,0.259601
0.32,12.1,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.176588,4.41469,0.447862,0.512972,0.477449,1.55854,8.05074,3.58993,0.399628
0.32,12.1,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.406316,4.78019,1.01464,0.344644,0.208624,0.216614,13.6799,4.22171,0.505327
0.32,12.1,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0131756,4.87984,0.0341914,0.2695,0.0961294,0.329368,0.291838,1.17236,0.137386
0.32,12.1,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0614654,4.09769,0.143504,0.228766,0.0715624,0.625114,1.55313,2.04464,0.280932
0.32,12.1,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.182435,4.56087,0.41729,0.39975,0.0911744,0.953563,5.63174,3.29004,0.400531
0.32,12.1,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.427632,5.03097,0.960955,0.312384,0.182851,0.410682,11.0878,4.10091,0.532072
0.32,17.11,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0172107,6.37435,0.0479316,0.286246,0.118672,0.733582,0.520206,1.28051,0.127876
0.32,17.11,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0625515,4.1701,0.175741,0.223006,0.227268,0.632763,2.81617,2.18038,0.259601
0.32,17.11,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.165562,4.13905,0.456112,0.517969,0.490869,1.58966,11.3841,3.58993,0.399628
0.32,17.11,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.357242,4.20285,0.982856,0.347292,0.213645,0.223451,19.3441,4.22171,0.505327
0.32,17.11,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0152879,5.6622,0.0417475,0.270675,0.0967918,0.326507,0.412673,1.17236,0.137386
0.32,17.11,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0592497,3.94998,0.152228,0.230481,0.0708577,0.619087,2.19621,2.04464,0.280932
0.32,17.11,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.163593,4.08982,0.409708,0.403559,0.0933848,0.966867,7.96356,3.29004,0.400531
0.32,17.11,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.371949,4.37587,0.904355,0.313377,0.179985,0.412475,15.6787,4.10091,0.532072
0.32,24.2,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0209689,7.76624,0.0600577,0.287583,0.12053,0.729708,0.735767,1.28051,0.127876
0.32,24.2,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0685122,4.56748,0.205835,0.2252,0.230472,0.628304,3.98313,2.18038,0.259601
0.32,24.2,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.166505,4.16264,0.500798,0.522681,0.503271,1.61782,16.1015,3.58993,0.399628
0.32,24.2,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.328165,3.86076,1.02293,0.350583,0.219477,0.229117,27.3598,4.22171,0.505327
0.32,24.2,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0183698,6.80364,0.0520961,0.271987,0.0977007,0.323528,0.583676,1.17236,0.137386
0.32,24.2,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0618954,4.12636,0.174432,0.232395,0.070947,0.613535,3.10627,2.04464,0.280932
0.32,24.2,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.155722,3.89304,0.438468,0.406774,0.0962244,0.974584,11.2635,3.29004,0.400531
0.32,24.2,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.334599,3.93646,0.923163,0.315856,0.181374,0.425839,22.1757,4.10091,0.532072
0.32,34.22,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0258344,9.56831,0.0758272,0.289037,0.122587,0.726131,1.04041,1.28051,0.127876
0.32,34.22,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0798174,5.32116,0.251244,0.227625,0.233801,0.624314,5.63235,2.18038,0.259601
0.32,34.22,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.179563,4.48906,0.585162,0.52718,0.514672,1.64313,22.7683,3.58993,0.399628
0.32,34.22,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.321624,3.78381,1.14417,0.35451,0.22681,0.232805,38.6882,4.22171,0.505327
0.32,34.22,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.022447,8.31369,0.0656899,0.273427,0.098895,0.320607,0.825346,1.17236,0.137386
0.32,34.22,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.069629,4.64193,0.210886,0.23443,0.0716392,0.609373,4.39242,2.04464,0.280932
0.32,34.22,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.159738,3.99345,0.506396,0.409853,0.0994447,0.980124,15.9271,3.29004,0.400531
0.32,34.22,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.316096,3.71877,1.02833,0.319557,0.187084,0.4489,31.3575,4.10091,0.532072
0.32,48.4,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0320177,11.8584,0.0961339,0.290592,0.12476,0.722848,1.47153,1.28051,0.127876
0.32,48.4,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.096312,6.4208,0.313896,0.230343,0.237432,0.620058,7.96627,2.18038,0.259601
0.32,48.4,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.204686,5.11714,0.713145,0.531517,0.525149,1.66582,32.2029,3.58993,0.399628
0.32,48.4,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.339945,3.99935,1.35576,0.359192,0.236571,0.235786,54.7196,4.22171,0.505327
0.32,48.4,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.027654,10.2422,0.083259,0.27499,0.100323,0.317842,1.16735,1.17236,0.137386
0.32,48.4,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0824715,5.4981,0.262894,0.236623,0.0727711,0.605983,6.21254,2.04464,0.280932
0.32,48.4,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.176074,4.40185,0.615381,0.413178,0.103338,0.986841,22.5269,3.29004,0.400531
0.32,48.4,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.319082,3.7539,1.22629,0.324201,0.196778,0.477378,44.3513,4.10091,0.532072
0.32,68.44,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0398402,14.7556,0.122188,0.292238,0.127001,0.720338,2.08082,1.28051,0.127876
0.32,68.44,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.117983,7.86553,0.396659,0.233355,0.241304,0.615669,11.2647,2.18038,0.259601
0.32,68.44,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.243109,6.07772,0.891283,0.535909,0.535514,1.68786,45.5366,3.58993,0.399628
0.32,68.44,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.382183,4.49627,1.66937,0.364813,0.250046,0.243739,77.3763,4.22171,0.505327
0.32,68.44,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0342351,12.6797,0.105799,0.276658,0.101918,0.315449,1.65069,1.17236,0.137386
0.32,68.44,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.100448,6.69652,0.332705,0.239097,0.0742888,0.601856,8.78484,2.04464,0.280932
0.32,68.44,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.204894,5.12234,0.768868,0.416955,0.108241,0.996837,31.8542,3.29004,0.400531
0.32,68.44,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.349473,4.11145,1.52309,0.329532,0.209813,0.508026,62.7149,4.10091,0.532072
0.45,4.28,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0122794,4.54793,0.0272472,0.25162,0.0894877,0.928482,0.150006,1.28051,0.179826
0.45,4.28,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0890393,5.93595,0.185575,0.199749,0.0935628,0.948634,0.704455,2.18038,0.365065
0.45,4.28,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.279174,6.97936,0.602737,0.419602,0.194192,0.795628,2.8477,3.58993,0.561977
0.45,4.28,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.676481,7.9586,1.45892,0.323854,0.133664,0.450925,4.83885,4.22171,0.710615
0.45,4.28,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0120316,4.45614,0.0262579,0.239408,0.103698,0.505279,0.150005,1.17236,0.193199
0.45,4.28,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0942944,6.2863,0.186241,0.216176,0.120303,0.825612,0.549373,2.04464,0.39506
0.45,4.28,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.302127,7.55318,0.613449,0.347363,0.190961,0.597311,1.99205,3.29004,0.563247
0.45,4.28,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.718845,8.457,1.47635,0.300339,0.158703,0.242082,3.92198,4.10091,0.748227
0.45,6.05,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.012145,4.49814,0.0285644,0.252191,0.0882242,0.926285,0.183942,1.28051,0.179826
0.45,6.05,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0758873,5.05915,0.166245,0.199969,0.087994,0.951509,0.995783,2.18038,0.365065
0.45,6.05,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.234793,5.86983,0.525178,0.421865,0.191116,0.800684,4.02537,3.58993,0.561977
0.45,6.05,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.56685,6.66882,1.2598,0.321288,0.11343,0.432999,6.83995,4.22171,0.710615
0.45,6.05,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0119731,4.43448,0.0266191,0.239686,0.103255,0.504705,0.150427,1.17236,0.193199
0.45,6.05,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0795157,5.30104,0.162205,0.215869,0.116903,0.828531,0.776567,2.04464,0.39506
0.45,6.05,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.252437,6.31091,0.523543,0.356656,0.155292,0.632286,2.81587,3.29004,0.563247
0.45,6.05,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.602136,7.08395,1.25555,0.293872,0.132428,0.249616,5.54392,4.10091,0.748227
0.45,8.56,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0127354,4.71682,0.0323289,0.253069,0.0864704,0.923126,0.260255,1.28051,0.179826
0.45,8.56,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.066847,4.45646,0.156939,0.201059,0.0857291,0.948838,1.40891,2.18038,0.365065
0.45,8.56,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.200799,5.01997,0.471675,0.425382,0.194914,0.818507,5.69541,3.58993,0.561977
0.45,8.56,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.478393,5.62815,1.11015,0.321072,0.103532,0.427959,9.67769,4.22171,0.710615
0.45,8.56,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0120989,4.48108,0.0290536,0.240359,0.101947,0.503385,0.206457,1.17236,0.193199
0.45,8.56,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0686555,4.57703,0.147404,0.216489,0.113936,0.827854,1.09875,2.04464,0.39506
0.45,8.56,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.21326,5.3315,0.45699,0.362918,0.134333,0.657001,3.98411,3.29004,0.563247
0.45,8.56,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.507616,5.97195,1.08245,0.290475,0.117028,0.256622,7.84395,4.10091,0.748227
0.45,12.1,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0143901,5.32968,0.0386142,0.254152,0.0844281,0.918796,0.367884,1.28051,0.179826
0.45,12.1,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0622696,4.15131,0.159203,0.202605,0.0852827,0.944552,1.99157,2.18038,0.365065
0.45,12.1,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.177271,4.43179,0.445316,0.429209,0.201595,0.839809,8.05074,3.58993,0.561977
0.45,12.1,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.409419,4.81669,1.01384,0.322356,0.0991334,0.427662,13.6799,4.22171,0.710615
0.45,12.1,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0131677,4.87691,0.0339835,0.241316,0.0999071,0.500287,0.291838,1.17236,0.193199
0.45,12.1,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0618561,4.12374,0.143377,0.217688,0.111096,0.824916,1.55313,2.04464,0.39506
0.45,12.1,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.184099,4.60248,0.41669,0.367247,0.122363,0.672205,5.63174,3.29004,0.563247
0.45,12.1,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.433423,5.09909,0.961271,0.288925,0.108523,0.265186,11.0878,4.10091,0.748227
0.45,17.11,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0170653,6.32047,0.0475829,0.255356,0.0824067,0.914255,0.520206,1.28051,0.179826
0.45,17.11,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0626159,4.17439,0.174429,0.204438,0.0858351,0.940374,2.81617,2.18038,0.365065
0.45,17.11,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.164658,4.11645,0.450215,0.432982,0.208834,0.859886,11.3841,3.58993,0.561977
0.45,17.11,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.358824,4.22146,0.977633,0.324625,0.0977949,0.42886,19.3441,4.22171,0.710615
0.45,17.11,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0152476,5.64726,0.0414519,0.242456,0.0975025,0.496089,0.412673,1.17236,0.193199
0.45,17.11,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0594329,3.9622,0.151666,0.219275,0.108325,0.820607,2.19621,2.04464,0.39506
0.45,17.11,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.164948,4.12369,0.40714,0.370503,0.115666,0.680432,7.96356,3.29004,0.563247
0.45,17.11,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.377846,4.44524,0.899979,0.289048,0.103312,0.27577,15.6787,4.10091,0.748227
0.45,24.2,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0207483,7.68455,0.0595925,0.256646,0.0805397,0.909972,0.735767,1.28051,0.179826
0.45,24.2,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0682284,4.54856,0.203707,0.206498,0.0869675,0.936911,3.98313,2.18038,0.365065
0.45,24.2,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.163519,4.08796,0.490492,0.436666,0.216047,0.878191,16.1015,3.58993,0.561977
0.45,24.2,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.327376,3.85148,1.01111,0.327519,0.0983685,0.430121,27.3598,4.22171,0.710615
0.45,24.2,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0182984,6.77717,0.051696,0.243742,0.0949546,0.491341,0.583676,1.17236,0.193199
0.45,24.2,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0617865,4.1191,0.173351,0.221095,0.105929,0.816401,3.10627,2.04464,0.39506
0.45,24.2,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.156534,3.91335,0.433197,0.373196,0.112166,0.684122,11.2635,3.29004,0.563247
0.45,24.2,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.340266,4.00313,0.910918,0.290701,0.0991085,0.287114,22.1757,4.10091,0.748227
0.45,34.22,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0255126,9.4491,0.0752084,0.258061,0.0788144,0.905754,1.04041,1.28051,0.179826
0.45,34.22,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0790629,5.27086,0.248086,0.208794,0.0885057,0.933919,5.63235,2.18038,0.365065
0.45,34.22,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.173809,4.34524,0.569116,0.440266,0.222922,0.894341,22.7683,3.58993,0.561977
0.45,34.22,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.317228,3.73209,1.12284,0.330894,0.100281,0.429273,38.6882,4.22171,0.710615
0.45,34.22,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0223399,8.27404,0.0651558,0.24515,0.0924478,0.486555,0.825346,1.17236,0.193199
0.45,34.22,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0690652,4.60435,0.209159,0.223053,0.104226,0.813504,4.39242,2.04464,0.39506
0.45,34.22,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.159416,3.98539,0.497469,0.375771,0.110334,0.685961,15.9271,3.29004,0.563247
0.45,34.22,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.320494,3.77052,1.00425,0.293608,0.0953758,0.297888,31.3575,4.10091,0.748227
0.45,48.4,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0315526,11.6862,0.0953109,0.259592,0.0772973,0.901799,1.47153,1.28051,0.179826
0.45,48.4,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.094834,6.32227,0.309354,0.211383,0.0904315,0.93061,7.96627,2.18038,0.365065
0.45,48.4,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.195132,4.8783,0.689291,0.443757,0.229205,0.907708,32.2029,3.58993,0.561977
0.45,48.4,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.330632,3.88979,1.32004,0.334766,0.103405,0.423622,54.7196,4.22171,0.710615
0.45,48.4,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0274954,10.1835,0.0825437,0.24667,0.0900754,0.482019,1.16735,1.17236,0.193199
0.45,48.4,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.0811786,5.41191,0.260296,0.225177,0.102961,0.811414,6.21254,2.04464,0.39506
0.45,48.4,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.173696,4.3424,0.601612,0.378594,0.108821,0.688796,22.5269,3.29004,0.563247
0.45,48.4,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.319982,3.76449,1.18566,0.297544,0.0927623,0.306522,44.3513,4.10091,0.748227
0.45,68.44,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0391641,14.5052,0.121074,0.261204,0.0761709,0.898801,2.08082,1.28051,0.179826
0.45,68.44,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.115298,7.68651,0.390175,0.214256,0.0926999,0.927252,11.2647,2.18038,0.365065
0.45,68.44,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.228079,5.70198,0.856331,0.447309,0.23542,0.920003,45.5366,3.58993,0.561977
