c_sigma,c_R,family,hs_m,record,z_rms_m,z_pct_hs,rms_3d_m,roll_deg,pitch_deg,yaw_deg,rs_applied,tau_applied,sigma_applied
0.9,0.35,JONSWAP,0.27,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,0.0126795,4.6961,0.0316199,0.227623,0.171461,1.13289,0.247311,1.28051,0.359651
0.9,0.35,JONSWAP,1.5,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,0.0641866,4.2791,0.178079,0.187874,0.128279,1.26301,2.71591,2.18038,0.730129
0.9,0.35,JONSWAP,4.0,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,0.167867,4.19668,0.490523,0.36185,0.12917,0.30522,17.2931,3.58993,1.12395
0.9,0.35,JONSWAP,8.5,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,0.322465,3.79371,1.08327,0.310268,0.149728,0.755221,35.7325,4.22171,1.42123
0.9,0.35,PM-Stokes,0.27,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.0125351,4.64262,0.0306001,0.218804,0.175563,0.703148,0.218743,1.17236,0.386398
0.9,0.35,PM-Stokes,1.5,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.060306,4.0204,0.161665,0.211855,0.165359,0.972295,2.4677,2.04464,0.79012
0.9,0.35,PM-Stokes,4.0,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.15789,3.94724,0.448018,0.349749,0.193988,0.493394,12.6483,3.29004,1.12649
0.9,0.35,PM-Stokes,8.5,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.329412,3.87544,0.986416,0.272377,0.180282,0.516813,32.1454,4.10091,1.49645
