family,tuning_mode,aw_cov_sync,input,window_s,samples,disp_x_rms_m,disp_y_rms_m,disp_z_rms_m,disp_3d_rms_m,disp_x_pct_hs,disp_y_pct_hs,disp_z_pct_hs,disp_3d_pct_refmax,disp_z_ref_rms_m,disp_z_pct_refrms,roll_rms_deg,pitch_rms_deg,yaw_rms_deg,dir_travel_error_deg,dir_travel_rmse_deg,dir_travel_correct_pct,dir_travel_wrong_pct,dir_travel_unresolved_pct,dir_axis_mean_deg,dir_axis_truth_deg,dir_axis_error_deg,dir_axis_rmse_deg,dir_axis_circ_std_deg,dir_sense_forward_pct,dir_sense_reverse_pct,dir_sense_uncertain_pct,dir_sense_dominant_pct,accel_bias_3d_rms_mps2,gyro_bias_3d_rms_radps,tau_applied_s,sigma_applied_mps2,tuning_applied,wave_period_s,frequency_hz,period_s,accel_variance_m2ps4,dir_axis_abs_error_deg,dir_travel_abs_error_deg,seed,arm,spectrum,hs_m,regression_exit_code
OU-II,adaptive,periodic,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.264091849,0.176577955,0.249029875,0.403658479,6.60229635,4.41444874,6.22574711,9.9769516,1.04037023,23.9366608,0.215600953,0.176658168,3.71649384,-0.561651707,15.5305071,95.3177795,0.0633333325,4.61888885,29.0027313,30.0,-0.997268677,15.3993597,15.1457376,0.0633333325,95.3177795,4.61888885,95.3177795,0.0460124947,0.000119946439,3.67253065,0.857862711,11.5704069,7.31703568,0.200000003,5.0,1.00055528,0.997268677,0.561651707,11,hard-iron-off,PM-Stokes,4.0,1
OU-II,adaptive,periodic,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.632704318,0.411069691,0.513861954,0.912878513,7.44358015,4.83611393,6.04543447,12.116869,2.16781425,23.7041512,0.163748905,0.266476125,3.84997177,3.0928905,24.240818,96.1733322,0.363333344,3.46333337,-26.1813812,-30.0,3.81861877,24.2211399,22.5484066,66.2666702,30.2700005,3.46333337,66.2666702,0.0484702252,0.000125143924,4.32223701,1.24732959,23.3022766,8.78030491,0.200000003,5.0,2.10969687,3.81861877,3.0928905,11,hard-iron-off,PM-Stokes,8.5,1
OU-II,adaptive,periodic,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.00698928814,0.00554005988,0.0209544227,0.0227734558,2.58862519,2.05187392,7.76089716,11.3818512,0.0534430593,39.2088776,0.901001811,0.360489905,2.62170649,6.48576021,9.30567551,2.27222228,0.0,97.7277832,19.3028259,30.0,-10.6971741,23.3589687,21.9562531,2.27222228,0.0,97.7277832,2.27222228,0.165988624,0.000132720132,1.47091305,0.0500000007,0.108179264,2.93750596,0.247729704,3.03149557,0.0300200861,10.6971741,6.48576021,23,deployed,JONSWAP,0.27,1
OU-II,adaptive,periodic,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0813236833,0.0490762368,0.0978919417,0.136399597,5.42157888,3.27174902,6.52612925,10.2920628,0.390963972,25.0386086,0.719994068,0.0765486807,2.35526586,1.28481162,19.7867241,87.2216721,0.180555567,12.5977783,-28.1114502,-30.0,1.8885498,22.4771099,21.0759411,16.5055561,70.8966675,12.5977783,70.8966675,0.122742847,0.000123326317,2.50321364,0.375681072,2.35404706,4.98305273,0.267523974,3.36190677,0.258111566,1.8885498,1.28481162,23,deployed,JONSWAP,1.5,1
OU-II,adaptive,periodic,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.276700944,0.168052837,0.247717053,0.407638192,6.91752338,4.20132113,6.19292641,9.88175106,1.04307246,23.7487869,0.697184861,0.112838656,0.938557386,-1.72701502,17.7588711,95.9544449,0.13277778,3.9127779,27.9451599,30.0,-2.05484009,17.7731056,16.9198875,87.6855545,8.40166664,3.9127779,87.6855545,0.120081618,0.000129474065,3.93898439,0.792844892,12.3014631,7.83556414,0.200000003,5.0,0.861908197,2.05484009,1.72701502,23,deployed,JONSWAP,4.0,1
OU-II,adaptive,periodic,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.660497725,0.451661259,0.530806482,0.96021384,7.77056122,5.31366158,6.24478197,12.6412802,2.15460348,24.6359234,0.943325639,0.097050637,2.26129937,-1.5646584,27.3575249,94.3127823,0.838333368,4.84888887,-30.1230316,-30.0,-0.123031616,25.7814331,24.392189,9.21555614,85.9355545,4.84888887,85.9355545,0.157936424,0.000133247391,4.49458981,1.0452956,21.1163692,9.12282467,0.200000003,5.0,1.4993006,0.123031616,1.5646584,23,deployed,JONSWAP,8.5,1
OU-II,adaptive,periodic,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.00689858291,0.00528202532,0.0206043348,0.0223613251,2.55503058,1.95630562,7.63123512,11.5571604,0.0499124601,41.280941,0.910383761,0.40312162,2.74356532,8.68348408,10.8820553,2.00277781,0.0,97.9972229,22.901474,30.0,-7.098526,21.816431,21.4501381,2.00277781,0.0,97.9972229,2.00277781,0.17030479,0.000133272653,1.45043743,0.103472807,0.217682853,2.88825297,0.352986932,2.83132195,0.0304298662,7.098526,8.68348408,23,deployed,PM-Stokes,0.27,1
OU-II,adaptive,periodic,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0776332915,0.0483921729,0.0957445875,0.132422641,5.17555237,3.22614479,6.38297224,9.89765167,0.385561794,24.832489,0.71966356,0.0812479779,2.39378929,-0.0271904413,20.2000599,87.1061096,0.236111119,12.6577778,-29.2676849,-30.0,0.732315063,22.5818462,21.3768158,23.1866665,64.1555557,12.6577778,64.1555557,0.122713335,0.00012269312,2.32251716,0.417996764,2.25471044,4.6295414,0.283676863,3.10174775,0.299089879,0.732315063,0.0271904413,23,deployed,PM-Stokes,1.5,1
OU-II,adaptive,periodic,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.264819831,0.166948766,0.243281648,0.396468669,6.6204958,4.17371893,6.08204126,9.79924583,1.04037023,23.3841419,0.676389635,0.116269119,0.73312676,-2.62478209,16.0905914,94.9561157,0.0683333352,4.9755559,26.8850403,30.0,-3.11495972,15.8985252,15.33778,0.0683333352,94.9561157,4.9755559,94.9561157,0.11685764,0.00013094829,3.67761612,0.857694387,11.6001968,7.3289361,0.200000003,5.0,1.00051332,3.11495972,2.62478209,23,deployed,PM-Stokes,4.0,1
OU-II,adaptive,periodic,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.647821665,0.437274605,0.524527609,0.941281676,7.62143135,5.1444068,6.17091274,12.4938717,2.16781425,24.1961517,1.0135709,0.0991591737,2.42313528,0.616014779,23.4239044,96.386116,0.151111111,3.46277785,-28.7777252,-30.0,1.22227478,23.9687519,22.4209423,66.2766647,30.2605572,3.46277785,66.2766647,0.169349387,0.000132123852,4.31994772,1.24819291,23.2937107,8.77471256,0.200000003,5.0,2.11095595,1.22227478,0.616014779,23,deployed,PM-Stokes,8.5,1
OU-II,adaptive,periodic,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.00699298596,0.00554372789,0.0209527947,0.0227739848,2.58999467,2.05323243,7.76029396,11.3821154,0.0534430593,39.2058296,0.903766394,0.363692701,3.52560019,6.65702152,9.41779613,2.35833335,0.0,97.6416702,19.6914978,30.0,-10.3085022,23.2520676,22.0037308,2.35833335,0.0,97.6416702,2.35833335,0.16663,0.000117710988,1.47091305,0.0500000007,0.108179264,2.93750596,0.247729704,3.03149557,0.0300200861,10.3085022,6.65702152,23,hard-iron-off,JONSWAP,0.27,1
OU-II,adaptive,periodic,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0813304484,0.0494740121,0.0978814289,0.136539713,5.4220295,3.29826736,6.5254283,10.3026361,0.390963972,25.0359211,0.715523064,0.0763807222,2.7080934,1.30670333,19.7867565,87.2305603,0.180555567,12.5888891,-28.0823822,-30.0,1.9176178,22.4884968,21.083662,16.5061111,70.9049988,12.5888891,70.9049988,0.121978842,0.000123828344,2.50321364,0.375681072,2.35404706,4.98305273,0.267523974,3.36190677,0.258111566,1.9176178,1.30670333,23,hard-iron-off,JONSWAP,1.5,1
OU-II,adaptive,periodic,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.275910884,0.165216282,0.24772428,0.40594402,6.89777231,4.13040686,6.19310713,9.84068203,1.04307246,23.7494793,0.697140217,0.113162167,2.74865651,-1.72159791,17.7582874,95.9550018,0.13333334,3.91166687,27.9525452,30.0,-2.04745483,17.7741127,16.9216843,87.6888885,8.39944458,3.91166687,87.6888885,0.120056838,0.000126666127,3.93898439,0.792844892,12.3014631,7.83556414,0.200000003,5.0,0.861908197,2.04745483,1.72159791,23,hard-iron-off,JONSWAP,4.0,1
OU-II,adaptive,periodic,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.65601629,0.453337759,0.530800283,0.957925618,7.71783876,5.33338547,6.24470901,12.6111555,2.15460348,24.6356373,0.940306008,0.0977786407,2.72535229,-1.50128853,27.2925949,94.2550049,0.843888938,4.90111113,-30.0984192,-30.0,-0.0984191895,25.7785835,24.384922,9.22055531,85.878334,4.90111113,85.878334,0.157432884,0.0001333283,4.49458981,1.0452956,21.1163692,9.12282467,0.200000003,5.0,1.4993006,0.0984191895,1.50128853,23,hard-iron-off,JONSWAP,8.5,1
OU-II,adaptive,periodic,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.00690297969,0.00528127886,0.0206028465,0.0223611351,2.55665898,1.95602918,7.6306839,11.5570621,0.0499124601,41.2779617,0.913764477,0.406178474,3.64334893,8.81752396,11.0908089,2.11777782,0.0,97.882225,23.2988129,30.0,-6.70118713,21.7238789,21.4655838,2.11777782,0.0,97.882225,2.11777782,0.171046734,0.000117109063,1.45043743,0.103472807,0.217682853,2.88825297,0.352986932,2.83132195,0.0304298662,6.70118713,8.81752396,23,hard-iron-off,PM-Stokes,0.27,1
OU-II,adaptive,periodic,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0776406974,0.0487261973,0.0957344547,0.132542089,5.17604637,3.24841309,6.38229656,9.90657997,0.385561794,24.8298607,0.715196371,0.0809492543,2.72719717,0.0274703708,20.1599998,87.1238937,0.235555559,12.6405563,-29.2540588,-30.0,0.745941162,22.5357265,21.3301125,23.1866665,64.1727829,12.6405563,64.1727829,0.121945776,0.000123623249,2.32251716,0.417996764,2.25471044,4.6295414,0.283676863,3.10174775,0.299089879,0.745941162,0.0274703708,23,hard-iron-off,PM-Stokes,1.5,1
OU-II,adaptive,periodic,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.264061898,0.163860291,0.243273899,0.394665778,6.60154724,4.09650707,6.08184767,9.7546854,1.04037023,23.3833981,0.678993046,0.116750076,2.72235084,-2.62124252,16.1066761,94.9577789,0.0694444478,4.97277784,26.8889008,30.0,-3.11109924,15.9012432,15.3411665,0.0694444478,94.9577789,4.97277784,94.9577789,0.11728327,0.000126222018,3.67761612,0.857694387,11.6001968,7.3289361,0.200000003,5.0,1.00051332,3.11109924,2.62124252,23,hard-iron-off,PM-Stokes,4.0,1
OU-II,adaptive,periodic,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.643953741,0.438855469,0.524539173,0.939367831,7.5759263,5.16300535,6.17104912,12.4684687,2.16781425,24.1966858,1.01145709,0.0998991653,2.77667332,0.637088358,23.4099617,96.4083328,0.147777781,3.4438889,-28.748291,-30.0,1.25170898,23.9836254,22.4282932,66.2855606,30.2705555,3.4438889,66.2855606,0.169002116,0.000133965441,4.31994772,1.24819291,23.2937107,8.77471256,0.200000003,5.0,2.11095595,1.25170898,0.637088358,23,hard-iron-off,PM-Stokes,8.5,1
OU-II,adaptive,periodic,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.00690864585,0.00553630712,0.0208659489,0.0226664487,2.55875754,2.05048418,7.72812891,11.328371,0.0534430593,39.0433273,0.582753241,0.125536621,0.670741737,6.61528683,9.23044205,2.69888902,0.0,97.3011169,19.3036957,30.0,-10.6963043,23.2241268,21.7699718,2.69888902,0.0,97.3011169,2.69888902,0.101822756,0.000129915788,1.47070026,0.0500000007,0.108147971,2.93702102,0.250682741,3.00458217,0.0302377306,10.6963043,6.61528683,202,deployed,JONSWAP,0.27,1
OU-II,adaptive,periodic,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0802953839,0.0477246121,0.0982042998,0.135532543,5.35302544,3.18164062,6.5469532,10.2266397,0.390963972,25.1185036,0.403901607,0.260911137,1.04755187,2.87381434,19.967392,86.8555603,0.197777778,12.9466667,-26.345459,-30.0,3.65454102,22.821661,21.206316,16.4972229,70.5561142,12.9466667,70.5561142,0.0806730092,0.00012420147,2.50340533,0.359511107,2.25306988,4.98338604,0.259660006,3.39258146,0.25778529,3.65454102,2.87381434,202,deployed,JONSWAP,1.5,1
OU-II,adaptive,periodic,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.2739456,0.169411346,0.25186792,0.408881217,6.84863997,4.23528385,6.29669809,9.91188335,1.04307246,24.1467323,0.375383884,0.214887396,0.496992409,-1.12704563,16.9972515,95.957222,0.0650000051,3.97777796,28.530365,30.0,-1.46963501,17.5894527,16.7906342,87.7333374,8.28888893,3.97777796,87.7333374,0.0717023015,0.000122929196,3.93698668,0.791722596,12.2715921,7.83072567,0.200000003,5.0,0.85942322,1.46963501,1.12704563,202,deployed,JONSWAP,4.0,0
OU-II,adaptive,periodic,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.652865648,0.446793079,0.532249153,0.953491867,7.6807723,5.25638914,6.26175451,12.5527849,2.15460348,24.7028809,0.619684577,0.326697409,1.12392545,-0.265839577,27.2883396,94.586113,0.865555584,4.54833364,-29.1187897,-30.0,0.881210327,25.8505135,24.3492069,9.29055595,86.1611099,4.54833364,86.1611099,0.115113981,0.000134508693,4.49492311,1.04425216,21.0984192,9.12380505,0.200000003,5.0,1.4959681,0.881210327,0.265839577,202,deployed,JONSWAP,8.5,1
OU-II,adaptive,periodic,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.00685116509,0.00528074801,0.0207809787,0.0225094166,2.53746843,1.9558326,7.69665861,11.6336994,0.0499124601,41.6348495,0.582520068,0.138740897,0.605261922,7.46426773,9.94102192,1.86500001,0.0,98.1350021,21.1316681,30.0,-8.86833191,21.9404755,20.9107113,1.86500001,0.0,98.1350021,1.86500001,0.102304295,0.000130687709,1.45007956,0.10670387,0.224369496,2.88755631,0.355804861,2.79640532,0.0306518748,8.86833191,7.46426773,202,deployed,PM-Stokes,0.27,1
OU-II,adaptive,periodic,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0767515823,0.0472458415,0.0960244164,0.131695345,5.11677217,3.14972258,6.40162754,9.84329224,0.385561794,24.9050655,0.403321415,0.25173521,1.12058282,1.67269039,19.9624825,87.1100006,0.2438889,12.6461115,-27.5834198,-30.0,2.4165802,22.2263966,20.959549,23.1838894,64.1699982,12.6461115,64.1699982,0.0796897113,0.000123243517,2.32284188,0.417800665,2.25428295,4.63003492,0.283877939,3.08269167,0.29874146,2.4165802,1.67269039,202,deployed,PM-Stokes,1.5,1
OU-II,adaptive,periodic,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.261834562,0.168146342,0.247684717,0.397716314,6.54586411,4.20365858,6.19211769,9.83008385,1.04037023,23.8073616,0.348470271,0.208294034,0.663577974,-1.94935119,15.8509369,95.2322235,0.0688888878,4.69888878,27.5592041,30.0,-2.4407959,15.6907444,15.2644758,0.0688888878,95.2322235,4.69888878,95.2322235,0.067055352,0.000122898695,3.67504263,0.856824934,11.5722246,7.32302809,0.200000003,5.0,0.998832405,2.4407959,1.94935119,202,deployed,PM-Stokes,4.0,0
OU-II,adaptive,periodic,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.640146077,0.431497216,0.526045382,0.934184432,7.53113031,5.07643795,6.18876886,12.3996677,2.16781425,24.2661648,0.687747896,0.325333118,1.31776857,1.85844278,23.800375,96.5277786,0.213888898,3.25833344,-27.4687805,-30.0,2.53121948,23.9676685,22.3874607,66.3794479,30.3622227,3.25833344,66.3794479,0.125218451,0.000134762377,4.32027483,1.24675786,23.2704544,8.77564812,0.200000003,5.0,2.10610223,2.53121948,1.85844278,202,deployed,PM-Stokes,8.5,1
OU-II,adaptive,periodic,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.00690114638,0.00554184662,0.0208688062,0.0226681475,2.55597997,2.05253577,7.72918749,11.3292189,0.0534430593,39.0486755,0.574681103,0.122256353,0.378428489,6.22158337,8.95270157,2.51722217,0.0,97.4827805,18.3127899,30.0,-11.6872101,23.3436718,21.390192,2.51722217,0.0,97.4827805,2.51722217,0.100352287,0.00011723335,1.47070026,0.0500000007,0.108147971,2.93702102,0.250682741,3.00458217,0.0302377306,11.6872101,6.22158337,202,hard-iron-off,JONSWAP,0.27,1
OU-II,adaptive,periodic,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0798322409,0.0464371145,0.0981618464,0.134778857,5.32214928,3.09580755,6.5441227,10.1697702,0.390963972,25.1076469,0.398041368,0.254332453,0.931711912,2.90144324,19.9585896,86.8594437,0.190555558,12.9500008,-26.3479156,-30.0,3.65208435,22.8117218,21.1952629,16.4988899,70.5511093,12.9500008,70.5511093,0.0792120695,0.000123778067,2.50340533,0.359511107,2.25306988,4.98338604,0.259660006,3.39258146,0.25778529,3.65208435,2.90144324,202,hard-iron-off,JONSWAP,1.5,1
OU-II,adaptive,periodic,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.273080826,0.170029432,0.251915336,0.408588409,6.82702065,4.25073576,6.29788351,9.90478516,1.04307246,24.1512794,0.366624326,0.214615658,0.864453793,-1.13799608,17.009758,95.9327774,0.0650000051,4.00222254,28.516571,30.0,-1.48342896,17.5878582,16.7874527,87.6972275,8.30055618,4.00222254,87.6972275,0.0703657418,0.000127024803,3.93698668,0.791722596,12.2715921,7.83072567,0.200000003,5.0,0.85942322,1.48342896,1.13799608,202,hard-iron-off,JONSWAP,4.0,0
OU-II,adaptive,periodic,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.642567933,0.432276428,0.53202033,0.939575493,7.55962276,5.08560514,6.25906277,12.3695745,2.15460348,24.6922626,0.611019373,0.311610997,0.888167083,-0.073626928,27.5762501,94.3911133,0.947777808,4.66111135,-28.898056,-30.0,1.10194397,26.0521431,24.4044991,9.28277779,86.0561142,4.66111135,86.0561142,0.112618424,0.000133835027,4.49492311,1.04425216,21.0984192,9.12380505,0.200000003,5.0,1.4959681,1.10194397,0.073626928,202,hard-iron-off,JONSWAP,8.5,1
OU-II,adaptive,periodic,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.00684487959,0.00528625865,0.0207830314,0.0225106925,2.53514051,1.95787358,7.69741869,11.6343584,0.0499124601,41.6389618,0.575802624,0.136316478,0.360759765,6.72819328,9.34161091,1.76555562,0.0,98.2344437,20.2345886,30.0,-9.76541138,22.0603848,20.6434689,1.76555562,0.0,98.2344437,1.76555562,0.101090066,0.00011665903,1.45007956,0.10670387,0.224369496,2.88755631,0.355804861,2.79640532,0.0306518748,9.76541138,6.72819328,202,hard-iron-off,PM-Stokes,0.27,1
OU-II,adaptive,periodic,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0763745829,0.0460592918,0.0959785432,0.131020665,5.09163857,3.07061934,6.39856911,9.79286385,0.385561794,24.8931675,0.397319019,0.244123831,0.899025559,1.68740118,19.95714,87.3277817,0.240555555,12.4316673,-27.5509796,-30.0,2.44902039,22.1864929,20.9201508,23.1933346,64.375,12.4316673,64.375,0.0781216919,0.000123564954,2.32284188,0.417800665,2.25428295,4.63003492,0.283877939,3.08269167,0.29874146,2.44902039,1.68740118,202,hard-iron-off,PM-Stokes,1.5,1
OU-II,adaptive,periodic,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.261012405,0.168280408,0.247729972,0.397260487,6.52531004,4.20701027,6.19324923,9.81881714,1.04037023,23.8117123,0.340647012,0.20798327,0.860543191,-1.99677277,15.6292133,95.0261154,0.0488888919,4.92500019,27.5316772,30.0,-2.46832275,15.6690493,15.2414694,0.0488888919,95.0261154,4.92500019,95.0261154,0.0658611581,0.000126603583,3.67504263,0.856824934,11.5722246,7.32302809,0.200000003,5.0,0.998832405,2.46832275,1.99677277,202,hard-iron-off,PM-Stokes,4.0,0
OU-II,adaptive,periodic,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.63117063,0.414991468,0.525734246,0.920321047,7.42553663,4.88225269,6.18510866,12.2156563,2.16781425,24.251812,0.676766396,0.30627355,0.811288297,2.09569407,23.9899559,96.5344467,0.272777796,3.19277787,-27.3701477,-30.0,2.62985229,24.0757885,22.4905357,66.2355576,30.5716667,3.19277787,66.2355576,0.122150041,0.000134398841,4.32027483,1.24675786,23.2704544,8.77564812,0.200000003,5.0,2.10610223,2.62985229,2.09569407,202,hard-iron-off,PM-Stokes,8.5,1
OU-II,adaptive,periodic,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.00700256508,0.00553914858,0.020806618,0.0226414092,2.59354258,2.05153656,7.70615482,11.315855,0.0534430593,38.932312,0.362767458,0.348098218,2.13007092,8.20383549,10.4385452,2.34500003,0.0,97.6549988,18.6325836,30.0,-11.3674164,23.7790127,22.2050724,2.34500003,0.0,97.6549988,2.34500003,0.086111173,0.000124002589,1.47106659,0.0500000007,0.108201846,2.93776059,0.250189215,3.0096314,0.0302871838,11.3674164,8.20383549,3033,deployed,JONSWAP,0.27,1
OU-II,adaptive,periodic,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0807390288,0.0459230244,0.0963451043,0.133828595,5.38260174,3.06153488,6.42300653,10.0980673,0.390963972,24.6429615,0.19691816,0.0867405981,2.80371761,2.39415789,21.6069336,86.1338882,0.561666667,13.3044443,-26.3501892,-30.0,3.64981079,23.7574005,21.9415569,69.8694458,16.8261108,13.3044443,69.8694458,0.0356301479,0.000122444093,2.50547743,0.359165877,2.25463414,4.98728943,0.256934643,3.41015148,0.258006364,3.64981079,2.39415789,3033,deployed,JONSWAP,1.5,1
OU-II,adaptive,periodic,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.278787464,0.171976104,0.25108242,0.412723422,6.96968651,4.29940271,6.27706051,10.005024,1.04307246,24.0714264,0.175411329,0.118471541,1.66139376,-0.498069882,17.3764858,95.7688904,0.186666667,4.04444456,29.3158417,30.0,-0.684158325,17.5956974,16.8465042,87.503891,8.45166683,4.04444456,87.503891,0.0352464356,0.000125905281,3.93682456,0.792946756,12.2895546,7.83013916,0.200000003,5.0,0.861991704,0.684158325,0.498069882,3033,deployed,JONSWAP,4.0,1
OU-II,adaptive,periodic,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.661406994,0.429656744,0.527135015,0.948649287,7.78125858,5.05478525,6.20158815,12.4890318,2.15460348,24.4655228,0.404407382,0.0920352191,2.59822989,0.552705824,27.9140358,94.1733322,1.06333339,4.76333332,-28.5573273,-30.0,1.44267273,26.3816013,24.7090607,9.79222202,85.4444427,4.76333332,85.4444427,0.066505827,0.000134119444,4.49593735,1.04610193,21.1453323,9.12619209,0.200000003,5.0,1.50156879,1.44267273,0.552705824,3033,deployed,JONSWAP,8.5,1
OU-II,adaptive,periodic,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.00693192752,0.00531946076,0.020710364,0.0224781558,2.56738043,1.97017062,7.67050505,11.6175423,0.0499124601,41.4933739,0.362102628,0.383594841,2.32855344,8.28522491,10.5864935,1.62555563,0.0,98.3744431,20.2227325,30.0,-9.77726746,22.6129189,21.3959408,1.62555563,0.0,98.3744431,1.62555563,0.0903653651,0.000124009443,1.45050919,0.106582344,0.224246785,2.88843942,0.355107993,2.80193377,0.0306909904,9.77726746,8.28522491,3033,deployed,PM-Stokes,0.27,1
OU-II,adaptive,periodic,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0772579163,0.0456319004,0.0941494182,0.130058333,5.15052748,3.04212666,6.27662754,9.72093773,0.385561794,24.4187622,0.195186093,0.0935763046,2.57602549,2.09309125,20.4979782,86.0561142,0.267777771,13.6761112,-27.179184,-30.0,2.82081604,23.4902821,21.9112778,23.0905552,63.2333336,13.6761112,63.2333336,0.0358420722,0.000122506855,2.32523012,0.41761145,2.25789785,4.63424635,0.283396453,3.08925676,0.298583239,2.82081604,2.09309125,3033,deployed,PM-Stokes,1.5,1
OU-II,adaptive,periodic,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.266330749,0.170595586,0.246816725,0.401190013,6.65826893,4.26488972,6.17041826,9.91594028,1.04037023,23.7239323,0.151314408,0.122786231,1.8598634,-1.04050016,15.6721344,95.261116,0.0516666695,4.68722248,28.4602356,30.0,-1.5397644,15.6907406,15.3813114,0.0516666695,95.261116,4.68722248,95.261116,0.0326158181,0.000123579652,3.67492747,0.858087301,11.5885477,7.32246828,0.200000003,5.0,1.00181174,1.5397644,1.04050016,3033,deployed,PM-Stokes,4.0,1
OU-II,adaptive,periodic,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.647845984,0.411217391,0.519482017,0.926642179,7.62171745,4.83785152,6.11155319,12.2995577,2.16781425,23.9633999,0.46888113,0.0936728567,2.38818908,2.18405223,24.172451,96.1633377,0.357222229,3.4794445,-27.1076965,-30.0,2.89230347,24.1314144,22.5879173,66.178894,30.3416672,3.4794445,66.178894,0.0770592317,0.000135017326,4.32139349,1.24880135,23.3206692,8.77831364,0.200000003,5.0,2.11363816,2.89230347,2.18405223,3033,deployed,PM-Stokes,8.5,1
OU-II,adaptive,periodic,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.00699440856,0.00561862998,0.0208134186,0.0226647109,2.59052157,2.0809741,7.70867348,11.3275023,0.0534430593,38.945034,0.350536495,0.335582376,4.68617868,8.58698082,10.6660318,1.81777787,0.0,98.1822281,16.8588562,30.0,-13.1411438,24.2492065,21.8373756,1.81777787,0.0,98.1822281,1.81777787,0.0831187293,0.000112285634,1.47106659,0.0500000007,0.108201846,2.93776059,0.250189215,3.0096314,0.0302871838,13.1411438,8.58698082,3033,hard-iron-off,JONSWAP,0.27,1
OU-II,adaptive,periodic,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0802351236,0.0460016914,0.096306026,0.13352409,5.34900808,3.06677938,6.42040157,10.0750914,0.390963972,24.632967,0.195556879,0.0928906053,5.27120256,2.37360191,21.8352299,85.9294434,0.613333344,13.4572229,-26.4295959,-30.0,3.57040405,23.8853188,22.0767269,69.6955566,16.8472233,13.4572229,69.6955566,0.0359542742,0.000117893505,2.50547743,0.359165877,2.25463414,4.98728943,0.256934643,3.41015148,0.258006364,3.57040405,2.37360191,3033,hard-iron-off,JONSWAP,1.5,1
