family,tuning_mode,aw_cov_sync,input,window_s,samples,disp_x_rms_m,disp_y_rms_m,disp_z_rms_m,disp_3d_rms_m,disp_x_pct_hs,disp_y_pct_hs,disp_z_pct_hs,disp_3d_pct_refmax,disp_z_ref_rms_m,disp_z_pct_refrms,roll_rms_deg,pitch_rms_deg,yaw_rms_deg,dir_travel_error_deg,dir_travel_rmse_deg,dir_travel_correct_pct,dir_travel_wrong_pct,dir_travel_unresolved_pct,dir_axis_mean_deg,dir_axis_truth_deg,dir_axis_error_deg,dir_axis_rmse_deg,dir_axis_circ_std_deg,dir_sense_forward_pct,dir_sense_reverse_pct,dir_sense_uncertain_pct,dir_sense_dominant_pct,accel_bias_3d_rms_mps2,gyro_bias_3d_rms_radps,tau_applied_s,sigma_applied_mps2,tuning_applied,wave_period_s,frequency_hz,period_s,accel_variance_m2ps4,dir_axis_abs_error_deg,dir_travel_abs_error_deg,seed,arm,spectrum,hs_m,regression_exit_code
OU-II,adaptive,periodic,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.280069113,0.186880872,0.251140058,0.420041084,7.00172806,4.67202187,6.27850151,10.182415,1.04307246,24.076952,0.163708568,0.118049577,5.18957615,-0.385734588,17.017519,95.6944504,0.0527777784,4.25277805,29.2902069,30.0,-0.709793091,17.5981731,16.842289,87.4411163,8.30611134,4.25277805,87.4411163,0.0336512588,0.000121984012,3.93682456,0.792946756,12.2895546,7.83013916,0.200000003,5.0,0.861991704,0.709793091,0.385734588,3033,hard-iron-off,JONSWAP,4.0,1
OU-II,adaptive,periodic,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.652675748,0.423444271,0.526857674,0.939611435,7.67853785,4.98169708,6.19832563,12.3700476,2.15460348,24.452652,0.397404462,0.0927801207,5.25922966,1.12241507,27.8422585,94.3966675,0.909444451,4.69388914,-28.2638702,-30.0,1.73612976,26.2876015,24.6840992,10.1761112,85.1300049,4.69388914,85.1300049,0.0656209067,0.000127495441,4.49593735,1.04610193,21.1453323,9.12619209,0.200000003,5.0,1.50156879,1.73612976,1.12241507,3033,hard-iron-off,JONSWAP,8.5,1
OU-II,adaptive,periodic,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.00692416402,0.0053939037,0.020715734,0.0224984419,2.5645051,1.99774206,7.67249393,11.628026,0.0499124601,41.5041351,0.35039255,0.373844892,4.59534645,8.14999676,10.540658,1.42444444,0.0,98.5755615,18.577774,30.0,-11.422226,23.0233002,21.094162,1.42444444,0.0,98.5755615,1.42444444,0.087778762,0.000111912363,1.45050919,0.106582344,0.224246785,2.88843942,0.355107993,2.80193377,0.0306909904,11.422226,8.14999676,3033,hard-iron-off,PM-Stokes,0.27,1
OU-II,adaptive,periodic,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0768414438,0.0456405394,0.094105348,0.129782438,5.12276268,3.04270244,6.27368975,9.70031548,0.385561794,24.4073315,0.193821639,0.1015957,5.24366951,2.89632797,20.5712833,85.9866714,0.26333335,13.75,-26.6019745,-30.0,3.39802551,23.6625481,21.9494419,69.7494431,16.500555,13.75,69.7494431,0.0363666937,0.000117716678,2.32523012,0.41761145,2.25789785,4.63424635,0.283396453,3.08925676,0.298583239,3.39802551,2.89632797,3033,hard-iron-off,PM-Stokes,1.5,1
OU-II,adaptive,periodic,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.267560124,0.18394731,0.246896401,0.407900542,6.68900299,4.59868288,6.17241001,10.0818005,1.04037023,23.7315903,0.138203666,0.121569335,5.17187262,-1.05018079,15.6814928,95.3422241,0.055555556,4.60222244,28.4417572,30.0,-1.5582428,15.6717958,15.3650208,0.055555556,95.3422241,4.60222244,95.3422241,0.0308276527,0.000121674319,3.67492747,0.858087301,11.5885477,7.32246828,0.200000003,5.0,1.00181174,1.5582428,1.05018079,3033,hard-iron-off,PM-Stokes,4.0,1
OU-II,adaptive,periodic,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.640315354,0.402816653,0.519089222,0.917452276,7.53312159,4.73901939,6.10693169,12.177578,2.16781425,23.9452801,0.45759517,0.0971413553,5.20693779,2.30540037,24.3663616,96.2377777,0.349444449,3.4127779,-27.0072021,-30.0,2.99279785,24.2646999,22.7161293,66.1455536,30.4416676,3.4127779,66.1455536,0.0755443275,0.000127830615,4.32139349,1.24880135,23.3206692,8.77831364,0.200000003,5.0,2.11363816,2.99279785,2.30540037,3033,hard-iron-off,PM-Stokes,8.5,1
OU-III,adaptive,periodic,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.0131720258,0.0126199862,0.0114728706,0.0215497818,4.87852812,4.67406893,4.24921131,10.7702761,0.0534430593,21.4674644,0.305561543,0.128166333,0.478182137,1.98862362,6.35477018,0.290555567,0.0,99.7094498,0.806625366,30.0,-29.1933746,29.5538807,5.83423662,0.290555567,0.0,99.7094498,0.290555567,0.0565022044,0.000103738268,1.53016257,0.00927246734,0.150355458,3.05647588,0.235941797,3.10486245,0.0307989549,29.1933746,1.98862362,default,deployed,JONSWAP,0.27,0
OU-III,adaptive,periodic,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0761282593,0.0625623837,0.0614831373,0.116145335,5.07521725,4.17082548,4.09887552,8.76377296,0.390963972,15.7260361,0.159629628,0.151941061,0.546880543,3.40624809,20.4743824,87.8422241,0.206666678,11.9511118,-25.5000916,-30.0,4.49990845,23.3647747,21.5271912,70.3305588,17.7183342,11.9511118,70.3305588,0.036952123,0.000110254157,2.50614047,0.395435423,1.33645236,4.98906136,0.310105383,4.34818649,0.257832944,4.49990845,3.40624809,default,deployed,JONSWAP,1.5,0
OU-III,adaptive,periodic,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.238528028,0.171933338,0.160607576,0.335039526,5.96320057,4.29833364,4.01518917,8.12185192,1.04307246,15.3975468,0.217866376,0.146172121,0.813264906,-1.23640001,17.5367508,95.2066727,0.24611111,4.54722214,28.3346405,30.0,-1.6653595,17.592083,16.7953701,8.40277767,87.0500031,4.54722214,87.0500031,0.0434728861,0.00012914605,3.93718505,0.840440214,8.9607029,7.83341837,0.200000003,5.0,0.859677911,1.6653595,1.23640001,default,deployed,JONSWAP,4.0,0
OU-III,adaptive,periodic,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.525729656,0.414211899,0.315006196,0.739724338,6.18505478,4.87308121,3.70595527,9.73852062,2.15460348,14.6201468,0.278758883,0.18477717,0.525073111,2.43519425,25.8287907,94.9100037,0.694444478,4.3955555,-26.5442963,-30.0,3.45570374,24.416481,23.0557194,19.4483337,76.1561127,4.3955555,76.1561127,0.0552491471,0.000126301849,4.49675846,1.10321951,16.5853748,9.12593937,0.200000003,5.0,1.49710143,3.45570374,2.43519425,default,deployed,JONSWAP,8.5,1
OU-III,adaptive,periodic,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.0130563304,0.0125049632,0.0113742882,0.0213592201,4.83567762,4.63146782,4.21269941,11.0392351,0.0499124601,22.788475,0.311392635,0.127208427,0.6447348,10.8942146,10.8945389,0.0538888909,0.0,99.9461136,0.549743652,30.0,-29.4502563,29.7130775,5.1804328,0.0538888909,0.0,99.9461136,0.0538888909,0.0573710576,9.93967697e-05,1.5192982,0.0886807293,0.150114924,3.02446294,0.409234107,2.78987837,0.0310976487,29.4502563,10.8942146,default,deployed,PM-Stokes,0.27,0
OU-III,adaptive,periodic,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0724420473,0.0587191693,0.0603328161,0.111066833,4.82946968,3.9146111,4.02218771,8.30145741,0.385561794,15.6480284,0.158871621,0.15356487,0.392255276,4.4701705,20.5131264,85.2505569,0.407222241,14.3422222,-25.3646393,-30.0,4.63536072,23.1142941,21.1064243,39.9722214,45.6855583,14.3422222,45.6855583,0.0369495526,0.000113887436,2.32577109,0.438276649,1.16226304,4.63564825,0.261256695,4.0886488,0.298793554,4.63536072,4.4701705,default,deployed,PM-Stokes,1.5,0
OU-III,adaptive,periodic,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.228571236,0.164821073,0.158135548,0.323137194,5.71428108,4.12052679,3.95338869,7.98676252,1.04037023,15.1999302,0.203780934,0.144196972,0.617355168,-1.88542092,14.8053741,95.3033371,0.024444446,4.67222214,27.5007935,30.0,-2.49920654,15.1755161,14.7977037,0.024444446,95.3033371,4.67222214,95.3033371,0.0410922132,0.000122546786,3.67536664,0.908064008,7.7905612,7.32536983,0.200000003,5.0,0.999155521,2.49920654,1.88542092,default,deployed,PM-Stokes,4.0,0
OU-III,adaptive,periodic,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.518393815,0.394484341,0.314354777,0.723304212,6.09875059,4.64099216,3.69829154,9.6006012,2.16781425,14.5010014,0.313275516,0.197116226,0.427358776,3.56809115,25.5472622,95.664444,0.517777801,3.81777787,-25.5652771,-30.0,4.4347229,25.739912,23.6365948,58.0050011,38.1772232,3.81777787,58.0050011,0.0611554384,0.000127954219,4.32255459,1.31836534,16.6542664,8.77819252,0.200000003,5.0,2.10747409,4.4347229,3.56809115,default,deployed,PM-Stokes,8.5,1
OU-III,adaptive,periodic,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.0131646274,0.0126339439,0.0114748571,0.0215544961,4.87578773,4.67923832,4.24994707,10.7726316,0.0534430593,21.4711838,0.30054006,0.129246652,1.94264698,1.82622445,6.18597555,0.290000021,0.0,99.7099991,0.744812012,30.0,-29.255188,29.5786438,5.55229855,0.290000021,0.0,99.7099991,0.290000021,0.0557841808,9.01396124e-05,1.53016257,0.00927246734,0.150355458,3.05647588,0.235941797,3.10486245,0.0307989549,29.255188,1.82622445,default,hard-iron-off,JONSWAP,0.27,1
OU-III,adaptive,periodic,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0768855661,0.0617574789,0.0614836589,0.116213664,5.12570429,4.11716509,4.09891033,8.76892948,0.390963972,15.7261705,0.160114795,0.151639745,2.08931971,3.39350414,20.491621,87.797226,0.206111118,11.9966669,-25.5015259,-30.0,4.49847412,23.3877678,21.5574417,70.2861099,17.7172222,11.9966669,70.2861099,0.0369715989,9.42985353e-05,2.50614047,0.395435423,1.33645236,4.98906136,0.310105383,4.34818649,0.257832944,4.49847412,3.39350414,default,hard-iron-off,JONSWAP,1.5,1
OU-III,adaptive,periodic,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.232465014,0.183432221,0.160579056,0.336857527,5.81162548,4.58580542,4.0144763,8.16592312,1.04307246,15.3948126,0.207232609,0.14815402,2.04461503,-1.20930207,17.4899292,95.4061127,0.234999999,4.3588891,28.3426971,30.0,-1.65730286,17.5862923,16.7866745,8.40722275,87.2338943,4.3588891,87.2338943,0.0421452075,9.81778576e-05,3.93718505,0.840440214,8.9607029,7.83341837,0.200000003,5.0,0.859677911,1.65730286,1.20930207,default,hard-iron-off,JONSWAP,4.0,1
OU-III,adaptive,periodic,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.536589622,0.401180595,0.315011322,0.740342081,6.312819,4.71977139,3.70601559,9.74665356,2.15460348,14.6203852,0.282543272,0.182150096,2.11463261,2.38533092,25.9112587,94.9211121,0.689444482,4.38944435,-26.5609741,-30.0,3.43902588,24.5432358,23.1688957,19.4866676,76.1238937,4.38944435,76.1238937,0.0554922521,0.000106736115,4.49675846,1.10321951,16.5853748,9.12593937,0.200000003,5.0,1.49710143,3.43902588,2.38533092,default,hard-iron-off,JONSWAP,8.5,1
OU-III,adaptive,periodic,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.0130502572,0.012515042,0.011376109,0.0213623811,4.83342838,4.6352005,4.21337366,11.0408688,0.0499124601,22.7921219,0.306741089,0.128225073,1.9324609,10.6958618,10.6964092,0.0666666701,0.0,99.9333344,0.489685059,30.0,-29.5103149,29.7351093,4.83988523,0.0666666701,0.0,99.9333344,0.0666666701,0.0567022674,8.9781417e-05,1.5192982,0.0886807293,0.150114924,3.02446294,0.409234107,2.78987837,0.0310976487,29.5103149,10.6958618,default,hard-iron-off,PM-Stokes,0.27,1
OU-III,adaptive,periodic,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0732910037,0.0577538833,0.0603337735,0.111118168,4.88606691,3.85025883,4.02225161,8.30529404,0.385561794,15.6482754,0.159147769,0.153218776,2.0914917,4.46572065,20.5150852,85.2411118,0.409444451,14.3494444,-25.3648834,-30.0,4.63511658,23.1312332,21.1196041,39.9622231,45.6883354,14.3494444,45.6883354,0.0369362049,9.43531486e-05,2.32577109,0.438276649,1.16226304,4.63564825,0.261256695,4.0886488,0.298793554,4.63511658,4.46572065,default,hard-iron-off,PM-Stokes,1.5,1
OU-III,adaptive,periodic,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.222799987,0.176015973,0.15810512,0.324990273,5.56999969,4.40039921,3.9526279,8.03256321,1.04037023,15.1970053,0.192457408,0.14609842,2.03514314,-1.91740203,14.8011026,95.2616653,0.0255555566,4.71277809,27.4790649,30.0,-2.52093506,15.1737728,14.7942829,0.0255555566,95.2616653,4.71277809,95.2616653,0.0396811217,9.73213901e-05,3.67536664,0.908064008,7.7905612,7.32536983,0.200000003,5.0,0.999155521,2.52093506,1.91740203,default,hard-iron-off,PM-Stokes,4.0,1
OU-III,adaptive,periodic,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.532018423,0.376025051,0.314379722,0.723376155,6.25904036,4.42382383,3.69858479,9.60155582,2.16781425,14.5021524,0.31651637,0.192943275,2.12091041,3.55682349,25.5224361,95.6622238,0.51444447,3.8233335,-25.574173,-30.0,4.42582703,25.7317905,23.6288242,58.003891,38.1727791,3.8233335,58.003891,0.0611823834,0.000106032807,4.32255459,1.31836534,16.6542664,8.77819252,0.200000003,5.0,2.10747409,4.42582703,3.55682349,default,hard-iron-off,PM-Stokes,8.5,1
OU-III,adaptive,periodic,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.0129546188,0.0121812737,0.0113346474,0.0210874323,4.79800701,4.51158285,4.1980176,10.5391998,0.0534430593,21.208828,0.135490239,0.167515934,2.49295187,8.98715782,9.85558414,0.595000029,0.0,99.4049988,1.7958374,30.0,-28.2041626,29.3622913,10.1977644,0.595000029,0.0,99.4049988,0.595000029,0.036541678,0.000132341869,1.47067726,0.00826697797,0.150041148,2.93715763,0.222390324,3.33186746,0.0305005498,28.2041626,8.98715782,11,deployed,JONSWAP,0.27,1
OU-III,adaptive,periodic,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0782577991,0.0597023889,0.0575396977,0.114015236,5.21718645,3.98015904,3.8359797,8.60304642,0.390963972,14.717391,0.218161613,0.197303668,3.61061788,4.24357605,20.5188637,86.1633377,0.343333334,13.4933338,-24.4905701,-30.0,5.50942993,23.4677486,21.375658,69.4500046,17.0566673,13.4933338,69.4500046,0.0496525988,0.000130655375,2.5054481,0.399792641,1.31132138,4.98793602,0.232279181,3.84065056,0.257714212,5.50942993,4.24357605,11,deployed,JONSWAP,1.5,1
OU-III,adaptive,periodic,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.220129386,0.174547955,0.150769532,0.318834424,5.50323486,4.36369896,3.76923823,7.7290163,1.04307246,14.4543676,0.177578792,0.183094576,2.15191436,-0.0630188733,17.0078163,95.4566727,0.200555563,4.34277773,29.7319183,30.0,-0.268081665,17.2608547,16.5722752,87.3555603,8.30166721,4.34277773,87.3555603,0.0420310088,0.000128977103,3.93455815,0.839789629,8.88554573,7.8256917,0.200000003,5.0,0.859903038,0.268081665,0.0630188733,11,deployed,JONSWAP,4.0,1
OU-III,adaptive,periodic,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.546661139,0.348879129,0.30477795,0.716550529,6.43130732,4.10446024,3.58562279,9.43343544,2.15460348,14.1454306,0.15010348,0.21589987,3.4279263,3.68551493,27.5114746,94.4883347,1.02055562,4.49111128,-25.3866119,-30.0,4.61338806,25.5219269,23.8088989,2.08833337,93.4205551,4.49111128,93.4205551,0.0421759747,0.000146860853,4.49775219,1.10573339,16.6621819,9.12797356,0.200000003,5.0,1.49896431,4.61338806,3.68551493,11,deployed,JONSWAP,8.5,1
OU-III,adaptive,periodic,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.0128368232,0.0120604001,0.0112090008,0.0208777152,4.7543788,4.46681452,4.15148163,10.7903748,0.0499124601,22.4573193,0.132830486,0.174154028,2.61658716,13.355382,15.0593166,0.222222224,0.0,99.7777786,1.25912476,30.0,-28.7408752,29.6356964,9.21482563,0.222222224,0.0,99.7777786,0.222222224,0.0371462442,0.000133375652,1.44980741,0.00812242366,0.150003225,2.88772058,0.224173233,3.2565515,0.0309081208,28.7408752,13.355382,11,deployed,PM-Stokes,0.27,1
OU-III,adaptive,periodic,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0748903826,0.057475552,0.057165131,0.110362411,4.99269199,3.83170342,3.81100869,8.24880695,0.385561794,14.8264513,0.218906596,0.193736166,3.42003417,4.47268867,20.2530899,86.4850006,0.267222226,13.2477779,-24.8336792,-30.0,5.1663208,22.9630127,21.0725803,23.2066669,63.5455589,13.2477779,63.5455589,0.0492896922,0.000129915221,2.32540846,0.442170054,1.15515184,4.63510561,0.282510668,3.22539258,0.298228323,5.1663208,4.47268867,11,deployed,PM-Stokes,1.5,1
OU-III,adaptive,periodic,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.211525053,0.172731087,0.150617957,0.31187278,5.28812647,4.31827736,3.76544905,7.70834732,1.04037023,14.4773426,0.187736228,0.180974096,2.39179087,-0.43892169,15.4815931,95.7900009,0.0561111122,4.15388918,29.0825806,30.0,-0.917419434,15.3746443,15.1186495,0.0561111122,95.7900009,4.15388918,95.7900009,0.0428284593,0.000127230902,3.67226386,0.908161223,7.74205303,7.31703568,0.200000003,5.0,1.00055528,0.917419434,0.43892169,11,deployed,PM-Stokes,4.0,1
OU-III,adaptive,periodic,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.537771463,0.331854671,0.308204144,0.703075707,6.3267231,3.90417242,3.62593102,9.33210373,2.16781425,14.2172756,0.134834841,0.216143161,3.25355554,4.81705666,24.9423218,95.7861099,0.368888885,3.84500003,-24.6000671,-30.0,5.39993286,25.231535,22.9854603,57.8333359,38.3216667,3.84500003,57.8333359,0.0402341485,0.000147065133,4.32338572,1.32047701,16.7300014,8.78030491,0.200000003,5.0,2.10969687,5.39993286,4.81705666,11,deployed,PM-Stokes,8.5,1
OU-III,adaptive,periodic,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.0129425991,0.0122111049,0.0113354521,0.0210977364,4.79355526,4.52263117,4.19831562,10.5443497,0.0534430593,21.2103348,0.135521993,0.168804988,3.82075047,8.97532845,9.84929562,0.595000029,0.0,99.4049988,1.7460022,30.0,-28.2539978,29.3765965,10.055728,0.595000029,0.0,99.4049988,0.595000029,0.0367159061,0.00012291153,1.47067726,0.00826697797,0.150041148,2.93715763,0.222390324,3.33186746,0.0305005498,28.2539978,8.97532845,11,hard-iron-off,JONSWAP,0.27,1
OU-III,adaptive,periodic,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0783763006,0.0597403571,0.0575399064,0.114116587,5.22508669,3.98269033,3.83599353,8.61069298,0.390963972,14.7174444,0.216916233,0.197182655,3.91780591,4.1830349,20.5356274,86.2338943,0.344444454,13.4216671,-24.489563,-30.0,5.51043701,23.4623375,21.3675098,69.5244446,17.0538902,13.4216671,69.5244446,0.0494762659,0.000126923827,2.5054481,0.399792641,1.31132138,4.98793602,0.232279181,3.84065056,0.257714212,5.51043701,4.1830349,11,hard-iron-off,JONSWAP,1.5,1
OU-III,adaptive,periodic,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.216139615,0.18574141,0.150758296,0.322403908,5.40349054,4.64353514,3.76895738,7.81554604,1.04307246,14.4532909,0.180813223,0.18370989,3.86217546,-0.0425978936,17.0568256,95.7316666,0.208888888,4.05944443,29.7312012,30.0,-0.268798828,17.2422123,16.5534344,87.6122208,8.32833385,4.05944443,87.6122208,0.0424991474,0.000130579312,3.93455815,0.839789629,8.88554573,7.8256917,0.200000003,5.0,0.859903038,0.268798828,0.0425978936,11,hard-iron-off,JONSWAP,4.0,1
OU-III,adaptive,periodic,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.549335957,0.347662151,0.304756045,0.717993855,6.46277571,4.09014273,3.58536506,9.4524374,2.15460348,14.1444149,0.14659445,0.215276241,3.88198304,3.66186905,27.552803,94.4083328,1.02388895,4.56777811,-25.4102173,-30.0,4.58978271,25.537384,23.8191681,2.09055567,93.3416672,4.56777811,93.3416672,0.0416902564,0.000140416436,4.49775219,1.10573339,16.6621819,9.12797356,0.200000003,5.0,1.49896431,4.58978271,3.66186905,11,hard-iron-off,JONSWAP,8.5,1
OU-III,adaptive,periodic,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.0128259882,0.0120864958,0.0112096118,0.0208864734,4.75036573,4.47648001,4.15170813,10.7949018,0.0499124601,22.4585438,0.132787064,0.175494477,3.8319695,12.8122435,14.612258,0.235555559,0.0,99.7644501,1.20828247,30.0,-28.7917175,29.6485481,9.03532791,0.235555559,0.0,99.7644501,0.235555559,0.037322361,0.000122824335,1.44980741,0.00812242366,0.150003225,2.88772058,0.224173233,3.2565515,0.0309081208,28.7917175,12.8122435,11,hard-iron-off,PM-Stokes,0.27,1
OU-III,adaptive,periodic,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0750846937,0.0575181209,0.0571656041,0.110516749,5.00564623,3.83454132,3.81104016,8.2603426,0.385561794,14.8265734,0.217573583,0.193445474,3.91503215,4.450809,20.2791424,86.5177765,0.267222226,13.2150002,-24.8433838,-30.0,5.15661621,22.9342632,21.0588093,23.2077789,63.5772247,13.2150002,63.5772247,0.0490807332,0.00012674414,2.32540846,0.442170054,1.15515184,4.63510561,0.282510668,3.22539258,0.298228323,5.15661621,4.450809,11,hard-iron-off,PM-Stokes,1.5,1
OU-III,adaptive,periodic,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.208203644,0.182118788,0.150606111,0.31495747,5.205091,4.55296993,3.76515269,7.78458929,1.04037023,14.476203,0.191495687,0.181490317,3.86509514,-0.457907826,15.4778214,95.8172226,0.055555556,4.12722254,29.0676422,30.0,-0.932357788,15.3718243,15.1163282,0.055555556,95.8172226,4.12722254,95.8172226,0.0433654338,0.000130878441,3.67226386,0.908161223,7.74205303,7.31703568,0.200000003,5.0,1.00055528,0.932357788,0.457907826,11,hard-iron-off,PM-Stokes,4.0,1
OU-III,adaptive,periodic,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.542336822,0.328687787,0.308191001,0.705086231,6.38043308,3.86691499,3.62577653,9.35878944,2.16781425,14.21667,0.132398278,0.214629859,3.87650609,4.81962967,25.0070343,95.7816696,0.395555556,3.82277799,-24.6144104,-30.0,5.3855896,25.2577705,23.0057335,57.8488884,38.3283348,3.82277799,57.8488884,0.039730195,0.00014035037,4.32338572,1.32047701,16.7300014,8.78030491,0.200000003,5.0,2.10969687,5.3855896,4.81962967,11,hard-iron-off,PM-Stokes,8.5,1
OU-III,adaptive,periodic,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.0128844241,0.012121967,0.0109577952,0.020809222,4.7720089,4.48961735,4.05844259,10.4001541,0.0534430593,20.5036831,0.779420137,0.106224552,1.84570384,1.63476574,9.98499203,0.36500001,0.0,99.6350021,1.21170044,30.0,-28.7882996,29.4785633,7.99785805,0.36500001,0.0,99.6350021,0.36500001,0.134367958,0.000144700884,1.47080755,0.0139970873,0.150023773,2.93750596,0.247729704,3.03149557,0.0300200861,28.7882996,1.63476574,23,deployed,JONSWAP,0.27,1
OU-III,adaptive,periodic,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0754225478,0.0633987337,0.058343567,0.114507347,5.02816963,4.22658205,3.88957095,8.64017868,0.390963972,14.9230042,0.650876582,0.0843219161,2.24209833,1.2820605,20.1616211,88.1466675,0.227222234,11.626111,-27.9050751,-30.0,2.09492493,22.5831299,21.1511745,17.1727791,71.2011108,11.626111,71.2011108,0.111450396,0.000134518908,2.50286031,0.399538189,1.2926656,4.98305273,0.267523974,3.36190677,0.258111566,2.09492493,1.2820605,23,deployed,JONSWAP,1.5,1
OU-III,adaptive,periodic,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.228033751,0.161193922,0.154089734,0.318945944,5.70084381,4.0298481,3.85224342,7.73171997,1.04307246,14.7726784,0.701967001,0.101608172,0.721151292,-1.78591728,17.5206509,95.8055573,0.231111109,3.96333337,27.9831848,30.0,-2.01681519,17.6514931,16.8369255,87.6200027,8.41666698,3.96333337,87.6200027,0.120664231,0.000145262762,3.93860531,0.83940804,8.80210304,7.83556414,0.200000003,5.0,0.861908197,2.01681519,1.78591728,23,deployed,JONSWAP,4.0,1
OU-III,adaptive,periodic,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.506906092,0.409806043,0.305608481,0.71992451,5.96360111,4.82124758,3.5953939,9.47785473,2.15460348,14.1839781,0.757867694,0.101173669,2.35222363,1.03620815,27.2242794,94.0400009,1.05555558,4.90444469,-27.823822,-30.0,2.17617798,25.8872395,24.1566715,1.34500003,93.7505569,4.90444469,93.7505569,0.128026277,0.000153842178,4.49567604,1.10670877,16.6720219,9.12282467,0.200000003,5.0,1.4993006,2.17617798,1.03620815,23,deployed,JONSWAP,8.5,1
OU-III,adaptive,periodic,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.0128044691,0.0119993035,0.0108601032,0.0206368491,4.74239588,4.44418621,4.02226019,10.6658869,0.0499124601,21.7583008,0.784027934,0.102207549,1.85635674,16.8806114,16.8811626,0.118888892,0.0,99.8811111,0.897705078,30.0,-29.1022949,29.6784916,7.50437117,0.118888892,0.0,99.8811111,0.118888892,0.135067523,0.00014569523,1.45011091,0.109151892,0.150003225,2.88825297,0.352986932,2.83132195,0.0304298662,29.1022949,16.8806114,23,deployed,PM-Stokes,0.27,1
OU-III,adaptive,periodic,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0719395801,0.0609817132,0.0579338111,0.110681519,4.79597187,4.06544733,3.8622539,8.27265739,0.385561794,15.0258179,0.647669017,0.0884203315,2.26337671,0.703045845,19.7107506,87.382225,0.24333334,12.374445,-28.6596832,-30.0,1.34031677,22.1139565,20.9052315,23.2055569,64.4199982,12.374445,64.4199982,0.1109384,0.000133654146,2.32224655,0.444158763,1.14566112,4.6295414,0.283676863,3.10174775,0.299089879,1.34031677,0.703045845,23,deployed,PM-Stokes,1.5,1
