cutoff_hz,axis,distance_m,records,disp_3d_rms_m,installed_rms_mps2,residual_rms_mps2,disp_3d_ratio_to_baseline,residual_fraction
1.0,y-port,0.3,8,0.41061422073566906,0.07732643272780337,0.04649929679075803,1.0134017830212456,0.6013376687689721
2.0,y-port,0.3,8,0.40592136660762657,0.07732643272780337,0.025522298624347347,1.0018197517601357,0.33005917542049745
5.0,y-port,0.3,8,0.4048244182978319,0.07732643272780337,0.011389218482129274,0.9991124676065659,0.14728751967933706
10.0,y-port,0.3,8,0.40489231298939254,0.07732643272780337,0.013285396414860944,0.999280032678623,0.17180925003519615
15.0,y-port,0.3,8,0.4050503335401978,0.07732643272780337,0.021809425416577346,0.9996700296632699,0.28204359941636853
25.0,y-port,0.3,8,0.4055119915747484,0.07732643272780337,0.041621043118745836,1.0008094083105106,0.5382511729883621
50.0,y-port,0.3,8,0.4074951625819703,0.07732643272780337,0.08774681262358622,1.0057039027855292,1.1347583165056068
100.0,y-port,0.3,8,0.4153611061348798,0.07732643272780337,0.15158362500159772,1.0251171642341492,1.9603080040584175
