arm,record,seed,gate,disp_x_rms_m,disp_y_rms_m,disp_z_rms_m,disp_3d_rms_m,disp_z_pct_hs,tau_applied_s,sigma_applied_mps2
S1.10_rho1.00,pmstokes_H1.500,5,FAIL,0.149296552,0.220497534,0.0544018745,0.271787018,3.62679148,2.04234433,0.789860129
S1.10_rho1.00,pmstokes_H4.000,1,FAIL,0.589505196,0.464432597,0.159056097,0.767145932,3.97640252,3.28950691,1.12075531
S1.10_rho1.00,pmstokes_H4.000,2,FAIL,0.59985888,0.405895352,0.162727043,0.742335379,4.06817627,3.29101133,1.12501812
S1.10_rho1.00,pmstokes_H4.000,3,FAIL,0.558830142,0.337860972,0.151920497,0.670463264,3.7980125,3.29030442,1.12644529
S1.10_rho1.00,pmstokes_H4.000,4,FAIL,0.602167726,0.389247894,0.157971859,0.734217227,3.94929647,3.29041028,1.12562871
S1.10_rho1.00,pmstokes_H4.000,5,FAIL,0.595787048,0.422911942,0.14523761,0.744923234,3.6309402,3.29185557,1.1228081
S1.10_rho1.00,pmstokes_H8.500,1,FAIL,0.797189116,1.09328675,0.351547092,1.39798844,4.13584805,4.10336018,1.49631071
S1.10_rho1.00,pmstokes_H8.500,2,FAIL,0.800647616,0.95365113,0.323415607,1.28650093,3.80488944,4.10316706,1.49493265
S1.10_rho1.00,pmstokes_H8.500,3,FAIL,0.893868148,0.818587482,0.321716011,1.25402832,3.78489423,4.10334301,1.49580479
S1.10_rho1.00,pmstokes_H8.500,4,FAIL,0.827606142,0.961889446,0.341095507,1.31396699,4.01288843,4.10386848,1.48789072
S1.10_rho1.00,pmstokes_H8.500,5,FAIL,0.760809243,1.11138761,0.32095322,1.38456643,3.77592015,4.10165882,1.49417436
S1.20_rho1.00,jonswap_H0.270,1,FAIL,0.0461966097,0.0404802412,0.0119137615,0.0625676811,4.4125042,1.2979629,0.350295067
S1.20_rho1.00,jonswap_H0.270,2,FAIL,0.0444633029,0.0389217027,0.0136331385,0.0606444292,5.04931021,1.28338206,0.351863265
S1.20_rho1.00,jonswap_H0.270,3,FAIL,0.0421831608,0.0358203053,0.0119720465,0.0566201657,4.43409109,1.25628102,0.361482561
S1.20_rho1.00,jonswap_H0.270,4,FAIL,0.0448931605,0.0369727202,0.0124861123,0.0594834499,4.62448597,1.26532924,0.350922436
S1.20_rho1.00,jonswap_H0.270,5,FAIL,0.0459392369,0.0391825549,0.0117950067,0.0615207925,4.36852074,1.25790656,0.351809829
S1.20_rho1.00,jonswap_H1.500,1,FAIL,0.16081807,0.230536357,0.059188135,0.287250251,3.94587541,2.18100834,0.725054562
S1.20_rho1.00,jonswap_H1.500,2,FAIL,0.158040956,0.219092771,0.0664425045,0.278196305,4.4295001,2.18478942,0.726228893
S1.20_rho1.00,jonswap_H1.500,3,FAIL,0.172233388,0.185249731,0.0580475889,0.259521335,3.86983919,2.17850184,0.729579926
S1.20_rho1.00,jonswap_H1.500,4,FAIL,0.161954969,0.206712976,0.0606882013,0.269523144,4.04587984,2.18348646,0.705685496
S1.20_rho1.00,jonswap_H1.500,5,FAIL,0.151290372,0.233313784,0.056335967,0.283721417,3.75573111,2.1777575,0.720298052
S1.20_rho1.00,jonswap_H4.000,1,FAIL,0.625014424,0.464683622,0.155215546,0.79414463,3.88038874,3.58995557,1.12525678
S1.20_rho1.00,jonswap_H4.000,2,FAIL,0.635792255,0.448129565,0.168750986,0.795945227,4.2187748,3.59055161,1.12444961
S1.20_rho1.00,jonswap_H4.000,3,FAIL,0.6013304,0.375793099,0.152055517,0.725216925,3.80138803,3.58910298,1.12364471
S1.20_rho1.00,jonswap_H4.000,4,FAIL,0.644771159,0.417386323,0.16425167,0.785442412,4.10629177,3.59000444,1.1244036
S1.20_rho1.00,jonswap_H4.000,5,FAIL,0.633028626,0.459035218,0.152141795,0.796608865,3.80354476,3.58899474,1.12259674
S1.20_rho1.00,jonswap_H8.500,1,FAIL,0.856362581,1.1347276,0.340364546,1.46178377,4.00428867,4.22194338,1.42203033
S1.20_rho1.00,jonswap_H8.500,2,FAIL,0.868646264,0.992862463,0.341579676,1.36271751,4.01858425,4.22111464,1.4186244
S1.20_rho1.00,jonswap_H8.500,3,FAIL,0.988101244,0.862819493,0.337015182,1.35439312,3.96488452,4.22255135,1.41917109
S1.20_rho1.00,jonswap_H8.500,4,FAIL,0.921479464,1.03364789,0.350101322,1.42832887,4.11883879,4.22084951,1.41772294
S1.20_rho1.00,jonswap_H8.500,5,FAIL,0.836390555,1.1614747,0.322247446,1.46711147,3.79114628,4.22343445,1.41908598
S1.20_rho1.00,pmstokes_H0.270,1,FAIL,0.0450558439,0.039857734,0.0119324345,0.061327409,4.41942024,1.18999803,0.396762252
S1.20_rho1.00,pmstokes_H0.270,2,FAIL,0.0430521108,0.0385195203,0.0130242892,0.0592188314,4.82381058,1.17476964,0.395672619
S1.20_rho1.00,pmstokes_H0.270,3,FAIL,0.0408207327,0.0350456871,0.0117226951,0.0550631806,4.3417387,1.14895809,0.385178655
S1.20_rho1.00,pmstokes_H0.270,4,FAIL,0.0431919955,0.036710877,0.012356177,0.0580164827,4.57636166,1.1575098,0.397549897
S1.20_rho1.00,pmstokes_H0.270,5,FAIL,0.0445229337,0.0381102636,0.0117704011,0.0597764701,4.3594079,1.14930069,0.397038549
S1.20_rho1.00,pmstokes_H1.500,1,FAIL,0.156744465,0.222283393,0.0584936365,0.278209001,3.89957571,2.04409766,0.791518748
S1.20_rho1.00,pmstokes_H1.500,2,FAIL,0.152573258,0.204655394,0.0608234107,0.262415528,4.05489397,2.04525042,0.790892839
S1.20_rho1.00,pmstokes_H1.500,3,FAIL,0.165021211,0.17544657,0.0558370911,0.247247413,3.72247267,2.04276919,0.79007268
S1.20_rho1.00,pmstokes_H1.500,4,FAIL,0.156670779,0.196752623,0.0583226159,0.258183748,3.8881743,2.04334545,0.791733444
S1.20_rho1.00,pmstokes_H1.500,5,FAIL,0.1493496,0.2204891,0.0543905795,0.271807075,3.62603855,2.04234433,0.789860129
S1.20_rho1.00,pmstokes_H4.000,1,FAIL,0.589632154,0.464334667,0.158950895,0.767162442,3.97377229,3.28950691,1.12075531
S1.20_rho1.00,pmstokes_H4.000,2,FAIL,0.599888623,0.405904412,0.162648976,0.74234724,4.06622458,3.29101133,1.12501812
S1.20_rho1.00,pmstokes_H4.000,3,FAIL,0.558657408,0.337864608,0.151868388,0.670309305,3.79670978,3.29030442,1.12644529
S1.20_rho1.00,pmstokes_H4.000,4,FAIL,0.601992428,0.389288217,0.157822415,0.734062731,3.94556046,3.29041028,1.12562871
S1.20_rho1.00,pmstokes_H4.000,5,FAIL,0.595879018,0.422935367,0.145231202,0.745008886,3.63077998,3.29185557,1.1228081
S1.20_rho1.00,pmstokes_H8.500,1,FAIL,0.797987103,1.09328985,0.351429254,1.3984164,4.13446188,4.10336018,1.49631071
S1.20_rho1.00,pmstokes_H8.500,2,FAIL,0.801193655,0.953528881,0.323156536,1.28668523,3.8018415,4.10316706,1.49493265
S1.20_rho1.00,pmstokes_H8.500,3,FAIL,0.893328607,0.81843096,0.32165271,1.25352526,3.78414941,4.10334301,1.49580479
S1.20_rho1.00,pmstokes_H8.500,4,FAIL,0.827498496,0.961698592,0.340510815,1.31360781,4.00600958,4.10386848,1.48789072
S1.20_rho1.00,pmstokes_H8.500,5,FAIL,0.761328459,1.11134684,0.320962548,1.38482118,3.77602983,4.10165882,1.49417436
S1.50_rho1.00,jonswap_H0.270,1,FAIL,0.0461306423,0.0405319519,0.0119095324,0.0625516772,4.41093779,1.2979629,0.350295067
S1.50_rho1.00,jonswap_H0.270,2,FAIL,0.0443822704,0.0389577933,0.0136208804,0.0606054775,5.04477024,1.28338206,0.351863265
S1.50_rho1.00,jonswap_H0.270,3,FAIL,0.042137973,0.035859555,0.0119677437,0.0566104539,4.4324975,1.25628102,0.361482561
S1.50_rho1.00,jonswap_H0.270,4,FAIL,0.0448354334,0.0370148942,0.0124644376,0.0594615899,4.61645842,1.26532924,0.350922436
S1.50_rho1.00,jonswap_H0.270,5,FAIL,0.0458800159,0.0392300151,0.0117929596,0.0615064539,4.36776257,1.25790656,0.351809829
S1.50_rho1.00,jonswap_H1.500,1,FAIL,0.160425156,0.230770037,0.0590913817,0.287198246,3.93942523,2.18100834,0.725054562
S1.50_rho1.00,jonswap_H1.500,2,FAIL,0.157981426,0.21945411,0.0663838238,0.278433204,4.42558813,2.18478942,0.726228893
S1.50_rho1.00,jonswap_H1.500,3,FAIL,0.172686294,0.18559745,0.0579398908,0.260046154,3.86265922,2.17850184,0.729579926
S1.50_rho1.00,jonswap_H1.500,4,FAIL,0.162291259,0.207003593,0.0605634823,0.269920111,4.03756523,2.18348646,0.705685496
S1.50_rho1.00,jonswap_H1.500,5,FAIL,0.151068136,0.233789623,0.0562955737,0.283986568,3.75303817,2.1777575,0.720298052
S1.50_rho1.00,jonswap_H4.000,1,FAIL,0.63063997,0.467598647,0.154292271,0.800100803,3.85730672,3.58995557,1.12525678
S1.50_rho1.00,jonswap_H4.000,2,FAIL,0.64363277,0.4505063,0.168240756,0.803445101,4.20601892,3.59055161,1.12444961
S1.50_rho1.00,jonswap_H4.000,3,FAIL,0.614454806,0.376499295,0.151065573,0.736292899,3.77663922,3.58910298,1.12364471
S1.50_rho1.00,jonswap_H4.000,4,FAIL,0.655892015,0.419225931,0.163734183,0.795458078,4.0933547,3.59000444,1.1244036
S1.50_rho1.00,jonswap_H4.000,5,FAIL,0.638620973,0.461376816,0.152509004,0.802473843,3.81272507,3.58899474,1.12259674
S1.50_rho1.00,jonswap_H8.500,1,FAIL,0.902129292,1.14089859,0.336774111,1.49295139,3.96204829,4.22194338,1.42203033
S1.50_rho1.00,jonswap_H8.500,2,FAIL,0.927473724,1.00192428,0.34397614,1.40796995,4.0467782,4.22111464,1.4186244
S1.50_rho1.00,jonswap_H8.500,3,FAIL,1.0807147,0.872076929,0.340242893,1.42976499,4.00285769,4.22255135,1.41917109
S1.50_rho1.00,jonswap_H8.500,4,FAIL,1.00143945,1.04082894,0.354538947,1.48724711,4.17104626,4.22084951,1.41772294
S1.50_rho1.00,jonswap_H8.500,5,FAIL,0.877766907,1.17003751,0.326058507,1.49859154,3.83598232,4.22343445,1.41908598
S1.50_rho1.00,pmstokes_H0.270,1,FAIL,0.0450112745,0.0398770645,0.0119283143,0.0613064431,4.41789389,1.18999803,0.396762252
S1.50_rho1.00,pmstokes_H0.270,2,FAIL,0.0429793335,0.0385471806,0.0130345542,0.0591862127,4.8276124,1.17476964,0.395672619
S1.50_rho1.00,pmstokes_H0.270,3,FAIL,0.0407752804,0.0350701064,0.0117191421,0.0550442934,4.34042311,1.14895809,0.385178655
S1.50_rho1.00,pmstokes_H0.270,4,FAIL,0.0431171954,0.0367358588,0.0123462416,0.0579745248,4.5726819,1.1575098,0.397549897
S1.50_rho1.00,pmstokes_H0.270,5,FAIL,0.0444635376,0.0381374322,0.0117570423,0.0597469509,4.35445976,1.14930069,0.397038549
S1.50_rho1.00,pmstokes_H1.500,1,FAIL,0.156879827,0.2223465,0.0584732145,0.278331399,3.8982141,2.04409766,0.791518748
S1.50_rho1.00,pmstokes_H1.500,2,FAIL,0.152712435,0.204628974,0.0608102717,0.262472838,4.05401802,2.04525042,0.790892839
S1.50_rho1.00,pmstokes_H1.500,3,FAIL,0.165006891,0.175374702,0.055771824,0.247172117,3.71812153,2.04276919,0.79007268
S1.50_rho1.00,pmstokes_H1.500,4,FAIL,0.156691998,0.196726725,0.0582446568,0.25815931,3.88297701,2.04334545,0.791733444
S1.50_rho1.00,pmstokes_H1.500,5,FAIL,0.149463609,0.220477015,0.0543755628,0.271856934,3.62503743,2.04234433,0.789860129
S1.50_rho1.00,pmstokes_H4.000,1,FAIL,0.589971244,0.464138418,0.158765242,0.767265916,3.96913099,3.28950691,1.12075531
S1.50_rho1.00,pmstokes_H4.000,2,FAIL,0.600032985,0.405887425,0.16252543,0.742427588,4.06313562,3.29101133,1.12501812
S1.50_rho1.00,pmstokes_H4.000,3,FAIL,0.55839783,0.337842584,0.151792005,0.670064569,3.79480004,3.29030442,1.12644529
S1.50_rho1.00,pmstokes_H4.000,4,FAIL,0.601735771,0.389352351,0.157560721,0.733830094,3.93901801,3.29041028,1.12562871
S1.50_rho1.00,pmstokes_H4.000,5,FAIL,0.596118152,0.422970623,0.145239979,0.745221913,3.63099957,3.29185557,1.1228081
S1.50_rho1.00,pmstokes_H8.500,1,FAIL,0.799738407,1.09332323,0.351213813,1.39938855,4.13192701,4.10336018,1.49631071
S1.50_rho1.00,pmstokes_H8.500,2,FAIL,0.802537978,0.953287303,0.322692573,1.28722739,3.79638314,4.10316706,1.49493265
S1.50_rho1.00,pmstokes_H8.500,3,FAIL,0.892531931,0.818123639,0.321588337,1.25274038,3.78339219,4.10334301,1.49580479
S1.50_rho1.00,pmstokes_H8.500,4,FAIL,0.82760036,0.961335361,0.339443237,1.31312978,3.99344969,4.10386848,1.48789072
S1.50_rho1.00,pmstokes_H8.500,5,FAIL,0.762506068,1.11133063,0.321002096,1.38546515,3.77649522,4.10165882,1.49417436
S1.87_rho1.00,jonswap_H0.270,1,FAIL,0.0460912921,0.0405668393,0.0119074462,0.0625448823,4.41016531,1.2979629,0.350295067
S1.87_rho1.00,jonswap_H0.270,2,FAIL,0.04433522,0.0389800221,0.0136138247,0.0605837442,5.04215717,1.28338206,0.351863265
S1.87_rho1.00,jonswap_H0.270,3,FAIL,0.0421108864,0.0358848386,0.0119660199,0.0566059537,4.43185902,1.25628102,0.361482561
S1.87_rho1.00,jonswap_H0.270,4,FAIL,0.0448007658,0.0370417647,0.0124513153,0.0594494417,4.61159801,1.26532924,0.350922436
S1.87_rho1.00,jonswap_H0.270,5,FAIL,0.0458453745,0.0392597429,0.0117925508,0.06149951,4.36761141,1.25790656,0.351809829
S1.87_rho1.00,jonswap_H1.500,1,FAIL,0.160268068,0.230937958,0.0590354502,0.287234008,3.9356966,2.18100834,0.725054562
S1.87_rho1.00,jonswap_H1.500,2,FAIL,0.158059657,0.219698638,0.0663536489,0.278663158,4.42357635,2.18478942,0.726228893
S1.87_rho1.00,jonswap_H1.500,3,FAIL,0.173110962,0.185825959,0.0578801967,0.26047805,3.85867953,2.17850184,0.729579926
S1.87_rho1.00,jonswap_H1.500,4,FAIL,0.162623331,0.207196847,0.0604906306,0.270251721,4.03270864,2.18348646,0.705685496
S1.87_rho1.00,jonswap_H1.500,5,FAIL,0.151012301,0.234124079,0.0562772863,0.284228653,3.7518189,2.1777575,0.720298052
S1.87_rho1.00,jonswap_H4.000,1,FAIL,0.636657596,0.46952942,0.153872579,0.805895507,3.84681439,3.58995557,1.12525678
S1.87_rho1.00,jonswap_H4.000,2,FAIL,0.651431501,0.45203343,0.168082893,0.810523987,4.20207214,3.59055161,1.12444961
S1.87_rho1.00,jonswap_H4.000,3,FAIL,0.625187635,0.376999736,0.150585428,0.745428979,3.7646358,3.58910298,1.12364471
S1.87_rho1.00,jonswap_H4.000,4,FAIL,0.665612221,0.42042169,0.16356805,0.804082394,4.08920145,3.59000444,1.1244036
S1.87_rho1.00,jonswap_H4.000,5,FAIL,0.644617319,0.462956727,0.152943626,0.808240116,3.82359076,3.58899474,1.12259674
S1.87_rho1.00,jonswap_H8.500,1,FAIL,0.947959244,1.14518702,0.33522591,1.52396083,3.94383407,4.22194338,1.42203033
S1.87_rho1.00,jonswap_H8.500,2,FAIL,0.984110951,1.00803256,0.346346498,1.45071018,4.07466459,4.22111464,1.4186244
S1.87_rho1.00,jonswap_H8.500,3,FAIL,1.15589464,0.878387511,0.343398333,1.4918375,4.03998041,4.22255135,1.41917109
S1.87_rho1.00,jonswap_H8.500,4,FAIL,1.06893885,1.04562783,0.358132273,1.53760421,4.21332073,4.22084951,1.41772294
S1.87_rho1.00,jonswap_H8.500,5,FAIL,0.920371413,1.17596686,0.329299599,1.52918935,3.87411284,4.22343445,1.41908598
S1.87_rho1.00,pmstokes_H0.270,1,FAIL,0.0449856408,0.0398896374,0.0119267758,0.0612955056,4.41732407,1.18999803,0.396762252
S1.87_rho1.00,pmstokes_H0.270,2,FAIL,0.0429369956,0.0385635905,0.0130423587,0.0591678917,4.83050299,1.17476964,0.395672619
S1.87_rho1.00,pmstokes_H0.270,3,FAIL,0.0407490954,0.0350851491,0.0117178708,0.0550342165,4.33995199,1.14895809,0.385178655
S1.87_rho1.00,pmstokes_H0.270,4,FAIL,0.0430716798,0.0367505737,0.0123410067,0.0579488985,4.57074308,1.1575098,0.397549897
S1.87_rho1.00,pmstokes_H0.270,5,FAIL,0.044429224,0.0381546393,0.0117492536,0.0597308762,4.35157537,1.14930069,0.397038549
S1.87_rho1.00,pmstokes_H1.500,1,FAIL,0.156981215,0.222389191,0.0584642142,0.278420776,3.89761424,2.04409766,0.791518748
S1.87_rho1.00,pmstokes_H1.500,2,FAIL,0.152828693,0.204605237,0.0608073957,0.262521327,4.05382633,2.04525042,0.790892839
S1.87_rho1.00,pmstokes_H1.500,3,FAIL,0.16501978,0.175320968,0.0557346866,0.247134224,3.71564555,2.04276919,0.79007268
S1.87_rho1.00,pmstokes_H1.500,4,FAIL,0.156728745,0.19670932,0.0581996366,0.258158177,3.87997556,2.04334545,0.791733444
S1.87_rho1.00,pmstokes_H1.500,5,FAIL,0.149553493,0.220474988,0.054370895,0.271903783,3.6247263,2.04234433,0.789860129
S1.87_rho1.00,pmstokes_H4.000,1,FAIL,0.590284169,0.463966876,0.158661678,0.76738143,3.96654201,3.28950691,1.12075531
S1.87_rho1.00,pmstokes_H4.000,2,FAIL,0.600219786,0.405835152,0.162466303,0.742537022,4.06165743,3.29101133,1.12501812
S1.87_rho1.00,pmstokes_H4.000,3,FAIL,0.558314145,0.337797314,0.151762858,0.669965446,3.79407144,3.29030442,1.12644529
S1.87_rho1.00,pmstokes_H4.000,4,FAIL,0.601668239,0.389358044,0.157408774,0.733745098,3.93521929,3.29041028,1.12562871
S1.87_rho1.00,pmstokes_H4.000,5,FAIL,0.596346498,0.422978669,0.145262286,0.745413482,3.63155723,3.29185557,1.1228081
S1.87_rho1.00,pmstokes_H8.500,1,FAIL,0.801077724,1.09334445,0.351096362,1.40014148,4.13054514,4.10336018,1.49631071
S1.87_rho1.00,pmstokes_H8.500,2,FAIL,0.803670943,0.953184009,0.322431266,1.28779221,3.79330897,4.10316706,1.49493265
S1.87_rho1.00,pmstokes_H8.500,3,FAIL,0.89219147,0.8179304,0.321570307,1.25236702,3.78318,4.10334301,1.49580479
S1.87_rho1.00,pmstokes_H8.500,4,FAIL,0.827939689,0.961096764,0.338769674,1.31299508,3.98552561,4.10386848,1.48789072
S1.87_rho1.00,pmstokes_H8.500,5,FAIL,0.76343739,1.1113807,0.321049571,1.38602901,3.77705359,4.10165882,1.49417436
