family,tuning_mode,aw_cov_sync,input,window_s,samples,disp_x_rms_m,disp_y_rms_m,disp_z_rms_m,disp_3d_rms_m,disp_x_pct_hs,disp_y_pct_hs,disp_z_pct_hs,disp_3d_pct_refmax,disp_z_ref_rms_m,disp_z_pct_refrms,roll_rms_deg,pitch_rms_deg,yaw_rms_deg,dir_travel_error_deg,dir_travel_rmse_deg,dir_travel_correct_pct,dir_travel_wrong_pct,dir_travel_unresolved_pct,dir_axis_mean_deg,dir_axis_truth_deg,dir_axis_error_deg,dir_axis_rmse_deg,dir_axis_circ_std_deg,dir_sense_forward_pct,dir_sense_reverse_pct,dir_sense_uncertain_pct,dir_sense_dominant_pct,accel_bias_3d_rms_mps2,gyro_bias_3d_rms_radps,tau_applied_s,sigma_applied_mps2,tuning_applied,wave_period_s,frequency_hz,period_s,accel_variance_m2ps4,dir_axis_abs_error_deg,dir_travel_abs_error_deg,hs_m,rpm,arm,regression_exit_code
OU-II,adaptive,periodic,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.288734019,0.177357703,0.244675785,0.417958528,7.21835041,4.43394279,6.11689472,10.3303967,1.04037023,23.5181465,0.258345127,0.569826365,2.51793003,-10.0312614,22.3862038,85.7055588,0.910000026,13.3844452,19.2764435,30.0,-10.7235565,16.1000881,11.9424648,85.7055588,0.910000026,13.3844452,85.7055588,0.109336033,0.000128446452,3.6760397,0.858587861,11.6023273,7.32736015,0.200000003,5.0,0.999902189,10.7235565,10.0312614,4.0,2400,guard-only,1
OU-II,adaptive,periodic,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.288734019,0.177357703,0.244675785,0.417958528,7.21835041,4.43394279,6.11689472,10.3303967,1.04037023,23.5181465,0.258345127,0.569826365,2.51793003,-4.11323929,16.2367573,94.0388947,0.215000004,5.74611139,25.0032501,30.0,-4.99674988,15.521801,14.4654055,0.215000004,94.0388947,5.74611139,94.0388947,0.109336033,0.000128446452,3.6760397,0.858587861,11.6023273,7.32736015,0.200000003,5.0,0.999902189,4.99674988,4.11323929,4.0,2400,guard-and-rao,1
OU-II,adaptive,periodic,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.634045362,0.432337999,0.515755594,0.924626112,7.45935726,5.08632946,6.06771278,12.2727976,2.16781425,23.791502,0.483354598,0.265708327,0.508698463,11.9090214,27.3394279,90.0294495,1.44444454,8.5261116,-18.1312714,-30.0,11.8687286,23.4295845,18.996933,90.0294495,1.44444454,8.5261116,90.0294495,0.092016615,0.000129493666,4.32140875,1.24531209,23.2556725,8.77819252,0.200000003,5.0,2.10747409,11.8687286,11.9090214,8.5,0,unconditioned,1
OU-II,adaptive,periodic,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.634045362,0.432337999,0.515755594,0.924626112,7.45935726,5.08632946,6.06771278,12.2727976,2.16781425,23.791502,0.483354598,0.265708327,0.508698463,11.9090214,27.3394279,90.0294495,1.44444454,8.5261116,-18.1312714,-30.0,11.8687286,23.4295845,18.996933,90.0294495,1.44444454,8.5261116,90.0294495,0.092016615,0.000129493666,4.32140875,1.24531209,23.2556725,8.77819252,0.200000003,5.0,2.10747409,11.8687286,11.9090214,8.5,0,guard-only,1
OU-II,adaptive,periodic,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.634045362,0.432337999,0.515755594,0.924626112,7.45935726,5.08632946,6.06771278,12.2727976,2.16781425,23.791502,0.483354598,0.265708327,0.508698463,2.28904867,24.8744545,96.4533386,0.343333334,3.20333338,-26.7926788,-30.0,3.20732117,24.9606323,23.2055206,66.2383347,30.5583344,3.20333338,66.2383347,0.092016615,0.000129493666,4.32140875,1.24531209,23.2556725,8.77819252,0.200000003,5.0,2.10747409,3.20732117,2.28904867,8.5,0,guard-and-rao,1
OU-II,adaptive,periodic,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,16.7222595,17.5777264,5.38747835,24.8522701,196.732468,206.796783,63.3820953,329.870514,2.16781425,248.521225,5.08731985,6.20365191,104.24678,58.1598129,69.8016129,13.2694445,2.21777773,84.5127792,34.7454376,-30.0,64.7454376,65.5370026,16.3433838,13.7411118,1.74611115,84.5127792,13.7411118,0.511205971,0.152978048,4.32147217,1.2458744,23.2668571,8.77802563,0.200000003,5.0,2.10778809,64.7454376,58.1598129,8.5,2400,unconditioned,1
OU-II,adaptive,periodic,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.693644583,0.449527413,0.513322949,0.972994447,8.16052437,5.28855753,6.03909349,12.9148035,2.16781425,23.679287,0.561301649,0.393402308,1.51108301,11.9300737,24.0249157,87.2227783,0.711111128,12.0661116,-17.0187378,-30.0,12.9812622,23.9293365,18.7525902,68.4850006,19.4488888,12.0661116,68.4850006,0.112394124,0.000138857722,4.3219676,1.24646592,23.2832394,8.7790699,0.200000003,5.0,2.1107955,12.9812622,11.9300737,8.5,2400,guard-only,1
OU-II,adaptive,periodic,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.693644583,0.449527413,0.513322949,0.972994447,8.16052437,5.28855753,6.03909349,12.9148035,2.16781425,23.679287,0.561301649,0.393402308,1.51108301,2.26210761,24.8722477,94.7488937,0.451111108,4.80000019,-26.0916901,-30.0,3.90830994,24.4497757,22.9488049,0.577777803,94.6222229,4.80000019,94.6222229,0.112394124,0.000138857722,4.3219676,1.24646592,23.2832394,8.7790699,0.200000003,5.0,2.1107955,3.90830994,2.26210761,8.5,2400,guard-and-rao,1
OU-III,adaptive,periodic,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.0131720258,0.0126199862,0.0114728706,0.0215497818,4.87852812,4.67406893,4.24921131,10.7702761,0.0534430593,21.4674644,0.305561543,0.128166333,0.478182137,-9.76930809,23.5910797,8.68500042,0.12166667,91.1933365,2.96463013,30.0,-27.0353699,27.9892292,8.20647526,8.68500042,0.12166667,91.1933365,8.68500042,0.0565022044,0.000103738268,1.53016257,0.00927246734,0.150355458,3.05647588,0.235941797,3.10486245,0.0307989549,27.0353699,9.76930809,0.27,0,unconditioned,0
OU-III,adaptive,periodic,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.0131720258,0.0126199862,0.0114728706,0.0215497818,4.87852812,4.67406893,4.24921131,10.7702761,0.0534430593,21.4674644,0.305561543,0.128166333,0.478182137,-9.76930809,23.5910797,8.68500042,0.12166667,91.1933365,2.96463013,30.0,-27.0353699,27.9892292,8.20647526,8.68500042,0.12166667,91.1933365,8.68500042,0.0565022044,0.000103738268,1.53016257,0.00927246734,0.150355458,3.05647588,0.235941797,3.10486245,0.0307989549,27.0353699,9.76930809,0.27,0,guard-only,0
OU-III,adaptive,periodic,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.0131720258,0.0126199862,0.0114728706,0.0215497818,4.87852812,4.67406893,4.24921131,10.7702761,0.0534430593,21.4674644,0.305561543,0.128166333,0.478182137,1.98862362,6.35477018,0.290555567,0.0,99.7094498,0.806625366,30.0,-29.1933746,29.5538807,5.83423662,0.290555567,0.0,99.7094498,0.290555567,0.0565022044,0.000103738268,1.53016257,0.00927246734,0.150355458,3.05647588,0.235941797,3.10486245,0.0307989549,29.1933746,1.98862362,0.27,0,guard-and-rao,0
OU-III,adaptive,periodic,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.733112752,0.732408166,0.138890728,1.04554617,271.523224,271.262268,51.4410095,522.549194,0.0534430593,259.885437,3.74336743,0.586117804,104.181252,nan,nan,0.0,0.0,100.0,85.2034607,30.0,55.2034607,55.3786545,4.27635193,0.0,0.0,100.0,0.0,0.375585645,0.370805442,1.52710068,0.081485115,0.150558084,3.04960608,0.346258581,2.81441307,0.0310668964,55.2034607,nan,0.27,2400,unconditioned,1
OU-III,adaptive,periodic,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.0112911044,0.00981505308,0.0131079331,0.0198907573,4.18189049,3.63520479,4.85478973,9.94111919,0.0534430593,24.5269127,0.213932276,0.708252072,4.84024239,133.852737,113.824959,5.65444469,7.312778,87.0327835,1.56871033,30.0,-28.4312897,28.5972252,3.14508033,7.312778,5.65444469,87.0327835,7.312778,0.12608166,0.000158177078,1.52895629,0.026726095,0.150435135,3.05333757,0.286309987,2.86696744,0.0308889821,28.4312897,133.852737,0.27,2400,guard-only,1
OU-III,adaptive,periodic,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.0112911044,0.00981505308,0.0131079331,0.0198907573,4.18189049,3.63520479,4.85478973,9.94111919,0.0534430593,24.5269127,0.213932276,0.708252072,4.84024239,-23.2162323,23.7090149,0.450000018,0.0,99.5500031,0.939025879,30.0,-29.0609741,29.2403126,3.04238939,0.0,0.450000018,99.5500031,0.450000018,0.12608166,0.000158177078,1.52895629,0.026726095,0.150435135,3.05333757,0.286309987,2.86696744,0.0308889821,29.0609741,23.2162323,0.27,2400,guard-and-rao,1
OU-III,adaptive,periodic,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0761284456,0.0625630096,0.0614832006,0.116145834,5.07522964,4.17086697,4.09887981,8.76381111,0.390963972,15.7260532,0.159629852,0.151941597,0.54687947,13.802597,22.326252,91.2988892,0.416666687,8.28444481,-15.5055084,-30.0,14.4944916,21.3389301,14.6375542,0.416666687,91.2988892,8.28444481,91.2988892,0.0369522199,0.000110255271,2.50614047,0.395435423,1.33645236,4.98906136,0.310105383,4.34818649,0.257832944,14.4944916,13.802597,1.5,0,unconditioned,0
OU-III,adaptive,periodic,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0761284456,0.0625630096,0.0614832006,0.116145834,5.07522964,4.17086697,4.09887981,8.76381111,0.390963972,15.7260532,0.159629852,0.151941597,0.54687947,13.802597,22.326252,91.2988892,0.416666687,8.28444481,-15.5055084,-30.0,14.4944916,21.3389301,14.6375542,0.416666687,91.2988892,8.28444481,91.2988892,0.0369522199,0.000110255271,2.50614047,0.395435423,1.33645236,4.98906136,0.310105383,4.34818649,0.257832944,14.4944916,13.802597,1.5,0,guard-only,0
OU-III,adaptive,periodic,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0761284456,0.0625630096,0.0614832006,0.116145834,5.07522964,4.17086697,4.09887981,8.76381111,0.390963972,15.7260532,0.159629852,0.151941597,0.54687947,3.40624118,20.4743996,87.8422241,0.206666678,11.9511118,-25.5000916,-30.0,4.49990845,23.3647785,21.5272007,70.3305588,17.7183342,11.9511118,70.3305588,0.0369522199,0.000110255271,2.50614047,0.395435423,1.33645236,4.98906136,0.310105383,4.34818649,0.257832944,4.49990845,3.40624118,1.5,0,guard-and-rao,0
OU-III,adaptive,periodic,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,5.41592693,5.39003658,1.21011317,7.73622227,361.061768,359.335754,80.6742096,583.738464,0.390963972,309.520386,6.15424347,1.39419937,103.614594,133.565536,104.659363,0.405555576,0.699444473,98.8950043,81.3293457,-30.0,-68.6706543,69.1929626,9.52983761,0.405555576,0.699444473,98.8950043,0.699444473,0.382987767,0.298293382,2.50579286,0.400904387,1.34924698,4.98846674,0.309775889,4.3280673,0.258056104,68.6706543,133.565536,1.5,2400,unconditioned,1
OU-III,adaptive,periodic,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0742172673,0.0644497797,0.0688070655,0.119984955,4.9478178,4.29665184,4.5871377,9.05349255,0.390963972,17.5993366,0.153874382,0.852168739,5.75858545,16.889801,29.7735386,63.4577789,1.33833337,35.2038879,-10.6273499,-30.0,19.3726501,22.9559479,11.5501356,1.33833337,63.4577789,35.2038879,63.4577789,0.148424506,0.000174839399,2.50682092,0.39815864,1.34672093,4.98975801,0.307812005,4.320961,0.257863283,19.3726501,16.889801,1.5,2400,guard-only,1
OU-III,adaptive,periodic,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0742172673,0.0644497797,0.0688070655,0.119984955,4.9478178,4.29665184,4.5871377,9.05349255,0.390963972,17.5993366,0.153874382,0.852168739,5.75858545,12.9028997,28.1107674,77.6977768,1.29444444,21.0077782,-13.4443512,-30.0,16.5556488,24.0717545,16.4276257,55.7872238,23.2049999,21.0077782,55.7872238,0.148424506,0.000174839399,2.50682092,0.39815864,1.34672093,4.98975801,0.307812005,4.320961,0.257863283,16.5556488,12.9028997,1.5,2400,guard-and-rao,1
OU-III,adaptive,periodic,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.238528028,0.171933338,0.160607576,0.335039526,5.96320057,4.29833364,4.01518917,8.12185192,1.04307246,15.3975468,0.217866376,0.146172121,0.813264906,-8.27920818,15.0425959,95.2872238,0.0361111127,4.67666674,21.3785706,30.0,-8.62142944,15.7172947,12.9254847,0.0361111127,95.2872238,4.67666674,95.2872238,0.0434728861,0.00012914605,3.93718505,0.840440214,8.9607029,7.83341837,0.200000003,5.0,0.859677911,8.62142944,8.27920818,4.0,0,unconditioned,0
OU-III,adaptive,periodic,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.238528028,0.171933338,0.160607576,0.335039526,5.96320057,4.29833364,4.01518917,8.12185192,1.04307246,15.3975468,0.217866376,0.146172121,0.813264906,-8.27920818,15.0425959,95.2872238,0.0361111127,4.67666674,21.3785706,30.0,-8.62142944,15.7172947,12.9254847,0.0361111127,95.2872238,4.67666674,95.2872238,0.0434728861,0.00012914605,3.93718505,0.840440214,8.9607029,7.83341837,0.200000003,5.0,0.859677911,8.62142944,8.27920818,4.0,0,guard-only,0
OU-III,adaptive,periodic,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.238528028,0.171933338,0.160607576,0.335039526,5.96320057,4.29833364,4.01518917,8.12185192,1.04307246,15.3975468,0.217866376,0.146172121,0.813264906,-1.23640001,17.5367508,95.2066727,0.24611111,4.54722214,28.3346405,30.0,-1.6653595,17.592083,16.7953701,8.40277767,87.0500031,4.54722214,87.0500031,0.0434728861,0.00012914605,3.93718505,0.840440214,8.9607029,7.83341837,0.200000003,5.0,0.859677911,1.6653595,1.23640001,4.0,0,guard-and-rao,0
OU-III,adaptive,periodic,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,14.5534945,13.5706778,5.68188906,20.6942348,363.837372,339.266937,142.047226,501.658783,1.04307246,544.726196,9.92246628,2.32442379,103.700958,52.5469093,57.5926971,3.58388901,0.143888891,96.2722244,82.690918,30.0,52.690918,53.2969284,8.35329914,0.143888891,3.58388901,96.2722244,3.58388901,0.383664727,0.318432331,3.93705177,0.841528714,8.970191,7.83277178,0.200000003,5.0,0.860014021,52.690918,52.5469093,4.0,2400,unconditioned,1
OU-III,adaptive,periodic,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.263327271,0.1644665,0.176459357,0.357111156,6.58318186,4.11166239,4.41148376,8.65690136,1.04307246,16.9172668,0.176127329,0.733357012,6.14903116,-9.55908203,22.5843849,77.7644501,0.924444437,21.3111115,19.1659241,30.0,-10.8340759,17.3930683,13.4573927,77.7644501,0.924444437,21.3111115,77.7644501,0.130591944,0.0001852204,3.93753743,0.841020346,8.96336842,7.83585787,0.200000003,5.0,0.860237896,10.8340759,9.55908203,4.0,2400,guard-only,1
OU-III,adaptive,periodic,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.263327271,0.1644665,0.176459357,0.357111156,6.58318186,4.11166239,4.41148376,8.65690136,1.04307246,16.9172668,0.176127329,0.733357012,6.14903116,-5.20731878,20.3053474,91.3261108,0.680000007,7.99388885,23.1855621,30.0,-6.81443787,18.1402512,16.289072,0.680000007,91.3261108,7.99388885,91.3261108,0.130591944,0.0001852204,3.93753743,0.841020346,8.96336842,7.83585787,0.200000003,5.0,0.860237896,6.81443787,5.20731878,4.0,2400,guard-and-rao,1
OU-III,adaptive,periodic,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.525741458,0.414212942,0.315008491,0.739734292,6.18519354,4.87309313,3.70598221,9.73865128,2.15460348,14.6202536,0.278757036,0.184777528,0.525072992,10.1634827,26.2907658,91.6833344,1.09777784,7.21888924,-19.7087402,-30.0,10.2912598,21.5511951,18.719944,91.6833344,1.09777784,7.21888924,91.6833344,0.0552489385,0.000126301544,4.49675846,1.10321951,16.5853748,9.12593937,0.200000003,5.0,1.49710143,10.2912598,10.1634827,8.5,0,unconditioned,1
OU-III,adaptive,periodic,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.525741458,0.414212942,0.315008491,0.739734292,6.18519354,4.87309313,3.70598221,9.73865128,2.15460348,14.6202536,0.278757036,0.184777528,0.525072992,10.1634827,26.2907658,91.6833344,1.09777784,7.21888924,-19.7087402,-30.0,10.2912598,21.5511951,18.719944,91.6833344,1.09777784,7.21888924,91.6833344,0.0552489385,0.000126301544,4.49675846,1.10321951,16.5853748,9.12593937,0.200000003,5.0,1.49710143,10.2912598,10.1634827,8.5,0,guard-only,1
OU-III,adaptive,periodic,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.525741458,0.414212942,0.315008491,0.739734292,6.18519354,4.87309313,3.70598221,9.73865128,2.15460348,14.6202536,0.278757036,0.184777528,0.525072992,2.43508887,25.828928,94.9100037,0.694444478,4.3955555,-26.5443268,-30.0,3.45567322,24.4166279,23.0558643,19.4483337,76.1561127,4.3955555,76.1561127,0.0552489385,0.000126301544,4.49675846,1.10321951,16.5853748,9.12593937,0.200000003,5.0,1.49710143,3.45567322,2.43508887,8.5,0,guard-and-rao,1
OU-III,adaptive,periodic,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,31.0665112,30.2940769,13.0151119,45.3017921,365.488373,356.400909,153.118958,596.401123,2.15460348,604.060669,11.4580135,2.62722182,104.277283,86.8297577,97.148819,2.33666682,2.73277783,94.9305573,87.778717,-30.0,-62.221283,62.6131783,20.8645134,2.01055551,3.05888891,94.9305573,3.05888891,0.378319681,0.26284954,4.49681997,1.10206211,16.585535,9.12580013,0.200000003,5.0,1.49736512,62.221283,86.8297577,8.5,2400,unconditioned,1
OU-III,adaptive,periodic,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.569492757,0.491337687,0.341965288,0.826241493,6.69991446,5.78044319,4.02312088,10.8775244,2.15460348,15.8713799,0.27532962,0.638614714,4.70927334,10.5811348,29.1184063,82.2200012,1.48388898,16.2961121,-18.5256348,-30.0,11.4743652,24.4014359,20.2135868,34.8538895,48.8500023,16.2961121,48.8500023,0.118742935,0.000198905444,4.4969883,1.10165107,16.5767879,9.12624168,0.200000003,5.0,1.49903929,11.4743652,10.5811348,8.5,2400,guard-only,1
OU-III,adaptive,periodic,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.569492757,0.491337687,0.341965288,0.826241493,6.69991446,5.78044319,4.02312088,10.8775244,2.15460348,15.8713799,0.27532962,0.638614714,4.70927334,3.8737576,27.111763,94.6983337,1.02388895,4.27777767,-24.661438,-30.0,5.33856201,25.1081047,23.3174839,87.8594437,7.86277819,4.27777767,87.8594437,0.118742935,0.000198905444,4.4969883,1.10165107,16.5767879,9.12624168,0.200000003,5.0,1.49903929,5.33856201,3.8737576,8.5,2400,guard-and-rao,1
OU-III,adaptive,periodic,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.0130563304,0.0125049632,0.0113742882,0.0213592201,4.83567762,4.63146782,4.21269941,11.0392351,0.0499124601,22.788475,0.311392635,0.127208427,0.6447348,-6.61763525,36.1526871,5.27444458,0.215555564,94.5100021,2.36994934,30.0,-27.6300507,28.4799194,8.00431347,5.27444458,0.215555564,94.5100021,5.27444458,0.0573710576,9.93967697e-05,1.5192982,0.0886807293,0.150114924,3.02446294,0.409234107,2.78987837,0.0310976487,27.6300507,6.61763525,0.27,0,unconditioned,0
OU-III,adaptive,periodic,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.0130563304,0.0125049632,0.0113742882,0.0213592201,4.83567762,4.63146782,4.21269941,11.0392351,0.0499124601,22.788475,0.311392635,0.127208427,0.6447348,-6.61763525,36.1526871,5.27444458,0.215555564,94.5100021,2.36994934,30.0,-27.6300507,28.4799194,8.00431347,5.27444458,0.215555564,94.5100021,5.27444458,0.0573710576,9.93967697e-05,1.5192982,0.0886807293,0.150114924,3.02446294,0.409234107,2.78987837,0.0310976487,27.6300507,6.61763525,0.27,0,guard-only,0
OU-III,adaptive,periodic,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.0130563304,0.0125049632,0.0113742882,0.0213592201,4.83567762,4.63146782,4.21269941,11.0392351,0.0499124601,22.788475,0.311392635,0.127208427,0.6447348,10.8942146,10.8945389,0.0538888909,0.0,99.9461136,0.549743652,30.0,-29.4502563,29.7130775,5.1804328,0.0538888909,0.0,99.9461136,0.0538888909,0.0573710576,9.93967697e-05,1.5192982,0.0886807293,0.150114924,3.02446294,0.409234107,2.78987837,0.0310976487,29.4502563,10.8942146,0.27,0,guard-and-rao,0
OU-III,adaptive,periodic,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.703649998,0.703674436,0.133528456,1.00404727,260.611115,260.620148,49.4549828,518.928772,0.0499124601,267.525299,3.70146513,0.546181738,103.653267,nan,nan,0.0,0.0,100.0,85.9118652,30.0,55.9118652,56.0766907,4.18518972,0.0,0.0,100.0,0.0,0.375240713,0.38210544,1.51574123,0.0954176262,0.150156438,3.01694632,0.423151702,2.65794206,0.0313713625,55.9118652,nan,0.27,2400,unconditioned,1
OU-III,adaptive,periodic,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.0111137526,0.00971697737,0.0131205777,0.0197505616,4.11620474,3.59888053,4.85947323,10.2078209,0.0499124601,26.287178,0.212204561,0.691381931,4.46360636,143.338867,121.403412,4.26611137,7.78555584,87.9483337,1.38366699,30.0,-28.616333,28.7794628,3.13634324,7.78555584,4.26611137,87.9483337,7.78555584,0.123200692,0.000154477326,1.51735854,0.0904701799,0.150143743,3.0195272,0.420475245,2.66753554,0.031131696,28.616333,143.338867,0.27,2400,guard-only,1
OU-III,adaptive,periodic,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.0111137526,0.00971697737,0.0131205777,0.0197505616,4.11620474,3.59888053,4.85947323,10.2078209,0.0499124601,26.287178,0.212204561,0.691381931,4.46360636,-19.0530224,81.4170151,0.302222222,0.11444445,99.5833359,0.748886108,30.0,-29.2511139,29.4999065,3.36823177,0.11444445,0.302222222,99.5833359,0.302222222,0.123200692,0.000154477326,1.51735854,0.0904701799,0.150143743,3.0195272,0.420475245,2.66753554,0.031131696,29.2511139,19.0530224,0.27,2400,guard-and-rao,1
OU-III,adaptive,periodic,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0724420473,0.0587191693,0.0603328161,0.111066833,4.82946968,3.9146111,4.02218771,8.30145741,0.385561794,15.6480284,0.158871621,0.15356487,0.392255276,14.0700874,20.7320156,92.2700043,0.103333339,7.62666702,-15.0301971,-30.0,14.9698029,22.0360889,15.4834299,0.103333339,92.2700043,7.62666702,92.2700043,0.0369495526,0.000113887436,2.32577109,0.438276649,1.16226304,4.63564825,0.261256695,4.0886488,0.298793554,14.9698029,14.0700874,1.5,0,unconditioned,0
OU-III,adaptive,periodic,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0724420473,0.0587191693,0.0603328161,0.111066833,4.82946968,3.9146111,4.02218771,8.30145741,0.385561794,15.6480284,0.158871621,0.15356487,0.392255276,14.0700874,20.7320156,92.2700043,0.103333339,7.62666702,-15.0301971,-30.0,14.9698029,22.0360889,15.4834299,0.103333339,92.2700043,7.62666702,92.2700043,0.0369495526,0.000113887436,2.32577109,0.438276649,1.16226304,4.63564825,0.261256695,4.0886488,0.298793554,14.9698029,14.0700874,1.5,0,guard-only,0
OU-III,adaptive,periodic,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0724420473,0.0587191693,0.0603328161,0.111066833,4.82946968,3.9146111,4.02218771,8.30145741,0.385561794,15.6480284,0.158871621,0.15356487,0.392255276,4.4701705,20.5131264,85.2505569,0.407222241,14.3422222,-25.3646393,-30.0,4.63536072,23.1142941,21.1064243,39.9722214,45.6855583,14.3422222,45.6855583,0.0369495526,0.000113887436,2.32577109,0.438276649,1.16226304,4.63564825,0.261256695,4.0886488,0.298793554,4.63536072,4.4701705,1.5,0,guard-and-rao,0
OU-III,adaptive,periodic,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,4.73738194,4.74089098,1.00275612,6.77675104,315.825439,316.059387,66.8504028,506.514038,0.385561794,260.07663,5.59539509,1.70658076,104.283424,145.636871,97.8577347,0.831111133,0.997222245,98.171669,76.4685364,-30.0,-73.5314636,73.769249,9.83764076,0.831111133,0.997222245,98.171669,0.997222245,0.38502419,0.285513848,2.32533193,0.439712107,1.16744304,4.63507318,0.262516916,4.03384399,0.29905349,73.5314636,145.636871,1.5,2400,unconditioned,1
OU-III,adaptive,periodic,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0743579045,0.0624275506,0.068840377,0.119018041,4.95719337,4.16183662,4.58935833,8.89575386,0.385561794,17.8545628,0.158165693,0.778647602,5.45363283,16.4506416,30.8160172,72.1150055,1.75333333,26.1316681,-11.2827301,-30.0,18.7172699,21.93923,11.0086126,1.75333333,72.1150055,26.1316681,72.1150055,0.136648878,0.000173683045,2.32639909,0.438340753,1.1663686,4.63557863,0.258815199,4.03699017,0.298666179,18.7172699,16.4506416,1.5,2400,guard-only,1
OU-III,adaptive,periodic,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0743579045,0.0624275506,0.068840377,0.119018041,4.95719337,4.16183662,4.58935833,8.89575386,0.385561794,17.8545628,0.158165693,0.778647602,5.45363283,13.6056862,26.8330822,78.7700043,1.10166669,20.128334,-13.988739,-30.0,16.011261,22.6411705,15.2676687,1.07555556,78.7961121,20.128334,78.7961121,0.136648878,0.000173683045,2.32639909,0.438340753,1.1663686,4.63557863,0.258815199,4.03699017,0.298666179,16.011261,13.6056862,1.5,2400,guard-and-rao,1
OU-III,adaptive,periodic,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.228571236,0.164821073,0.158135548,0.323137194,5.71428108,4.12052679,3.95338869,7.98676252,1.04037023,15.1999302,0.203780934,0.144196972,0.617355168,-10.3279181,17.0982609,94.8488922,0.174444452,4.97666693,19.2516022,30.0,-10.7483978,16.4817905,12.4262676,0.174444452,94.8488922,4.97666693,94.8488922,0.0410922132,0.000122546786,3.67536664,0.908064008,7.7905612,7.32536983,0.200000003,5.0,0.999155521,10.7483978,10.3279181,4.0,0,unconditioned,0
