family,arm,engine,seed,record,live_s,seed_mps2,true_bz_at_live_mps2,x_startup_rms_m,x_gated_rms_m,x_ref_gated_rms_m,y_startup_rms_m,y_gated_rms_m,y_ref_gated_rms_m,z_startup_rms_m,z_gated_rms_m,z_ref_gated_rms_m,z_peak_300_m,z_ref_startup_rms_m,roll_startup_rms_deg,roll_gated_rms_deg,pitch_startup_rms_deg,pitch_gated_rms_deg,yaw_startup_rms_deg,yaw_gated_rms_deg
OU-III,deployed,off,202,cnoidal_H0.270,31.8377,nan,-0.0581087,0.0460469,0.0431762,0.030964,0.0119212,0.0102067,0,0.562331,0.0259734,0.0522243,0.910498,0.052182,0.224819,0.352912,0.255304,0.186122,0.181828,0.789612
OU-III,deployed,off,202,cnoidal_H1.500,31.8377,nan,-0.0581087,0.442259,0.438295,0.230151,0.0269056,0.0226647,0,0.74965,0.374477,0.272238,1.29714,0.271661,0.22845,0.367242,0.314199,0.980458,0.655428,2.63314
OU-III,deployed,off,202,cnoidal_H4.000,38.554,nan,-0.0564041,1.18574,1.20555,0.659043,0.0621382,0.0657566,0,1.47053,1.34847,0.713867,2.7732,0.710129,0.216358,0.324543,0.575714,2.15788,2.17465,6.23958
OU-III,deployed,off,202,cnoidal_H8.500,37.2388,nan,-0.0571982,2.19168,2.27519,1.41758,0.0825686,0.0830582,0,3.20472,3.37742,1.47381,6.86183,1.49164,0.215271,0.327343,0.561611,2.11513,1.79933,5.8115
OU-III,deployed,off,202,fenton_H0.270,31.8377,nan,-0.0581183,0.0116423,0.0104986,0.0158745,0.0142662,0.00966539,0,0.66393,0.013161,0.078717,1.34511,0.0787619,0.224227,0.346009,0.261744,0.197624,0.195782,0.909335
OU-III,deployed,off,202,fenton_H1.500,31.8377,nan,-0.0581183,0.174198,0.0963227,0.299977,0.0944444,0.0766759,0,3.30243,0.0718586,0.566739,5.34706,0.566402,0.236298,0.363508,0.311687,0.246296,0.462917,1.01907
OU-III,deployed,off,202,fenton_H4.000,32.6828,nan,-0.0585043,0.82712,0.31541,1.06918,0.234021,0.190667,0,8.60204,0.18763,1.46837,13.0385,1.471,0.234166,0.366037,0.472093,0.221263,0.573554,0.930822
OU-III,deployed,off,202,fenton_H8.500,35.4434,nan,-0.057378,2.3256,0.772186,2.5493,0.521226,0.38376,0,18.9833,0.391732,3.06624,29.4085,3.08274,0.234144,0.375819,0.736018,0.304214,1.14342,1.10348
OU-III,deployed,off,202,jonswap_H0.270,31.8377,nan,-0.0581087,0.0094516,0.00880625,0.00935647,0.0102565,0.00828551,0.00416604,0.482271,0.0111557,0.0534438,0.726276,0.0544531,0.227441,0.471768,0.254495,0.197253,0.269407,0.49436
OU-III,deployed,off,202,jonswap_H1.500,31.8377,nan,-0.0581087,0.0853382,0.0694819,0.164757,0.0705232,0.0610851,0.0717971,2.12568,0.0581349,0.390972,3.37,0.352913,0.240927,0.346799,0.275251,0.204353,0.538058,1.20991
OU-III,deployed,off,202,jonswap_H4.000,31.8377,nan,-0.0581087,0.272927,0.222621,0.588407,0.186636,0.167363,0.311768,4.98652,0.152417,1.04309,7.45993,0.831127,0.252276,0.392702,0.330159,0.212427,0.4065,0.625583
OU-III,deployed,off,202,jonswap_H8.500,31.8377,nan,-0.0581087,0.96488,0.511482,1.3709,0.569532,0.390257,0.834738,10.7183,0.30546,2.15464,17.2129,1.74296,0.24213,0.453131,0.549471,0.211101,1.83187,1.64692
OU-III,deployed,off,202,pmstokes_H0.270,31.8377,nan,-0.0581087,0.00954626,0.00891329,0.00881326,0.0103555,0.00824882,0.00430301,0.479963,0.011057,0.0499133,0.742946,0.0498557,0.227352,0.473994,0.253751,0.200378,0.246939,0.586863
OU-III,deployed,off,202,pmstokes_H1.500,31.8377,nan,-0.0581087,0.0802971,0.0672157,0.15315,0.0693339,0.0589077,0.0700072,1.89154,0.0577406,0.385566,2.90378,0.347642,0.240591,0.34444,0.276542,0.197077,0.539529,1.27261
OU-III,deployed,off,202,pmstokes_H4.000,31.8377,nan,-0.0581087,0.294096,0.217148,0.560845,0.189373,0.16634,0.299666,4.49686,0.152315,1.04038,6.59496,0.84498,0.255072,0.373025,0.35239,0.215418,0.408796,0.866051
OU-III,deployed,off,202,pmstokes_H8.500,31.8377,nan,-0.0581087,1.0817,0.50801,1.35069,0.671665,0.382833,0.791527,9.83461,0.30857,2.16784,14.874,1.78784,0.268664,0.492095,0.538405,0.195962,1.96126,1.88586
OU-III,deployed,off,3033,gerstner_H0.270,31.8377,nan,-0.0569939,0.011463,0.0105132,0.0159078,0.0111288,0.00984808,0,0.554229,0.0131053,0.078711,0.815881,0.0788203,0.0282169,0.13839,0.0679294,0.131195,4.70101,5.28335
OU-III,deployed,off,3033,gerstner_H1.500,31.8377,nan,-0.0569939,0.174434,0.0962154,0.301023,0.0908857,0.0827475,0,3.21448,0.07373,0.566316,5.09788,0.567006,0.0434984,0.150323,0.133068,0.0931439,4.71796,5.3645
OU-III,deployed,off,3033,gerstner_H4.000,32.7428,nan,-0.0573191,0.866021,0.316264,1.07262,0.238596,0.227962,0,8.30249,0.192628,1.46764,12.5684,1.4709,0.0549364,0.157085,0.422183,0.0700636,4.86117,5.42016
OU-III,deployed,off,3033,gerstner_H8.500,35.7134,nan,-0.0564409,2.46821,0.777811,2.55542,0.571665,0.477185,0,18.5008,0.405668,3.06514,29.145,3.08196,0.073459,0.150827,0.844655,0.110856,5.08841,5.32464
OU-III,deployed,off,3033,cnoidal_H0.270,31.8377,nan,-0.0569939,0.0456246,0.0430617,0.030964,0.0117297,0.0112394,0,0.548357,0.0261547,0.0522243,0.886545,0.052182,0.0257486,0.141007,0.077684,0.12837,4.68207,5.25151
OU-III,deployed,off,3033,cnoidal_H1.500,31.8377,nan,-0.0569939,0.442262,0.437218,0.230151,0.0210737,0.0319457,0,0.736951,0.374651,0.272238,1.28194,0.271661,0.0281764,0.160435,0.263649,0.796901,4.35788,6.89011
OU-III,deployed,off,3033,cnoidal_H4.000,38.519,nan,-0.0552206,1.18427,1.20043,0.659043,0.0431529,0.105812,0,1.45551,1.34832,0.713867,2.74329,0.710129,0.0292536,0.148537,0.439611,1.8791,4.74892,9.96388
OU-III,deployed,off,3033,cnoidal_H8.500,37.2388,nan,-0.0560834,2.18473,2.26105,1.41758,0.0364042,0.137411,0,3.18964,3.37635,1.47381,6.83863,1.49164,0.0262987,0.152735,0.551439,1.86484,4.801,9.70185
OU-III,deployed,off,3033,fenton_H0.270,31.8377,nan,-0.0570035,0.0119856,0.0104018,0.0158745,0.0120476,0.00980894,0,0.643954,0.0129964,0.078717,1.29832,0.0787619,0.0292007,0.137448,0.0629349,0.123439,4.71291,5.30181
OU-III,deployed,off,3033,fenton_H1.500,31.8377,nan,-0.0570035,0.174001,0.0945814,0.299977,0.0902448,0.0829497,0,3.23141,0.0723017,0.566739,5.2289,0.566402,0.0473174,0.14877,0.140922,0.0853746,4.77665,5.38933
OU-III,deployed,off,3033,fenton_H4.000,38.9841,nan,-0.0562096,0.749213,0.310058,1.06918,0.208658,0.223653,0,8.03078,0.189645,1.46837,12.8797,1.471,0.0547129,0.149831,0.894437,0.115444,5.13363,5.30443
OU-III,deployed,off,3033,fenton_H8.500,35.4434,nan,-0.0562632,2.35121,0.760085,2.5493,0.460972,0.484777,0,18.5938,0.396047,3.06624,28.7949,3.08274,0.0771108,0.159075,0.661445,0.0791109,4.84245,5.46068
OU-III,deployed,off,3033,jonswap_H0.270,31.8377,nan,-0.0569939,0.00920351,0.00870624,0.00935647,0.00906434,0.00838882,0.00416604,0.468608,0.0111743,0.0534438,0.705311,0.0544531,0.0279106,0.264482,0.064854,0.118273,4.40747,2.72366
OU-III,deployed,off,3033,jonswap_H1.500,31.8377,nan,-0.0569939,0.0885177,0.0705136,0.164757,0.0656456,0.0590116,0.0717971,2.0822,0.0582308,0.390972,3.30187,0.352913,0.0615764,0.134847,0.090205,0.125079,4.39314,2.72157
OU-III,deployed,off,3033,jonswap_H4.000,31.8377,nan,-0.0569939,0.266528,0.218262,0.588407,0.202678,0.173761,0.311768,4.87869,0.153128,1.04309,7.30513,0.831127,0.0686642,0.186311,0.168264,0.122869,4.36901,1.76349
OU-III,deployed,off,3033,jonswap_H8.500,31.8377,nan,-0.0569939,0.99661,0.539002,1.3709,0.514643,0.350719,0.834738,10.5032,0.308641,2.15464,16.8705,1.74296,0.160363,0.240332,0.480465,0.13797,3.70319,2.38402
OU-III,deployed,off,3033,pmstokes_H0.270,31.8377,nan,-0.0569939,0.0092489,0.0088097,0.00881326,0.00906759,0.00836594,0.00430301,0.466299,0.0110857,0.0499133,0.722181,0.0498557,0.0278308,0.267114,0.064356,0.114186,4.43349,3.02557
OU-III,deployed,off,3033,pmstokes_H1.500,31.8377,nan,-0.0569939,0.083573,0.0682283,0.15315,0.0646646,0.0568887,0.0700072,1.85241,0.0577731,0.385566,2.84553,0.347642,0.0604486,0.133778,0.0860009,0.131884,4.3809,2.49654
OU-III,deployed,off,3033,pmstokes_H4.000,31.8377,nan,-0.0569939,0.286359,0.213023,0.560845,0.204822,0.172243,0.299666,4.39915,0.152995,1.04038,6.45461,0.84498,0.0798272,0.168566,0.198032,0.120806,4.38447,2.00927
OU-III,deployed,off,3033,pmstokes_H8.500,31.8377,nan,-0.0569939,1.11945,0.538157,1.35069,0.604365,0.335266,0.791527,9.63993,0.311586,2.16784,14.5884,1.78784,0.218025,0.280331,0.478123,0.151997,3.70426,2.12942
OU-III,deployed,on,default,gerstner_H0.270,31.8377,nan,0.0482045,0.026455,0.0118323,0.0159078,0.0166699,0.0102336,0,0.420584,0.0152443,0.078711,0.886213,0.0788203,0.052917,0.0787271,0.161032,0.320174,1.21065,0.582096
OU-III,deployed,on,default,gerstner_H1.500,31.8377,nan,0.0482045,0.202298,0.0919686,0.301023,0.0936174,0.0780565,0,1.40842,0.0834101,0.566316,2.34005,0.567006,0.0672555,0.161129,0.308791,0.945539,1.59512,4.4076
OU-III,deployed,on,default,gerstner_H4.000,51.4468,nan,0.0480851,0.881034,0.325167,1.07262,0.207154,0.227523,0,3.17743,0.213354,1.46764,5.49657,1.4709,0.0860756,0.175941,1.72437,0.986772,4.59714,4.60825
OU-III,deployed,on,default,gerstner_H8.500,36.0485,nan,0.0491839,2.44346,0.818955,2.55542,0.591888,0.499587,0,7.98829,0.428619,3.06514,12.0528,3.08196,0.124703,0.172927,0.78841,0.983606,2.15601,4.53636
OU-III,deployed,on,default,cnoidal_H0.270,33.1229,nan,0.0480994,0.0465453,0.0457511,0.030964,0.0127307,0.0106948,0,0.259658,0.0378355,0.0522243,0.439628,0.052182,0.0461166,0.135591,0.159769,0.0943793,2.26949,1.14896
OU-III,deployed,on,default,cnoidal_H1.500,35.7084,nan,0.0493509,0.416215,0.41759,0.230151,0.0176967,0.0182182,0,0.509289,0.463478,0.272238,0.984122,0.271661,0.0478419,0.154807,0.277753,0.344287,2.17527,1.69217
OU-III,deployed,on,default,cnoidal_H4.000,39.0941,nan,0.0501112,1.10918,1.13694,0.659043,0.0313617,0.0333528,0,1.31867,1.34012,0.713867,2.30341,0.710129,0.0475185,0.14969,0.482949,0.954603,2.96739,3.14538
OU-III,deployed,on,default,cnoidal_H8.500,36.8587,nan,0.049318,2.07268,2.15398,1.41758,0.0373585,0.0469394,0,2.52679,2.6849,1.47381,4.28246,1.49164,0.0467555,0.193456,0.492587,0.560138,2.5857,1.79775
OU-III,deployed,on,default,fenton_H0.270,31.8377,nan,0.0482048,0.0158697,0.0117148,0.0158745,0.0145101,0.0101474,0,0.345978,0.0150708,0.078717,0.584803,0.0787619,0.0468149,0.0791987,0.153641,0.321105,1.16657,0.575579
OU-III,deployed,on,default,fenton_H1.500,31.8377,nan,0.0482048,0.216901,0.0897346,0.299977,0.0759815,0.0769773,0,1.38982,0.0817999,0.566739,2.17536,0.566402,0.0717611,0.160063,0.290841,0.942236,1.5081,4.38742
OU-III,deployed,on,default,fenton_H4.000,32.5427,nan,0.0479514,0.804061,0.317901,1.06918,0.290273,0.227393,0,3.47784,0.208877,1.46837,5.24967,1.471,0.0916183,0.172764,0.540165,0.974465,1.87663,4.54318
OU-III,deployed,on,default,fenton_H8.500,35.1833,nan,0.0488922,2.66037,0.799317,2.5493,0.617034,0.495202,0,7.41804,0.419918,3.06624,11.7387,3.08274,0.149397,0.188554,0.88921,0.980844,2.43456,4.54416
OU-III,deployed,on,default,jonswap_H0.270,31.8377,nan,0.0482045,0.0127189,0.00942288,0.00935647,0.0136323,0.00906335,0.00416604,0.348497,0.0132338,0.0534438,0.670353,0.0544531,0.046628,0.155739,0.151484,0.152312,1.65693,1.26279
OU-III,deployed,on,default,jonswap_H1.500,31.8377,nan,0.0482045,0.0938683,0.0696047,0.164757,0.0623398,0.0638414,0.0717971,0.912651,0.0688485,0.390972,1.46771,0.352913,0.0693785,0.165867,0.214005,0.881707,1.50371,5.8854
OU-III,deployed,on,default,jonswap_H4.000,31.8377,nan,0.0482045,0.294112,0.263187,0.588407,0.195667,0.163443,0.311768,2.07971,0.176592,1.04309,3.33032,0.831127,0.0775274,0.180141,0.285865,0.751769,1.08818,6.17745
OU-III,deployed,on,default,jonswap_H8.500,31.8377,nan,0.0482045,1.00482,0.548094,1.3709,0.585848,0.488954,0.834738,4.37714,0.342199,2.15464,7.67421,1.74296,0.187361,0.289835,0.552848,0.676962,1.3104,4.92304
OU-III,deployed,on,default,pmstokes_H0.270,31.8377,nan,0.0482045,0.0131115,0.00936654,0.00881326,0.0140803,0.00898378,0.00430301,0.371124,0.0132276,0.0499133,0.69629,0.0498557,0.0469484,0.157817,0.151777,0.142054,1.71381,0.949395
OU-III,deployed,on,default,pmstokes_H1.500,31.8377,nan,0.0482045,0.0914294,0.0707587,0.15315,0.0614058,0.0623076,0.0700072,0.827505,0.0688894,0.385566,1.28866,0.347642,0.0710682,0.172481,0.219733,0.814087,1.2962,5.61652
OU-III,deployed,on,default,pmstokes_H4.000,31.8377,nan,0.0482045,0.299405,0.265709,0.560845,0.200328,0.163151,0.299666,1.92185,0.177359,1.04038,3.14442,0.84498,0.085711,0.141183,0.278482,0.604238,0.74318,5.01734
OU-III,deployed,on,default,pmstokes_H8.500,31.8377,nan,0.0482045,1.12785,0.57221,1.35069,0.671805,0.482035,0.791527,4.09917,0.352583,2.16784,6.88688,1.78784,0.247044,0.345239,0.529488,0.517985,1.31367,4.15955
OU-III,deployed,on,11,gerstner_H0.270,31.8377,nan,-0.0240258,0.0120782,0.0113795,0.0159078,0.0113111,0.00919386,0,0.117641,0.015056,0.078711,0.201703,0.0788203,0.329731,0.332158,0.213222,0.241512,2.13372,1.98774
OU-III,deployed,on,11,gerstner_H1.500,31.8377,nan,-0.0240258,0.182652,0.0892158,0.301023,0.101212,0.0658763,0,0.72621,0.0803713,0.566316,1.34226,0.567006,0.354302,0.307269,0.301085,0.779756,1.13172,1.41766
OU-III,deployed,on,11,gerstner_H4.000,32.7028,nan,-0.0243782,0.891752,0.314326,1.07262,0.240071,0.178587,0,1.85954,0.203879,1.46764,3.59997,1.4709,0.39038,0.303684,0.46195,0.796853,1.19492,1.5073
OU-III,deployed,on,11,gerstner_H8.500,35.8385,nan,-0.0237273,2.50509,0.787494,2.55542,0.740209,0.363509,0,4.212,0.419201,3.06514,6.64497,3.08196,0.479711,0.314928,0.785779,0.80282,1.62837,1.488
OU-III,deployed,on,11,cnoidal_H0.270,31.8377,nan,-0.0240258,0.0484725,0.0456746,0.030964,0.0105076,0.0100586,0,0.114981,0.0377296,0.0522243,0.206874,0.052182,0.323674,0.262439,0.213134,0.103491,2.82988,3.1735
OU-III,deployed,on,11,cnoidal_H1.500,31.8377,nan,-0.0240258,0.42055,0.417297,0.230151,0.014401,0.0159509,0,0.46455,0.463336,0.272238,0.787783,0.271661,0.322493,0.24541,0.285419,0.440561,2.65153,3.74901
OU-III,deployed,on,11,cnoidal_H4.000,38.489,nan,-0.0221734,1.1097,1.13555,0.659043,0.0257122,0.0388626,0,1.25859,1.33936,0.713867,2.32101,0.710129,0.3263,0.240013,0.515587,1.07192,3.39791,5.09902
OU-III,deployed,on,11,cnoidal_H8.500,37.4638,nan,-0.0229047,2.07677,2.14914,1.41758,0.0241113,0.0387874,0,2.47379,2.68347,1.47381,4.21734,1.49164,0.327924,0.211167,0.509622,0.684502,3.27652,4.10262
OU-III,deployed,on,11,fenton_H0.270,31.8377,nan,-0.0240354,0.0113625,0.0112753,0.0158745,0.0114343,0.00915682,0,0.121162,0.0148947,0.078717,0.206907,0.0787619,0.330132,0.332038,0.213194,0.240857,2.12409,1.98172
OU-III,deployed,on,11,fenton_H1.500,31.8377,nan,-0.0240354,0.210999,0.0873003,0.299977,0.0961625,0.0660397,0,0.715216,0.0787633,0.566739,1.44747,0.566402,0.358284,0.308751,0.305916,0.773852,1.06912,1.38876
OU-III,deployed,on,11,fenton_H4.000,33.603,nan,-0.0239435,0.887118,0.307876,1.06918,0.326818,0.175465,0,2.00375,0.200147,1.46837,3.57508,1.471,0.392124,0.306713,0.593092,0.799755,1.4486,1.49609
OU-III,deployed,on,11,fenton_H8.500,35.3784,nan,-0.0233651,2.68884,0.768515,2.5493,0.829187,0.364992,0,4.66289,0.40905,3.06624,7.89611,3.08274,0.477491,0.300406,0.912392,0.793269,1.99231,1.4731
OU-III,deployed,on,11,jonswap_H0.270,31.8377,nan,-0.0240258,0.0085424,0.00892706,0.00935647,0.00872042,0.00837539,0.00416604,0.0917523,0.01338,0.0534438,0.156607,0.0544531,0.32445,0.242491,0.212046,0.11316,2.38724,1.39156
OU-III,deployed,on,11,jonswap_H1.500,31.8377,nan,-0.0240258,0.0929611,0.0686492,0.164757,0.0597319,0.0553301,0.0717971,0.455974,0.0674149,0.390972,0.96163,0.352913,0.333795,0.303387,0.247486,0.758523,1.09889,1.77784
OU-III,deployed,on,11,jonswap_H4.000,31.8377,nan,-0.0240258,0.279106,0.238441,0.588407,0.202865,0.153387,0.311768,1.07586,0.171492,1.04309,2.62072,0.831127,0.376491,0.286829,0.300438,0.647798,1.03528,2.35485
OU-III,deployed,on,11,jonswap_H8.500,31.8377,nan,-0.0240258,0.966072,0.549082,1.3709,0.535309,0.402609,0.834738,2.3999,0.344984,2.15464,4.58702,1.74296,0.389157,0.192579,0.544794,0.565228,1.36205,1.10213
OU-III,deployed,on,11,pmstokes_H0.270,31.8377,nan,-0.0240258,0.00862294,0.00894557,0.00881326,0.00869595,0.00830733,0.00430301,0.0910927,0.0133633,0.0499133,0.161662,0.0498557,0.324376,0.240551,0.211802,0.108588,2.39549,1.54731
OU-III,deployed,on,11,pmstokes_H1.500,31.8377,nan,-0.0240258,0.090453,0.0704144,0.15315,0.0596465,0.0555009,0.0700072,0.412427,0.0679014,0.385566,0.947614,0.347642,0.332654,0.290566,0.252496,0.697198,1.16855,1.58423
OU-III,deployed,on,11,pmstokes_H4.000,31.8377,nan,-0.0240258,0.295297,0.238775,0.560845,0.207432,0.162996,0.299666,1.01932,0.174504,1.04038,2.85325,0.84498,0.38026,0.309986,0.310139,0.515382,1.20339,1.37079
OU-III,deployed,on,11,pmstokes_H8.500,31.8377,nan,-0.0240258,1.10657,0.581937,1.35069,0.635239,0.408553,0.791527,2.34368,0.358005,2.16784,5.32212,1.78784,0.411178,0.148798,0.531803,0.423141,1.68399,0.637497
OU-III,deployed,on,23,gerstner_H0.270,31.8377,nan,-0.0488114,0.0121066,0.0115306,0.0159078,0.00998713,0.00938759,0,0.230926,0.0150027,0.078711,0.337938,0.0788203,0.544466,0.575461,0.0665126,0.476109,4.73328,5.17537
OU-III,deployed,on,23,gerstner_H1.500,31.8377,nan,-0.0488114,0.177664,0.086122,0.301023,0.10829,0.0892969,0,1.41577,0.0821258,0.566316,2.27867,0.567006,0.549095,0.707553,0.253694,1.08879,7.25342,9.46865
OU-III,deployed,on,23,gerstner_H4.000,33.0729,nan,-0.0491325,0.858411,0.3009,1.07262,0.291194,0.280463,0,3.59844,0.209436,1.46764,5.59916,1.4709,0.547887,0.726136,0.467247,1.11009,7.36697,9.63733
OU-III,deployed,on,23,gerstner_H8.500,35.7634,nan,-0.0484286,2.49042,0.755648,2.55542,0.760951,0.63106,0,7.88259,0.429047,3.06514,12.5742,3.08196,0.537016,0.71508,0.839078,1.1227,7.48476,9.61414
OU-III,deployed,on,23,cnoidal_H0.270,31.8377,nan,-0.0488114,0.0478719,0.0453048,0.030964,0.0106613,0.0106414,0,0.228957,0.0379429,0.0522243,0.392018,0.052182,0.545579,0.619171,0.0798528,0.228743,3.75545,3.61043
OU-III,deployed,on,23,cnoidal_H1.500,31.8377,nan,-0.0488114,0.420633,0.41755,0.230151,0.0404596,0.036923,0,0.523202,0.464051,0.272238,0.969997,0.271661,0.548863,0.628388,0.246063,0.22494,4.07907,3.18195
OU-III,deployed,on,23,cnoidal_H4.000,38.219,nan,-0.0472035,1.11329,1.13892,0.659043,0.0865619,0.06871,0,1.31068,1.34085,0.713867,2.36131,0.710129,0.534609,0.609922,0.407127,0.76261,4.43973,2.14793
OU-III,deployed,on,23,cnoidal_H8.500,37.6588,nan,-0.0474989,2.07836,2.15278,1.41758,0.124726,0.116576,0,2.52525,2.68473,1.47381,4.33104,1.49164,0.531679,0.669015,0.502726,0.451555,4.38468,3.40299
OU-III,deployed,on,23,fenton_H0.270,31.8377,nan,-0.048821,0.0125467,0.0114289,0.0158745,0.0107266,0.00935235,0,0.268203,0.0148413,0.078717,0.543252,0.0787619,0.543459,0.575716,0.0699639,0.475542,4.81231,5.17066
OU-III,deployed,on,23,fenton_H1.500,31.8377,nan,-0.048821,0.208023,0.0843315,0.299977,0.0936852,0.0889401,0,1.42301,0.0805105,0.566739,2.42043,0.566402,0.54988,0.704316,0.253098,1.08151,7.24505,9.42344
OU-III,deployed,on,23,fenton_H4.000,33.858,nan,-0.0486078,0.851812,0.293308,1.06918,0.371531,0.27812,0,3.72227,0.20534,1.46837,5.73169,1.471,0.542405,0.716613,0.521472,1.11522,7.3737,9.6121
OU-III,deployed,on,23,fenton_H8.500,35.4584,nan,-0.0482011,2.63634,0.736846,2.5493,0.918761,0.628282,0,8.29968,0.419755,3.06624,12.3801,3.08274,0.544969,0.7363,0.909628,1.10283,7.6382,9.57725
OU-III,deployed,on,23,jonswap_H0.270,31.8377,nan,-0.0488114,0.00899466,0.00906449,0.00935647,0.00836007,0.00828928,0.00416604,0.190868,0.0128738,0.0534438,0.288457,0.0544531,0.545305,0.643173,0.0644544,0.29697,4.14959,3.24353
OU-III,deployed,on,23,jonswap_H1.500,31.8377,nan,-0.0488114,0.0885742,0.0649966,0.164757,0.0702223,0.065646,0.0717971,0.905212,0.0679188,0.390972,1.51012,0.352913,0.553036,0.664625,0.152315,0.992268,7.05695,8.13595
OU-III,deployed,on,23,jonswap_H4.000,31.8377,nan,-0.0488114,0.295239,0.253937,0.588407,0.174428,0.155917,0.311768,2.12746,0.176409,1.04309,3.29547,0.831127,0.536718,0.633811,0.222066,0.896216,6.2206,5.76068
OU-III,deployed,on,23,jonswap_H8.500,31.8377,nan,-0.0488114,0.898264,0.501053,1.3709,0.648675,0.502287,0.834738,4.65215,0.344619,2.15464,8.06226,1.74296,0.549119,0.783895,0.481198,0.785304,6.57364,7.0373
OU-III,deployed,on,23,pmstokes_H0.270,31.8377,nan,-0.0488114,0.00905122,0.00907287,0.00881326,0.00838565,0.00823114,0.00430301,0.189075,0.0128724,0.0499133,0.297221,0.0498557,0.545268,0.643621,0.0646637,0.288024,4.09992,3.21469
OU-III,deployed,on,23,pmstokes_H1.500,31.8377,nan,-0.0488114,0.0862655,0.0660579,0.15315,0.0669635,0.0639393,0.0700072,0.81772,0.0684792,0.385566,1.32141,0.347642,0.554596,0.66597,0.152199,0.926909,6.68644,7.67979
OU-III,deployed,on,23,pmstokes_H4.000,31.8377,nan,-0.0488114,0.316945,0.26006,0.560845,0.184676,0.163197,0.299666,2.00073,0.178803,1.04038,3.2091,0.84498,0.53186,0.592464,0.211149,0.745273,5.60294,4.5877
OU-III,deployed,on,23,pmstokes_H8.500,31.8377,nan,-0.0488114,1.02283,0.517069,1.35069,0.744859,0.498832,0.791527,4.47758,0.357571,2.16784,7.35362,1.78784,0.569202,0.836601,0.471921,0.635365,5.90288,6.28323
OU-III,deployed,on,202,gerstner_H0.270,31.8377,nan,-0.0581087,0.0121507,0.0113797,0.0159078,0.0111341,0.009161,0,0.281582,0.0151528,0.078711,0.408985,0.0788203,0.23008,0.247581,0.262956,0.273904,1.64973,1.90877
OU-III,deployed,on,202,gerstner_H1.500,31.8377,nan,-0.0581087,0.184601,0.0878564,0.301023,0.113209,0.077194,0,1.66586,0.0815683,0.566316,2.66582,0.567006,0.234122,0.356665,0.338403,0.909929,4.40155,6.59247
OU-III,deployed,on,202,gerstner_H4.000,32.6078,nan,-0.0584616,0.890489,0.308372,1.07262,0.273753,0.231498,0,4.20478,0.207303,1.46764,6.41695,1.4709,0.239755,0.370416,0.478288,0.929664,4.49669,6.76628
OU-III,deployed,on,202,gerstner_H8.500,35.7334,nan,-0.0576103,2.52136,0.775173,2.55542,0.780389,0.506042,0,9.24583,0.427937,3.06514,14.7994,3.08196,0.284448,0.35929,0.758121,0.942729,4.71295,6.75975
OU-III,deployed,on,202,cnoidal_H0.270,31.8377,nan,-0.0581087,0.0479013,0.0456152,0.030964,0.0105002,0.00971553,0,0.275539,0.0377455,0.0522243,0.469545,0.052182,0.231479,0.29866,0.263065,0.130883,0.563951,0.321257
OU-III,deployed,on,202,cnoidal_H1.500,31.8377,nan,-0.0581087,0.421183,0.417659,0.230151,0.0247819,0.0214502,0,0.550299,0.463255,0.272238,1.03473,0.271661,0.233709,0.314404,0.317221,0.444555,0.925023,0.941209
OU-III,deployed,on,202,cnoidal_H4.000,38.1239,nan,-0.0564207,1.11486,1.13773,0.659043,0.0512959,0.03641,0,1.33639,1.3395,0.713867,2.45083,0.710129,0.223392,0.309757,0.546473,1.04388,2.0854,2.31622
OU-III,deployed,on,202,cnoidal_H8.500,37.7489,nan,-0.056503,2.08006,2.15292,1.41758,0.0693695,0.0599854,0,2.54985,2.68356,1.47381,4.48581,1.49164,0.220788,0.353433,0.522387,0.640972,1.97891,1.1901
OU-III,deployed,on,202,fenton_H0.270,31.8377,nan,-0.0581183,0.013493,0.0112718,0.0158745,0.0143741,0.0091287,0,0.337477,0.0149907,0.078717,0.710744,0.0787619,0.228812,0.247592,0.264162,0.272745,1.82784,1.89518
OU-III,deployed,on,202,fenton_H1.500,31.8377,nan,-0.0581183,0.215623,0.0860216,0.299977,0.102777,0.0770324,0,1.68312,0.079952,0.566739,2.86347,0.566402,0.236438,0.352548,0.334653,0.902189,4.3814,6.54265
OU-III,deployed,on,202,fenton_H4.000,33.833,nan,-0.0577703,0.873363,0.301668,1.06918,0.385781,0.228546,0,4.36548,0.204278,1.46837,6.73754,1.471,0.247798,0.36168,0.539298,0.933294,4.59085,6.73055
OU-III,deployed,on,202,fenton_H8.500,35.4784,nan,-0.0573904,2.69804,0.755747,2.5493,0.998635,0.503427,0,9.65418,0.417956,3.06624,14.4845,3.08274,0.278945,0.378917,0.927465,0.925039,5.01383,6.70496
OU-III,deployed,on,202,jonswap_H0.270,31.8377,nan,-0.0581087,0.00882145,0.00897877,0.00935647,0.00906708,0.00829038,0.00416604,0.237706,0.0131407,0.0534438,0.35585,0.0544531,0.230901,0.324306,0.262435,0.133098,1.20513,1.40274
OU-III,deployed,on,202,jonswap_H1.500,31.8377,nan,-0.0581087,0.0919893,0.0653251,0.164757,0.0671394,0.0630091,0.0717971,1.0702,0.067693,0.390972,1.75778,0.352913,0.235953,0.335623,0.290697,0.763275,4.39587,7.0647
