arm,record,seed,gate,roll_rms_deg,pitch_rms_deg,yaw_rms_deg,disp_z_rms_m,disp_3d_rms_m,disp_z_pct_hs,accel_bias_3d_rms_mps2,gyro_bias_3d_rms_radps,tau_applied_s,sigma_applied_mps2
deployed,pmstokes_H8.500,1,FAIL,0.240606785,0.48934108,3.32520199,0.544803441,1.38054466,6.40945196,0.0788033158,0.000235485859,4.10274935,1.41329074
deployed,pmstokes_H8.500,2,FAIL,0.43765077,0.245442554,2.90536618,0.480353445,1.26343715,5.65121698,0.0741243511,0.0002393912,4.10255957,1.41199362
deployed,pmstokes_H8.500,3,FAIL,0.198228911,0.2861,2.6012969,0.501416683,1.26581633,5.89901972,0.0367317796,0.000354121643,4.10273933,1.41282773
deployed,pmstokes_H8.500,4,FAIL,0.584133863,0.356246173,1.73901439,0.506124258,1.28767073,5.95440292,0.105845772,0.00023934526,4.10327768,1.40522873
deployed,pmstokes_H8.500,5,FAIL,0.301586062,0.443194598,5.8366189,0.494735271,1.33048022,5.82041502,0.08285065,0.000186751829,4.10105085,1.41125798
g0.035,jonswap_H0.270,1,FAIL,0.220470354,0.428317696,3.56563377,0.0181228276,0.0365560018,6.7121582,0.0808645114,0.000151292727,1.2976892,0.330172807
g0.035,jonswap_H0.270,2,FAIL,0.294510305,0.219920665,4.09404039,0.0191082656,0.0360662229,7.07713509,0.0617626943,0.000121273712,1.28320587,0.331642151
g0.035,jonswap_H0.270,3,FAIL,0.140734702,0.212881476,4.97859097,0.0176505204,0.0384858996,6.53722954,0.041877836,0.000101698788,1.25606072,0.340860814
g0.035,jonswap_H0.270,4,FAIL,0.281692207,0.259154111,2.51482391,0.0182769671,0.0361760482,6.76924706,0.0648406744,0.000122733793,1.26511419,0.330715954
g0.035,jonswap_H0.270,5,FAIL,0.341190457,0.363214821,5.82341766,0.0168609954,0.0366199724,6.24481297,0.0845873803,0.000166572674,1.25769985,0.331572473
g0.035,jonswap_H1.500,1,FAIL,0.204255432,0.357086599,3.49128604,0.0955843553,0.213460684,6.37229013,0.0667400062,0.00014417457,2.18139935,0.684075892
g0.035,jonswap_H1.500,2,FAIL,0.358544141,0.315950096,3.0147295,0.0946915448,0.197986409,6.31276941,0.0801855996,0.000126991901,2.18514132,0.685219526
g0.035,jonswap_H1.500,3,FAIL,0.175412133,0.315478474,3.1591301,0.0893908069,0.226351544,5.95938683,0.0581534281,0.000113314418,2.17887568,0.688429117
g0.035,jonswap_H1.500,4,FAIL,0.334210336,0.361533165,1.78016722,0.0923251286,0.200060233,6.15500832,0.0833864883,0.000127664869,2.18383503,0.665489316
g0.035,jonswap_H1.500,5,FAIL,0.31158492,0.48289907,6.49167299,0.0868167356,0.20681034,5.78778219,0.097000584,0.000117839925,2.17812371,0.679515004
g0.035,jonswap_H4.000,1,FAIL,0.378558397,0.27909255,2.73726559,0.251199514,0.577243149,6.27998781,0.0748881325,0.000145277882,3.5906105,1.06248486
g0.035,jonswap_H4.000,2,FAIL,0.15991354,0.473902225,3.85470009,0.246271148,0.543996811,6.15677881,0.0828336999,0.000127097635,3.59119201,1.0617187
g0.035,jonswap_H4.000,3,FAIL,0.142572343,0.513060331,3.99274278,0.233786702,0.627872288,5.84466743,0.0870443732,0.000116253417,3.58975983,1.06095934
g0.035,jonswap_H4.000,4,FAIL,0.180259451,0.563638151,2.44223523,0.242324069,0.547855198,6.05810165,0.0984427333,0.000133943788,3.59064627,1.06167448
g0.035,jonswap_H4.000,5,FAIL,0.444369793,0.696968138,3.89875031,0.223241121,0.569760978,5.58102798,0.141137779,0.000162649536,3.58965158,1.05997014
g0.035,jonswap_H8.500,1,FAIL,0.35093388,0.274883866,3.70394087,0.539315224,1.24984562,6.34488487,0.0680810511,0.000145898201,4.22208929,1.34271467
g0.035,jonswap_H8.500,2,FAIL,0.221778795,0.486988664,3.30265141,0.484508634,1.16034579,5.70010138,0.0883587375,0.000133154914,4.22125196,1.33949733
g0.035,jonswap_H8.500,3,FAIL,0.127768159,0.585190296,2.045614,0.504885256,1.28502154,5.93982649,0.0956373736,0.000129299617,4.22270012,1.34001398
g0.035,jonswap_H8.500,4,FAIL,0.221405193,0.579702258,2.28664756,0.512513518,1.14761007,6.02957058,0.102864079,0.000134413611,4.22099257,1.33864534
g0.035,jonswap_H8.500,5,FAIL,0.412888169,0.708390653,6.48838139,0.483442187,1.23722136,5.68755484,0.138301924,0.000135325143,4.22358608,1.33993495
g0.035,pmstokes_H0.270,1,FAIL,0.206996024,0.459567428,3.22319269,0.0178406276,0.036612004,6.60763979,0.0845341459,0.00014349437,1.19016337,0.374455363
g0.035,pmstokes_H0.270,2,FAIL,0.315038532,0.190150127,3.99200201,0.0186560042,0.0354816243,6.90963125,0.0618443005,0.000123457867,1.17496097,0.373425692
g0.035,pmstokes_H0.270,3,FAIL,0.150879204,0.178368315,4.77840662,0.0172248706,0.0381736644,6.37958145,0.0379853509,0.00011018099,1.14918911,0.363360405
g0.035,pmstokes_H0.270,4,FAIL,0.300938278,0.220011696,2.36901784,0.0180244576,0.0358469486,6.67572498,0.0630888492,0.000126660918,1.157704,0.375236511
g0.035,pmstokes_H0.270,5,FAIL,0.324674785,0.326862752,5.03322172,0.0166273024,0.0359001756,6.15825987,0.078308925,0.000170111249,1.14953399,0.374746531
g0.035,pmstokes_H1.500,1,FAIL,0.197884247,0.488069892,3.2175312,0.0935698524,0.206175715,6.2379899,0.0863284767,0.000144828839,2.04426289,0.747584164
g0.035,pmstokes_H1.500,2,FAIL,0.344037205,0.188936174,2.837749,0.090203248,0.187892973,6.0135498,0.0656363443,0.000126890751,2.04543304,0.746993423
g0.035,pmstokes_H1.500,3,FAIL,0.168528959,0.181203902,3.19082427,0.0869186297,0.213415995,5.79457521,0.0383722931,0.00011479338,2.04294515,0.746214867
g0.035,pmstokes_H1.500,4,FAIL,0.320478499,0.220872849,1.68121266,0.0904213712,0.194706708,6.02809095,0.0657512769,0.000133452835,2.04352808,0.74779582
g0.035,pmstokes_H1.500,5,FAIL,0.333946943,0.352187306,5.97930765,0.0843862742,0.198137045,5.6257515,0.0815592632,0.000125575039,2.04251885,0.746023476
g0.035,pmstokes_H4.000,1,FAIL,0.305649757,0.545278549,2.23171854,0.250761509,0.563929856,6.26903772,0.101017542,0.000143231184,3.28942418,1.05846632
g0.035,pmstokes_H4.000,2,FAIL,0.239893734,0.155413002,3.49531722,0.237399906,0.489662975,5.93499756,0.0452187322,0.000131423163,3.2908864,1.06255674
g0.035,pmstokes_H4.000,3,FAIL,0.147584528,0.164188385,4.45332146,0.234771624,0.576712966,5.86929083,0.0320817381,0.000115459145,3.29019737,1.06391275
g0.035,pmstokes_H4.000,4,FAIL,0.216328517,0.206434906,1.83303618,0.243260041,0.511471987,6.08150101,0.0477326401,0.000138105766,3.2902925,1.06313705
g0.035,pmstokes_H4.000,5,FAIL,0.438149959,0.303954661,2.86480999,0.218190044,0.52429831,5.45475101,0.090637885,0.000147739192,3.29173493,1.06039894
g0.035,pmstokes_H8.500,1,FAIL,0.187953845,0.501122773,3.21795058,0.541077018,1.17212462,6.36561203,0.0850976557,0.000159276562,4.10274935,1.41329074
g0.035,pmstokes_H8.500,2,FAIL,0.411756307,0.195166796,2.81222892,0.470822662,1.00805211,5.53909016,0.07389009,0.00013232771,4.10255957,1.41199362
g0.035,pmstokes_H8.500,3,FAIL,0.163182795,0.177725628,2.6887188,0.499673724,1.23844707,5.87851429,0.031416364,0.000179112103,4.10273933,1.41282773
g0.035,pmstokes_H8.500,4,FAIL,0.570126593,0.26437059,1.63158107,0.496039212,1.07080269,5.83575535,0.105039708,0.000140378717,4.10327768,1.40522873
g0.035,pmstokes_H8.500,5,FAIL,0.301888466,0.382543623,5.76930094,0.482226759,1.08976328,5.67325592,0.0803859457,0.000129280917,4.10105085,1.41125798
g0.05,jonswap_H0.270,1,FAIL,0.220509037,0.433005452,3.55418086,0.0181303136,0.0350477956,6.71493101,0.0813627467,0.000153235553,1.2976892,0.330172807
g0.05,jonswap_H0.270,2,FAIL,0.295882761,0.216700122,4.08932781,0.0191130191,0.0347391926,7.07889557,0.0615523309,0.000126329134,1.28320587,0.331642151
g0.05,jonswap_H0.270,3,FAIL,0.14121227,0.213003293,4.97976398,0.0176518336,0.0365228318,6.53771591,0.0417316742,0.00010739547,1.25606072,0.340860814
g0.05,jonswap_H0.270,4,FAIL,0.281697541,0.259556532,2.51534295,0.0182775315,0.0344927125,6.76945591,0.0648526251,0.000125765771,1.26511419,0.330715954
g0.05,jonswap_H0.270,5,FAIL,0.342818469,0.368953258,5.83673668,0.0168507751,0.0344400108,6.24102783,0.0854137018,0.000166217462,1.25769985,0.331572473
g0.05,jonswap_H1.500,1,FAIL,0.205670133,0.358408779,3.49134254,0.0955908746,0.205728367,6.37272453,0.0666113272,0.000146846782,2.18139935,0.684075892
g0.05,jonswap_H1.500,2,FAIL,0.36030665,0.313514113,3.01030803,0.0947135165,0.193718329,6.31423426,0.0800000653,0.000130914108,2.18514132,0.685219526
g0.05,jonswap_H1.500,3,FAIL,0.176798448,0.315776706,3.16178179,0.0893985331,0.213496715,5.95990181,0.057883203,0.000118570446,2.17887568,0.688429117
g0.05,jonswap_H1.500,4,FAIL,0.333417594,0.365902364,1.78860033,0.0923043266,0.191618726,6.15362167,0.0837597996,0.00012939563,2.18383503,0.665489316
g0.05,jonswap_H1.500,5,FAIL,0.313947052,0.493715852,6.51808691,0.0867316127,0.196553588,5.78210735,0.0986649245,0.000120523291,2.17812371,0.679515004
g0.05,jonswap_H4.000,1,FAIL,0.381357074,0.279236585,2.74286723,0.251137108,0.564259946,6.2784276,0.0746984929,0.000147771003,3.5906105,1.06248486
g0.05,jonswap_H4.000,2,FAIL,0.160072252,0.476306558,3.86003685,0.246247813,0.537547171,6.15619516,0.0831399858,0.000130812245,3.59119201,1.0617187
g0.05,jonswap_H4.000,3,FAIL,0.143109918,0.516853511,3.9885807,0.233738154,0.602948666,5.84345388,0.0872034654,0.000120908837,3.58975983,1.06095934
g0.05,jonswap_H4.000,4,FAIL,0.181072354,0.561871886,2.43661189,0.242451593,0.53413707,6.06128979,0.0980683044,0.000135601804,3.59064627,1.06167448
g0.05,jonswap_H4.000,5,FAIL,0.442711771,0.697776556,3.8956635,0.223277494,0.556965828,5.58193731,0.140955403,0.000167880047,3.58965158,1.05997014
g0.05,jonswap_H8.500,1,FAIL,0.354109645,0.275445849,3.70700455,0.539276302,1.22823,6.34442711,0.0678783208,0.000148206149,4.22208929,1.34271467
g0.05,jonswap_H8.500,2,FAIL,0.222157896,0.488649338,3.30639815,0.484503865,1.14141452,5.70004559,0.088591218,0.000136147079,4.22125196,1.33949733
g0.05,jonswap_H8.500,3,FAIL,0.129080117,0.588232279,2.04280424,0.504785359,1.24093556,5.93865108,0.095579274,0.000133881753,4.22270012,1.34001398
g0.05,jonswap_H8.500,4,FAIL,0.221945107,0.578891575,2.28329921,0.512576342,1.12874699,6.03030968,0.102663599,0.000135163369,4.22099257,1.33864534
g0.05,jonswap_H8.500,5,FAIL,0.410435915,0.709026635,6.48299074,0.48351869,1.21774673,5.6884551,0.137953088,0.000138985852,4.22358608,1.33993495
g0.05,pmstokes_H0.270,1,FAIL,0.206508249,0.467593253,3.20470595,0.0178536624,0.0348307192,6.61246729,0.0855292752,0.000146107574,1.19016337,0.374455363
g0.05,pmstokes_H0.270,2,FAIL,0.316812903,0.185420603,3.9846077,0.0186625943,0.0340469182,6.9120717,0.0616177917,0.000128405649,1.17496097,0.373425692
g0.05,pmstokes_H0.270,3,FAIL,0.151388809,0.178696424,4.77883005,0.0172255468,0.0359771624,6.37983179,0.0378758311,0.000115175128,1.14918911,0.363360405
g0.05,pmstokes_H0.270,4,FAIL,0.301711619,0.217453107,2.36319923,0.0180297345,0.0338752382,6.67767906,0.0629058108,0.000129399792,1.157704,0.375236511
g0.05,pmstokes_H0.270,5,FAIL,0.324708819,0.327882737,5.03615236,0.0166259352,0.0336430296,6.15775347,0.0783789009,0.000169940598,1.14953399,0.374746531
g0.05,pmstokes_H1.500,1,FAIL,0.198894709,0.491014093,3.21350765,0.0935912356,0.198586091,6.23941565,0.0863968581,0.000147550221,2.04426289,0.747584164
g0.05,pmstokes_H1.500,2,FAIL,0.34590286,0.18575868,2.83333302,0.0902161375,0.182108805,6.01440907,0.065530479,0.0001309902,2.04543304,0.746993423
g0.05,pmstokes_H1.500,3,FAIL,0.169953808,0.179365501,3.19745088,0.0869432762,0.201352254,5.7962184,0.0379161015,0.000120378369,2.04294515,0.746214867
g0.05,pmstokes_H1.500,4,FAIL,0.320320606,0.222886533,1.68406475,0.0904116258,0.18415609,6.0274415,0.065844804,0.000134864822,2.04352808,0.74779582
g0.05,pmstokes_H1.500,5,FAIL,0.334928304,0.358644903,5.99474239,0.0843419656,0.188011914,5.62279749,0.082436882,0.000127862804,2.04251885,0.746023476
g0.05,pmstokes_H4.000,1,FAIL,0.307383299,0.549780726,2.22591186,0.250825971,0.552137673,6.27064943,0.10114947,0.000145978527,3.28942418,1.05846632
g0.05,pmstokes_H4.000,2,FAIL,0.241603583,0.152704358,3.49274111,0.237449959,0.482108653,5.93624878,0.0451048166,0.000135746232,3.2908864,1.06255674
g0.05,pmstokes_H4.000,3,FAIL,0.14825885,0.162681088,4.45922136,0.234853923,0.550130129,5.8713479,0.0315870456,0.000120520017,3.29019737,1.06391275
g0.05,pmstokes_H4.000,4,FAIL,0.217285141,0.203742474,1.82515717,0.243374139,0.495144755,6.08435345,0.0474022552,0.000139837619,3.2902925,1.06313705
g0.05,pmstokes_H4.000,5,FAIL,0.437209666,0.306254208,2.86863518,0.218120694,0.50838089,5.45301723,0.0908506662,0.000151698769,3.29173493,1.06039894
g0.05,pmstokes_H8.500,1,FAIL,0.189877748,0.504132569,3.21549535,0.541141927,1.16175044,6.36637545,0.0850258544,0.000161361197,4.10274935,1.41329074
g0.05,pmstokes_H8.500,2,FAIL,0.414240956,0.191603154,2.80824924,0.470927566,0.997988164,5.54032421,0.0738073811,0.00013643183,4.10255957,1.41199362
g0.05,pmstokes_H8.500,3,FAIL,0.16408965,0.177800342,2.69093609,0.499721587,1.19692647,5.87907743,0.0310929846,0.000184510296,4.10273933,1.41282773
g0.05,pmstokes_H8.500,4,FAIL,0.571231842,0.265518159,1.63240421,0.496055156,1.04345298,5.83594275,0.105033018,0.000142458419,4.10327768,1.40522873
g0.05,pmstokes_H8.500,5,FAIL,0.299144387,0.383937359,5.76799631,0.482232749,1.07381129,5.67332649,0.0802957565,0.00013030335,4.10105085,1.41125798
g0.07,jonswap_H0.270,1,FAIL,0.221219778,0.436390072,3.54701662,0.0181351416,0.0345951803,6.71671915,0.0816295296,0.000156457958,1.2976892,0.330172807
g0.07,jonswap_H0.270,2,FAIL,0.29732883,0.213781521,4.08618546,0.0191176012,0.0343694761,7.08059263,0.061360158,0.000134143018,1.28320587,0.331642151
g0.07,jonswap_H0.270,3,FAIL,0.14189887,0.213612318,4.98092031,0.0176528171,0.0354956239,6.53808022,0.0416095182,0.000114786817,1.25606072,0.340860814
g0.07,jonswap_H0.270,4,FAIL,0.281729102,0.26031819,2.51596379,0.0182775967,0.0337752327,6.76948023,0.0648887083,0.000130055967,1.26511419,0.330715954
g0.07,jonswap_H0.270,5,FAIL,0.344518095,0.375568032,5.85051394,0.0168392863,0.0335149951,6.23677254,0.086348936,0.000165946258,1.25769985,0.331572473
g0.07,jonswap_H1.500,1,FAIL,0.207835808,0.361431062,3.48820734,0.0956091881,0.203535587,6.37394571,0.0666287988,0.000151021668,2.18139935,0.684075892
g0.07,jonswap_H1.500,2,FAIL,0.362597108,0.310316414,3.00499177,0.0947441235,0.193618685,6.31627464,0.0797659159,0.00013724454,2.18514132,0.685219526
g0.07,jonswap_H1.500,3,FAIL,0.178394184,0.318150371,3.16084337,0.0893940106,0.205700442,5.95960045,0.0578170158,0.000125869745,2.17887568,0.688429117
g0.07,jonswap_H1.500,4,FAIL,0.333173513,0.369046301,1.79315937,0.0922920853,0.188589603,6.15280533,0.0839928761,0.000131724548,2.18383503,0.665489316
g0.07,jonswap_H1.500,5,FAIL,0.314937264,0.501930654,6.53615618,0.0866705701,0.192885906,5.77803755,0.0997990295,0.000125077568,2.17812371,0.679515004
g0.07,jonswap_H4.000,1,FAIL,0.385282993,0.279631346,2.74823761,0.251075894,0.562890291,6.27689743,0.074475728,0.00015183659,3.5906105,1.06248486
g0.07,jonswap_H4.000,2,FAIL,0.161147311,0.477545738,3.86306071,0.246245936,0.539550602,6.15614843,0.0832840353,0.000136931296,3.59119201,1.0617187
g0.07,jonswap_H4.000,3,FAIL,0.143833011,0.521306992,3.98451805,0.233682379,0.586900532,5.84205961,0.0873251408,0.000127469451,3.58975983,1.06095934
g0.07,jonswap_H4.000,4,FAIL,0.181631505,0.561778665,2.43376064,0.242575407,0.532641053,6.06438541,0.0978829265,0.000137978961,3.59064627,1.06167448
g0.07,jonswap_H4.000,5,FAIL,0.440069348,0.69791317,3.88860607,0.223358929,0.555271685,5.58397341,0.140557185,0.000176567657,3.58965158,1.05997014
g0.07,jonswap_H8.500,1,FAIL,0.358522266,0.276391149,3.70861506,0.5392434,1.2243011,6.34403992,0.0676718354,0.000152050154,4.22208929,1.34271467
g0.07,jonswap_H8.500,2,FAIL,0.223650157,0.488463044,3.30620623,0.484535903,1.13374507,5.70042229,0.0886034817,0.00014137401,4.22125196,1.33949733
g0.07,jonswap_H8.500,3,FAIL,0.130354106,0.592960298,2.03792095,0.504617214,1.20928311,5.93667316,0.0955953375,0.000140630233,4.22270012,1.34001398
g0.07,jonswap_H8.500,4,FAIL,0.222669363,0.578749418,2.27999282,0.512629688,1.1304872,6.03093719,0.102464952,0.000136202711,4.22099257,1.33864534
g0.07,jonswap_H8.500,5,FAIL,0.407211423,0.70998174,6.47583771,0.483629644,1.21193409,5.68976021,0.137516782,0.000145296712,4.22358608,1.33993495
g0.07,pmstokes_H0.270,1,FAIL,0.206839189,0.473572433,3.19291091,0.0178625919,0.0341308452,6.61577463,0.086172916,0.000150234409,1.19016337,0.374455363
g0.07,pmstokes_H0.270,2,FAIL,0.31857124,0.181327283,3.97950268,0.0186681617,0.0335611738,6.91413403,0.0614257418,0.000136115152,1.17496097,0.373425692
g0.07,pmstokes_H0.270,3,FAIL,0.152106568,0.179652184,4.77899122,0.017225543,0.0347573683,6.37983036,0.0378046669,0.000121727258,1.14918911,0.363360405
g0.07,pmstokes_H0.270,4,FAIL,0.302307934,0.215996176,2.3595345,0.0180334449,0.0329494253,6.67905331,0.0627914742,0.000133337453,1.157704,0.375236511
g0.07,pmstokes_H0.270,5,FAIL,0.324992418,0.330378711,5.04303455,0.0166225322,0.0326770842,6.15649319,0.078660056,0.000170073967,1.14953399,0.374746531
g0.07,pmstokes_H1.500,1,FAIL,0.200870991,0.494603962,3.20906043,0.0936158746,0.196726575,6.24105787,0.0864512548,0.000151875473,2.04426289,0.747584164
g0.07,pmstokes_H1.500,2,FAIL,0.348268777,0.182158113,2.82882476,0.0902317017,0.180707946,6.01544666,0.0654146671,0.00013763312,2.04543304,0.746993423
g0.07,pmstokes_H1.500,3,FAIL,0.17162329,0.179540545,3.20060873,0.086953938,0.194155186,5.79692888,0.0376284346,0.000128103915,2.04294515,0.746214867
g0.07,pmstokes_H1.500,4,FAIL,0.320599407,0.224295557,1.68423057,0.090405792,0.179644838,6.0270524,0.0658849254,0.000136791641,2.04352808,0.74779582
g0.07,pmstokes_H1.500,5,FAIL,0.334856957,0.36352402,6.00435352,0.0843100995,0.18412371,5.62067318,0.0829944387,0.000131802954,2.04251885,0.746023476
g0.07,pmstokes_H4.000,1,FAIL,0.310350865,0.554600656,2.22124863,0.250882298,0.552266061,6.27205753,0.101195544,0.0001503557,3.28942418,1.05846632
g0.07,pmstokes_H4.000,2,FAIL,0.24384509,0.150065035,3.49137044,0.237492472,0.483704031,5.93731165,0.0450075082,0.000142804245,3.2908864,1.06255674
g0.07,pmstokes_H4.000,3,FAIL,0.149201304,0.162804767,4.46271849,0.234904721,0.533665478,5.8726182,0.0312138218,0.000127718478,3.29019737,1.06391275
g0.07,pmstokes_H4.000,4,FAIL,0.218087643,0.203081921,1.8206563,0.243460283,0.492180735,6.08650684,0.0472049117,0.000142462683,3.2902925,1.06313705
g0.07,pmstokes_H4.000,5,FAIL,0.435323864,0.307601988,2.86912227,0.218096778,0.505228758,5.45241928,0.0909046978,0.000158196257,3.29173493,1.06039894
g0.07,pmstokes_H8.500,1,FAIL,0.193237945,0.507071316,3.21458244,0.541180789,1.16888034,6.36683273,0.0847987235,0.000165139936,4.10274935,1.41329074
g0.07,pmstokes_H8.500,2,FAIL,0.41728583,0.187812656,2.80484343,0.471056312,1.00131691,5.54183865,0.0737228915,0.000143094745,4.10255957,1.41199362
g0.07,pmstokes_H8.500,3,FAIL,0.165138379,0.180823833,2.68693018,0.49960357,1.16741621,5.87768888,0.0310043544,0.000193271931,4.10273933,1.41282773
g0.07,pmstokes_H8.500,4,FAIL,0.572363257,0.268767059,1.63671684,0.496029586,1.03653586,5.83564186,0.105057828,0.00014600018,4.10327768,1.40522873
g0.07,pmstokes_H8.500,5,FAIL,0.295794398,0.38609001,5.76741266,0.482226968,1.07601345,5.6732583,0.0802399144,0.000132286004,4.10105085,1.41125798
g0.05_m1.25,jonswap_H0.270,1,FAIL,0.209201232,0.430513978,3.54951859,0.0181366615,0.0347646996,6.71728182,0.0801826119,0.000155906047,1.2976892,0.330172807
g0.05_m1.25,jonswap_H0.270,2,FAIL,0.294502854,0.217111215,4.08102131,0.0191128589,0.0346564539,7.07883644,0.0613999926,0.000128480504,1.28320587,0.331642151
