arm,record,seed,gate,roll_rms_deg,pitch_rms_deg,yaw_rms_deg,disp_z_rms_m,disp_3d_rms_m,disp_z_pct_hs,accel_bias_3d_rms_mps2,gyro_bias_3d_rms_radps,tau_applied_s,sigma_applied_mps2
sga_0.36,jonswap_H4.000,4,FAIL,0.274490088,0.355788738,1.86605489,0.164400056,0.710966229,4.11000156,0.064265959,0.000165095029,3.59000444,1.12445807
sga_0.36,jonswap_H4.000,5,FAIL,0.359915525,0.419581056,3.14861727,0.150848463,0.721064031,3.77121162,0.093200542,0.000317645259,3.58899474,1.12265122
sga_0.36,jonswap_H8.500,1,FAIL,0.326043129,0.508646131,3.08063793,0.344752312,1.34124255,4.05590963,0.0884311348,0.000235764484,4.22194338,1.42213702
sga_0.36,jonswap_H8.500,2,FAIL,0.330661297,0.234827742,2.70235085,0.341185212,1.23109114,4.01394367,0.0545231402,0.000243540737,4.22111464,1.41873169
sga_0.36,jonswap_H8.500,3,FAIL,0.189658031,0.314056158,2.76882148,0.334062099,1.28232074,3.93014216,0.0401288308,0.000254355255,4.22255135,1.41927826
sga_0.36,jonswap_H8.500,4,FAIL,0.330224723,0.294995159,1.50910938,0.345126182,1.30260992,4.06030798,0.0620387457,0.000161300035,4.22084951,1.41782928
sga_0.36,jonswap_H8.500,5,FAIL,0.322117388,0.393844604,5.62259436,0.316980541,1.31496,3.72918272,0.0832128152,0.000226308926,4.22343445,1.41919327
sga_0.36,pmstokes_H0.270,1,FAIL,0.257581383,0.512957156,3.18289518,0.0117947021,0.0575092211,4.3684082,0.0883205608,0.000239419664,1.18999803,0.396765739
sga_0.36,pmstokes_H0.270,2,FAIL,0.34312126,0.201025695,4.00777769,0.0134935798,0.0550121553,4.99762201,0.0609224439,0.000237832195,1.17476964,0.395676285
sga_0.36,pmstokes_H0.270,3,FAIL,0.190655798,0.224108323,4.78786278,0.0116333663,0.0541588739,4.30865431,0.0383378267,0.000224255287,1.14895809,0.385182202
sga_0.36,pmstokes_H0.270,4,FAIL,0.323437572,0.254817098,2.34635496,0.0124285351,0.0543382913,4.60316086,0.0628113523,0.000232954728,1.1575098,0.397553384
sga_0.36,pmstokes_H0.270,5,FAIL,0.320360333,0.355837405,5.0769372,0.0121585382,0.0550341979,4.50316238,0.0785818025,0.000212001003,1.14930069,0.397042245
sga_0.36,pmstokes_H1.500,1,FAIL,0.258556366,0.521095276,3.22530103,0.0574424267,0.257804036,3.82949495,0.0863490701,0.000243189701,2.04409766,0.791541398
sga_0.36,pmstokes_H1.500,2,FAIL,0.383681685,0.19819124,2.84149909,0.0613707043,0.241655737,4.09138012,0.0647385269,0.000252624042,2.04525042,0.790915489
sga_0.36,pmstokes_H1.500,3,FAIL,0.21002841,0.220936254,3.23279881,0.0549206324,0.24224712,3.66137528,0.0367390849,0.00022506727,2.04276919,0.790095568
sga_0.36,pmstokes_H1.500,4,FAIL,0.344375759,0.294192612,1.74185967,0.057641618,0.240440905,3.84277439,0.0673428327,0.000221944312,2.04334545,0.791755617
sga_0.36,pmstokes_H1.500,5,FAIL,0.322162032,0.39203015,6.02045822,0.0535892472,0.243520632,3.57261634,0.0826310739,0.000194977794,2.04234433,0.789882421
sga_0.36,pmstokes_H4.000,1,FAIL,0.369153857,0.556150675,2.30492353,0.157009169,0.701855659,3.92522931,0.0982963145,0.000247238466,3.28950691,1.12080824
sga_0.36,pmstokes_H4.000,2,FAIL,0.278447419,0.205230981,3.56557941,0.163077936,0.665272534,4.07694817,0.0450631604,0.00023938503,3.29101133,1.12507129
sga_0.36,pmstokes_H4.000,3,FAIL,0.185315415,0.235363871,4.40306234,0.149553791,0.643886685,3.73884487,0.0322633348,0.000247618213,3.29030442,1.12649322
sga_0.36,pmstokes_H4.000,4,FAIL,0.242037326,0.289540321,1.90412748,0.156392962,0.667597413,3.90982413,0.0494259298,0.000204639116,3.29041028,1.12568247
sga_0.36,pmstokes_H4.000,5,FAIL,0.422920167,0.333400548,2.88492179,0.142810449,0.673733115,3.57026124,0.0899771005,0.000247151125,3.29185557,1.12286091
sga_0.36,pmstokes_H8.500,1,FAIL,0.246226549,0.464872748,3.36154032,0.349759549,1.27439129,4.1148181,0.0774536207,0.000236492924,4.10336018,1.49639642
sga_0.36,pmstokes_H8.500,2,FAIL,0.439841896,0.269418657,2.92470098,0.322201252,1.16036153,3.79060292,0.0743038133,0.000239176792,4.10316706,1.49501801
sga_0.36,pmstokes_H8.500,3,FAIL,0.198385239,0.299083114,2.53495169,0.318371475,1.22661817,3.74554658,0.0364481173,0.000347970781,4.10334301,1.49589336
sga_0.36,pmstokes_H8.500,4,FAIL,0.578584552,0.387415558,1.8061682,0.341118336,1.21342528,4.01315689,0.106952235,0.000238115215,4.10386848,1.48797488
sga_0.36,pmstokes_H8.500,5,FAIL,0.301062942,0.449709713,5.87149525,0.317738324,1.22661912,3.73809791,0.0833766684,0.000186046367,4.10165882,1.49425924
sga_0.5,jonswap_H0.270,1,FAIL,0.264634579,0.500347137,3.45710015,0.0117298942,0.0586245768,4.34440517,0.086943306,0.000242232767,1.2979629,0.350299329
sga_0.5,jonswap_H0.270,2,FAIL,0.331862271,0.204848439,4.04718733,0.0141376015,0.0564434305,5.23614836,0.0595367253,0.000238871537,1.28338206,0.351867527
sga_0.5,jonswap_H0.270,3,FAIL,0.186036497,0.211590469,5.10616398,0.0118878167,0.0557756759,4.40289497,0.0358584151,0.000223254363,1.25628102,0.361486852
sga_0.5,jonswap_H0.270,4,FAIL,0.307991326,0.286321759,2.46635962,0.0125571657,0.0557032116,4.65080214,0.0640420094,0.000219117457,1.26532924,0.350926667
sga_0.5,jonswap_H0.270,5,FAIL,0.337438524,0.390386045,5.81089783,0.0120606972,0.056604974,4.46692467,0.0845109746,0.000204763754,1.25790656,0.351814181
sga_0.5,jonswap_H1.500,1,FAIL,0.243664265,0.487053096,3.26130795,0.0584292561,0.267459333,3.8952837,0.0800988227,0.000246766955,2.18100834,0.725073874
sga_0.5,jonswap_H1.500,2,FAIL,0.418154836,0.227676958,2.81677389,0.0674837977,0.258507341,4.49891949,0.0732158571,0.000247491,2.18478942,0.726248801
sga_0.5,jonswap_H1.500,3,FAIL,0.229330778,0.25891155,3.41891289,0.0574309379,0.255108535,3.82872915,0.0443548411,0.00023048342,2.17850184,0.729600251
sga_0.5,jonswap_H1.500,4,FAIL,0.381108373,0.322256893,1.58375359,0.0605784543,0.252869904,4.03856325,0.0761320665,0.000200700844,2.18348646,0.705704868
sga_0.5,jonswap_H1.500,5,FAIL,0.286542475,0.431035638,6.29538059,0.0559011102,0.256084353,3.7267406,0.0837855414,0.000198581198,2.1777575,0.720317721
sga_0.5,jonswap_H4.000,1,FAIL,0.372099519,0.470468998,2.24595785,0.154641345,0.724484921,3.86603355,0.086217083,0.000246659736,3.58995557,1.12531114
sga_0.5,jonswap_H4.000,2,FAIL,0.260891467,0.263691455,3.42608643,0.170432582,0.715300322,4.26081467,0.0510027558,0.000235550688,3.59055161,1.12450373
sga_0.5,jonswap_H4.000,3,FAIL,0.182541028,0.333509177,4.49334908,0.151684657,0.690653026,3.7921164,0.0482538939,0.000239319459,3.58910298,1.12369895
sga_0.5,jonswap_H4.000,4,FAIL,0.274505377,0.355773568,1.8660661,0.164462253,0.711395383,4.11155653,0.0642534941,0.000165740581,3.59000444,1.12445807
sga_0.5,jonswap_H4.000,5,FAIL,0.36068213,0.42352137,3.15912509,0.150984541,0.72128433,3.77461362,0.0937373266,0.000316457154,3.58899474,1.12265122
sga_0.5,jonswap_H8.500,1,FAIL,0.326169521,0.508191943,3.08165026,0.344970644,1.34153664,4.05847788,0.0883742571,0.000235572094,4.22194338,1.42213702
sga_0.5,jonswap_H8.500,2,FAIL,0.330733687,0.234802008,2.70217776,0.341072172,1.23169327,4.01261377,0.0545359291,0.000243611925,4.22111464,1.41873169
sga_0.5,jonswap_H8.500,3,FAIL,0.189851984,0.312517554,2.77313924,0.334295869,1.28272891,3.93289256,0.0399244912,0.00025472691,4.22255135,1.41927826
sga_0.5,jonswap_H8.500,4,FAIL,0.330321878,0.294671535,1.50810897,0.345313579,1.3033936,4.0625124,0.0620123446,0.000162118566,4.22084951,1.41782928
sga_0.5,jonswap_H8.500,5,FAIL,0.322591573,0.39589712,5.62838602,0.317362517,1.31500173,3.73367667,0.0834974721,0.000226190386,4.22343445,1.41919327
sga_0.5,pmstokes_H0.270,1,FAIL,0.258336335,0.509465694,3.19105053,0.0117573645,0.0574822165,4.35457945,0.0877978355,0.000239649875,1.18999803,0.396765739
sga_0.5,pmstokes_H0.270,2,FAIL,0.343780488,0.199147344,4.00269938,0.0133373337,0.054959476,4.93975306,0.0608687252,0.000237796339,1.17476964,0.395676285
sga_0.5,pmstokes_H0.270,3,FAIL,0.191089392,0.220872253,4.79717493,0.0115811834,0.0541408248,4.28932714,0.037922401,0.00022521893,1.14895809,0.385182202
sga_0.5,pmstokes_H0.270,4,FAIL,0.323843569,0.25322783,2.3422277,0.012348908,0.0543042235,4.57366943,0.062734507,0.000230070742,1.1575098,0.397553384
sga_0.5,pmstokes_H0.270,5,FAIL,0.321586519,0.36187458,5.09352064,0.0119999982,0.0550107397,4.4444437,0.0794996619,0.000212281462,1.14930069,0.397042245
sga_0.5,pmstokes_H1.500,1,FAIL,0.258720607,0.520510852,3.22631931,0.0575634949,0.257784307,3.83756614,0.0862492099,0.000243450253,2.04409766,0.791541398
sga_0.5,pmstokes_H1.500,2,FAIL,0.383552849,0.198674023,2.84288979,0.061233826,0.24165225,4.08225489,0.0647604316,0.000252353901,2.04525042,0.790915489
sga_0.5,pmstokes_H1.500,3,FAIL,0.209851086,0.224065498,3.22377753,0.0550209768,0.242305025,3.66806507,0.0371363424,0.000227137876,2.04276919,0.790095568
sga_0.5,pmstokes_H1.500,4,FAIL,0.345686913,0.288977742,1.72852778,0.0577207431,0.240438908,3.8480494,0.0669890568,0.000217321809,2.04334545,0.791755617
sga_0.5,pmstokes_H1.500,5,FAIL,0.32196787,0.391877472,6.01975536,0.0536642857,0.243594959,3.57761884,0.0826072171,0.000196055495,2.04234433,0.789882421
sga_0.5,pmstokes_H4.000,1,FAIL,0.369244456,0.555863202,2.30550218,0.157302514,0.702076614,3.93256283,0.0982571393,0.000247174728,3.28950691,1.12080824
sga_0.5,pmstokes_H4.000,2,FAIL,0.278506786,0.205263466,3.56534171,0.16298227,0.665515423,4.07455683,0.0450678132,0.000239373127,3.29101133,1.12507129
sga_0.5,pmstokes_H4.000,3,FAIL,0.185451582,0.235905185,4.402071,0.149884075,0.644091964,3.74710178,0.0324002244,0.000247423275,3.29030442,1.12649322
sga_0.5,pmstokes_H4.000,4,FAIL,0.242489681,0.287420452,1.89860404,0.156619415,0.667943716,3.91548538,0.049192626,0.000204848664,3.29041028,1.12568247
sga_0.5,pmstokes_H4.000,5,FAIL,0.423138589,0.334508896,2.88815641,0.14314729,0.674045801,3.57868218,0.0900950804,0.00024690479,3.29185557,1.12286091
sga_0.5,pmstokes_H8.500,1,FAIL,0.246248618,0.464763373,3.3617816,0.350007951,1.27468872,4.11774063,0.0774338618,0.000236516746,4.10336018,1.49639642
sga_0.5,pmstokes_H8.500,2,FAIL,0.439881623,0.269338369,2.92438936,0.322388053,1.1609298,3.79280066,0.0743035674,0.000239219109,4.10316706,1.49501801
