scenario,value,seed,disp_z_rms_m,disp_3d_rms_m,roll_rms_deg,pitch_rms_deg,yaw_rms_deg,wave_period_s,period_s,tau_applied_s,sigma_applied_mps2,accel_variance_m2ps4,seg_start_disp_z_rms_m,seg_blend_disp_z_rms_m,seg_recover_disp_z_rms_m,seg_end_disp_z_rms_m
transition,3.5,3,0.1813609,0.516350508,0.481789291,0.209545806,2.5110805,7.99750376,2.8693521,4.00721073,0.605102539,0.463490218,0.0689764544,0.244404718,0.19730179,0.198937476
transition,3.5,4,0.191018894,0.495676786,0.204819351,0.258242369,4.90746784,7.9935956,2.96246934,4.00544357,0.608513355,0.461816281,0.0694411695,0.251048833,0.2560516,0.196716964
transition,3.5,5,0.174417585,0.465707093,0.309022665,0.259377599,0.528874338,7.99729013,3.08476591,4.00669765,0.607439399,0.465254724,0.076544337,0.233370617,0.165648475,0.196065873
transition,4,1,0.18215774,0.479886889,0.213849857,0.13982664,3.16023993,8.00229073,3.00984716,4.00945187,0.608960509,0.46433565,0.0769846439,0.236956581,0.187693149,0.203988746
transition,4,2,0.201532409,0.464166343,0.171791077,0.604452372,3.48265076,7.99145603,3.05164194,4.00386,0.608281612,0.468105286,0.069413878,0.242448151,0.193165153,0.238379374
transition,4,3,0.181188464,0.51620239,0.481837392,0.20962207,2.51143265,7.99750376,2.8693521,4.00721073,0.605627,0.465189606,0.0689838082,0.243231982,0.197274089,0.199015826
transition,4,4,0.190886393,0.495373279,0.204767644,0.258083671,4.90699434,7.9935956,2.96246934,4.00544357,0.609031379,0.463499397,0.0694481283,0.25013572,0.256089181,0.196757749
transition,4,5,0.17425184,0.465426385,0.309001207,0.259456098,0.52904886,7.99729013,3.08476591,4.00669765,0.607921183,0.466878861,0.076560922,0.232190311,0.165654436,0.196146458
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,2,1,0.0115940152,0.026602393,0.197711095,0.105930507,2.2417624,2.63515806,1.61891067,1.31344807,0.390275538,0.206466168,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,2,2,0.0131151108,0.0277880821,0.203934819,0.6132074,4.6866312,2.58861256,1.62367296,1.29279733,0.396398723,0.208073094,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,2,3,0.01198004,0.0285501927,0.430784762,0.222693413,4.70528173,2.53768587,1.63657033,1.26646101,0.400003761,0.207700402,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,2,4,0.0117388591,0.0272546764,0.213511363,0.242771149,4.49784994,2.55478954,1.62156677,1.27559531,0.395727873,0.207830176,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,2,5,0.0119741326,0.0267044939,0.326298863,0.267017782,0.974016666,2.53988528,1.61935377,1.2676841,0.392683148,0.207885891,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,2.5,1,0.0115943504,0.0265832786,0.197738484,0.105740368,2.24190831,2.63515806,1.61891067,1.31344807,0.383934498,0.201874956,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,2.5,2,0.0131229218,0.0277872477,0.203942955,0.613151491,4.68652725,2.58861256,1.62367296,1.29279733,0.389933318,0.203389779,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,2.5,3,0.0119801806,0.0285387244,0.430793285,0.222481251,4.70474195,2.53768587,1.63657033,1.26646101,0.393988758,0.203425586,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,2.5,4,0.0117370486,0.0272498019,0.213503793,0.24287267,4.49795246,2.55478954,1.62156677,1.27559531,0.389601707,0.2035328,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,2.5,5,0.0119730048,0.0266812593,0.326317489,0.266795218,0.973572731,2.53988528,1.61935377,1.2676841,0.386531293,0.203498513,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,3,1,0.011595685,0.0265727453,0.197764546,0.105666563,2.2419486,2.63515806,1.61891067,1.31344807,0.377948046,0.196978226,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,3,2,0.0131282285,0.0277851578,0.203945518,0.613168359,4.68656111,2.58861256,1.62367296,1.29279733,0.383794099,0.198376358,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,3,3,0.0119803995,0.0285361744,0.430810899,0.222421259,4.70461893,2.53768587,1.63657033,1.26646101,0.388058603,0.198616579,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,3,4,0.0117365476,0.027248634,0.213478565,0.242846489,4.4978075,2.55478954,1.62156677,1.27559531,0.383615971,0.19870086,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,3,5,0.0119714923,0.0266615823,0.326317489,0.266723603,0.973450005,2.53988528,1.61935377,1.2676841,0.380551249,0.198615164,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,3.5,1,0.0115980506,0.0265676659,0.197785333,0.105634794,2.24196696,2.63515806,1.61891067,1.31344807,0.372837305,0.192612275,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,3.5,2,0.0131326606,0.0277834013,0.203944892,0.613200188,4.68665075,2.58861256,1.62367296,1.29279733,0.378540516,0.19390142,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,3.5,3,0.011981098,0.02853854,0.430835098,0.222446516,4.70472479,2.53768587,1.63657033,1.26646101,0.382885695,0.19423005,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,3.5,4,0.0117367068,0.0272479691,0.213450819,0.242776588,4.49760103,2.55478954,1.62156677,1.27559531,0.3784132,0.194294676,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,3.5,5,0.0119704381,0.0266452655,0.326308191,0.266726971,0.973494291,2.53988528,1.61935377,1.2676841,0.375373125,0.194185644,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,4,1,0.0116007039,0.0265653692,0.197802693,0.105627239,2.24197197,2.63515806,1.61891067,1.31344807,0.368633717,0.188954219,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,4,2,0.0131359212,0.0277813394,0.203943551,0.613234162,4.68672991,2.58861256,1.62367296,1.29279733,0.374214172,0.190150052,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,4,3,0.0119821848,0.0285428595,0.43086049,0.222506717,4.70493555,2.53768587,1.63657033,1.26646101,0.378570586,0.190501764,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,4,4,0.0117373569,0.0272480752,0.213419393,0.242683932,4.49731874,2.55478954,1.62156677,1.27559531,0.374081075,0.19055067,nan,nan,nan,nan
wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,4,5,0.0119695636,0.026631875,0.326295257,0.266762018,0.973597109,2.53988528,1.61935377,1.2676841,0.371074051,0.190434903,nan,nan,nan,nan
wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,2,1,0.0571244843,0.157144934,0.24249512,0.105893075,3.22299075,4.36546898,2.26168084,2.19445753,0.921542346,1.00213718,nan,nan,nan,nan
wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,2,2,0.0658699498,0.150908098,0.139646307,0.580432057,3.56910753,4.36991787,2.26316285,2.1953423,0.923173249,1.00627911,nan,nan,nan,nan
wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,2,3,0.0575863793,0.162863508,0.504379332,0.191882744,2.34190965,4.36384201,2.35359216,2.1929493,0.914213717,1.00393248,nan,nan,nan,nan
wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,2,4,0.0583232418,0.153246284,0.162580639,0.268105239,4.67708397,4.36506414,2.31638026,2.1930244,0.922729909,1.00493026,nan,nan,nan,nan
wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,2,5,0.0582050458,0.152596921,0.270802259,0.227458209,0.428299278,4.35852623,2.26792526,2.19010401,0.923565209,1.00704467,nan,nan,nan,nan
wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,2.5,1,0.0571108274,0.157089412,0.242416903,0.1059523,3.22319174,4.36546898,2.26168084,2.19445753,0.888993263,0.944016874,nan,nan,nan,nan
wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,2.5,2,0.0659097806,0.150975779,0.139640868,0.580961227,3.57057714,4.36991787,2.26316285,2.1953423,0.890567958,0.947846234,nan,nan,nan,nan
wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,2.5,3,0.0575165711,0.163001791,0.504401863,0.192156121,2.34313822,4.36384201,2.35359216,2.1929493,0.881912708,0.945728421,nan,nan,nan,nan
wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,2.5,4,0.0582949519,0.153320834,0.162670255,0.267951101,4.67672729,4.36506414,2.31638026,2.1930244,0.889958739,0.946251631,nan,nan,nan,nan
wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,2.5,5,0.0581505671,0.152536765,0.270823032,0.227745786,0.42813912,4.35852623,2.26792526,2.19010401,0.890817404,0.948317051,nan,nan,nan,nan
wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,3,1,0.0571121164,0.157056153,0.242358461,0.105870001,3.22365069,4.36546898,2.26168084,2.19445753,0.865714967,0.901965857,nan,nan,nan,nan
wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,3,2,0.0659429431,0.151033878,0.139643773,0.581252217,3.57141876,4.36991787,2.26316285,2.1953423,0.867236733,0.905547738,nan,nan,nan,nan
wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,3,3,0.0574653149,0.163081154,0.504409969,0.192278594,2.34375834,4.36384201,2.35359216,2.1929493,0.858804107,0.903590202,nan,nan,nan,nan
wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,3,4,0.0582718067,0.153374016,0.162739471,0.267901629,4.67662764,4.36506414,2.31638026,2.1930244,0.866505504,0.90377748,nan,nan,nan,nan
wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,3,5,0.0581169128,0.152491719,0.27083987,0.227889478,0.428015769,4.35852623,2.26792526,2.19010401,0.867377281,0.905797124,nan,nan,nan,nan
wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,3.5,1,0.0571199991,0.15703468,0.24231185,0.105739109,3.22417617,4.36546898,2.26168084,2.19445753,0.848860681,0.871487856,nan,nan,nan,nan
wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,3.5,2,0.0659697428,0.151078343,0.139650762,0.58140254,3.57187915,4.36991787,2.26316285,2.1953423,0.850337744,0.874878407,nan,nan,nan,nan
wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,3.5,3,0.0574271865,0.163128316,0.504408896,0.192329228,2.34410548,4.36384201,2.35359216,2.1929493,0.842068255,0.873038054,nan,nan,nan,nan
wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,3.5,4,0.0582524016,0.153415114,0.162798941,0.267912507,4.6766839,4.36506414,2.31638026,2.1930244,0.849513531,0.872978032,nan,nan,nan,nan
wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,3.5,5,0.0580959246,0.152453378,0.270849496,0.227960631,0.427943915,4.35852623,2.26792526,2.19010401,0.850394368,0.874961853,nan,nan,nan,nan
wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,4,1,0.0571327619,0.157025084,0.242274106,0.105592109,3.22469878,4.36546898,2.26168084,2.19445753,0.836442649,0.849092782,nan,nan,nan,nan
wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,4,2,0.0659902841,0.151113629,0.139661118,0.581470847,3.57208705,4.36991787,2.26316285,2.1953423,0.837878108,0.852323115,nan,nan,nan,nan
wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,4,3,0.0574011132,0.163153246,0.504399478,0.192319497,2.34421754,4.36384201,2.35359216,2.1929493,0.829730272,0.850571692,nan,nan,nan,nan
wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,4,4,0.0582365356,0.153449714,0.162845969,0.267944545,4.67676258,4.36506414,2.31638026,2.1930244,0.836984515,0.850328863,nan,nan,nan,nan
wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,4,5,0.0580830164,0.152429149,0.270854145,0.228002712,0.427880347,4.35852623,2.26792526,2.19010401,0.837872267,0.852285028,nan,nan,nan,nan
wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,2,1,0.150773421,0.452292323,0.180036336,0.0950165391,0.589555383,7.20137358,3.20307708,3.6173985,1.28201818,2.06616807,nan,nan,nan,nan
wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,2,2,0.168924168,0.425036669,0.322478533,0.555018127,3.90323257,7.2015152,3.19186282,3.61634946,1.28066838,2.06201291,nan,nan,nan,nan
wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,2,3,0.15883626,0.491882741,0.331881493,0.154717669,4.45106649,7.19982004,3.19119287,3.61613441,1.28197992,2.06691504,nan,nan,nan,nan
wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,2,4,0.150837645,0.442618251,0.276022375,0.312066108,4.21080828,7.20107555,3.19499469,3.61681461,1.28134739,2.06291175,nan,nan,nan,nan
wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,2,5,0.149947956,0.432570904,0.378713012,0.184918329,1.12450898,7.19970989,3.20405459,3.61623144,1.27950513,2.05627584,nan,nan,nan,nan
wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,2.5,1,0.150764331,0.452744812,0.179944187,0.0959250182,0.587892294,7.20137358,3.20307708,3.6173985,1.25258875,1.97299409,nan,nan,nan,nan
wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,2.5,2,0.169010952,0.425299793,0.322158933,0.556618869,3.90794635,7.2015152,3.19186282,3.61634946,1.25152636,1.96972477,nan,nan,nan,nan
wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,2.5,3,0.15871188,0.492071003,0.332167387,0.155440718,4.45524073,7.19982004,3.19119287,3.61613441,1.25260735,1.97373199,nan,nan,nan,nan
wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,2.5,4,0.15078032,0.442741692,0.275650889,0.310731977,4.2071476,7.20107555,3.19499469,3.61681461,1.25182021,1.96973085,nan,nan,nan,nan
wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,2.5,5,0.150146931,0.432543665,0.378402859,0.185879275,1.12701583,7.19970989,3.20405459,3.61623144,1.25031829,1.96435261,nan,nan,nan,nan
wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,3,1,0.15075098,0.453078091,0.179875746,0.0965939611,0.586601496,7.20137358,3.20307708,3.6173985,1.23086405,1.90420318,nan,nan,nan,nan
wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,3,2,0.169045299,0.42543599,0.321928591,0.557760894,3.91137934,7.2015152,3.19186282,3.61634946,1.23000848,1.90157211,nan,nan,nan,nan
wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,3,3,0.158610672,0.49204126,0.332376659,0.155998543,4.45840311,7.19982004,3.19119287,3.61613441,1.23092234,1.904935,nan,nan,nan,nan
wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,3,4,0.150702491,0.442801625,0.275380999,0.309736341,4.2044301,7.20107555,3.19499469,3.61681461,1.23005342,1.90100789,nan,nan,nan,nan
wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,3,5,0.150290161,0.432479352,0.378175586,0.186577365,1.12877405,7.19970989,3.20405459,3.61623144,1.2288003,1.89653456,nan,nan,nan,nan
wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,3.5,1,0.150737628,0.453321427,0.17981863,0.0971343666,0.585485518,7.20137358,3.20307708,3.6173985,1.21386933,1.85060978,nan,nan,nan,nan
wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,3.5,2,0.169045329,0.425522804,0.321746081,0.558654845,3.91402698,7.2015152,3.19186282,3.61634946,1.21318936,1.84850895,nan,nan,nan,nan
wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,3.5,3,0.158532441,0.49192667,0.332544386,0.156459406,4.46081591,7.19982004,3.19119287,3.61613441,1.21395957,1.85134685,nan,nan,nan,nan
wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,3.5,4,0.150620475,0.44283548,0.275165379,0.308918953,4.202209,7.20107555,3.19499469,3.61681461,1.21303511,1.8474822,nan,nan,nan,nan
wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,3.5,5,0.150396422,0.43238309,0.377992123,0.187137276,1.13024104,7.19970989,3.20405459,3.61623144,1.21198499,1.84372818,nan,nan,nan,nan
wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,4,1,0.150724575,0.453531206,0.17976974,0.0975910276,0.584514856,7.20137358,3.20307708,3.6173985,1.19999266,1.80711007,nan,nan,nan,nan
wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,4,2,0.169028282,0.425556302,0.321594536,0.559400499,3.91617942,7.2015152,3.19186282,3.61634946,1.19946349,1.80547011,nan,nan,nan,nan
wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,4,3,0.158470914,0.491781145,0.332687438,0.156854704,4.46286011,7.19982004,3.19119287,3.61613441,1.20011401,1.80787075,nan,nan,nan,nan
wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,4,4,0.150539771,0.442890286,0.274981529,0.308215708,4.2003541,7.20107555,3.19499469,3.61681461,1.19916117,1.80409622,nan,nan,nan,nan
wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,4,5,0.150469691,0.432284564,0.37783879,0.187603131,1.13143146,7.19970989,3.20405459,3.61623144,1.19825864,1.80086911,nan,nan,nan,nan
wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,2,1,0.316090435,0.999225616,0.1857851,0.159706861,3.04991293,8.4709444,3.48649359,4.23976374,1.65160215,3.35886383,nan,nan,nan,nan
wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,2,2,0.37197879,0.905522764,0.228362203,0.563315094,3.05756736,8.46714401,3.46802711,4.23718452,1.65549743,3.37193656,nan,nan,nan,nan
wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,2,3,0.321166992,1.04940736,0.41881007,0.194103494,2.00061202,8.46773529,3.46637082,4.23797178,1.65276563,3.36245728,nan,nan,nan,nan
wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,2,4,0.315110236,0.966863394,0.247216433,0.274697423,4.97528553,8.47035027,3.49343538,4.23948526,1.65018535,3.35514259,nan,nan,nan,nan
wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,2,5,0.317020774,0.933209121,0.317888975,0.195165202,0.462466657,8.47087955,3.46896625,4.23937893,1.65314269,3.36469722,nan,nan,nan,nan
wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,2.5,1,0.31551972,0.999365866,0.185721248,0.159887984,3.04966903,8.4709444,3.48649359,4.23976374,1.60506201,3.18780303,nan,nan,nan,nan
wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,2.5,2,0.371544898,0.90508604,0.228335246,0.563922107,3.05946088,8.46714401,3.46802711,4.23718452,1.60896325,3.20103717,nan,nan,nan,nan
wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,2.5,3,0.320536107,1.04976058,0.418866336,0.194449916,2.00224733,8.46773529,3.46637082,4.23797178,1.60621464,3.19146562,nan,nan,nan,nan
wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,2.5,4,0.314425468,0.966805458,0.247246385,0.274300486,4.97408104,8.47035027,3.49343538,4.23948526,1.60369146,3.18398499,nan,nan,nan,nan
wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,2.5,5,0.316948205,0.933495462,0.317901075,0.195385128,0.461435944,8.47087955,3.46896625,4.23937893,1.60672534,3.19399095,nan,nan,nan,nan
wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,3,1,0.315125883,0.999540746,0.185689092,0.160034463,3.04942727,8.4709444,3.48649359,4.23976374,1.56837142,3.05200839,nan,nan,nan,nan
wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,3,2,0.371234626,0.90473634,0.228325799,0.564329982,3.06083012,8.46714401,3.46802711,4.23718452,1.57223189,3.06514668,nan,nan,nan,nan
wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,3,3,0.32015118,1.0499624,0.418892771,0.194691092,2.00346231,8.46773529,3.46637082,4.23797178,1.56949472,3.05563021,nan,nan,nan,nan
wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,3,4,0.313930839,0.9669168,0.247286841,0.273993582,4.973207,8.47035027,3.49343538,4.23948526,1.56707215,3.04830432,nan,nan,nan,nan
wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,3,5,0.316955149,0.933884025,0.317920327,0.195530325,0.46048224,8.47087955,3.46896625,4.23937893,1.57012725,3.05846429,nan,nan,nan,nan
wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,3.5,1,0.31481871,0.999575078,0.185685471,0.160146132,3.04922104,8.4709444,3.48649359,4.23976374,1.540151,2.94744587,nan,nan,nan,nan
wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,3.5,2,0.370999038,0.904491961,0.228327841,0.564544916,3.06167793,8.46714401,3.46802711,4.23718452,1.54394758,2.96035075,nan,nan,nan,nan
wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,3.5,3,0.319915116,1.04997277,0.41889295,0.194793046,2.00413728,8.46773529,3.46637082,4.23797178,1.54124796,2.95100212,nan,nan,nan,nan
wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,3.5,4,0.313569427,0.966943502,0.247325793,0.273789734,4.97267532,8.47035027,3.49343538,4.23948526,1.53894043,2.94394732,nan,nan,nan,nan
wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,3.5,5,0.316865146,0.934077144,0.317937076,0.195590541,0.459712327,8.47087955,3.46896625,4.23937893,1.54199779,2.95415831,nan,nan,nan,nan
wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,4,1,0.314585686,0.999576092,0.185680449,0.160185188,3.04916048,8.4709444,3.48649359,4.23976374,1.5387609,2.94229627,nan,nan,nan,nan
wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,4,2,0.370870471,0.904433429,0.228338018,0.564535618,3.06169558,8.46714401,3.46802711,4.23718452,1.54252815,2.95507169,nan,nan,nan,nan
wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,4,3,0.319683462,1.04983962,0.418902457,0.194791511,2.00411129,8.46773529,3.46637082,4.23797178,1.53982568,2.94571853,nan,nan,nan,nan
wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,4,4,0.31340611,0.966888607,0.247326866,0.273720443,4.97252178,8.47035027,3.49343538,4.23948526,1.53757691,2.9388783,nan,nan,nan,nan
wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,4,5,0.316615313,0.933803499,0.317932367,0.195603177,0.45960319,8.47087955,3.46896625,4.23937893,1.54061699,2.94902182,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,2,1,0.0116199125,0.0256392434,0.202749044,0.0998587236,1.44137681,2.36084843,2.26339006,1.18429327,0.430045962,0.241310626,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,2,2,0.0128894895,0.026245011,0.193009183,0.617844045,4.32375097,2.33227658,2.24765778,1.17174697,0.431622148,0.24308835,nan,nan,nan,nan
