scenario,candidate,moment_horizon_periods,log_smoothing_periods,sigma_var_k_periods,seed,disp_z_rms_m,disp_3d_rms_m,roll_rms_deg,pitch_rms_deg,yaw_rms_deg,wave_period_s,period_s,tau_applied_s,sigma_applied_mps2,accel_variance_m2ps4,seg_start_disp_z_rms_m,seg_blend_disp_z_rms_m,seg_recover_disp_z_rms_m,seg_end_disp_z_rms_m
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,joint_log_005,4,0.05,4,1,0.0115463678,0.0255842842,0.202814221,0.0997258499,1.4412421,2.34127331,2.26339006,1.17600775,0.427009821,0.231962666,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,joint_log_005,4,0.05,4,2,0.012762567,0.0261261724,0.192504421,0.620204866,4.32976103,2.29832029,2.24765778,1.15948057,0.427497357,0.23254621,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,joint_log_005,4,0.05,4,3,0.0117834816,0.027086148,0.442420214,0.224421188,4.26518202,2.24580479,2.11650896,1.13081503,0.427326053,0.232157201,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,joint_log_005,4,0.05,4,4,0.01152346,0.0260169916,0.206591636,0.243797332,4.48516655,2.26438546,2.22746062,1.1420629,0.426691413,0.23154144,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,joint_log_005,4,0.05,4,5,0.011812225,0.0253891516,0.317459911,0.268562019,1.43542004,2.24661016,2.25447249,1.13147867,0.427749127,0.232740015,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,joint_log_005,4,0.05,4,6,0.0123550296,0.0248503797,0.56033361,0.272477895,3.42801332,2.25976229,2.24845791,1.13719416,0.426751316,0.231683299,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,joint_log_005,4,0.05,4,7,0.0127544124,0.0263475496,0.0778448805,0.131678462,0.641285241,2.32722378,2.02875733,1.17282355,0.427748442,0.232444257,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,joint_log_005,4,0.05,4,8,0.0118308328,0.0248320047,0.210517064,0.265422523,1.3308965,2.26181674,2.01515102,1.13818705,0.427312344,0.231980726,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,joint_log_005,4,0.05,4,9,0.0113225328,0.0254721213,0.403274268,0.416779876,4.5604887,2.24106216,1.97920573,1.12921619,0.4273265,0.231924221,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,joint_log_005,4,0.05,4,10,0.0117432652,0.0257445145,0.501813054,0.243497863,2.35279417,2.27773833,2.06088185,1.14928389,0.427838296,0.232499033,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,joint_log_010,4,0.10,4,1,0.0115667563,0.0255878326,0.202810064,0.0996876508,1.44132221,2.34546804,2.26339006,1.17658877,0.426999986,0.231933832,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,joint_log_010,4,0.10,4,2,0.0127831893,0.0261314306,0.192513064,0.620158136,4.32964659,2.30393505,2.24765778,1.16183007,0.427530468,0.232570037,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,joint_log_010,4,0.10,4,3,0.0118050324,0.0270878691,0.442415327,0.224397242,4.26511812,2.25081944,2.11650896,1.13225257,0.427387625,0.232201293,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,joint_log_010,4,0.10,4,4,0.0115411272,0.0260168891,0.206598356,0.243812472,4.48520708,2.26993775,2.22746062,1.1442157,0.426729709,0.231570184,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,joint_log_010,4,0.10,4,5,0.0118321246,0.0253891032,0.317466021,0.268535376,1.4353621,2.25174022,2.25447249,1.13298857,0.427799046,0.232775539,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,joint_log_010,4,0.10,4,6,0.0123758847,0.0248531941,0.560326934,0.272512674,3.42793059,2.26466465,2.24845791,1.1383872,0.426772326,0.231688201,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,joint_log_010,4,0.10,4,7,0.0127735231,0.0263523106,0.0778546929,0.13163051,0.641402662,2.33278608,2.02875733,1.17463899,0.427763432,0.232442632,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,joint_log_010,4,0.10,4,8,0.011853735,0.0248367656,0.210516125,0.265408784,1.3309387,2.2667129,2.01515102,1.13936687,0.427337825,0.231987774,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,joint_log_010,4,0.10,4,9,0.0113399429,0.0254707187,0.403289914,0.416822135,4.5606122,2.24638152,1.97920573,1.13088787,0.427387863,0.231970772,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,joint_log_010,4,0.10,4,10,0.0117633753,0.0257481877,0.501819313,0.243469372,2.35271883,2.28322625,2.06088185,1.15174747,0.427880734,0.232532814,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,baseline,8,0.50,2,1,0.0564871617,0.141495988,0.218622804,0.147309259,3.15142226,4.09328651,2.14302492,2.05107665,0.738127708,0.713927329,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,baseline,8,0.50,2,2,0.0645764396,0.139331505,0.178302854,0.615306735,3.4220798,4.09654284,2.12863684,2.05318046,0.738088846,0.714450717,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,baseline,8,0.50,2,3,0.0567201711,0.144055471,0.472366869,0.223037854,2.17735577,4.08966351,2.01461601,2.04954672,0.738100469,0.713604748,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,baseline,8,0.50,2,4,0.0573085621,0.141915917,0.200969338,0.227541581,5.01416206,4.08990145,2.06845379,2.04988837,0.737510443,0.713963151,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,baseline,8,0.50,2,5,0.0570531934,0.136928573,0.310849279,0.258452177,0.560363472,4.08958244,2.1501441,2.04948759,0.738036156,0.715642571,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,baseline,8,0.50,2,6,0.0607737973,0.130878463,0.576277971,0.253383756,3.02414894,4.09093189,2.12216282,2.05007768,0.737686813,0.713664234,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,baseline,8,0.50,2,7,0.0637749583,0.142173573,0.0722486824,0.131503493,1.66420674,4.09712124,1.95563126,2.05332637,0.738155782,0.714543164,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,baseline,8,0.50,2,8,0.0580614097,0.133463636,0.199303091,0.242567718,1.63015079,4.09197378,1.95761633,2.05057549,0.738223493,0.713968813,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,baseline,8,0.50,2,9,0.0561861433,0.140296534,0.407742858,0.418254316,5.80549097,4.08738708,1.94074714,2.04844213,0.737591207,0.71482867,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,baseline,8,0.50,2,10,0.0597788058,0.140539154,0.491244823,0.235398903,1.15100265,4.09303951,1.9950788,2.05161667,0.738154233,0.715523958,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,joint_log_005,4,0.05,4,1,0.0564707704,0.142106429,0.218861789,0.146714389,3.15224385,4.00758076,2.14302492,1.99951136,0.789347231,0.787576258,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,joint_log_005,4,0.05,4,2,0.0637504309,0.138629377,0.178348571,0.615724862,3.42290401,3.99616909,2.12863684,2.00144935,0.789214909,0.78749758,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,joint_log_005,4,0.05,4,3,0.0561649948,0.14370513,0.472370595,0.223282948,2.1780467,3.99547315,2.01461601,1.99694514,0.789458692,0.78745538,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,joint_log_005,4,0.05,4,4,0.0565034747,0.142359182,0.200934574,0.227136537,5.01294136,3.98982906,2.06845379,1.99711823,0.788685441,0.786694884,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,joint_log_005,4,0.05,4,5,0.0564512536,0.136360273,0.310675234,0.258761376,0.56134975,3.99322081,2.1501441,1.99612188,0.788756013,0.787287652,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,joint_log_005,4,0.05,4,6,0.0602973253,0.130486697,0.576418698,0.252855808,3.0255456,3.99889493,2.12216282,1.99750113,0.789039135,0.787141323,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,joint_log_005,4,0.05,4,7,0.0635690391,0.142560154,0.0722369477,0.131922975,1.66325748,4.00076962,1.95563126,1.99967456,0.789273918,0.787407875,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,joint_log_005,4,0.05,4,8,0.0574368611,0.133571923,0.199313596,0.243200794,1.62880898,3.9989717,1.95761633,1.99737489,0.789635777,0.787775159,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,joint_log_005,4,0.05,4,9,0.0556557775,0.139749825,0.407742172,0.417827696,5.8045392,3.99019313,1.94074714,1.9947468,0.788672805,0.786795437,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,joint_log_005,4,0.05,4,10,0.0592246428,0.140118852,0.491099149,0.236011699,1.1526109,3.98878908,1.9950788,1.99898732,0.78891927,0.787209153,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,joint_log_010,4,0.10,4,1,0.0565945655,0.142130613,0.218857825,0.146540761,3.15262747,4.00037622,2.14302492,2.00105071,0.789448321,0.787714481,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,joint_log_010,4,0.10,4,2,0.063877441,0.138718456,0.178357989,0.615568578,3.42247629,3.99425292,2.12863684,2.00414872,0.789271832,0.787584186,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,joint_log_010,4,0.10,4,3,0.0562943965,0.143724576,0.472357273,0.22315453,2.17768431,3.99064922,2.01461601,1.99902666,0.789562225,0.787611127,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,joint_log_010,4,0.10,4,4,0.0566443838,0.142408594,0.200953215,0.227274701,5.01330471,3.98691988,2.06845379,1.99974024,0.788729966,0.786756396,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,joint_log_010,4,0.10,4,5,0.0565966479,0.136432722,0.310688019,0.258637786,0.561378419,3.98868442,2.1501441,1.99821138,0.788820326,0.787370026,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,joint_log_010,4,0.10,4,6,0.0604055263,0.130548373,0.576404214,0.253017783,3.02517176,3.99318027,2.12216282,1.99945629,0.789108574,0.78723079,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,joint_log_010,4,0.10,4,7,0.0636591241,0.142579123,0.0722436905,0.131776676,1.66363442,3.99593949,1.95563126,2.00180411,0.789390802,0.78758651,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,joint_log_010,4,0.10,4,8,0.0576084331,0.133639276,0.199339181,0.243055627,1.6291095,3.99323273,1.95761633,1.99925768,0.789714932,0.787879229,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,joint_log_010,4,0.10,4,9,0.0557840094,0.139801726,0.407769144,0.417939454,5.8048315,3.98558736,1.94074714,1.99694443,0.788747311,0.786897063,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,joint_log_010,4,0.10,4,10,0.0593577325,0.140160337,0.491121352,0.235871434,1.15216899,3.98770189,1.9950788,2.00188398,0.788972259,0.787290692,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,baseline,8,0.50,2,1,0.151982665,0.399773985,0.17586489,0.168840736,0.702661216,6.59277773,3.02703738,3.28418684,1.01561797,1.30379379,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,baseline,8,0.50,2,2,0.169110671,0.377731621,0.320290416,0.639369965,3.64035392,6.5901289,3.04308128,3.28181767,1.0138458,1.29973209,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,baseline,8,0.50,2,3,0.157314211,0.427639037,0.359114707,0.229032382,4.24115992,6.58843756,3.1819551,3.2818408,1.0145427,1.30301046,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,baseline,8,0.50,2,4,0.152065217,0.390886545,0.314535737,0.189640388,4.25921392,6.5948143,3.06742549,3.28388309,1.01618731,1.3040508,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,baseline,8,0.50,2,5,0.144998893,0.375678748,0.439080328,0.29547137,1.25441015,6.5914669,3.0220871,3.28262281,1.0152632,1.30108035,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,baseline,8,0.50,2,6,0.162946165,0.36223045,0.479983896,0.249268934,3.05752897,6.59397411,3.0282023,3.28442025,1.01606059,1.304407,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,baseline,8,0.50,2,7,0.170843467,0.394741505,0.1675044,0.176392436,0.763993621,6.59113312,3.09741068,3.28260803,1.01390946,1.30384421,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,baseline,8,0.50,2,8,0.151454657,0.378622562,0.3016119,0.262783974,0.656363368,6.59002209,3.1549232,3.28275108,1.01368892,1.30444944,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,baseline,8,0.50,2,9,0.151533827,0.383096695,0.516273141,0.379465938,3.59084153,6.59552526,3.05027127,3.28436112,1.01540124,1.30532587,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,baseline,8,0.50,2,10,0.150237024,0.391238809,0.630189836,0.271238983,2.26692033,6.59322357,3.16812634,3.28307462,1.01384127,1.30288243,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,joint_log_005,4,0.05,4,1,0.151530743,0.404406428,0.176513642,0.168315172,0.703426123,7.05480814,3.02703738,3.55075288,1.09286094,1.48937857,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,joint_log_005,4,0.05,4,2,0.167564452,0.377711236,0.320269436,0.639861524,3.64030743,7.06035137,3.04308128,3.55124712,1.09214902,1.48769236,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,joint_log_005,4,0.05,4,3,0.156694129,0.432833552,0.359259665,0.228707582,4.23881102,7.05184746,3.1819551,3.54871655,1.0922097,1.48935008,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,joint_log_005,4,0.05,4,4,0.149627984,0.393597782,0.314244002,0.189108863,4.25739384,7.06997967,3.06742549,3.55520868,1.09374607,1.49133813,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,joint_log_005,4,0.05,4,5,0.143984005,0.374517173,0.43847698,0.296295792,1.25650299,7.06341076,3.0220871,3.55255985,1.09353924,1.4903332,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,joint_log_005,4,0.05,4,6,0.160711363,0.364075691,0.480277866,0.248767123,3.0588603,7.06073046,3.0282023,3.55262136,1.09349954,1.49077284,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,joint_log_005,4,0.05,4,7,0.171125591,0.39485836,0.1676341,0.176218659,0.763868093,7.05845451,3.09741068,3.55114794,1.09100199,1.49092054,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,joint_log_005,4,0.05,4,8,0.1508255,0.382156551,0.301929772,0.262942344,0.655380905,7.0532155,3.1549232,3.54950666,1.09065926,1.49065268,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,joint_log_005,4,0.05,4,9,0.150547564,0.382044226,0.516613483,0.380336434,3.5930388,7.07133627,3.05027127,3.55574441,1.09282207,1.49501681,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,joint_log_005,4,0.05,4,10,0.149022371,0.392494857,0.629786313,0.272035539,2.26851058,7.070189,3.16812634,3.55493808,1.091295,1.49133682,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,joint_log_010,4,0.10,4,1,0.151736706,0.40521282,0.176516876,0.168130502,0.703840077,7.09298611,3.02703738,3.56122828,1.09299254,1.48976731,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,joint_log_010,4,0.10,4,2,0.167693347,0.378308743,0.320318192,0.639624417,3.63977265,7.09850836,3.04308128,3.56083989,1.09224379,1.48799467,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,joint_log_010,4,0.10,4,3,0.156893,0.433683366,0.359228104,0.228458419,4.23817158,7.09005451,3.1819551,3.55893731,1.09235847,1.48980308,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,joint_log_010,4,0.10,4,4,0.149628758,0.394340634,0.314375013,0.18947117,4.25834465,7.10782099,3.06742549,3.56459212,1.09377468,1.49147511,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,joint_log_010,4,0.10,4,5,0.144052833,0.375018418,0.43855679,0.296032131,1.25597751,7.10126209,3.0220871,3.56216598,1.09356248,1.49045122,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,joint_log_010,4,0.10,4,6,0.161074951,0.364565998,0.480224133,0.249035895,3.05821514,7.09890509,3.0282023,3.56276083,1.09354758,1.49094677,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,joint_log_010,4,0.10,4,7,0.171463072,0.395572901,0.167679816,0.176037878,0.76435113,7.09631014,3.09741068,3.56092954,1.09115064,1.49143326,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,joint_log_010,4,0.10,4,8,0.150838196,0.382693142,0.302023768,0.262703866,0.655792117,7.09148788,3.1549232,3.55985498,1.09074891,1.49101472,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,joint_log_010,4,0.10,4,9,0.150594518,0.382578343,0.516729951,0.38066408,3.59407043,7.10887098,3.05027127,3.56510901,1.09279752,1.49509299,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,joint_log_010,4,0.10,4,10,0.149062112,0.39318487,0.629869699,0.271806568,2.26774311,7.10775661,3.16812634,3.56416845,1.09130323,1.49148643,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,baseline,8,0.50,2,1,0.315370232,0.856731176,0.289090723,0.17069827,3.25829697,8.18893528,3.43547964,4.0610714,1.4539355,2.53024554,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,baseline,8,0.50,2,2,0.38320905,0.812171638,0.143989995,0.577258289,2.85805416,8.18089008,3.18677998,4.05643177,1.45385194,2.52839231,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,baseline,8,0.50,2,3,0.324290305,0.93775779,0.350915879,0.226659879,1.79942572,8.18534184,3.29109097,4.05912638,1.453246,2.52875352,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,baseline,8,0.50,2,4,0.308010668,0.862414837,0.104311563,0.278266102,5.13820314,8.18468857,3.47775435,4.05883646,1.45295334,2.52983975,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,baseline,8,0.50,2,5,0.328025639,0.839901865,0.292490691,0.229312822,0.519083321,8.18148899,3.24556589,4.05710697,1.45324683,2.52887917,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,baseline,8,0.50,2,6,0.344850361,0.798028469,0.753644884,0.256310701,2.56509089,8.18762779,3.58191752,4.06048107,1.45347452,2.53033495,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,baseline,8,0.50,2,7,0.358955503,0.858852148,0.165456921,0.181879118,2.19147015,8.18336487,3.23701572,4.05821753,1.45215642,2.53001523,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,baseline,8,0.50,2,8,0.323213458,0.819201767,0.179027617,0.203071997,1.69779801,8.18613815,3.25597978,4.05975151,1.4524579,2.53056574,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,baseline,8,0.50,2,9,0.304709107,0.843907893,0.346302003,0.479151964,5.9606266,8.18414211,3.26734757,4.05892515,1.45045471,2.53033614,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,baseline,8,0.50,2,10,0.326363087,0.857817352,0.383680999,0.194271147,0.727527976,8.182271,3.24709678,4.0573144,1.45223618,2.52967405,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,joint_log_005,4,0.05,4,1,0.313032776,0.858778358,0.288717657,0.173797742,3.24794984,8.65106487,3.43547964,4.27548361,1.46949649,2.61553669,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,joint_log_005,4,0.05,4,2,0.38000983,0.813913047,0.143621266,0.582332373,2.87010098,8.65135384,3.18677998,4.26837301,1.47040188,2.61836505,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,joint_log_005,4,0.05,4,3,0.322225124,0.940230429,0.351772428,0.230622217,1.80887067,8.65032005,3.29109097,4.27258301,1.4693712,2.61673236,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,joint_log_005,4,0.05,4,4,0.305092841,0.863108814,0.104565196,0.274194986,5.12786722,8.64862347,3.47775435,4.27234364,1.46883762,2.61528063,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,joint_log_005,4,0.05,4,5,0.328447402,0.830908179,0.292264253,0.233879581,0.514620423,8.64694309,3.24556589,4.26888657,1.46976626,2.61750913,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,joint_log_005,4,0.05,4,6,0.345518798,0.809616923,0.754645824,0.251692623,2.57544303,8.6485281,3.58191752,4.27452278,1.46920741,2.61553121,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,joint_log_005,4,0.05,4,7,0.359816939,0.851252019,0.164359987,0.184693977,2.18351269,8.6471262,3.23701572,4.27130175,1.46817911,2.61729908,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,joint_log_005,4,0.05,4,8,0.323046714,0.821807742,0.179314673,0.206022024,1.69201791,8.64759254,3.25597978,4.2732954,1.46833181,2.61734128,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,joint_log_005,4,0.05,4,9,0.305435658,0.84828943,0.34555003,0.476995111,5.95639515,8.64366531,3.26734757,4.27142,1.46658289,2.61668992,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,joint_log_005,4,0.05,4,10,0.327711135,0.864711463,0.383016795,0.196908772,0.734827459,8.65037346,3.24709678,4.27024031,1.46865761,2.61802101,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,joint_log_010,4,0.10,4,1,0.312853903,0.860234559,0.288753986,0.173535228,3.24890804,8.65086651,3.43547964,4.27320671,1.467942,2.61041617,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,joint_log_010,4,0.10,4,2,0.38028428,0.815086544,0.143619701,0.581992984,2.86924744,8.64691639,3.18677998,4.2638526,1.46882176,2.61320734,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,joint_log_010,4,0.10,4,3,0.322170466,0.943042517,0.351765215,0.230286106,1.80793643,8.64861107,3.29109097,4.26960468,1.46781909,2.61162019,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,joint_log_010,4,0.10,4,4,0.304897785,0.864955425,0.104549587,0.274559081,5.12869787,8.64718151,3.47775435,4.26954651,1.46728206,2.61016607,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,joint_log_010,4,0.10,4,5,0.328363419,0.832630336,0.292259842,0.233495176,0.515226364,8.64412117,3.24556589,4.26504326,1.46819425,2.61236715,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,joint_log_010,4,0.10,4,6,0.345624834,0.811519682,0.754639864,0.252116084,2.57440853,8.64844608,3.58191752,4.27234793,1.46764982,2.6103971,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,joint_log_010,4,0.10,4,7,0.360137224,0.853337348,0.164387375,0.184550434,2.18409419,8.6456089,3.23701572,4.26830339,1.46665823,2.61227632,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,joint_log_010,4,0.10,4,8,0.322636038,0.823298037,0.179328576,0.205822602,1.6925143,8.64709759,3.25597978,4.27087831,1.4667834,2.61220932,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,joint_log_010,4,0.10,4,9,0.305221766,0.849704206,0.345612049,0.477220088,5.95706797,8.64318562,3.26734757,4.26890612,1.46504796,2.61159277,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,joint_log_010,4,0.10,4,10,0.327953875,0.866679728,0.383037359,0.196797222,0.734437883,8.64719391,3.24709678,4.26647711,1.46708655,2.61285114,nan,nan,nan,nan
