scenario,value,seed,disp_z_rms_m,disp_3d_rms_m,roll_rms_deg,pitch_rms_deg,yaw_rms_deg,wave_period_s,period_s,tau_applied_s,sigma_applied_mps2,accel_variance_m2ps4,seg_start_disp_z_rms_m,seg_blend_disp_z_rms_m,seg_recover_disp_z_rms_m,seg_end_disp_z_rms_m
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0,5,0.0118064564,0.0254317243,0.317713559,0.267795295,1.43349552,2.24379992,2.25447249,1.12933218,0.433007091,0.244461209,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.05,1,0.0115294857,0.0256107021,0.202760383,0.0999643505,1.44115257,2.34235191,2.26339006,1.17656803,0.430649728,0.242018238,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.05,2,0.0128004663,0.0261969231,0.192959413,0.618075609,4.32432318,2.30113387,2.24765778,1.16095686,0.432127535,0.243669197,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.05,3,0.0117561324,0.0270996336,0.442147404,0.223896772,4.26352787,2.24622154,2.11650896,1.13103545,0.432351202,0.243864909,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.05,4,0.0115296263,0.0260620825,0.20671609,0.243651047,4.48515034,2.26502609,2.22746062,1.14239907,0.431274563,0.242492735,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.05,5,0.0118128192,0.0254523996,0.317694783,0.267917275,1.43375504,2.24788189,2.25447249,1.13214076,0.433447033,0.244912773,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.10,1,0.0115485312,0.0256153848,0.202756494,0.0999515876,1.44119084,2.34674287,2.26339006,1.17724991,0.430597097,0.241925046,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.10,2,0.0128188627,0.026203867,0.192965508,0.618049026,4.32426357,2.30746078,2.24765778,1.1636647,0.432125479,0.243642032,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.10,3,0.0117757786,0.0271028727,0.442149043,0.223895475,4.26353073,2.25108862,2.11650896,1.132393,0.43236509,0.243841261,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.10,4,0.0115465084,0.0260647144,0.206718192,0.243642166,4.48512125,2.27051139,2.22746062,1.1445148,0.431295246,0.242488831,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.10,5,0.011832389,0.0254568458,0.317700207,0.267905593,1.43373215,2.25305843,2.25447249,1.13367152,0.433458328,0.244889438,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.15,1,0.0115665533,0.0256179553,0.202753514,0.0999203697,1.44125533,2.34862304,2.26339006,1.17791104,0.430461198,0.241764233,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.15,2,0.0128353769,0.0262084343,0.192974657,0.618006051,4.32415724,2.31247663,2.24765778,1.16543329,0.432015866,0.243516535,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.15,3,0.0117917405,0.0271005891,0.44214195,0.223871484,4.26346779,2.2545588,2.11650896,1.1335789,0.432265848,0.243715852,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.15,4,0.0115619609,0.0260668751,0.206728175,0.243668467,4.48519135,2.27521801,2.22746062,1.14612937,0.431196421,0.242373496,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.15,5,0.0118475556,0.0254581124,0.317707509,0.267869025,1.43365586,2.25656581,2.25447249,1.13486409,0.433357269,0.244765043,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.50,1,0.0116199125,0.0256392434,0.202749044,0.0998587236,1.44137681,2.36084843,2.26339006,1.18429327,0.430045962,0.241310626,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.50,2,0.0128894895,0.026245011,0.193009183,0.617844045,4.32375097,2.33227658,2.24765778,1.17174697,0.431622148,0.24308835,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.50,3,0.0118414825,0.0271130539,0.442125708,0.223808646,4.26327753,2.27280116,2.11650896,1.14149034,0.431867212,0.243254334,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.50,4,0.0116160335,0.0260976497,0.206744,0.243674144,4.48519182,2.29504108,2.22746062,1.15284801,0.430811554,0.241951048,nan,nan,nan,nan
wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,0.50,5,0.0118983611,0.0254857223,0.317723662,0.267835677,1.4335891,2.27454901,2.25447249,1.14247787,0.432946414,0.244303837,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0,1,0.0561048277,0.141012087,0.21863763,0.147573635,3.15085292,4.07032442,2.14302492,2.03351331,0.738189161,0.714073598,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0,2,0.0640796497,0.13862583,0.178316519,0.615533531,3.42265248,4.06368256,2.12863684,2.03461218,0.738187373,0.714513063,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0,3,0.0562570579,0.143504784,0.472339332,0.223249912,2.17788315,4.06263638,2.01461601,2.03152943,0.738161504,0.713693678,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0,4,0.0568325073,0.141483963,0.200924233,0.227201894,5.01331329,4.05828333,2.06845379,2.03118515,0.737618208,0.714046597,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0,5,0.0565960295,0.136239916,0.310807914,0.258595496,0.560194314,4.06179571,2.1501441,2.03148293,0.738143742,0.715799391,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.05,1,0.0559798218,0.141397431,0.218623832,0.147379741,3.15145993,4.09059477,2.14302492,2.04385448,0.73830843,0.714183152,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.05,2,0.0640747175,0.138947234,0.178290397,0.615420461,3.42244244,4.08658886,2.12863684,2.04588246,0.738254368,0.714577973,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.05,3,0.0561333112,0.144007742,0.472376794,0.223022804,2.17740536,4.08388186,2.01461601,2.04222155,0.738277256,0.713813066,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.05,4,0.0567519739,0.141905233,0.201002359,0.227547169,5.0141592,4.08048916,2.06845379,2.04230118,0.73767817,0.714095235,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.05,5,0.0564578958,0.13659966,0.310821056,0.258471221,0.560105443,4.08338737,2.1501441,2.04218459,0.738219917,0.715855598,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.10,1,0.0560549684,0.141472504,0.218617275,0.147240996,3.15175986,4.08985519,2.14302492,2.04633713,0.738288939,0.714086354,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.10,2,0.0641652271,0.139042348,0.178297475,0.615273774,3.42207503,4.08862066,2.12863684,2.0488975,0.738202095,0.714458823,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.10,3,0.0562046207,0.144102782,0.472371757,0.222881824,2.17703986,4.08418894,2.01461601,2.04488087,0.738249779,0.713716924,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.10,4,0.0568254292,0.141983762,0.201031849,0.227703899,5.01454973,4.08209419,2.06845379,2.04531932,0.737618268,0.713962317,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.10,5,0.0565304831,0.136702135,0.310835123,0.25834617,0.560067117,4.08390999,2.1501441,2.04487562,0.738175213,0.71573019,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.15,1,0.0561470874,0.141460851,0.218615562,0.147199199,3.15180635,4.08756447,2.14302492,2.04701352,0.738239944,0.714001894,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.15,2,0.0642527044,0.139076352,0.178299263,0.615242779,3.42197824,4.0882206,2.12863684,2.04978561,0.738141119,0.714376926,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.15,3,0.0563031733,0.144082204,0.472367883,0.222870424,2.17699766,4.0826416,2.01461601,2.04562879,0.738198936,0.713636994,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.15,4,0.0569268242,0.141972125,0.201034054,0.227744967,5.01467371,4.0815177,2.06845379,2.04623675,0.737556696,0.713879168,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.15,5,0.0566399321,0.136720851,0.310841978,0.25830403,0.560084879,4.08248091,2.1501441,2.04565024,0.738117456,0.715641022,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.50,1,0.0564871617,0.141495988,0.218622804,0.147309259,3.15142226,4.09328651,2.14302492,2.05107665,0.738127708,0.713927329,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.50,2,0.0645764396,0.139331505,0.178302854,0.615306735,3.4220798,4.09654284,2.12863684,2.05318046,0.738088846,0.714450717,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.50,3,0.0567201711,0.144055471,0.472366869,0.223037854,2.17735577,4.08966351,2.01461601,2.04954672,0.738100469,0.713604748,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.50,4,0.0573085621,0.141915917,0.200969338,0.227541581,5.01416206,4.08990145,2.06845379,2.04988837,0.737510443,0.713963151,nan,nan,nan,nan
wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,0.50,5,0.0570531934,0.136928573,0.310849279,0.258452177,0.560363472,4.08958244,2.1501441,2.04948759,0.738036156,0.715642571,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0,1,0.150938079,0.397871971,0.175900444,0.169216901,0.701918244,6.57879591,3.02703738,3.29613185,1.01326025,1.29739594,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0,2,0.167931631,0.375536472,0.320228636,0.639800787,3.64111829,6.58029652,3.04308128,3.29628348,1.0114255,1.29309893,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0,3,0.15628919,0.425955832,0.359181702,0.229478434,4.24206924,6.57536888,3.1819551,3.29424047,1.012128,1.29646301,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0,4,0.150976926,0.389172345,0.314285278,0.18901211,4.2578373,6.58580303,3.06742549,3.29898667,1.01393914,1.29779541,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0,5,0.144054994,0.373805851,0.438840002,0.296039432,1.25541556,6.58088398,3.0220871,3.29674411,1.01308262,1.29501665,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.05,1,0.150611848,0.399488807,0.175921455,0.169207349,0.701800525,6.60883379,3.02703738,3.3137126,1.01515925,1.30131435,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.05,2,0.167758986,0.376442373,0.320221305,0.639822185,3.64145708,6.61103249,3.04308128,3.31359768,1.01326895,1.29690814,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.05,3,0.155936271,0.427852213,0.359217197,0.229320914,4.24185658,6.60544872,3.1819551,3.31176305,1.01401794,1.30036891,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.05,4,0.150650904,0.390498489,0.314436823,0.189353645,4.25844908,6.6168251,3.06742549,3.31620789,1.01577389,1.30161715,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.05,5,0.143536001,0.374933481,0.438904792,0.295881331,1.25531232,6.61176538,3.0220871,3.31406236,1.01491535,1.29882681,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.10,1,0.150736004,0.399893492,0.175927013,0.169150427,0.701845407,6.62609959,3.02703738,3.31798744,1.01558685,1.30239093,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.10,2,0.167913407,0.376775146,0.320250064,0.639690042,3.64117265,6.62822485,3.04308128,3.31735778,1.01368165,1.2979722,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.10,3,0.156061351,0.428210676,0.359202147,0.229209855,4.2416153,6.62271023,3.1819551,3.31591773,1.01445246,1.30147266,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.10,4,0.150737733,0.390821964,0.314484745,0.18947126,4.25866795,6.63397408,3.06742549,3.31992817,1.01613152,1.30256057,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.10,5,0.143603012,0.375243276,0.438937485,0.295795202,1.25521874,6.62888956,3.0220871,3.3179183,1.01528144,1.2997824,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.15,1,0.150989547,0.399900287,0.175922394,0.169100478,0.701923549,6.63124704,3.02703738,3.31604266,1.01557207,1.30256593,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.15,2,0.168089941,0.376903832,0.320262134,0.639629245,3.6410315,6.63268185,3.04308128,3.3148663,1.01367748,1.29819357,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.15,3,0.156291023,0.428130209,0.359184742,0.229168773,4.24151897,6.62771225,3.1819551,3.31381798,1.01444745,1.30168211,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.15,4,0.150960773,0.390862346,0.314500839,0.189512789,4.25876188,6.63828897,3.06742549,3.31746006,1.01608086,1.30266905,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.15,5,0.143845782,0.375270873,0.438951164,0.295779109,1.25521719,6.63339615,3.0220871,3.31561089,1.01523066,1.29988384,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.50,1,0.151982665,0.399773985,0.17586489,0.168840736,0.702661216,6.59277773,3.02703738,3.28418684,1.01561797,1.30379379,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.50,2,0.169110671,0.377731621,0.320290416,0.639369965,3.64035392,6.5901289,3.04308128,3.28181767,1.0138458,1.29973209,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.50,3,0.157314211,0.427639037,0.359114707,0.229032382,4.24115992,6.58843756,3.1819551,3.2818408,1.0145427,1.30301046,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.50,4,0.152065217,0.390886545,0.314535737,0.189640388,4.25921392,6.5948143,3.06742549,3.28388309,1.01618731,1.3040508,nan,nan,nan,nan
wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,0.50,5,0.144998893,0.375678748,0.439080328,0.29547137,1.25441015,6.5914669,3.0220871,3.28262281,1.0152632,1.30108035,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0,1,0.31435287,0.853907406,0.289019883,0.171938002,3.25350332,8.3081789,3.43547964,4.12798834,1.45341253,2.52625227,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0,2,0.381456167,0.809920669,0.143984631,0.578806758,2.86186004,8.31043148,3.18677998,4.12535238,1.45304716,2.52345562,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0,3,0.322984546,0.930051982,0.351004928,0.227825135,1.80222917,8.30761051,3.29109097,4.126513,1.45264637,2.52454615,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0,4,0.307030559,0.85667336,0.10435725,0.276667416,5.13448191,8.30653858,3.47775435,4.12613773,1.45249343,2.52601051,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0,5,0.327063799,0.834033847,0.292437643,0.230871826,0.516747117,8.3066988,3.24556589,4.12501287,1.45258129,2.5243659,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.05,1,0.313518822,0.857095242,0.289091319,0.171578094,3.2553525,8.33935356,3.43547964,4.13867807,1.45666611,2.53713298,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.05,2,0.381191432,0.811894238,0.143977493,0.578273892,2.86068892,8.34003639,3.18677998,4.13477564,1.45632696,2.53444242,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.05,3,0.322153419,0.935412526,0.351052254,0.227284536,1.80102694,8.33830643,3.29109097,4.13683271,1.45592988,2.53553224,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.05,4,0.30599609,0.860205829,0.104378253,0.277412713,5.13621616,8.33720875,3.47775435,4.1364975,1.45566952,2.53665328,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.05,5,0.32627818,0.837147474,0.292433947,0.230282754,0.517589152,8.33697987,3.24556589,4.13489246,1.45579529,2.53512549,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.10,1,0.313542247,0.857802451,0.289098918,0.171286196,3.25648475,8.33368492,3.43547964,4.13440037,1.45744753,2.5400517,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.10,2,0.381357551,0.81238246,0.143986568,0.577945352,2.85988498,8.33207798,3.18677998,4.1292901,1.45714033,2.53750801,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.10,3,0.322229922,0.936834633,0.351041406,0.227042466,1.80039108,8.33187389,3.29109097,4.13219738,1.45672739,2.53851199,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.10,4,0.305969,0.86126107,0.104367025,0.277727991,5.13693666,8.33090019,3.47775435,4.13195944,1.45640671,2.53943992,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.10,5,0.326260775,0.838124692,0.292440057,0.229995206,0.518029928,8.32996273,3.24556589,4.12980223,1.45657861,2.53808904,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.15,1,0.3137981,0.857768655,0.28909713,0.171146125,3.25683355,8.31585026,3.43547964,4.12616396,1.457129,2.53924084,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.15,2,0.381634623,0.812459826,0.143989384,0.577790976,2.85948253,8.31169128,3.18677998,4.12027073,1.45685816,2.53684354,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.15,3,0.322550207,0.937030911,0.351016074,0.226928681,1.80005813,8.31328106,3.29109097,4.12375307,1.45641971,2.53773546,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.15,4,0.3061544,0.861475646,0.104349673,0.27789098,5.13731432,8.31241322,3.47775435,4.12355328,1.45607913,2.53860712,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.15,5,0.326618701,0.838385999,0.292447627,0.229835674,0.518330216,8.31050491,3.24556589,4.12104511,1.45628536,2.53738618,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.50,1,0.315370232,0.856731176,0.289090723,0.17069827,3.25829697,8.18893528,3.43547964,4.0610714,1.4539355,2.53024554,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.50,2,0.38320905,0.812171638,0.143989995,0.577258289,2.85805416,8.18089008,3.18677998,4.05643177,1.45385194,2.52839231,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.50,3,0.324290305,0.93775779,0.350915879,0.226659879,1.79942572,8.18534184,3.29109097,4.05912638,1.453246,2.52875352,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.50,4,0.308010668,0.862414837,0.104311563,0.278266102,5.13820314,8.18468857,3.47775435,4.05883646,1.45295334,2.52983975,nan,nan,nan,nan
wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,0.50,5,0.328025639,0.839901865,0.292490691,0.229312822,0.519083321,8.18148899,3.24556589,4.05710697,1.45324683,2.52887917,nan,nan,nan,nan
