family,tuning_mode,aw_cov_sync,input,window_s,samples,disp_x_rms_m,disp_y_rms_m,disp_z_rms_m,disp_3d_rms_m,disp_x_pct_hs,disp_y_pct_hs,disp_z_pct_hs,disp_3d_pct_refmax,disp_z_ref_rms_m,disp_z_pct_refrms,roll_rms_deg,pitch_rms_deg,yaw_rms_deg,dir_travel_error_deg,dir_travel_rmse_deg,dir_travel_correct_pct,dir_travel_wrong_pct,dir_travel_unresolved_pct,dir_axis_mean_deg,dir_axis_truth_deg,dir_axis_error_deg,dir_axis_rmse_deg,dir_axis_circ_std_deg,dir_sense_forward_pct,dir_sense_reverse_pct,dir_sense_uncertain_pct,dir_sense_dominant_pct,accel_bias_3d_rms_mps2,gyro_bias_3d_rms_radps,tau_applied_s,sigma_applied_mps2,tuning_applied,wave_period_s,frequency_hz,period_s,accel_variance_m2ps4,dir_axis_abs_error_deg,dir_travel_abs_error_deg,seed,arm,spectrum,hs_m,regression_exit_code
OU-II,adaptive,periodic,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.298085481,0.20027408,0.248260558,0.436575264,7.45213699,5.00685215,6.20651388,10.790534,1.04037023,23.8627129,0.235987201,0.194204688,3.77883291,170.555115,167.623795,0.176666677,95.3794479,4.44388914,20.2218628,30.0,-9.77813721,15.9465961,12.5183735,0.176666677,95.3794479,4.44388914,95.3794479,0.0497210249,0.00014982892,3.67253065,0.857862711,11.5704069,7.31703568,0.200000003,5.0,1.00055528,9.77813721,170.555115,11,hard-iron-off,PM-Stokes,4.0,1
OU-II,adaptive,periodic,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.714452624,0.468900412,0.513182282,0.996828079,8.40532494,5.5164752,6.03743839,13.2311535,2.16781425,23.6727982,0.263161629,0.317843199,3.9162209,-168.071548,163.15657,1.58722222,90.5211105,7.89166689,-17.8208313,-30.0,12.1791687,22.7390137,18.3165703,90.5233383,1.58500004,7.89166689,90.5233383,0.0605530441,0.000153699977,4.32223701,1.24732959,23.3022766,8.78030491,0.200000003,5.0,2.10969687,12.1791687,168.071548,11,hard-iron-off,PM-Stokes,8.5,1
OU-II,adaptive,periodic,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.00829793047,0.00621413579,0.0217835661,0.0241245702,3.07330751,2.30153179,8.06798744,12.0571184,0.0534430593,40.7603302,0.89325738,0.526530504,3.44026828,176.849686,166.881363,1.52444446,31.7766666,66.6988907,19.8730774,30.0,-10.1269226,18.6230965,15.8966265,31.7766666,1.52444446,66.6988907,31.7766666,0.177491888,0.000157448274,1.47091305,0.0500000007,0.108179264,2.93750596,0.247729704,3.03149557,0.0300200861,10.1269226,176.849686,23,deployed,JONSWAP,0.27,1
OU-II,adaptive,periodic,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.097334899,0.0617551878,0.0977350622,0.151128843,6.48899317,4.1170125,6.51567078,11.4034624,0.390963972,24.9984837,0.77517128,0.0780035928,2.56662965,-168.04982,164.992706,0.323333353,92.9516678,6.72500038,-17.7224731,-30.0,12.2775269,21.2608624,16.056963,0.292222232,92.9827805,6.72500038,92.9827805,0.130841538,0.000150138687,2.50321364,0.375681072,2.35404706,4.98305273,0.267523974,3.36190677,0.258111566,12.2775269,168.04982,23,deployed,JONSWAP,1.5,1
OU-II,adaptive,periodic,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.306875169,0.200295731,0.246527568,0.441663444,7.67187929,5.00739336,6.16318941,10.7065725,1.04307246,23.6347504,0.691666186,0.11327216,1.00335824,171.093292,167.601517,0.188888893,94.9483337,4.86277771,20.8324127,30.0,-9.16758728,16.1335239,13.0671425,94.9483337,0.188888893,4.86277771,94.9483337,0.117733993,0.000161022195,3.93898439,0.792844892,12.3014631,7.83556414,0.200000003,5.0,0.861908197,9.16758728,171.093292,23,deployed,JONSWAP,4.0,1
OU-II,adaptive,periodic,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.764005303,0.498243421,0.530103147,1.05496919,8.98829746,5.86168718,6.23650742,13.8887396,2.15460348,24.603281,1.06251514,0.142662212,2.44412041,-172.03952,164.137848,1.0916667,91.4905548,7.41777802,-21.6666565,-30.0,8.33334351,20.9625263,18.7056541,91.4905548,1.0916667,7.41777802,91.4905548,0.176625565,0.000159116593,4.49458981,1.0452956,21.1163692,9.12282467,0.200000003,5.0,1.4993006,8.33334351,172.03952,23,deployed,JONSWAP,8.5,1
OU-II,adaptive,periodic,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.0080736978,0.00589220366,0.0214299858,0.0236462876,2.99025846,2.18229771,7.93703175,12.2212763,0.0499124601,42.9351463,0.903873801,0.564394951,3.65211153,178.118896,165.312698,2.26055551,31.3472233,66.3922272,21.3865967,30.0,-8.61340332,17.6881142,15.6242332,31.3472233,2.26055551,66.3922272,31.3472233,0.182423726,0.000157791495,1.45043743,0.103472807,0.217682853,2.88825297,0.352986932,2.83132195,0.0304298662,8.61340332,178.118896,23,deployed,PM-Stokes,0.27,1
OU-II,adaptive,periodic,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0931309983,0.0604501925,0.0955735296,0.146498829,6.20873308,4.03001261,6.3715682,10.949748,0.385561794,24.7881222,0.778913617,0.0784120634,2.60640287,-168.34137,164.61171,0.335555553,93.7244492,5.94000006,-17.5280457,-30.0,12.4719543,21.461153,16.6881104,0.335555553,93.7244492,5.94000006,93.7244492,0.131471977,0.000149704007,2.32251716,0.417996764,2.25471044,4.6295414,0.283676863,3.10174775,0.299089879,12.4719543,168.34137,23,deployed,PM-Stokes,1.5,1
OU-II,adaptive,periodic,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.294882536,0.1955093,0.242200971,0.428766727,7.37206364,4.88773251,6.05502415,10.5975351,1.04037023,23.2802677,0.664445937,0.118644938,0.825876296,169.060684,166.48172,0.204999998,95.8405609,3.95444465,18.7133484,30.0,-11.2866516,17.003458,12.6549788,0.204999998,95.8405609,3.95444465,95.8405609,0.113647945,0.000164605139,3.67761612,0.857694387,11.6001968,7.3289361,0.200000003,5.0,1.00051332,11.2866516,169.060684,23,deployed,PM-Stokes,4.0,1
OU-II,adaptive,periodic,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.736173868,0.483987272,0.524287343,1.02521849,8.66086864,5.69396782,6.16808605,13.6079865,2.16781425,24.1850681,1.1533848,0.145025328,2.59421492,-170.371689,164.323776,1.14888895,90.6083374,8.24277782,-19.7413483,-30.0,10.2586517,22.0919228,18.6291389,90.6083374,1.14888895,8.24277782,90.6083374,0.191531569,0.000159208124,4.31994772,1.24819291,23.2937107,8.77471256,0.200000003,5.0,2.11095595,10.2586517,170.371689,23,deployed,PM-Stokes,8.5,1
OU-II,adaptive,periodic,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.0083130002,0.0062260977,0.0217823703,0.0241317619,3.07888889,2.30596209,8.06754398,12.0607138,0.0534430593,40.7580872,0.896285176,0.529269516,3.85967159,177.072205,167.03714,1.53611112,31.7805557,66.6833344,20.0498657,30.0,-9.95013428,18.535183,15.8911095,31.7805557,1.53611112,66.6833344,31.7805557,0.178180486,0.000141554963,1.47091305,0.0500000007,0.108179264,2.93750596,0.247729704,3.03149557,0.0300200861,9.95013428,177.072205,23,hard-iron-off,JONSWAP,0.27,1
OU-II,adaptive,periodic,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0971094668,0.0618640743,0.0977168977,0.151016563,6.47396421,4.12427139,6.51445961,11.39499,0.390963972,24.9938354,0.770116925,0.0783237964,2.63998818,-168.088028,164.955963,0.387777776,92.7783356,6.83388901,-17.6877747,-30.0,12.3122253,21.2495556,16.0332375,0.360555559,92.8055573,6.83388901,92.8055573,0.129990488,0.000150719367,2.50321364,0.375681072,2.35404706,4.98305273,0.267523974,3.36190677,0.258111566,12.3122253,168.088028,23,hard-iron-off,JONSWAP,1.5,1
OU-II,adaptive,periodic,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.308330268,0.19946745,0.246567577,0.442323864,7.70825672,4.98668623,6.16418934,10.7225828,1.04307246,23.638586,0.691176593,0.112589367,2.66574836,171.088531,167.599121,0.191666678,94.9405594,4.86777782,20.822937,30.0,-9.17706299,16.1362305,13.0643997,94.9405594,0.191666678,4.86777782,94.9405594,0.117515326,0.000155022717,3.93898439,0.792844892,12.3014631,7.83556414,0.200000003,5.0,0.861908197,9.17706299,171.088531,23,hard-iron-off,JONSWAP,4.0,1
OU-II,adaptive,periodic,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.752754807,0.497210413,0.530037224,1.04632568,8.85593891,5.84953403,6.23573208,13.7749481,2.15460348,24.6002216,1.05531478,0.141731635,2.65455937,-172.020081,164.185303,1.02555561,91.547226,7.42722225,-21.6167603,-30.0,8.38323975,20.9485893,18.6780987,91.547226,1.02555561,7.42722225,91.547226,0.175413445,0.000160223935,4.49458981,1.0452956,21.1163692,9.12282467,0.200000003,5.0,1.4993006,8.38323975,172.020081,23,hard-iron-off,JONSWAP,8.5,1
OU-II,adaptive,periodic,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.00806321576,0.0059007653,0.0214297567,0.0236446392,2.98637605,2.18546867,7.93694687,12.2204237,0.0499124601,42.9346809,0.905702055,0.563767254,3.95916963,178.25267,165.637344,2.19500017,31.3922234,66.4127808,21.5241699,30.0,-8.47583008,17.6266594,15.6193018,31.3922234,2.19500017,66.4127808,31.3922234,0.182631046,0.000141420227,1.45043743,0.103472807,0.217682853,2.88825297,0.352986932,2.83132195,0.0304298662,8.47583008,178.25267,23,hard-iron-off,PM-Stokes,0.27,1
OU-II,adaptive,periodic,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0929827169,0.0605376363,0.0955552608,0.146428823,6.19884777,4.03584242,6.37035036,10.9445152,0.385561794,24.7833843,0.773978889,0.0788203403,2.66137028,-168.320938,164.621613,0.322777778,93.7522278,5.92500019,-17.4856262,-30.0,12.5143738,21.4747829,16.6755581,0.322777778,93.7522278,5.92500019,93.7522278,0.130634844,0.000150643478,2.32251716,0.417996764,2.25471044,4.6295414,0.283676863,3.10174775,0.299089879,12.5143738,168.320938,23,hard-iron-off,PM-Stokes,1.5,1
OU-II,adaptive,periodic,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.295925051,0.194595352,0.242229685,0.429085314,7.39812613,4.8648839,6.05574226,10.6054096,1.04037023,23.2830276,0.666935086,0.117451131,2.63674688,169.071426,166.49118,0.206111118,95.8122253,3.9816668,18.7150726,30.0,-11.2849274,17.0015774,12.6545897,0.206111118,95.8122253,3.9816668,95.8122253,0.113894939,0.000155823291,3.67761612,0.857694387,11.6001968,7.3289361,0.200000003,5.0,1.00051332,11.2849274,169.071426,23,hard-iron-off,PM-Stokes,4.0,1
OU-II,adaptive,periodic,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.727298081,0.482542485,0.524211287,1.01813912,8.55644798,5.67697048,6.16719151,13.51402,2.16781425,24.1815586,1.14683211,0.143827841,2.71114445,-169.920181,164.10997,1.52777779,90.0738907,8.39833355,-19.7024231,-30.0,10.2975769,22.0787163,18.5980301,90.0738907,1.52777779,8.39833355,90.0738907,0.190416187,0.000160656098,4.31994772,1.24819291,23.2937107,8.77471256,0.200000003,5.0,2.11095595,10.2975769,169.920181,23,hard-iron-off,PM-Stokes,8.5,1
OU-II,adaptive,periodic,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.00826447364,0.0062111374,0.0217529312,0.0240846388,3.06091619,2.30042124,8.05664062,12.0371618,0.0534430593,40.7030067,0.557098567,0.252274513,0.816913307,174.965607,165.727539,1.87166667,31.6811123,66.4472275,18.229248,30.0,-11.770752,18.9511261,15.1341324,31.6811123,1.87166667,66.4472275,31.6811123,0.104579136,0.000139108,1.47070026,0.0500000007,0.108147971,2.93702102,0.250682741,3.00458217,0.0302377306,11.770752,174.965607,202,deployed,JONSWAP,0.27,1
OU-II,adaptive,periodic,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0974268466,0.0609302893,0.098075673,0.151073918,6.49512291,4.06201935,6.53837776,11.3993177,0.390963972,25.0856037,0.459190905,0.295727104,0.915229321,-167.150604,164.455383,0.401666671,92.7394485,6.8588891,-16.7658234,-30.0,13.2341766,21.713686,15.8923044,0.270555556,92.8705597,6.8588891,92.8705597,0.0897536203,0.000151232176,2.50340533,0.359511107,2.25306988,4.98338604,0.259660006,3.39258146,0.25778529,13.2341766,167.150604,202,deployed,JONSWAP,1.5,1
OU-II,adaptive,periodic,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.3071661,0.201886386,0.250956982,0.445071369,7.67915249,5.04715967,6.27392435,10.7891865,1.04307246,24.0594006,0.364811718,0.238589495,0.742170095,171.612,167.997849,0.127222225,95.2211151,4.65166664,21.3124084,30.0,-8.68759155,15.7934284,12.9722567,0.127222225,95.2211151,4.65166664,95.2211151,0.0690824986,0.000151814893,3.93698668,0.791722596,12.2715921,7.83072567,0.200000003,5.0,0.85942322,8.68759155,171.612,202,deployed,JONSWAP,4.0,0
OU-II,adaptive,periodic,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.773820817,0.499294758,0.531420648,1.06325066,9.10377407,5.87405586,6.25200748,13.9977665,2.15460348,24.6644287,0.734778821,0.389853805,0.926582456,-171.251785,164.140228,0.957222223,91.5388947,7.50388908,-20.9559021,-30.0,9.0440979,20.6820259,18.269577,91.5388947,0.957222223,7.50388908,91.5388947,0.13400577,0.000162134209,4.49492311,1.04425216,21.0984192,9.12380505,0.200000003,5.0,1.4959681,9.0440979,171.251785,202,deployed,JONSWAP,8.5,1
OU-II,adaptive,periodic,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.00805881619,0.0058771628,0.021489745,0.0236916579,2.98474669,2.17672682,7.95916462,12.2447252,0.0499124601,43.0548706,0.556506872,0.26344648,0.647538304,175.639557,163.411438,2.85333347,30.5538902,66.5927811,18.5776367,30.0,-11.4223633,18.6055222,14.9245548,30.5538902,2.85333347,66.5927811,30.5538902,0.105326176,0.000140984441,1.45007956,0.10670387,0.224369496,2.88755631,0.355804861,2.79640532,0.0306518748,11.4223633,175.639557,202,deployed,PM-Stokes,0.27,1
OU-II,adaptive,periodic,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0932891443,0.0597192943,0.0958738923,0.146495953,6.21927595,3.98128605,6.3915925,10.9495325,0.385561794,24.866024,0.462543219,0.285976142,0.9692173,-167.247116,164.279312,0.125,93.8261108,6.04888916,-16.5237122,-30.0,13.4762878,21.6801586,16.2472744,0.125,93.8261108,6.04888916,93.8261108,0.0893534422,0.000150654043,2.32284188,0.417800665,2.25428295,4.63003492,0.283877939,3.08269167,0.29874146,13.4762878,167.247116,202,deployed,PM-Stokes,1.5,1
OU-II,adaptive,periodic,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.294363528,0.196991324,0.246856749,0.4317334,7.35908842,4.92478323,6.17141867,10.6708603,1.04037023,23.7277794,0.329328835,0.226793885,0.904393256,169.592957,166.941818,0.192777783,95.6666718,4.14055586,19.238205,30.0,-10.761795,16.6123009,12.5767727,0.192777783,95.6666718,4.14055586,95.6666718,0.062814571,0.000153154819,3.67504263,0.856824934,11.5722246,7.32302809,0.200000003,5.0,0.998832405,10.761795,169.592957,202,deployed,PM-Stokes,4.0,0
OU-II,adaptive,periodic,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.745070875,0.48377049,0.525754511,1.03227043,8.76553917,5.69141722,6.18534708,13.7015886,2.16781425,24.2527466,0.821648777,0.390508711,1.10177457,-169.171204,163.838593,1.53388894,90.42556,8.04055595,-18.9421997,-30.0,11.0578003,22.2273293,18.3537865,90.4311142,1.52833343,8.04055595,90.4311142,0.147324443,0.00016399275,4.32027483,1.24675786,23.2704544,8.77564812,0.200000003,5.0,2.10610223,11.0578003,169.171204,202,deployed,PM-Stokes,8.5,1
OU-II,adaptive,periodic,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.00825960469,0.00620643608,0.0217552613,0.0240838602,3.05911279,2.29868007,8.0575037,12.0367718,0.0534430593,40.7073669,0.552882314,0.245419025,0.495875359,174.550278,165.137497,2.00666666,31.8444443,66.1488876,17.9477844,30.0,-12.0522156,19.1360512,15.1719913,31.8444443,2.00666666,66.1488876,31.8444443,0.103443764,0.000141661556,1.47070026,0.0500000007,0.108147971,2.93702102,0.250682741,3.00458217,0.0302377306,12.0522156,174.550278,202,hard-iron-off,JONSWAP,0.27,1
OU-II,adaptive,periodic,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0959555432,0.0601126701,0.0980100632,0.149756372,6.39703608,4.00751114,6.53400373,11.299902,0.390963972,25.0688229,0.452645034,0.284633636,0.994454205,-167.262985,164.451401,0.410555571,92.7044449,6.88500023,-16.730896,-30.0,13.269104,21.6671429,15.8398142,0.323333353,92.7916718,6.88500023,92.7916718,0.0877614245,0.000151158485,2.50340533,0.359511107,2.25306988,4.98338604,0.259660006,3.39258146,0.25778529,13.269104,167.262985,202,hard-iron-off,JONSWAP,1.5,1
OU-II,adaptive,periodic,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.306534767,0.201589718,0.251003891,0.444527775,7.66336918,5.03974295,6.27509737,10.7760086,1.04307246,24.0638981,0.356850982,0.238715604,0.937298775,171.600143,168.021179,0.108333334,95.2677765,4.62388897,21.3019409,30.0,-8.69805908,15.780467,12.947731,0.108333334,95.2677765,4.62388897,95.2677765,0.0678952709,0.000155659203,3.93698668,0.791722596,12.2715921,7.83072567,0.200000003,5.0,0.85942322,8.69805908,171.600143,202,hard-iron-off,JONSWAP,4.0,0
OU-II,adaptive,periodic,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.742838144,0.48754409,0.531045496,1.03514111,8.73927212,5.73581266,6.24759388,13.6277027,2.15460348,24.6470165,0.721174359,0.368191779,0.96772337,-171.194504,164.125961,0.951111138,91.7316666,7.3172226,-20.8646698,-30.0,9.1353302,20.7233696,18.2679291,91.7316666,0.951111138,7.3172226,91.7316666,0.130242556,0.000161058109,4.49492311,1.04425216,21.0984192,9.12380505,0.200000003,5.0,1.4959681,9.1353302,171.194504,202,hard-iron-off,JONSWAP,8.5,1
OU-II,adaptive,periodic,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.00807203539,0.00587383471,0.0214905553,0.0236960687,2.98964262,2.17549419,7.95946455,12.2470055,0.0499124601,43.0564919,0.554887891,0.260986328,0.515159845,175.498322,163.106445,2.93666673,30.6788902,66.3844452,18.4788513,30.0,-11.5211487,18.6756973,14.9465427,30.6788902,2.93666673,66.3844452,30.6788902,0.104898214,0.000141641998,1.45007956,0.10670387,0.224369496,2.88755631,0.355804861,2.79640532,0.0306518748,11.5211487,175.498322,202,hard-iron-off,PM-Stokes,0.27,1
OU-II,adaptive,periodic,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.092047736,0.0589150675,0.0958046019,0.145335108,6.13651562,3.92767096,6.38697338,10.8627682,0.385561794,24.8480549,0.455955893,0.273481518,0.957599998,-167.234009,164.329895,0.0877777785,93.8944473,6.01777792,-16.5546112,-30.0,13.4453888,21.5018482,16.0918045,0.0877777785,93.8944473,6.01777792,93.8944473,0.0872547105,0.000151050001,2.32284188,0.417800665,2.25428295,4.63003492,0.283877939,3.08269167,0.29874146,13.4453888,167.234009,202,hard-iron-off,PM-Stokes,1.5,1
OU-II,adaptive,periodic,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.293680668,0.196647793,0.246900663,0.431136459,7.3420167,4.91619492,6.17251635,10.6561069,1.04037023,23.7319984,0.322732985,0.227323949,0.933408976,169.567749,166.939133,0.175555557,95.7649994,4.05944443,19.2249451,30.0,-10.7750549,16.6210823,12.5752249,0.175555557,95.7649994,4.05944443,95.7649994,0.0618747137,0.000156391878,3.67504263,0.856824934,11.5722246,7.32302809,0.200000003,5.0,0.998832405,10.7750549,169.567749,202,hard-iron-off,PM-Stokes,4.0,0
OU-II,adaptive,periodic,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.7184003,0.469983846,0.525261223,1.00642097,8.45176792,5.52922153,6.1795435,13.3584824,2.16781425,24.2299919,0.804828584,0.364188015,0.887315452,-169.070648,163.805374,1.54833341,90.5200043,7.93166685,-18.8552094,-30.0,11.1447906,22.2502155,18.3271561,90.5250015,1.54333341,7.93166685,90.5250015,0.142827943,0.000161498654,4.32027483,1.24675786,23.2704544,8.77564812,0.200000003,5.0,2.10610223,11.1447906,169.070648,202,hard-iron-off,PM-Stokes,8.5,1
OU-II,adaptive,periodic,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.0084028421,0.00623361394,0.0217517652,0.024137212,3.11216378,2.30874586,8.05620956,12.0634365,0.0534430593,40.7008247,0.324258834,0.483912587,3.66941118,174.416718,164.947113,1.95000005,30.1894455,67.8605576,17.0852203,30.0,-12.9147797,19.8076401,15.4070673,1.95000005,30.1894455,67.8605576,30.1894455,0.100349471,0.00013180403,1.47106659,0.0500000007,0.108201846,2.93776059,0.250189215,3.0096314,0.0302871838,12.9147797,174.416718,3033,deployed,JONSWAP,0.27,1
OU-II,adaptive,periodic,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0981496796,0.0599425323,0.0961777642,0.149922088,6.5433116,3.99616861,6.41185093,11.3124056,0.390963972,24.6001625,0.25736165,0.0809576064,3.40170646,-166.78215,164.128052,0.390555561,93.1800003,6.42944479,-16.4486542,-30.0,13.5513458,22.0936565,16.1068783,0.187222227,93.3833389,6.42944479,93.3833389,0.0434788465,0.000149120897,2.50547743,0.359165877,2.25463414,4.98728943,0.256934643,3.41015148,0.258006364,13.5513458,166.78215,3033,deployed,JONSWAP,1.5,1
OU-II,adaptive,periodic,wave_data_jonswap_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.318669349,0.203573838,0.25009802,0.453366846,7.96673393,5.08934593,6.25245047,10.9902811,1.04307246,23.9770508,0.177018911,0.113184474,2.19859505,172.236893,168.199554,0.167777777,95.0550003,4.77722216,21.9277039,30.0,-8.07229614,15.5937042,13.1274691,95.0550003,0.167777777,4.77722216,95.0550003,0.0333658792,0.000153102039,3.93682456,0.792946756,12.2895546,7.83013916,0.200000003,5.0,0.861991704,8.07229614,172.236893,3033,deployed,JONSWAP,4.0,1
OU-II,adaptive,periodic,wave_data_jonswap_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.786274493,0.489784986,0.52580744,1.06517148,9.25028801,5.76217604,6.18596983,14.0230541,2.15460348,24.4039078,0.516870558,0.119335845,3.38258243,-171.046722,163.874237,0.968333364,91.8766708,7.15500021,-20.6263733,-30.0,9.37362671,21.1398182,18.5395584,91.8766708,0.968333364,7.15500021,91.8766708,0.0831668228,0.000161087693,4.49593735,1.04610193,21.1453323,9.12619209,0.200000003,5.0,1.50156879,9.37362671,171.046722,3033,deployed,JONSWAP,8.5,1
OU-II,adaptive,periodic,wave_data_pmstokes_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.00814556051,0.00592003949,0.0214453172,0.0236917417,3.01687407,2.19260716,7.94270992,12.2447691,0.0499124601,42.9658585,0.321101725,0.499499053,3.86410594,175.310059,160.931107,3.57444453,28.9055557,67.5200043,17.2203064,30.0,-12.7796936,19.618948,15.2371874,28.9055557,3.57444453,67.5200043,28.9055557,0.102309816,0.000132837566,1.45050919,0.106582344,0.224246785,2.88843942,0.355107993,2.80193377,0.0306909904,12.7796936,175.310059,3033,deployed,PM-Stokes,0.27,1
OU-II,adaptive,periodic,wave_data_pmstokes_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0941640586,0.0586997196,0.0939665437,0.145403713,6.27760363,3.91331458,6.26443577,10.8678951,0.385561794,24.3713303,0.258880138,0.0851101577,3.22799253,-166.901855,164.005646,0.0799999982,93.8705597,6.04944468,-16.2143402,-30.0,13.7856598,21.8679581,16.2805767,0.0799999982,93.8705597,6.04944468,93.8705597,0.0440489314,0.00014926205,2.32523012,0.41761145,2.25789785,4.63424635,0.283396453,3.08925676,0.298583239,13.7856598,166.901855,3033,deployed,PM-Stokes,1.5,1
OU-II,adaptive,periodic,wave_data_pmstokes_H4.000_L112.766_A30.00_P30.00.csv,900.0,180000,0.304352283,0.198490426,0.245920718,0.438754797,7.60880709,4.96226072,6.14801788,10.8444042,1.04037023,23.6378078,0.147728741,0.118931927,2.36064339,170.178406,167.278,0.203888893,95.6122208,4.18388891,19.8065643,30.0,-10.1934357,16.3444481,12.6970263,0.203888893,95.6122208,4.18388891,95.6122208,0.0306466557,0.000150511638,3.67492747,0.858087301,11.5885477,7.32246828,0.200000003,5.0,1.00181174,10.1934357,170.178406,3033,deployed,PM-Stokes,4.0,1
OU-II,adaptive,periodic,wave_data_pmstokes_H8.500_L202.839_A-30.00_P72.00.csv,900.0,180000,0.755277157,0.4712542,0.518538356,1.03024566,8.88561344,5.54416704,6.10045099,13.6747131,2.16781425,23.9198704,0.597003818,0.117024817,3.20389748,-169.126251,163.626633,1.3594445,91.1544495,7.48611116,-18.6017761,-30.0,11.3982239,22.5040264,18.4848251,91.1544495,1.3594445,7.48611116,91.1544495,0.0963229612,0.000163341465,4.32139349,1.24880135,23.3206692,8.77831364,0.200000003,5.0,2.11363816,11.3982239,169.126251,3033,deployed,PM-Stokes,8.5,1
OU-II,adaptive,periodic,wave_data_jonswap_H0.270_L14.047_A30.00_P60.00.csv,900.0,180000,0.00836604368,0.00623324746,0.0217565969,0.0241286866,3.09853458,2.3086102,8.05799866,12.0591764,0.0534430593,40.7098618,0.316822112,0.471004844,4.44826508,174.146698,163.784485,2.23777795,29.8050003,67.957222,16.5801392,30.0,-13.4198608,20.1506996,15.4753017,2.23777795,29.8050003,67.957222,29.8050003,0.0978298858,0.000138491218,1.47106659,0.0500000007,0.108201846,2.93776059,0.250189215,3.0096314,0.0302871838,13.4198608,174.146698,3033,hard-iron-off,JONSWAP,0.27,1
OU-II,adaptive,periodic,wave_data_jonswap_H1.500_L50.710_A-30.00_P120.00.csv,900.0,180000,0.0965991244,0.0600893162,0.0961163193,0.148931071,6.43994141,4.00595427,6.40775442,11.2376289,0.390963972,24.584446,0.254991591,0.0865724906,5.33126688,-166.977554,164.293335,0.207777783,92.9822235,6.80999994,-16.4370575,-30.0,13.5629425,22.049612,16.0670452,0.198888898,92.9911118,6.80999994,92.9911118,0.043651443,0.000146279461,2.50547743,0.359165877,2.25463414,4.98728943,0.256934643,3.41015148,0.258006364,13.5629425,166.977554,3033,hard-iron-off,JONSWAP,1.5,1
